actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
168,PT10M10.00S,2024-04-02T00:38:20.5Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612737,34,35,2024-04-02T00:39:02Z,1670000,False,,,0,,B. Fernando REBOUND (Off:0 Def:2),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,Left Corner 3,24+ Left,,,167.0,2.0,2.0,0.0,,,,,,,,,,,,,
169,PT10M07.00S,2024-04-02T00:38:23.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629726,95.0886990801577,2.941176470588235,1610612737,34,35,2024-04-02T00:38:32Z,1680000,False,-235.0,-6.0,1,right,MISS G. Mathews running 3PT,[1629726],1610612737.0,ATL,running,,,Mathews,G. Mathews,,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,
170,PT10M03.00S,2024-04-02T00:38:27.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,34,35,2024-04-02T00:38:32Z,1690000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Left Corner 3,24+ Left,,,169.0,4.0,3.0,1.0,,,,,,,,,,,,,
171,PT09M55.00S,2024-04-02T00:38:36.3Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,34,35,2024-04-02T00:38:48Z,1700000,False,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1630552]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,Johnson,1630552.0,,,,,,,,,
172,PT09M55.00S,2024-04-02T00:38:36.3Z,2,REGULAR,steal,,[],1630552,,,1610612737,34,35,2024-04-02T00:38:38Z,1710000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
173,PT09M50.00S,2024-04-02T00:38:41.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630552,92.9862023653088,48.77450980392157,1610612737,34,35,2024-04-02T00:40:47Z,1720000,False,-6.0,13.0,1,right,MISS J. Johnson driving floating Shot - blocked,"[1630552, 1627936]",1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,Caruso,1627936.0
174,PT09M50.00S,2024-04-02T00:38:41.2Z,2,REGULAR,block,,[],1627936,,,1610612737,34,35,2024-04-02T00:38:57Z,1730000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
175,PT09M45.00S,2024-04-02T00:38:46.2Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,34,35,2024-04-02T00:38:57Z,1740000,False,,,0,,J. Johnson REBOUND (Off:1 Def:0),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Restricted Area,0-8 Center,,,173.0,1.0,0.0,1.0,,,,,,,,,,,,,
176,PT09M44.00S,2024-04-02T00:38:47.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630552,88.38699080157687,51.9607843137255,1610612737,34,35,2024-04-02T00:39:44Z,1750000,False,10.0,57.0,1,right,MISS J. Johnson driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,
177,PT09M42.00S,2024-04-02T00:38:49.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,34,35,2024-04-02T00:39:00Z,1760000,False,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,,,176.0,5.0,4.0,1.0,,,,,,,,,,,,,
178,PT09M27.00S,2024-04-02T00:39:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,9.280551905387648,46.32352941176471,1610612741,34,35,2024-04-02T00:39:11Z,1770000,False,18.0,35.0,1,left,MISS C. White driving floating Shot - blocked,"[1629632, 1641723]",1610612741.0,CHI,driving floating,,,White,C. White,,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,,,,,,,,,,,,Bufkin,1641723.0
179,PT09M27.00S,2024-04-02T00:39:05.9Z,2,REGULAR,block,,[],1641723,,,1610612741,34,35,2024-04-02T00:39:08Z,1780000,False,,,0,,K. Bufkin BLOCK (1 BLK),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
180,PT09M27.00S,2024-04-02T00:39:05.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,34,35,2024-04-02T00:39:11Z,1790000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,Restricted Area,0-8 Center,,,178.0,,,,,,,,,,,,,,,,
182,PT09M27.00S,2024-04-02T00:39:11.7Z,2,REGULAR,substitution,out,[],1627936,,,1610612737,34,35,2024-04-02T00:39:19Z,1810000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M27.00S,2024-04-02T00:39:11.7Z,2,REGULAR,substitution,out,[],1629726,,,1610612737,34,35,2024-04-02T00:39:19Z,1820000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M27.00S,2024-04-02T00:39:11.7Z,2,REGULAR,substitution,in,[],1630245,,,1610612737,34,35,2024-04-02T00:39:19Z,1830000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M27.00S,2024-04-02T00:39:11.7Z,2,REGULAR,substitution,in,[],1630249,,,1610612737,34,35,2024-04-02T00:39:19Z,1840000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M08.00S,2024-04-02T00:39:42.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628981,90.75229960578186,52.450980392156865,1610612737,34,35,2024-04-02T00:42:19Z,1850000,False,12.0,34.0,1,right,MISS B. Fernando Hook,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,
187,PT09M05.00S,2024-04-02T00:39:45.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,34,35,2024-04-02T00:39:49Z,1860000,False,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,,,186.0,6.0,5.0,1.0,,,,,,,,,,,,,
188,PT08M50.00S,2024-04-02T00:40:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,5.469776609724048,48.03921568627451,1610612741,36,35,2024-04-02T00:40:04Z,1870000,False,10.0,-1.0,1,left,T. Taylor driving Layup (2 PTS) (D. DeRozan 4 AST),"[1630678, 201942]",1610612741.0,CHI,driving,,,Taylor,T. Taylor,,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,2.0,,,,D. DeRozan,201942.0,4.0,,,,,,
190,PT08M36.00S,2024-04-02T00:40:13.8Z,2,REGULAR,3pt,Jump Shot,[],1630249,77.08607095926413,87.25490196078431,1610612737,36,38,2024-04-02T00:40:20Z,1890000,False,186.0,163.0,1,right,V. Krejci 24' 3PT  (6 PTS) (B. Fernando 3 AST),"[1630249, 1628981]",1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,Above the Break 3,24+ Right Center,24.75,Made,,,,,6.0,,,,B. Fernando,1628981.0,3.0,,,,,,
192,PT08M19.00S,2024-04-02T00:40:33.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,10.85742444152431,43.38235294117647,1610612741,36,38,2024-04-02T00:40:43Z,1910000,False,33.0,50.0,1,left,MISS A. Dosunmu driving floating Shot - blocked,"[1630245, 203992]",1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,,In The Paint (Non-RA),0-8 Center,5.96,Missed,,,,,,,,,,,,,,,,Bogdanovic,203992.0
197,PT08M19.00S,2024-04-02T00:40:33.3Z,2,REGULAR,block,,[],203992,,,1610612741,36,38,2024-04-02T00:41:39Z,1915000,False,,,0,,B. Bogdanovic BLOCK (1 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
193,PT08M19.00S,2024-04-02T00:40:33.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,36,38,2024-04-02T00:40:37Z,1920000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Restricted Area,0-8 Center,,,192.0,,,,,,,,,,,,,,,,
194,PT08M19.00S,2024-04-02T00:40:36.1Z,2,REGULAR,foul,personal,[],1630552,,,1610612741,36,38,2024-04-02T00:40:44Z,1930000,False,,,0,,J. Johnson loose ball personal FOUL (1 PF),"[1630552, 1630245]",1610612737.0,ATL,loose ball,,,Johnson,J. Johnson,,,,,1148.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,
196,PT08M19.00S,2024-04-02T00:40:48.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,36,38,2024-04-02T00:40:48Z,1950000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M19.00S,2024-04-02T00:43:35.7Z,2,REGULAR,substitution,out,[],1630552,,,1610612741,36,38,2024-04-02T00:43:41Z,1960000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M19.00S,2024-04-02T00:43:35.7Z,2,REGULAR,substitution,out,[],203992,,,1610612741,36,38,2024-04-02T00:43:41Z,1970000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M19.00S,2024-04-02T00:43:35.7Z,2,REGULAR,substitution,in,[],1627749,,,1610612741,36,38,2024-04-02T00:43:41Z,1980000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M19.00S,2024-04-02T00:43:35.7Z,2,REGULAR,substitution,in,[],1629631,,,1610612741,36,38,2024-04-02T00:43:41Z,1990000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M05.00S,2024-04-02T00:44:04.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201942,6.652431011826544,52.450980392156865,1610612741,36,38,2024-04-02T00:44:12Z,2000000,False,-12.0,10.0,1,left,MISS D. DeRozan driving reverse Layup,[201942],1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,
203,PT08M02.00S,2024-04-02T00:44:07.3Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,36,38,2024-04-02T00:44:12Z,2010000,False,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,,,202.0,7.0,5.0,2.0,,,,,,,,,,,,,
204,PT08M02.00S,2024-04-02T00:44:06.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612741,38,38,2024-04-02T00:44:06Z,2020000,False,0.0,0.0,1,left,A. Drummond tip Layup (7 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,7.0,,,,,,,,,,,,
205,PT07M51.00S,2024-04-02T00:44:17.5Z,2,REGULAR,3pt,Jump Shot,[],1629631,95.0886990801577,96.07843137254902,1610612737,38,38,2024-04-02T00:44:22Z,2030000,False,230.0,-6.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,
206,PT07M48.00S,2024-04-02T00:44:20.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,38,38,2024-04-02T00:44:22Z,2040000,False,,,0,,A. Drummond REBOUND (Off:2 Def:6),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Right Corner 3,24+ Right,,,205.0,8.0,6.0,2.0,,,,,,,,,,,,,
207,PT07M31.00S,2024-04-02T00:44:38.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,9.937582128777924,49.754901960784316,1610612741,40,38,2024-04-02T00:44:43Z,2050000,False,1.0,41.0,1,left,A. Drummond driving Hook (9 PTS),[203083],1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,4.09,Made,,,,,9.0,,,,,,,,,,,,
210,PT07M07.00S,2024-04-02T00:45:16.5Z,2,REGULAR,3pt,Jump Shot,[],1627749,65.78515111695138,48.03921568627451,1610612737,40,41,2024-04-02T00:45:20Z,2080000,False,-10.0,269.0,1,right,D. Murray 26' 3PT pullup (3 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,,Above the Break 3,24+ Center,26.93,Made,,,,,3.0,,,,,,,,,,,,
211,PT06M53.00S,2024-04-02T00:45:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,6.389618922470433,65.19607843137256,1610612741,40,41,2024-04-02T00:46:06Z,2090000,False,-76.0,8.0,1,left,MISS D. DeRozan 7' driving floating Shot,[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,,,
212,PT06M53.00S,2024-04-02T00:45:33.1Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,40,41,2024-04-02T00:45:40Z,2100000,False,,,0,,A. Drummond REBOUND (Off:3 Def:6),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,In The Paint (Non-RA),0-8 Center,,,211.0,9.0,6.0,3.0,,,,,,,,,,,,,
213,PT06M53.00S,2024-04-02T00:45:36.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612741,40,41,2024-04-02T00:45:36Z,2110000,False,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,
214,PT06M53.00S,2024-04-02T00:45:37.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,40,41,2024-04-02T00:45:37Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Mid-Range,8-16 Left,,,213.0,,,,,,,,,,,,,,,,
215,PT06M53.00S,2024-04-02T00:45:39.7Z,2,REGULAR,foul,personal,[],1628981,,,1610612741,40,41,2024-04-02T00:45:55Z,2130000,False,,,0,,B. Fernando loose ball personal FOUL (3 PF),"[1628981, 203083]",1610612737.0,ATL,loose ball,,,Fernando,B. Fernando,,,,,1627961.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,0.0,Drummond,203083.0,,
217,PT06M53.00S,2024-04-02T00:45:48.5Z,2,REGULAR,substitution,out,[],201942,,,1610612741,40,41,2024-04-02T00:46:06Z,2150000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M53.00S,2024-04-02T00:45:48.5Z,2,REGULAR,substitution,out,[],1628981,,,1610612741,40,41,2024-04-02T00:46:06Z,2160000,False,,,0,,SUB out: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M53.00S,2024-04-02T00:45:48.5Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,40,41,2024-04-02T00:46:06Z,2170000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M53.00S,2024-04-02T00:45:48.5Z,2,REGULAR,substitution,in,[],203991,,,1610612741,40,41,2024-04-02T00:46:06Z,2180000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M47.00S,2024-04-02T00:46:10.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,29.122864651773984,20.34313725490196,1610612741,40,41,2024-04-02T00:46:18Z,2190000,False,148.0,221.0,1,left,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,
222,PT06M43.00S,2024-04-02T00:46:14.8Z,2,REGULAR,rebound,offensive,[],1630245,,,1610612741,40,41,2024-04-02T00:46:18Z,2200000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Right Center,,,221.0,2.0,1.0,1.0,,,,,,,,,,,,,
223,PT06M36.00S,2024-04-02T00:46:22.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,6.258212877792378,51.71568627450981,1610612741,42,41,2024-04-02T00:46:33Z,2210000,False,-9.0,6.0,1,left,C. White driving Layup (7 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,7.0,,,,,,,,,,,,
224,PT06M23.00S,2024-04-02T00:46:34.5Z,2,REGULAR,3pt,Jump Shot,[],1627749,69.99014454664915,24.509803921568626,1610612737,42,44,2024-04-02T00:46:38Z,2220000,False,-127.0,230.0,1,right,D. Murray 26' 3PT  (6 PTS) (K. Bufkin 2 AST),"[1627749, 1641723]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Above the Break 3,24+ Left Center,26.26,Made,,,,,6.0,,,,K. Bufkin,1641723.0,2.0,,,,,,
226,PT06M11.00S,2024-04-02T00:46:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,12.171484888304862,51.9607843137255,1610612741,42,44,2024-04-02T00:46:49Z,2240000,False,-10.0,62.0,1,left,MISS A. Caruso 6' driving floating Shot,[1627936],1610612741.0,CHI,driving floating,,,Caruso,A. Caruso,,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,
227,PT06M09.00S,2024-04-02T00:46:48.8Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,42,44,2024-04-02T00:46:49Z,2250000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,In The Paint (Non-RA),0-8 Center,,,226.0,2.0,2.0,0.0,,,,,,,,,,,,,
228,PT05M57.00S,2024-04-02T00:47:00.7Z,2,REGULAR,3pt,Jump Shot,[],1641723,68.67608409986859,19.11764705882353,1610612737,42,44,2024-04-02T00:47:06Z,2260000,False,-154.0,242.0,1,right,MISS K. Bufkin 28' 3PT,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,Above the Break 3,24+ Left Center,28.7,Missed,,,,,,,,,,,,,,,,,
229,PT05M52.00S,2024-04-02T00:47:05.7Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,42,44,2024-04-02T00:47:06Z,2270000,False,,,0,,A. Drummond REBOUND (Off:3 Def:7),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Above the Break 3,24+ Left Center,,,228.0,10.0,7.0,3.0,,,,,,,,,,,,,
230,PT05M42.00S,2024-04-02T00:47:17.9Z,2,REGULAR,foul,personal,['2freethrow'],203991,,,1610612741,42,44,2024-04-02T00:47:27Z,2280000,False,,,0,,C. Capela shooting personal FOUL (2 PF) (Drummond 2 FT),"[203991, 203083]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Drummond,203083.0,,
232,PT05M42.00S,2024-04-02T00:47:42.7Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,43,44,2024-04-02T00:48:04Z,2300000,False,,,0,,A. Drummond Free Throw 1 of 2 (10 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
233,PT05M42.00S,2024-04-02T00:47:45.7Z,2,REGULAR,substitution,out,[],1641723,,,1610612741,43,44,2024-04-02T00:47:49Z,2310000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M42.00S,2024-04-02T00:47:45.7Z,2,REGULAR,substitution,in,[],203992,,,1610612741,43,44,2024-04-02T00:47:49Z,2320000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M42.00S,2024-04-02T00:47:42.7Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,43,44,2024-04-02T00:48:04Z,2330000,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
236,PT05M39.00S,2024-04-02T00:47:45.7Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,43,44,2024-04-02T00:48:04Z,2340000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,,
237,PT05M25.00S,2024-04-02T00:48:15.8Z,2,REGULAR,3pt,Jump Shot,[],1629631,80.23981603153744,6.862745098039216,1610612737,43,44,2024-04-02T00:48:19Z,2350000,False,-216.0,133.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,
238,PT05M23.00S,2024-04-02T00:48:17.8Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,43,44,2024-04-02T00:48:19Z,2360000,False,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Above the Break 3,24+ Left Center,,,237.0,3.0,2.0,1.0,,,,,,,,,,,,,
239,PT05M16.00S,2024-04-02T00:48:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,4.5499342969776615,53.92156862745098,1610612741,45,44,2024-04-02T00:48:31Z,2370000,False,-20.0,-10.0,1,left,A. Dosunmu driving Layup (8 PTS) (C. White 2 AST),"[1630245, 1629632]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,8.0,,,,C. White,1629632.0,2.0,,,,,,
241,PT04M59.00S,2024-04-02T00:48:42.8Z,2,REGULAR,foul,personal,[],203083,,,1610612737,45,44,2024-04-02T00:49:06Z,2390000,False,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 203992]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,1627961.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,0.0,Bogdanovic,203992.0,,
243,PT04M59.00S,2024-04-02T00:48:50.0Z,2,REGULAR,substitution,out,[],1629632,,,1610612737,45,44,2024-04-02T00:49:01Z,2410000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M59.00S,2024-04-02T00:48:50.0Z,2,REGULAR,substitution,out,[],203083,,,1610612737,45,44,2024-04-02T00:49:01Z,2420000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M59.00S,2024-04-02T00:48:50.0Z,2,REGULAR,substitution,in,[],202696,,,1610612737,45,44,2024-04-02T00:49:01Z,2430000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M59.00S,2024-04-02T00:48:50.0Z,2,REGULAR,substitution,in,[],1631207,,,1610612737,45,44,2024-04-02T00:49:01Z,2440000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M52.00S,2024-04-02T00:49:14.2Z,2,REGULAR,3pt,Jump Shot,[],1630249,87.33574244415243,95.58823529411765,1610612737,45,47,2024-04-02T00:49:18Z,2450000,False,228.0,67.0,1,right,V. Krejci 3PT  (9 PTS) (D. Hunter 2 AST),"[1630249, 1629631]",1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,Right Corner 3,24+ Right,23.74,Made,,,,,9.0,,,,D. Hunter,1629631.0,2.0,,,,,,
249,PT04M25.00S,2024-04-02T00:49:41.7Z,2,REGULAR,turnover,bad pass,[],1627936,,,1610612741,45,47,2024-04-02T00:49:45Z,2470000,False,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 203991]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Capela,203991.0,,,,,,,,,
250,PT04M25.00S,2024-04-02T00:49:41.7Z,2,REGULAR,steal,,[],203991,,,1610612737,45,47,2024-04-02T00:49:43Z,2480000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
