actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
169,PT11M31.00S,2024-03-02T03:47:07.2Z,2,REGULAR,2pt,Jump Shot,[],1626171,88.91261498028909,22.30392156862745,1610612749,26,33,2024-03-02T03:47:46Z,1680000,False,-138.0,52.0,1,right,MISS B. Portis 14' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,14.78,Missed,,,,,,,,,,,,,,,,,,
170,PT11M28.00S,2024-03-02T03:47:10.2Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,26,33,2024-03-02T03:47:12Z,1690000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,
171,PT11M23.00S,2024-03-02T03:47:18.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.703679369250986,43.872549019607845,1610612741,28,33,2024-03-02T03:48:12Z,1700000,False,31.0,20.0,1,left,A. Drummond Layup (6 PTS) (A. Dosunmu 2 AST),"[203083, 1630245]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,3.65,Made,6.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,,
173,PT11M23.00S,2024-03-02T03:47:21.7Z,2,REGULAR,foul,personal,['1freethrow'],201568,,,1610612741,28,33,2024-03-02T03:47:45Z,1720000,False,,,0,,D. Gallinari shooting personal FOUL (1 PF) (Drummond 1 FT),"[201568, 203083]",1610612749.0,MIL,shooting,,,Gallinari,D. Gallinari,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,1.0,0.0,Drummond,203083.0,,
175,PT11M23.00S,2024-03-02T03:47:46.5Z,2,REGULAR,freethrow,1 of 1,[],203083,,,1610612741,29,33,2024-03-02T03:47:46Z,1740000,False,,,0,,A. Drummond Free Throw 1 of 1 (7 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
176,PT11M00.00S,2024-03-02T03:48:14.9Z,2,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612749,29,33,2024-03-02T03:48:22Z,1750000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630245, 203507]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
178,PT11M00.00S,2024-03-02T03:48:55.5Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,29,34,2024-03-02T03:48:55Z,1770000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
179,PT11M00.00S,2024-03-02T03:49:19.5Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,29,35,2024-03-02T03:49:19Z,1780000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
180,PT10M40.00S,2024-03-02T03:49:44.0Z,2,REGULAR,turnover,out-of-bounds,[],203083,,,1610612741,29,35,2024-03-02T03:49:51Z,1790000,False,,,0,,A. Drummond lost ball out-of-bounds TURNOVER (2 TO),[203083],1610612741.0,CHI,lost ball,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,,,,,2.0,,,,,,,,
181,PT10M27.00S,2024-03-02T03:50:04.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,73.53810775295663,81.61764705882352,1610612749,29,35,2024-03-02T03:50:10Z,1800000,False,158.0,196.0,1,right,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
182,PT10M22.00S,2024-03-02T03:50:09.3Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,29,35,2024-03-02T03:50:10Z,1810000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,
183,PT10M08.00S,2024-03-02T03:50:26.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.835085413929041,44.6078431372549,1610612741,29,35,2024-03-02T03:50:32Z,1820000,False,27.0,21.0,1,left,MISS A. Drummond driving Layup,[203083],1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
184,PT10M08.00S,2024-03-02T03:50:26.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,29,35,2024-03-02T03:50:32Z,1830000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,183.0,,,,,,,,,,,,
185,PT10M08.00S,2024-03-02T03:50:30.8Z,2,REGULAR,turnover,traveling,[],203083,,,1610612741,29,35,2024-03-02T03:50:50Z,1840000,False,,,0,,A. Drummond traveling TURNOVER (3 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,3.0,,,,,,,,
189,PT10M08.00S,2024-03-02T03:50:46.3Z,2,REGULAR,substitution,out,[],203083,,,1610612749,29,35,2024-03-02T03:51:45Z,1845000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M08.00S,2024-03-02T03:50:46.3Z,2,REGULAR,substitution,in,[],202696,,,1610612749,29,35,2024-03-02T03:51:45Z,1847500,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M48.00S,2024-03-02T03:51:01.8Z,2,REGULAR,turnover,traveling,[],203507,,,1610612749,29,35,2024-03-02T03:51:06Z,1850000,False,,,0,,G. Antetokounmpo traveling TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,,,1155.0,,,,,1.0,,,,,,,,
187,PT09M34.00S,2024-03-02T03:51:34.5Z,2,REGULAR,foul,personal,[],203507,,,1610612741,29,35,2024-03-02T03:51:49Z,1860000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 1629632]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,,,,,,,,1.0,0.0,White,1629632.0,,
191,PT09M24.00S,2024-03-02T03:52:04.3Z,2,REGULAR,foul,personal,[],201568,,,1610612741,29,35,2024-03-02T03:52:11Z,1880000,False,,,0,,D. Gallinari personal FOUL (2 PF),"[201568, 1629632]",1610612749.0,MIL,,,,Gallinari,D. Gallinari,,,,,Mid-Range,16-24 Left,,,,,,,201639.0,,,,,,,,2.0,0.0,White,1629632.0,,
193,PT09M21.00S,2024-03-02T03:52:22.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,18.478975032851512,91.66666666666666,1610612741,29,35,2024-03-02T03:52:26Z,1900000,False,-208.0,121.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,24.1,Missed,,,,,,,,,,,,,,,,,,
194,PT09M18.00S,2024-03-02T03:52:25.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,29,35,2024-03-02T03:52:26Z,1910000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,193.0,4.0,3.0,1.0,,,,,,,,,
195,PT09M09.00S,2024-03-02T03:52:34.2Z,2,REGULAR,3pt,Jump Shot,[],1626171,63.81406044678055,47.30392156862745,1610612749,29,35,2024-03-02T03:52:39Z,1920000,False,-13.0,288.0,1,right,MISS B. Portis 28' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,28.79,Missed,,,,,,,,,,,,,,,,,,
196,PT09M05.00S,2024-03-02T03:52:38.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,29,35,2024-03-02T03:52:39Z,1930000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,,195.0,2.0,1.0,1.0,,,,,,,,,
197,PT08M48.00S,2024-03-02T03:52:55.0Z,2,REGULAR,3pt,Jump Shot,[],1627936,28.33442838370565,75.98039215686273,1610612741,29,35,2024-03-02T03:52:58Z,1940000,False,-130.0,214.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,,,,,,,,,,,,,,,,,
198,PT08M46.00S,2024-03-02T03:52:57.0Z,2,REGULAR,rebound,defensive,[],201976,,,1610612749,29,35,2024-03-02T03:52:58Z,1950000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,
199,PT08M42.00S,2024-03-02T03:53:01.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,92.9862023653088,49.50980392156863,1610612749,29,37,2024-03-02T03:53:35Z,1960000,False,-2.0,13.0,1,right,G. Antetokounmpo running finger roll Layup (15 PTS) (P. Beverley 1 AST),"[203507, 201976]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.36,Made,15.0,P. Beverley,201976.0,1.0,,,,,,,,,,,,,,
201,PT08M35.00S,2024-03-02T03:53:15.7Z,2,REGULAR,foul,personal,[],1626171,,,1610612741,29,37,2024-03-02T03:53:26Z,1980000,False,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 1629632]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,,,,,,,201639.0,,,,,,,,1.0,0.0,White,1629632.0,,
203,PT08M27.00S,2024-03-02T03:53:34.2Z,2,REGULAR,2pt,Jump Shot,[],201942,13.87976346911958,27.941176470588236,1610612741,29,37,2024-03-02T03:53:41Z,2000000,False,110.0,78.0,1,left,MISS D. DeRozan 13' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,13.51,Missed,,,,,,,,,,,,,,,,,,
204,PT08M25.00S,2024-03-02T03:53:36.2Z,2,REGULAR,rebound,defensive,[],201568,,,1610612749,29,37,2024-03-02T03:53:39Z,2010000,False,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612749.0,MIL,,,,Gallinari,D. Gallinari,,,,,Mid-Range,8-16 Right,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,
205,PT08M15.00S,2024-03-02T03:53:46.0Z,2,REGULAR,3pt,Jump Shot,[],201568,70.12155059132719,19.607843137254903,1610612749,29,37,2024-03-02T03:53:53Z,2020000,False,-152.0,228.0,1,right,MISS D. Gallinari 27' 3PT,[201568],1610612749.0,MIL,,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
206,PT08M11.00S,2024-03-02T03:53:50.0Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,29,37,2024-03-02T03:53:53Z,2030000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,
207,PT08M04.00S,2024-03-02T03:53:57.1Z,2,REGULAR,2pt,Jump Shot,[],1629632,13.354139290407357,21.323529411764707,1610612741,29,37,2024-03-02T03:54:27Z,2040000,False,143.0,73.0,1,left,MISS C. White 16' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,8-16 Right,16.09,Missed,,,,,,,,,,,,,,,,,,
208,PT08M02.00S,2024-03-02T03:53:59.1Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,29,37,2024-03-02T03:54:01Z,2050000,False,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,,,207.0,3.0,2.0,1.0,,,,,,,,,
209,PT07M53.00S,2024-03-02T03:54:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201568,91.27792378449409,52.20588235294118,1610612749,29,37,2024-03-02T03:54:13Z,2060000,False,11.0,29.0,1,right,MISS D. Gallinari cutting Layup - blocked,"[201568, 201942]",1610612749.0,MIL,cutting,,,Gallinari,D. Gallinari,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,DeRozan,201942.0
210,PT07M53.00S,2024-03-02T03:54:08.6Z,2,REGULAR,block,,[],201942,,,1610612749,29,37,2024-03-02T03:54:10Z,2070000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT07M50.00S,2024-03-02T03:54:11.6Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,29,37,2024-03-02T03:54:13Z,2080000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,209.0,3.0,3.0,0.0,,,,,,,,,
212,PT07M49.00S,2024-03-02T03:54:15.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612741,29,37,2024-03-02T03:54:27Z,2090000,False,,,0,,P. Beverley personal FOUL (1 PF) (White 2 FT),"[201976, 1629632]",1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Mid-Range,16-24 Left Center,,,,,,,1155.0,,,,,,,,1.0,0.0,White,1629632.0,,
214,PT07M49.00S,2024-03-02T03:54:38.5Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,30,37,2024-03-02T03:54:38Z,2110000,False,,,0,,C. White Free Throw 1 of 2 (4 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
215,PT07M49.00S,2024-03-02T03:54:39.4Z,2,REGULAR,substitution,out,[],201942,,,1610612741,30,37,2024-03-02T03:54:51Z,2120000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M49.00S,2024-03-02T03:54:39.4Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,30,37,2024-03-02T03:54:51Z,2130000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M49.00S,2024-03-02T03:54:39.4Z,2,REGULAR,substitution,in,[],1641931,,,1610612741,30,37,2024-03-02T03:54:51Z,2140000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M49.00S,2024-03-02T03:54:39.4Z,2,REGULAR,substitution,in,[],1641763,,,1610612741,30,37,2024-03-02T03:54:51Z,2150000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M49.00S,2024-03-02T03:55:02.4Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,31,37,2024-03-02T03:55:02Z,2160000,False,,,0,,C. White Free Throw 2 of 2 (5 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
220,PT07M34.00S,2024-03-02T03:55:19.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203507,86.81011826544021,49.50980392156863,1610612749,31,39,2024-03-02T03:55:25Z,2170000,False,-2.0,71.0,1,right,G. Antetokounmpo 7' driving Hook (17 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,17.0,,,,,,,,,,,,,,,,,
221,PT07M21.00S,2024-03-02T03:55:35.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612741,31,39,2024-03-02T03:55:51Z,2180000,False,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Caruso 2 FT),"[203507, 1627936]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,,,,,,,,2.0,0.0,Caruso,1627936.0,,
223,PT07M21.00S,2024-03-02T03:56:04.9Z,2,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,32,39,2024-03-02T03:56:04Z,2200000,False,,,0,,A. Caruso Free Throw 1 of 2 (4 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
224,PT07M21.00S,2024-03-02T03:56:05.5Z,2,REGULAR,substitution,out,[],201568,,,1610612741,32,39,2024-03-02T03:56:10Z,2210000,False,,,0,,SUB out: D. Gallinari,[201568],1610612749.0,MIL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M21.00S,2024-03-02T03:56:05.5Z,2,REGULAR,substitution,in,[],203109,,,1610612741,32,39,2024-03-02T03:56:10Z,2220000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M21.00S,2024-03-02T03:56:25.6Z,2,REGULAR,freethrow,2 of 2,[],1627936,,,1610612741,33,39,2024-03-02T03:56:25Z,2230000,False,,,0,,A. Caruso Free Throw 2 of 2 (5 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
227,PT07M01.00S,2024-03-02T03:56:47.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.51182654402102,50.73529411764706,1610612749,33,41,2024-03-02T03:56:52Z,2240000,False,4.0,8.0,1,right,G. Antetokounmpo cutting DUNK (19 PTS) (P. Beverley 2 AST),"[203507, 201976]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.93,Made,19.0,P. Beverley,201976.0,2.0,,,,,,,,,,,,,,
229,PT06M47.00S,2024-03-02T03:57:01.5Z,2,REGULAR,3pt,Jump Shot,[],1627936,31.35676741130092,64.70588235294117,1610612741,33,41,2024-03-02T03:57:05Z,2260000,False,-74.0,242.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
230,PT06M45.00S,2024-03-02T03:57:03.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,33,41,2024-03-02T03:57:05Z,2270000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,229.0,5.0,4.0,1.0,,,,,,,,,
231,PT06M38.00S,2024-03-02T03:57:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,93.11760840998686,52.94117647058824,1610612749,33,41,2024-03-02T03:57:17Z,2280000,False,15.0,12.0,1,right,MISS B. Portis driving Layup,[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
232,PT06M33.00S,2024-03-02T03:57:14.8Z,2,REGULAR,rebound,defensive,[],1641931,,,1610612741,33,41,2024-03-02T03:57:14Z,2290000,False,,,0,,O. Bitim REBOUND (Off:0 Def:3),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Restricted Area,0-8 Center,,,,,,,,231.0,3.0,3.0,0.0,,,,,,,,,
233,PT06M19.00S,2024-03-02T03:57:30.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,8.229303547963205,64.2156862745098,1610612741,35,41,2024-03-02T03:57:41Z,2300000,False,-71.0,25.0,1,left,N. Vucevic 7' turnaround Hook (11 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,11.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
234,PT06M10.00S,2024-03-02T03:57:43.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,35,41,2024-03-02T03:57:43Z,2310000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,out,[],1629632,,,1610612749,35,41,2024-03-02T04:00:51Z,2320000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,out,[],1627936,,,1610612749,35,41,2024-03-02T04:00:51Z,2330000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,out,[],201976,,,1610612749,35,41,2024-03-02T04:00:51Z,2340000,False,,,0,,SUB out: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,35,41,2024-03-02T04:00:51Z,2350000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,out,[],203507,,,1610612749,35,41,2024-03-02T04:00:51Z,2360000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,in,[],1630245,,,1610612749,35,41,2024-03-02T04:00:51Z,2370000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,in,[],1630678,,,1610612749,35,41,2024-03-02T04:00:51Z,2380000,False,,,0,,SUB in: T. Taylor,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,in,[],203081,,,1610612749,35,41,2024-03-02T04:00:51Z,2390000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,in,[],201572,,,1610612749,35,41,2024-03-02T04:00:51Z,2400000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M10.00S,2024-03-02T03:59:56.9Z,2,REGULAR,substitution,in,[],1627736,,,1610612749,35,41,2024-03-02T04:00:51Z,2410000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M59.00S,2024-03-02T04:01:22.2Z,2,REGULAR,3pt,Jump Shot,[],201572,71.43561103810775,78.43137254901961,1610612749,35,44,2024-03-02T04:01:27Z,2420000,False,142.0,216.0,1,right,B. Lopez 25' 3PT  (9 PTS) (D. Lillard 2 AST),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.86,Made,9.0,D. Lillard,203081.0,2.0,,,,,,,,,,,,,,
248,PT05M42.00S,2024-03-02T04:01:40.3Z,2,REGULAR,2pt,Jump Shot,[],202696,22.421156373193167,58.57843137254902,1610612741,35,44,2024-03-02T04:01:43Z,2440000,False,-43.0,158.0,1,left,MISS N. Vucevic 16' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,16.4,Missed,,,,,,,,,,,,,,,,,,
249,PT05M40.00S,2024-03-02T04:01:42.3Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,35,44,2024-03-02T04:01:43Z,2450000,False,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,,,,,,,,248.0,4.0,3.0,1.0,,,,,,,,,
250,PT05M36.00S,2024-03-02T04:01:49.4Z,2,REGULAR,foul,personal,[],1641931,,,1610612749,35,44,2024-03-02T04:02:13Z,2460000,False,,,0,,O. Bitim personal FOUL (1 PF),"[1641931, 203081]",1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Above the Break 3,24+ Center,,,,,,,1155.0,,,,,,,,1.0,0.0,Lillard,203081.0,,
252,PT05M28.00S,2024-03-02T04:02:24.9Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612749,35,44,2024-03-02T04:02:29Z,2480000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1641763]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Phillips,1641763.0,,,,,,
