actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
458,PT03M44.00S,2024-11-26T04:45:24.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,85.67674113009198,51.259957107843135,1610612744,86,77,2024-11-26T04:45:31Z,4210000,False,6.0,82.0,1,right,MISS B. Hield 8' driving floating Shot - blocked,"[1627741, 1630592]",1610612744.0,GSW,driving floating,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,,,,,,,,,,,,,Wilson,1630592.0
459,PT03M44.00S,2024-11-26T04:45:24.9Z,3,REGULAR,block,,[],1630592,,,1610612744,86,77,2024-11-26T05:11:25Z,4220000,False,,,0,,J. Wilson BLOCK (1 BLK),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
460,PT03M40.00S,2024-11-26T04:45:28.9Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,86,77,2024-11-26T04:45:31Z,4230000,False,,,0,,Z. Williams REBOUND (Off:0 Def:6),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,458.0,,,,,,,,,,,,,6.0,6.0,0.0,,
461,PT03M39.00S,2024-11-26T04:45:30.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,5.962549277266746,46.07843137254902,1610612751,86,79,2024-11-26T04:45:36Z,4240000,False,20.0,4.0,1,left,Z. Williams running Layup (13 PTS),[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,1.99,Made,,,,13.0,,,,,,,,,,,,,,
462,PT03M20.00S,2024-11-26T04:45:48.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,87.3850197109067,40.908394607843135,1610612744,88,79,2024-11-26T04:45:57Z,4250000,False,-45.0,66.0,1,right,B. Podziemski 8' finger roll Layup (5 PTS),[1641764],1610612744.0,GSW,finger roll,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,8.02,Made,,,,5.0,,,,,,,,,,,,,,
463,PT03M02.00S,2024-11-26T04:46:07.4Z,3,REGULAR,2pt,Jump Shot,[],1629003,6.307490144546648,76.93780637254902,1610612751,88,81,2024-11-26T04:57:14Z,4260000,False,-135.0,7.0,1,left,S. Milton 13' pullup Jump Shot (8 PTS),[1629003],1610612751.0,BKN,pullup,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,13.49,Made,,,,8.0,,,,,,,,,,,,,,
464,PT02M53.00S,2024-11-26T04:46:15.3Z,3,REGULAR,3pt,Jump Shot,[],1627741,68.11760840998686,26.715686274509807,1610612744,88,81,2024-11-26T04:46:22Z,4270000,False,-116.0,247.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
465,PT02M53.00S,2024-11-26T04:46:15.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,88,81,2024-11-26T04:46:22Z,4280000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,464.0,,,,,,,,,,,,,,,,,
467,PT02M53.00S,2024-11-26T04:46:20.7Z,3,REGULAR,substitution,out,[],203937,,,1610612744,88,81,2024-11-26T04:46:28Z,4300000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M53.00S,2024-11-26T04:46:20.7Z,3,REGULAR,substitution,out,[],1630533,,,1610612744,88,81,2024-11-26T04:46:28Z,4310000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M53.00S,2024-11-26T04:46:20.7Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,88,81,2024-11-26T04:46:28Z,4320000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M53.00S,2024-11-26T04:46:20.7Z,3,REGULAR,substitution,in,[],1630570,,,1610612744,88,81,2024-11-26T04:46:28Z,4330000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M43.00S,2024-11-26T04:46:54.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,73.242444152431,80.63725490196079,1610612744,88,81,2024-11-26T04:46:59Z,4340000,False,153.0,199.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
472,PT02M40.00S,2024-11-26T04:46:57.9Z,3,REGULAR,rebound,defensive,[],1630592,,,1610612751,88,81,2024-11-26T04:46:59Z,4350000,False,,,0,,J. Wilson REBOUND (Off:0 Def:4),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,471.0,,,,,,,,,,,,,4.0,4.0,0.0,,
473,PT02M31.00S,2024-11-26T04:47:07.6Z,3,REGULAR,turnover,lost ball,[],1630592,,,1610612751,88,81,2024-11-26T04:47:15Z,4360000,False,,,0,,J. Wilson lost ball TURNOVER (1 TO),"[1630592, 1626172]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,Looney,1626172.0,,,,,,,,,
474,PT02M31.00S,2024-11-26T04:47:07.6Z,3,REGULAR,steal,,[],1626172,,,1610612744,88,81,2024-11-26T04:47:10Z,4370000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
475,PT02M09.00S,2024-11-26T04:47:29.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627780,88.17345597897503,53.7109375,1610612744,88,81,2024-11-26T04:47:35Z,4380000,False,19.0,59.0,1,right,MISS G. Payton II 6' cutting Layup,[1627780],1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
476,PT02M05.00S,2024-11-26T04:47:33.1Z,3,REGULAR,rebound,defensive,[],1631213,,,1610612751,88,81,2024-11-26T04:47:35Z,4390000,False,,,0,,T. Martin REBOUND (Off:1 Def:3),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,475.0,,,,,,,,,,,,,4.0,3.0,1.0,,
485,PT02M01.00S,2024-11-26T04:47:54.0Z,3,REGULAR,substitution,out,[],1630553,,,1610612751,88,81,2024-11-26T04:48:47Z,4405000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M01.00S,2024-11-26T04:47:54.0Z,3,REGULAR,substitution,in,[],203471,,,1610612751,88,81,2024-11-26T04:48:47Z,4407500,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M53.00S,2024-11-26T04:48:01.8Z,3,REGULAR,turnover,lost ball,[],1629003,,,1610612751,88,81,2024-11-26T04:48:06Z,4410000,False,,,0,,S. Milton lost ball TURNOVER (1 TO),"[1629003, 1627741]",1610612751.0,BKN,,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,,,,,1.0,,,,,Hield,1627741.0,,,,,,,,,
479,PT01M53.00S,2024-11-26T04:48:01.8Z,3,REGULAR,steal,,[],1627741,,,1610612744,88,81,2024-11-26T04:48:03Z,4420000,False,,,0,,B. Hield STEAL (2 STL),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
480,PT01M43.00S,2024-11-26T04:48:11.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,94.13600525624179,55.63725490196079,1610612744,90,81,2024-11-26T04:48:15Z,4430000,False,28.0,3.0,1,right,K. Looney Layup (4 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.83,Made,,,,4.0,,,,,,,,,,,,,,
481,PT01M30.00S,2024-11-26T04:48:25.0Z,3,REGULAR,3pt,Jump Shot,[],203471,32.24375821287779,68.62745098039215,1610612751,90,84,2024-11-26T04:48:33Z,4440000,False,-93.0,251.0,1,left,D. Schröder 26' 3PT  (14 PTS) (S. Milton 2 AST),"[203471, 1629003]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,26.73,Made,,,,14.0,S. Milton,1629003.0,2.0,,,,,,,,,,,
487,PT01M10.00S,2024-11-26T04:48:47.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612744,90,84,2024-11-26T04:49:01Z,4480000,False,,,0,,T. Watford shooting personal FOUL (3 PF) (Podziemski 2 FT),"[1630570, 1641764]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,200834.0,,,,,,,,3.0,0.0,Podziemski,1641764.0,,,,,
489,PT01M10.00S,2024-11-26T04:49:24.0Z,3,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,91,84,2024-11-26T04:49:24Z,4500000,False,,,0,,B. Podziemski Free Throw 1 of 2 (6 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
490,PT01M10.00S,2024-11-26T04:49:46.5Z,3,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,92,84,2024-11-26T04:49:46Z,4510000,False,,,0,,B. Podziemski Free Throw 2 of 2 (7 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
491,PT00M59.30S,2024-11-26T04:50:00.1Z,3,REGULAR,turnover,lost ball,[],1630570,,,1610612751,92,84,2024-11-26T04:50:05Z,4520000,False,,,0,,T. Watford lost ball TURNOVER (1 TO),"[1630570, 1626172]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,1.0,,,,,Looney,1626172.0,,,,,,,,,
492,PT00M59.30S,2024-11-26T04:50:00.1Z,3,REGULAR,steal,,[],1626172,,,1610612744,92,84,2024-11-26T04:50:03Z,4530000,False,,,0,,K. Looney STEAL (2 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
493,PT00M50.80S,2024-11-26T04:50:08.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,66.27792378449408,52.69607843137255,1610612744,92,84,2024-11-26T04:50:17Z,4540000,False,13.0,264.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
494,PT00M45.70S,2024-11-26T04:50:13.7Z,3,REGULAR,rebound,offensive,[],1630541,,,1610612744,92,84,2024-11-26T04:50:20Z,4550000,False,,,0,,M. Moody REBOUND (Off:1 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,493.0,,,,,,,,,,,,,2.0,1.0,1.0,,
495,PT00M41.70S,2024-11-26T04:50:17.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,92.55913272010513,3.1862745098039227,1610612744,92,84,2024-11-26T04:50:22Z,4560000,False,-234.0,17.0,1,right,MISS B. Hield 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
496,PT00M41.70S,2024-11-26T04:50:17.6Z,3,REGULAR,rebound,defensive,[],1631213,,,1610612751,92,84,2024-11-26T04:50:22Z,4570000,False,,,0,,T. Martin REBOUND (Off:1 Def:4),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,,,495.0,,,,,,,,,,,,,5.0,4.0,1.0,,
497,PT00M36.30S,2024-11-26T04:50:25.0Z,3,REGULAR,foul,offensive,['inpenalty'],1631213,,,1610612751,92,84,2024-11-26T04:50:35Z,4580000,False,,,0,,T. Martin charge offensive FOUL (2 PF),"[1631213, 1641764]",1610612751.0,BKN,charge,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,200834.0,,,,,,,,2.0,0.0,Podziemski,1641764.0,,,,,
499,PT00M36.30S,2024-11-26T04:50:25.0Z,3,REGULAR,turnover,offensive foul,[],1631213,,,1610612751,92,84,2024-11-26T04:50:25Z,4600000,False,,,0,,T. Martin offensive foul TURNOVER (1 TO),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,200834.0,1.0,,,,,,,,,,,,,,,
500,PT00M27.10S,2024-11-26T04:50:55.2Z,3,REGULAR,foul,offensive,[],1626172,,,1610612744,92,84,2024-11-26T04:51:08Z,4610000,False,,,0,,K. Looney offensive FOUL (3 PF),"[1626172, 1630570]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,3.0,0.0,Watford,1630570.0,,,,,
502,PT00M27.10S,2024-11-26T04:50:55.2Z,3,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,92,84,2024-11-26T04:50:55Z,4630000,False,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,1.0,,,,,,,,,,,,,,,
503,PT00M10.50S,2024-11-26T04:51:30.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630570,32.50657030223391,34.31372549019608,1610612751,92,87,2024-11-26T04:51:33Z,4640000,False,78.0,253.0,1,left,T. Watford 26' 3PT  (3 PTS) (D. Schröder 3 AST),"[1630570, 203471]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,26.5,Made,,,,3.0,D. Schröder,203471.0,3.0,,,,,,,,,,,
505,PT00M01.40S,2024-11-26T04:51:42.0Z,3,REGULAR,2pt,Jump Shot,[],1627741,97.10906701708278,6.8397671568627345,1610612744,92,87,2024-11-26T04:53:09Z,4660000,False,-216.0,-25.0,1,right,MISS B. Hield 21' step back Shot,[1627741],1610612744.0,GSW,step back,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left,21.73,Missed,,,,,,,,,,,,,,,,,,
506,PT00M00.90S,2024-11-26T04:51:42.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,92,87,2024-11-26T04:52:46Z,4670000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,24+ Left,,,505.0,,,,,,,,,,,,,,,,,
507,PT00M00.00S,2024-11-26T04:52:48.6Z,3,REGULAR,period,end,[],0,,,1610612744,92,87,2024-11-26T04:52:48Z,4680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2024-11-26T04:54:04.8Z,4,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,92,87,2024-11-26T04:54:31Z,4690000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2024-11-26T04:54:04.8Z,4,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,92,87,2024-11-26T04:54:31Z,4700000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2024-11-26T04:54:04.8Z,4,REGULAR,substitution,out,['startperiod'],1627741,,,1610612744,92,87,2024-11-26T04:54:31Z,4710000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2024-11-26T04:54:04.8Z,4,REGULAR,substitution,in,['startperiod'],1630322,,,1610612744,92,87,2024-11-26T04:54:31Z,4720000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2024-11-26T04:54:04.8Z,4,REGULAR,substitution,in,['startperiod'],1631218,,,1610612744,92,87,2024-11-26T04:54:31Z,4730000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2024-11-26T04:54:04.8Z,4,REGULAR,substitution,in,['startperiod'],203952,,,1610612744,92,87,2024-11-26T04:54:31Z,4740000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2024-11-26T04:54:31.6Z,4,REGULAR,period,start,[],0,,,1610612751,92,87,2024-11-26T04:54:31Z,4750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M36.00S,2024-11-26T04:54:55.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,18.26544021024968,40.908394607843135,1610612751,92,89,2024-11-26T04:55:03Z,4760000,False,45.0,119.0,1,left,D. Schröder 12' driving floating Jump Shot (16 PTS) (S. Milton 3 AST),"[203471, 1629003]",1610612751.0,BKN,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,12.76,Made,,,,16.0,S. Milton,1629003.0,3.0,,,,,,,,,,,
516,PT11M26.00S,2024-11-26T04:55:07.1Z,4,REGULAR,foul,personal,[],203471,,,1610612744,92,89,2024-11-26T04:55:12Z,4770000,False,,,0,,D. Schröder personal FOUL (2 PF),"[203471, 1627780]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,202037.0,,,,,,,,2.0,0.0,Payton II,1627780.0,,,,,
518,PT11M21.00S,2024-11-26T04:55:25.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,88.43626806833115,49.35661764705882,1610612744,92,89,2024-11-26T05:08:57Z,4790000,False,-3.0,56.0,1,right,MISS T. Jackson-Davis cutting Layup,[1631218],1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,,,,,,,
520,PT11M19.00S,2024-11-26T04:55:27.9Z,4,REGULAR,rebound,defensive,[],1631213,,,1610612751,92,89,2024-11-26T05:11:09Z,4810000,False,,,0,,T. Martin REBOUND (Off:1 Def:5),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,518.0,,,,,,,,,,,,,6.0,5.0,1.0,,
521,PT11M10.00S,2024-11-26T04:55:37.3Z,4,REGULAR,3pt,Jump Shot,[],203471,29.61563731931669,24.264705882352942,1610612751,92,92,2024-11-26T04:55:42Z,4820000,False,129.0,226.0,1,left,D. Schröder 26' 3PT  (19 PTS) (T. Martin 2 AST),"[203471, 1631213]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,26.0,Made,,,,19.0,T. Martin,1631213.0,2.0,,,,,,,,,,,
524,PT10M58.00S,2024-11-26T04:55:56.5Z,4,REGULAR,substitution,out,[],1630592,,,1610612744,92,92,2024-11-26T04:56:03Z,4850000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT10M58.00S,2024-11-26T04:55:56.5Z,4,REGULAR,substitution,in,[],1630553,,,1610612744,92,92,2024-11-26T04:56:03Z,4860000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M52.00S,2024-11-26T04:56:22.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.47897503285151,44.607843137254896,1610612744,92,92,2024-11-26T05:13:27Z,4880000,False,-27.0,9.0,1,right,MISS A. Wiggins driving Layup - blocked,"[203952, 1631213]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,Martin,1631213.0
528,PT10M52.00S,2024-11-26T04:56:22.0Z,4,REGULAR,block,,[],1631213,,,1610612744,92,92,2024-11-26T04:56:24Z,4890000,False,,,0,,T. Martin BLOCK (1 BLK),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
529,PT10M50.00S,2024-11-26T04:56:24.0Z,4,REGULAR,rebound,defensive,[],203471,,,1610612751,92,92,2024-11-26T05:13:27Z,4900000,False,,,0,,D. Schröder REBOUND (Off:1 Def:3),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,527.0,,,,,,,,,,,,,4.0,3.0,1.0,,
530,PT10M47.00S,2024-11-26T04:56:27.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629003,6.356767411300922,45.833333333333336,1610612751,92,92,2024-11-26T05:14:33Z,4910000,False,21.0,7.0,1,left,MISS S. Milton running Layup - blocked,"[1629003, 1630322]",1610612751.0,BKN,running,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,Waters III,1630322.0
531,PT10M47.00S,2024-11-26T04:56:27.1Z,4,REGULAR,block,,[],1630322,,,1610612751,92,92,2024-11-26T05:19:14Z,4920000,False,,,0,,L. Waters III BLOCK (1 BLK),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
532,PT10M45.00S,2024-11-26T04:56:29.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,92,92,2024-11-26T05:14:33Z,4930000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,530.0,,,,,,,,,,,,,,,,,
533,PT10M32.00S,2024-11-26T04:56:51.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630553,6.619579500657039,55.88235294117647,1610612751,92,92,2024-11-26T04:57:05Z,4940000,False,-29.0,10.0,1,left,MISS K. Johnson driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
534,PT10M30.00S,2024-11-26T04:56:53.6Z,4,REGULAR,rebound,defensive,[],1630322,,,1610612744,92,92,2024-11-26T04:56:53Z,4950000,False,,,0,,L. Waters III REBOUND (Off:0 Def:4),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,533.0,,,,,,,,,,,,,4.0,4.0,0.0,,
536,PT10M18.00S,2024-11-26T04:57:07.3Z,4,REGULAR,foul,personal,[],1630553,,,1610612744,92,92,2024-11-26T04:57:14Z,4960000,False,,,0,,K. Johnson personal FOUL (2 PF),"[1630553, 203952]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,1627963.0,,,,,,,,2.0,1.0,Wiggins,203952.0,,,,,
538,PT10M18.00S,2024-11-26T04:57:47.0Z,4,REGULAR,substitution,out,[],1631213,,,1610612744,92,92,2024-11-26T04:57:49Z,4980000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT10M18.00S,2024-11-26T04:57:47.0Z,4,REGULAR,substitution,in,[],1630533,,,1610612744,92,92,2024-11-26T04:57:49Z,4990000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT10M08.00S,2024-11-26T04:57:54.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,94.3988173455979,44.11764705882353,1610612744,92,92,2024-11-26T05:19:32Z,5000000,False,-29.0,0.0,1,right,MISS T. Jackson-Davis Layup,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
541,PT10M05.00S,2024-11-26T04:57:57.7Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612751,92,92,2024-11-26T04:57:58Z,5010000,False,,,0,,T. Watford REBOUND (Off:1 Def:2),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,540.0,,,,,,,,,,,,,3.0,2.0,1.0,,
542,PT09M43.00S,2024-11-26T04:58:19.0Z,4,REGULAR,3pt,Jump Shot,[],203471,32.637976346911955,34.803921568627445,1610612751,92,95,2024-11-26T04:58:23Z,5020000,False,76.0,254.0,1,left,D. Schröder 26' 3PT  (22 PTS) (Z. Williams 4 AST),"[203471, 1630533]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,26.54,Made,,,,22.0,Z. Williams,1630533.0,4.0,,,,,,,,,,,
544,PT09M31.00S,2024-11-26T04:58:31.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,94.66162943495401,48.774509803921575,1610612744,94,95,2024-11-26T04:58:35Z,5040000,False,-6.0,-2.0,1,right,A. Wiggins cutting DUNK (11 PTS) (T. Jackson-Davis 1 AST),"[203952, 1631218]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.65,Made,,,,11.0,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,,
546,PT09M23.00S,2024-11-26T04:58:39.2Z,4,REGULAR,3pt,Jump Shot,[],1629003,23.04533508541394,90.93137254901961,1610612751,94,98,2024-11-26T04:58:44Z,5060000,False,-205.0,164.0,1,left,S. Milton 26' 3PT  (11 PTS) (T. Watford 1 AST),"[1629003, 1630570]",1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,26.24,Made,,,,11.0,T. Watford,1630570.0,1.0,,,,,,,,,,,
