actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
182,PT10M37.00S,2024-11-26T03:38:41.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631213,68.51182654402103,37.745098039215684,1610612751,34,36,2024-11-26T03:38:48Z,1640000,False,-61.0,243.0,1,right,MISS T. Martin 25' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
183,PT10M33.00S,2024-11-26T03:38:45.0Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,34,36,2024-11-26T03:38:59Z,1650000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,182.0,,,,,,,,,,,,,1.0,1.0,0.0,,
184,PT10M17.00S,2024-11-26T03:39:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,6.438896189224707,36.986825980392155,1610612744,36,36,2024-11-26T03:39:06Z,1660000,False,65.0,8.0,1,left,K. Looney 6' Layup (2 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,6.56,Made,,,,2.0,,,,,,,,,,,,,,
186,PT10M13.00S,2024-11-26T03:39:20.7Z,2,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612751,36,36,2024-11-26T03:39:33Z,1680000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Milton 2 FT),"[1626172, 1629003]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,200834.0,,,,,,,,1.0,0.0,Milton,1629003.0,,,,,
188,PT10M13.00S,2024-11-26T03:39:34.7Z,2,REGULAR,freethrow,1 of 2,[],1629003,,,1610612751,36,37,2024-11-26T03:39:34Z,1700000,False,,,0,,S. Milton Free Throw 1 of 2 (4 PTS),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
189,PT10M13.00S,2024-11-26T03:39:34.7Z,2,REGULAR,freethrow,2 of 2,[],1629003,,,1610612751,36,37,2024-11-26T03:40:01Z,1710000,False,,,0,,MISS S. Milton Free Throw 2 of 2,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT10M10.00S,2024-11-26T03:39:37.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,36,37,2024-11-26T03:40:01Z,1720000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,189.0,,,,,,,,,,,,,1.0,1.0,0.0,,
191,PT10M01.00S,2024-11-26T03:40:10.4Z,2,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,36,37,2024-11-26T03:40:15Z,1730000,False,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,200834.0,1.0,,,,,,,,,,,,,,,
192,PT09M58.00S,2024-11-26T03:40:22.1Z,2,REGULAR,foul,personal,[],1627780,,,1610612751,36,37,2024-11-26T03:40:30Z,1740000,False,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1629003]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,1.0,0.0,Milton,1629003.0,,,,,
194,PT09M47.00S,2024-11-26T03:40:50.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,94.13600525624179,43.13725490196079,1610612751,36,37,2024-11-26T03:40:55Z,1760000,False,-34.0,3.0,1,right,MISS D. Schröder driving Layup,[203471],1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,,
195,PT09M44.00S,2024-11-26T03:40:53.9Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,36,37,2024-11-26T03:40:58Z,1770000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,194.0,,,,,,,,,,,,,1.0,1.0,0.0,,
196,PT09M28.00S,2024-11-26T03:41:10.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,6.619579500657039,50.245098039215684,1610612744,38,37,2024-11-26T03:41:13Z,1780000,False,-1.0,10.0,1,left,G. Payton II DUNK (2 PTS) (B. Podziemski 2 AST),"[1627780, 1641764]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,0.98,Made,,,,2.0,B. Podziemski,1641764.0,2.0,,,,,,,,,,,
198,PT09M02.00S,2024-11-26T03:41:37.1Z,2,REGULAR,turnover,out-of-bounds,[],203471,,,1610612751,38,37,2024-11-26T03:41:41Z,1800000,False,,,0,,D. Schröder bad pass out-of-bounds TURNOVER (1 TO),[203471],1610612751.0,BKN,bad pass,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,,,,202037.0,1.0,,,,,,,,,,,,,,,
199,PT09M02.00S,2024-11-26T03:41:43.5Z,2,REGULAR,substitution,out,[],1627741,,,1610612744,38,37,2024-11-26T03:41:48Z,1810000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M02.00S,2024-11-26T03:41:43.5Z,2,REGULAR,substitution,in,[],1630322,,,1610612744,38,37,2024-11-26T03:41:48Z,1820000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M48.00S,2024-11-26T03:42:05.8Z,2,REGULAR,foul,personal,[],1630570,,,1610612744,38,37,2024-11-26T03:42:14Z,1830000,False,,,0,,T. Watford personal FOUL (2 PF),"[1630570, 1630322]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,,200834.0,,,,,,,,2.0,0.0,Waters III,1630322.0,,,,,
203,PT08M41.00S,2024-11-26T03:42:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,11.613009198423129,52.450980392156865,1610612744,38,37,2024-11-26T03:42:40Z,1850000,False,-12.0,57.0,1,left,MISS K. Looney Layup - blocked,"[1626172, 1630570]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,,,,,,,,,Watford,1630570.0
204,PT08M41.00S,2024-11-26T03:42:35.2Z,2,REGULAR,block,,[],1630570,,,1610612744,38,37,2024-11-26T03:42:37Z,1860000,False,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
205,PT08M39.00S,2024-11-26T03:42:37.2Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,38,37,2024-11-26T03:42:40Z,1870000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,203.0,,,,,,,,,,,,,1.0,1.0,0.0,,
206,PT08M37.00S,2024-11-26T03:42:41.8Z,2,REGULAR,foul,personal,['2freethrow'],1641764,,,1610612751,38,37,2024-11-26T03:42:55Z,1880000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Johnson 2 FT),"[1641764, 1630553]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,200834.0,,,,,,,,1.0,0.0,Johnson,1630553.0,,,,,
208,PT08M37.00S,2024-11-26T03:43:13.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630553,,,1610612751,38,37,2024-11-26T03:43:34Z,1900000,False,,,0,,MISS K. Johnson Free Throw 1 of 2,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
209,PT08M37.00S,2024-11-26T03:43:13.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,38,37,2024-11-26T03:43:34Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,
210,PT08M37.00S,2024-11-26T03:43:13.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630553,,,1610612751,38,37,2024-11-26T03:43:34Z,1920000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
211,PT08M34.00S,2024-11-26T03:43:16.2Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,38,37,2024-11-26T03:43:34Z,1930000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,210.0,,,,,,,,,,,,,2.0,2.0,0.0,,
212,PT08M24.00S,2024-11-26T03:43:43.5Z,2,REGULAR,3pt,Jump Shot,[],1630322,12.401445466491452,4.411764705882348,1610612744,41,37,2024-11-26T03:43:47Z,1940000,False,228.0,64.0,1,left,L. Waters III 3PT  (10 PTS) (B. Podziemski 3 AST),"[1630322, 1641764]",1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Right Corner 3,24+ Right,23.67,Made,,,,10.0,B. Podziemski,1641764.0,3.0,,,,,,,,,,,
214,PT08M09.00S,2024-11-26T03:43:58.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,94.13600525624179,44.607843137254896,1610612751,41,39,2024-11-26T03:44:02Z,1960000,False,-27.0,3.0,1,right,D. Schröder driving Layup (4 PTS),[203471],1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,2.71,Made,,,,4.0,,,,,,,,,,,,,,
215,PT07M49.00S,2024-11-26T03:44:18.3Z,2,REGULAR,3pt,Jump Shot,[],203952,30.27266754270697,75.73529411764706,1610612744,44,39,2024-11-26T03:44:22Z,1970000,False,-129.0,232.0,1,left,A. Wiggins 26' 3PT step back (5 PTS) (B. Podziemski 4 AST),"[203952, 1641764]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.54,Made,,,,5.0,B. Podziemski,1641764.0,4.0,,,,,,,,,,,
217,PT07M41.00S,2024-11-26T03:44:26.5Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612751,44,39,2024-11-26T04:18:11Z,1990000,False,,,0,,D. Schröder bad pass TURNOVER (2 TO),"[203471, 1627780]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Center,,,,,2.0,,,,,Payton II,1627780.0,,,,,,,,,
218,PT07M41.00S,2024-11-26T03:44:26.5Z,2,REGULAR,steal,,[],1627780,,,1610612744,44,39,2024-11-26T03:44:30Z,2000000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
219,PT07M36.00S,2024-11-26T03:44:31.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641764,28.301576872536145,75.24509803921569,1610612744,44,39,2024-11-26T03:44:40Z,2010000,False,-126.0,214.0,1,left,MISS B. Podziemski 24' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
220,PT07M34.00S,2024-11-26T03:44:33.3Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612751,44,39,2024-11-26T03:44:40Z,2020000,False,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,219.0,,,,,,,,,,,,,2.0,1.0,1.0,,
221,PT07M32.00S,2024-11-26T03:44:41.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631213,92.16491458607096,95.58823529411765,1610612751,44,39,2024-11-26T04:18:02Z,2030000,False,228.0,21.0,1,right,MISS T. Martin running 3PT,[1631213],1610612751.0,BKN,running,,,Martin,T. Martin,,,,,Right Corner 3,24+ Right,22.89,Missed,,,,,,,,,,,,,,,,,,
222,PT07M31.00S,2024-11-26T03:44:42.8Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,44,39,2024-11-26T04:17:29Z,2040000,False,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,,,221.0,,,,,,,,,,,,,2.0,2.0,0.0,,
223,PT07M22.00S,2024-11-26T03:44:50.7Z,2,REGULAR,3pt,Jump Shot,[],1641764,29.878449408672807,71.81372549019608,1610612744,47,39,2024-11-26T04:18:34Z,2050000,False,-109.0,228.0,1,left,B. Podziemski 25' 3PT pullup (3 PTS) (G. Payton II 1 AST),"[1641764, 1627780]",1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,25.31,Made,,,,3.0,G. Payton II,1627780.0,1.0,,,,,,,,,,,
241,PT07M22.00S,2024-11-26T03:45:48.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,47,39,2024-11-26T03:49:39Z,2065000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M22.00S,2024-11-26T03:46:47.0Z,2,REGULAR,substitution,out,[],1630570,,,1610612751,47,39,2024-11-26T03:47:50Z,2070000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M22.00S,2024-11-26T03:46:47.0Z,2,REGULAR,substitution,out,[],1631213,,,1610612751,47,39,2024-11-26T03:47:50Z,2080000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M22.00S,2024-11-26T03:46:47.0Z,2,REGULAR,substitution,out,[],203471,,,1610612751,47,39,2024-11-26T03:47:50Z,2090000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M22.00S,2024-11-26T03:46:47.0Z,2,REGULAR,substitution,out,[],1630553,,,1610612751,47,39,2024-11-26T03:47:50Z,2100000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M22.00S,2024-11-26T03:46:47.0Z,2,REGULAR,substitution,in,[],1630592,,,1610612751,47,39,2024-11-26T03:47:50Z,2110000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M22.00S,2024-11-26T03:46:47.0Z,2,REGULAR,substitution,in,[],1630533,,,1610612751,47,39,2024-11-26T03:47:50Z,2120000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M22.00S,2024-11-26T03:46:47.0Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,47,39,2024-11-26T03:47:50Z,2130000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M22.00S,2024-11-26T03:46:47.0Z,2,REGULAR,substitution,in,[],1629661,,,1610612751,47,39,2024-11-26T03:47:50Z,2140000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M03.00S,2024-11-26T03:48:14.9Z,2,REGULAR,foul,personal,[],1626172,,,1610612751,47,39,2024-11-26T03:48:33Z,2150000,False,,,0,,K. Looney personal FOUL (2 PF),"[1626172, 1630533]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,
235,PT06M49.00S,2024-11-26T03:48:48.0Z,2,REGULAR,2pt,Jump Shot,[],1630560,84.23127463863338,32.084865196078425,1610612751,47,39,2024-11-26T03:48:53Z,2170000,False,-90.0,96.0,1,right,MISS C. Thomas 13' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,13.11,Missed,,,,,,,,,,,,,,,,,,
236,PT06M45.00S,2024-11-26T03:48:52.0Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,47,39,2024-11-26T03:48:53Z,2180000,False,,,0,,G. Payton II REBOUND (Off:0 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Left,,,235.0,,,,,,,,,,,,,3.0,3.0,0.0,,
237,PT06M38.00S,2024-11-26T03:48:58.3Z,2,REGULAR,3pt,Jump Shot,[],1630322,32.37516425755584,84.31372549019608,1610612744,47,39,2024-11-26T03:49:10Z,2190000,False,-172.0,252.0,1,left,MISS L. Waters III 30' 3PT,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,30.47,Missed,,,,,,,,,,,,,,,,,,
238,PT06M35.00S,2024-11-26T03:49:01.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,47,39,2024-11-26T03:49:10Z,2200000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,237.0,,,,,,,,,,,,,,,,,
239,PT06M21.00S,2024-11-26T03:49:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,94.3988173455979,57.84313725490196,1610612751,47,41,2024-11-26T03:49:28Z,2210000,False,39.0,0.0,1,right,S. Milton driving Layup (6 PTS),[1629003],1610612751.0,BKN,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,3.92,Made,,,,6.0,,,,,,,,,,,,,,
240,PT06M06.00S,2024-11-26T03:49:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,11.350197109067011,51.71568627450981,1610612744,47,41,2024-11-26T04:20:36Z,2220000,False,-9.0,54.0,1,left,MISS G. Payton II finger roll Layup,[1627780],1610612744.0,GSW,finger roll,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
242,PT06M03.00S,2024-11-26T03:49:39.2Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,47,41,2024-11-26T03:50:42Z,2230000,False,,,0,,G. Payton II REBOUND (Off:1 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,240.0,,,,,,,,,,,,,4.0,3.0,1.0,,
243,PT06M03.00S,2024-11-26T03:49:43.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,5.590000152587891,50.0,1610612744,47,41,2024-11-26T03:49:43Z,2240000,False,0.0,0.0,1,left,MISS G. Payton II tip Layup,[1627780],1610612744.0,GSW,tip,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
244,PT06M03.00S,2024-11-26T03:49:44.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,47,41,2024-11-26T03:49:44Z,2250000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,243.0,,,,,,,,,,,,,,,,,
245,PT06M03.00S,2024-11-26T03:50:05.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,47,41,2024-11-26T03:52:55Z,2260000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M53.00S,2024-11-26T03:53:08.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627780,9.510512483574246,4.901960784313729,1610612744,47,41,2024-11-26T04:21:27Z,2280000,False,225.0,37.0,1,left,MISS G. Payton II step back 3PT,[1627780],1610612744.0,GSW,step back,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,,
251,PT05M50.00S,2024-11-26T03:53:12.3Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,47,41,2024-11-26T03:53:12Z,2290000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,250.0,,,,,,,,,,,,,2.0,1.0,1.0,,
252,PT05M50.00S,2024-11-26T03:53:13.4Z,2,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612744,47,41,2024-11-26T03:53:25Z,2300000,False,,,0,,S. Milton shooting personal FOUL (1 PF) (Looney 2 FT),"[1629003, 1626172]",1610612751.0,BKN,shooting,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,1.0,0.0,Looney,1626172.0,,,,,
254,PT05M50.00S,2024-11-26T03:53:41.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,47,41,2024-11-26T03:54:02Z,2320000,False,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT05M50.00S,2024-11-26T03:53:41.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,47,41,2024-11-26T03:54:02Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,
256,PT05M50.00S,2024-11-26T03:53:41.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,47,41,2024-11-26T03:54:02Z,2340000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
257,PT05M44.00S,2024-11-26T03:53:47.8Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,47,41,2024-11-26T03:54:02Z,2350000,False,,,0,,J. Wilson REBOUND (Off:0 Def:3),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,256.0,,,,,,,,,,,,,3.0,3.0,0.0,,
258,PT05M26.00S,2024-11-26T03:54:19.3Z,2,REGULAR,3pt,Jump Shot,[],1630533,76.13337713534823,89.70588235294117,1610612751,47,41,2024-11-26T03:54:24Z,2360000,False,199.0,172.0,1,right,MISS Z. Williams 26' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
259,PT05M23.00S,2024-11-26T03:54:22.3Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,47,41,2024-11-26T03:54:24Z,2370000,False,,,0,,G. Payton II REBOUND (Off:1 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,258.0,,,,,,,,,,,,,5.0,4.0,1.0,,
260,PT05M18.00S,2024-11-26T03:54:27.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203952,12.220762155059134,48.935355392156865,1610612744,49,41,2024-11-26T03:54:51Z,2380000,False,5.0,62.0,1,left,A. Wiggins 6' running finger roll Layup (7 PTS) (B. Podziemski 5 AST),"[203952, 1641764]",1610612744.0,GSW,running finger roll,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.26,Made,,,,7.0,B. Podziemski,1641764.0,5.0,,,,,,,,,,,
262,PT05M01.00S,2024-11-26T03:54:44.7Z,2,REGULAR,3pt,Jump Shot,[],1630592,96.63272010512483,96.07843137254902,1610612751,49,44,2024-11-26T03:54:53Z,2400000,False,230.0,-21.0,1,right,J. Wilson 3PT  (8 PTS) (C. Johnson 2 AST),"[1630592, 1629661]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,23.13,Made,,,,8.0,C. Johnson,1629661.0,2.0,,,,,,,,,,,
264,PT04M48.00S,2024-11-26T03:54:58.0Z,2,REGULAR,3pt,Jump Shot,[],1627780,6.356767411300922,3.9215686274509807,1610612744,49,44,2024-11-26T03:55:02Z,2420000,False,230.0,7.0,1,left,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
265,PT04M44.00S,2024-11-26T03:55:02.0Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,49,44,2024-11-26T03:55:02Z,2430000,False,,,0,,Z. Williams REBOUND (Off:0 Def:4),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,264.0,,,,,,,,,,,,,4.0,4.0,0.0,,
266,PT04M32.00S,2024-11-26T03:55:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,86.4651773981603,40.95435049019608,1610612751,49,44,2024-11-26T03:55:21Z,2440000,False,-45.0,75.0,1,right,MISS S. Milton 8' driving floating Shot,[1629003],1610612751.0,BKN,driving floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,8.73,Missed,,,,,,,,,,,,,,,,,,
267,PT04M28.00S,2024-11-26T03:55:18.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,49,44,2024-11-26T03:55:21Z,2450000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,266.0,,,,,,,,,,,,,3.0,2.0,1.0,,
268,PT04M26.00S,2024-11-26T03:55:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627780,7.276609724047319,55.3921568627451,1610612744,51,44,2024-11-26T03:55:25Z,2460000,False,-27.0,16.0,1,left,G. Payton II running Layup (4 PTS) (B. Podziemski 6 AST),"[1627780, 1641764]",1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,3.13,Made,,,,4.0,B. Podziemski,1641764.0,6.0,,,,,,,,,,,
