actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
178,PT10M35.00S,2026-04-01T00:13:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641750,92.9862023653088,52.69607843137255,1610612766,22,37,2026-04-01T00:15:53Z,1780000,False,13.0,13.0,1,right,MISS R. Kalkbrenner Layup - blocked,"[1641750, 1631169]",1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,1.9,Missed,,,,,,,,,,,Minott,1631169.0,,,,
179,PT10M35.00S,2026-04-01T00:13:42.4Z,2,REGULAR,block,,[],1631169,,,1610612766,22,37,2026-04-01T00:13:54Z,1790000,False,,,0,,J. Minott BLOCK (1 BLK),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT10M34.00S,2026-04-01T00:13:43.4Z,2,REGULAR,rebound,offensive,[],1642851,,,1610612766,22,37,2026-04-01T00:15:53Z,1800000,False,,,0,,K. Knueppel REBOUND (Off:1 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,
181,PT10M33.00S,2026-04-01T00:13:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642851,90.22667542706965,46.568627450980394,1610612766,22,39,2026-04-01T00:15:57Z,1810000,False,-17.0,39.0,1,right,K. Knueppel putback Layup (4 PTS),[1642851],1610612766.0,CHA,putback,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,4.3,Made,4.0,,,,,,,,,,,,,,,
182,PT10M20.00S,2026-04-01T00:13:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,6.521024967148489,49.754901960784316,1610612751,24,39,2026-04-01T00:14:37Z,1820000,False,1.0,9.0,1,left,N. Traore driving floating Jump Shot (4 PTS),[1642849],1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,0.89,Made,4.0,,,,,,,,,,,,,,,
183,PT10M04.00S,2026-04-01T00:14:11.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,86.15308804204993,38.72549019607843,1610612766,24,39,2026-04-01T00:14:18Z,1830000,False,-56.0,78.0,1,right,MISS G. Williams 9' pullup Shot,[1629684],1610612766.0,CHA,pullup,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,9.6,Missed,,,,,,,,,,,,,,,,
184,PT10M00.00S,2026-04-01T00:14:15.9Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,24,39,2026-04-01T00:14:25Z,1840000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,
185,PT09M55.00S,2026-04-01T00:14:21.4Z,2,REGULAR,3pt,Jump Shot,[],1631169,29.25427069645204,72.05882352941177,1610612751,27,39,2026-04-01T00:15:31Z,1850000,False,-110.0,222.0,1,left,J. Minott 24' 3PT  (5 PTS) (N. Claxton 2 AST),"[1631169, 1629651]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,24.83,Made,5.0,N. Claxton,1629651.0,2.0,,,,,,,,,,,,
187,PT09M55.00S,2026-04-01T00:14:33.3Z,2,REGULAR,foul,personal,['1freethrow'],1642851,,,1610612751,27,39,2026-04-01T00:14:47Z,1870000,False,,,0,,K. Knueppel shooting personal FOUL (1 PF) (Minott 1 FT),"[1642851, 1631169]",1610612766.0,CHA,shooting,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Minott,1631169.0
189,PT09M55.00S,2026-04-01T00:14:39.8Z,2,REGULAR,substitution,out,[],1641750,,,1610612751,27,39,2026-04-01T00:14:45Z,1890000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M55.00S,2026-04-01T00:14:39.8Z,2,REGULAR,substitution,in,[],1631217,,,1610612751,27,39,2026-04-01T00:14:45Z,1900000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M55.00S,2026-04-01T00:14:54.5Z,2,REGULAR,freethrow,1 of 1,[],1631169,,,1610612751,28,39,2026-04-01T00:14:54Z,1910000,False,,,0,,J. Minott Free Throw 1 of 1 (6 PTS),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
192,PT09M36.00S,2026-04-01T00:15:14.3Z,2,REGULAR,3pt,Jump Shot,[],1630163,68.28186596583443,66.91176470588235,1610612766,28,39,2026-04-01T00:15:19Z,1920000,False,85.0,246.0,1,right,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,25.99,Missed,,,,,,,,,,,,,,,,
193,PT09M32.00S,2026-04-01T00:15:18.3Z,2,REGULAR,rebound,defensive,[],1642962,,,1610612751,28,39,2026-04-01T00:15:23Z,1930000,False,,,0,,D. Powell REBOUND (Off:0 Def:3),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,192.0,3.0,3.0,0.0,,,,,,,,
194,PT09M26.00S,2026-04-01T00:15:26.0Z,2,REGULAR,foul,personal,[],1631217,,,1610612751,28,39,2026-04-01T00:16:34Z,1940000,False,,,0,,M. Diabaté personal FOUL (1 PF),"[1631217, 1629651]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,202056.0,,,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0
196,PT09M21.00S,2026-04-01T00:15:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,7.178055190538765,43.627450980392155,1610612751,28,39,2026-04-01T00:16:04Z,1960000,False,32.0,15.0,1,left,MISS N. Traore driving finger roll Layup,[1642849],1610612751.0,BKN,driving finger roll,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,3.53,Missed,,,,,,,,,,,,,,,,
197,PT09M19.00S,2026-04-01T00:15:59.2Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,28,39,2026-04-01T00:16:04Z,1970000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,196.0,2.0,1.0,1.0,,,,,,,,
198,PT09M02.00S,2026-04-01T00:16:19.8Z,2,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,28,39,2026-04-01T00:16:26Z,1980000,False,,,0,,L. Ball lost ball out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,lost ball,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,1629178.0,1.0,,,,,,,,,,,,,,,,,,
200,PT08M53.00S,2026-04-01T00:16:46.7Z,2,REGULAR,substitution,out,[],1630182,,,1610612751,28,39,2026-04-01T00:16:51Z,2000000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M53.00S,2026-04-01T00:16:46.7Z,2,REGULAR,substitution,in,[],1629632,,,1610612751,28,39,2026-04-01T00:16:51Z,2010000,False,,,0,,SUB in: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M48.00S,2026-04-01T00:17:09.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631169,27.020367936925098,82.84313725490196,1610612751,28,39,2026-04-01T00:17:14Z,2020000,False,-164.0,201.0,1,left,MISS J. Minott 25' pullup 3PT,[1631169],1610612751.0,BKN,pullup,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,25.99,Missed,,,,,,,,,,,,,,,,
203,PT08M45.00S,2026-04-01T00:17:12.1Z,2,REGULAR,rebound,defensive,[],1642851,,,1610612766,28,39,2026-04-01T00:17:18Z,2030000,False,,,0,,K. Knueppel REBOUND (Off:1 Def:2),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,,,,,,,,,202.0,3.0,2.0,1.0,,,,,,,,
204,PT08M38.00S,2026-04-01T00:17:18.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631217,93.51182654402102,50.0,1610612766,28,39,2026-04-01T00:18:34Z,2040000,False,0.0,8.0,1,right,MISS M. Diabaté cutting DUNK - blocked,"[1631217, 1630533]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,0.85,Missed,,,,,,,,,,,Williams,1630533.0,,,,
205,PT08M38.00S,2026-04-01T00:17:18.7Z,2,REGULAR,block,,[],1630533,,,1610612766,28,39,2026-04-01T00:17:22Z,2050000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT08M33.00S,2026-04-01T00:17:23.7Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,28,39,2026-04-01T00:17:27Z,2060000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,204.0,3.0,1.0,2.0,,,,,,,,
207,PT08M33.00S,2026-04-01T00:17:23.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631217,93.11760840998686,53.18627450980392,1610612766,28,41,2026-04-01T00:17:32Z,2070000,False,16.0,12.0,1,right,M. Diabaté putback DUNK (2 PTS),[1631217],1610612766.0,CHA,putback,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,2.0,Made,2.0,,,,,,,,,,,,,,,
208,PT08M19.00S,2026-04-01T00:17:36.8Z,2,REGULAR,3pt,Jump Shot,[],1642962,31.488173455978973,55.63725490196079,1610612751,28,41,2026-04-01T00:17:41Z,2080000,False,-28.0,243.0,1,left,MISS D. Powell 24' 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,24.51,Missed,,,,,,,,,,,,,,,,
209,PT08M17.00S,2026-04-01T00:17:38.8Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,28,41,2026-04-01T00:17:41Z,2090000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,,,,,208.0,4.0,2.0,2.0,,,,,,,,
210,PT08M07.00S,2026-04-01T00:17:49.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642851,87.86136662286465,43.627450980392155,1610612766,28,41,2026-04-01T00:19:39Z,2100000,False,-32.0,62.0,1,right,MISS K. Knueppel 6' fadeaway bank Shot,[1642851],1610612766.0,CHA,fadeaway bank,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,,,6.94,Missed,,,,,,,,,,,,,,,,
211,PT08M06.00S,2026-04-01T00:17:50.0Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,28,41,2026-04-01T00:19:39Z,2110000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,210.0,2.0,2.0,0.0,,,,,,,,
212,PT08M01.00S,2026-04-01T00:17:55.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630533,10.988830486202366,37.99019607843137,1610612751,28,41,2026-04-01T00:21:10Z,2120000,False,60.0,51.0,1,left,MISS Z. Williams 7' running pullup Shot,[1630533],1610612751.0,BKN,running pullup,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,7.86,Missed,,,,,,,,,,,,,,,,
213,PT07M57.00S,2026-04-01T00:17:59.2Z,2,REGULAR,rebound,defensive,[],1642851,,,1610612766,28,41,2026-04-01T00:18:02Z,2130000,False,,,0,,K. Knueppel REBOUND (Off:1 Def:3),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,212.0,4.0,3.0,1.0,,,,,,,,
214,PT07M55.00S,2026-04-01T00:18:01.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,74.58935611038108,12.009803921568627,1610612766,28,41,2026-04-01T00:18:08Z,2140000,False,-190.0,186.0,1,right,MISS G. Williams 26' running 3PT,[1629684],1610612766.0,CHA,running,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,26.62,Missed,,,,,,,,,,,,,,,,
215,PT07M52.00S,2026-04-01T00:18:04.5Z,2,REGULAR,rebound,defensive,[],1642849,,,1610612751,28,41,2026-04-01T00:18:08Z,2150000,False,,,0,,N. Traore REBOUND (Off:0 Def:3),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Left Center,,,,,,,,,214.0,3.0,3.0,0.0,,,,,,,,
216,PT07M51.00S,2026-04-01T00:18:05.3Z,2,REGULAR,turnover,lost ball,[],1642849,,,1610612751,28,41,2026-04-01T00:18:10Z,2160000,False,,,0,,N. Traore lost ball TURNOVER (2 TO),"[1642849, 1642851]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,Knueppel,1642851.0,,,,,,
217,PT07M51.00S,2026-04-01T00:18:05.3Z,2,REGULAR,steal,,[],1642851,,,1610612766,28,41,2026-04-01T00:18:07Z,2170000,False,,,0,,K. Knueppel STEAL (1 STL),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT07M48.00S,2026-04-01T00:18:08.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642851,92.9862023653088,46.81372549019608,1610612766,28,41,2026-04-01T00:18:13Z,2180000,False,-16.0,13.0,1,right,MISS K. Knueppel driving Layup,[1642851],1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,,,,,,,,,,,,
219,PT07M45.00S,2026-04-01T00:18:11.2Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,28,41,2026-04-01T00:18:11Z,2190000,False,,,0,,M. Diabaté REBOUND (Off:3 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,218.0,5.0,2.0,3.0,,,,,,,,
220,PT07M45.00S,2026-04-01T00:18:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631217,94.40999984741211,50.0,1610612766,28,43,2026-04-01T00:18:11Z,2200000,False,0.0,0.0,1,right,M. Diabaté tip Layup (4 PTS),[1631217],1610612766.0,CHA,tip,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,,,0.0,Made,4.0,,,,,,,,,,,,,,,
221,PT07M40.00S,2026-04-01T00:18:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,6.783837056504599,50.0,1610612751,30,43,2026-04-01T00:18:22Z,2210000,False,0.0,11.0,1,left,N. Traore driving Layup (6 PTS),[1642849],1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,1.13,Made,6.0,,,,,,,,,,,,,,,
222,PT07M24.00S,2026-04-01T00:18:33.1Z,2,REGULAR,turnover,bad pass,[],1642851,,,1610612766,30,43,2026-04-01T00:18:40Z,2220000,False,,,0,,K. Knueppel bad pass TURNOVER (1 TO),"[1642851, 1630533]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,Williams,1630533.0,,,,,,
223,PT07M24.00S,2026-04-01T00:18:33.1Z,2,REGULAR,steal,,[],1630533,,,1610612751,30,43,2026-04-01T00:18:35Z,2230000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
224,PT07M19.00S,2026-04-01T00:18:38.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631169,26.231931668856767,83.57843137254902,1610612751,30,43,2026-04-01T00:18:43Z,2240000,False,-168.0,194.0,1,left,MISS J. Minott 25' running 3PT,[1631169],1610612751.0,BKN,running,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,25.66,Missed,,,,,,,,,,,,,,,,
225,PT07M16.00S,2026-04-01T00:18:41.1Z,2,REGULAR,rebound,offensive,[],1642962,,,1610612751,30,43,2026-04-01T00:18:41Z,2250000,False,,,0,,D. Powell REBOUND (Off:1 Def:3),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,224.0,4.0,3.0,1.0,,,,,,,,
226,PT07M11.00S,2026-04-01T00:18:46.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631169,5.995400788436268,45.588235294117645,1610612751,32,43,2026-04-01T00:18:52Z,2260000,False,22.0,4.0,1,left,J. Minott driving Layup (8 PTS) (N. Traore 1 AST),"[1631169, 1642849]",1610612751.0,BKN,driving,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,2.24,Made,8.0,N. Traore,1642849.0,1.0,,,,,,,,,,,,
228,PT07M11.00S,2026-04-01T00:18:51.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,32,43,2026-04-01T00:18:51Z,2280000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M11.00S,2026-04-01T00:19:05.6Z,2,REGULAR,substitution,out,[],1629684,,,1610612766,32,43,2026-04-01T00:21:42Z,2290000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M11.00S,2026-04-01T00:19:05.6Z,2,REGULAR,substitution,out,[],1642851,,,1610612766,32,43,2026-04-01T00:21:42Z,2300000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M11.00S,2026-04-01T00:19:05.6Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,32,43,2026-04-01T00:21:42Z,2310000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M11.00S,2026-04-01T00:19:05.6Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,32,43,2026-04-01T00:21:42Z,2320000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M49.00S,2026-04-01T00:22:22.5Z,2,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612766,32,43,2026-04-01T00:22:32Z,2330000,False,,,0,,N. Traore shooting personal FOUL (2 PF) (Ball 2 FT),"[1642849, 1630163]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,Mid-Range,8-16 Center,201246.0,,,,,,,,,,,,,,,,2.0,0.0,Ball,1630163.0
235,PT06M49.00S,2026-04-01T00:22:56.3Z,2,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,32,44,2026-04-01T00:22:56Z,2350000,False,,,0,,L. Ball Free Throw 1 of 2 (7 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
236,PT06M49.00S,2026-04-01T00:23:21.9Z,2,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,32,45,2026-04-01T00:23:21Z,2360000,False,,,0,,L. Ball Free Throw 2 of 2 (8 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
237,PT06M35.00S,2026-04-01T00:23:42.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612751,32,45,2026-04-01T00:23:54Z,2370000,False,,,0,,C. White personal FOUL (1 PF) (Traore 2 FT),"[1629632, 1642849]",1610612766.0,CHA,,,,White,C. White,,,,,Mid-Range,16-24 Center,202056.0,,,,,,,,,,,,,,,,1.0,0.0,Traore,1642849.0
239,PT06M35.00S,2026-04-01T00:24:07.8Z,2,REGULAR,freethrow,1 of 2,[],1642849,,,1610612751,33,45,2026-04-01T00:24:07Z,2390000,False,,,0,,N. Traore Free Throw 1 of 2 (7 PTS),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
240,PT06M35.00S,2026-04-01T00:24:23.9Z,2,REGULAR,freethrow,2 of 2,[],1642849,,,1610612751,34,45,2026-04-01T00:24:23Z,2400000,False,,,0,,N. Traore Free Throw 2 of 2 (8 PTS),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
241,PT06M15.00S,2026-04-01T00:24:44.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,87.72996057818659,50.0,1610612766,34,47,2026-04-01T00:24:51Z,2410000,False,0.0,63.0,1,right,M. Bridges 6' driving Hook (6 PTS) (B. Miller 2 AST),"[1628970, 1641706]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,6.28,Made,6.0,B. Miller,1641706.0,2.0,,,,,,,,,,,,
243,PT06M01.00S,2026-04-01T00:24:59.1Z,2,REGULAR,3pt,Jump Shot,[],1631169,9.674770039421814,3.6764705882352944,1610612751,34,47,2026-04-01T00:25:08Z,2430000,False,232.0,38.0,1,left,MISS J. Minott 3PT,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Right Corner 3,24+ Right,,,23.48,Missed,,,,,,,,,,,,,,,,
244,PT06M01.00S,2026-04-01T00:24:59.1Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,34,47,2026-04-01T00:25:08Z,2440000,False,,,0,,M. Diabaté REBOUND (Off:3 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Right Corner 3,24+ Right,,,,,,,,,243.0,6.0,3.0,3.0,,,,,,,,
245,PT05M50.00S,2026-04-01T00:25:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,91.93495400788436,50.49019607843137,1610612766,34,47,2026-04-01T00:27:23Z,2450000,False,2.0,23.0,1,right,MISS B. Miller driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,2.34,Missed,,,,,,,,,,,,,,,,
246,PT05M50.00S,2026-04-01T00:25:13.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,34,47,2026-04-01T00:27:23Z,2460000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,245.0,,,,,,,,,,,
247,PT05M50.00S,2026-04-01T00:25:17.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631217,,,1610612751,34,47,2026-04-01T00:25:38Z,2470000,False,,,0,,M. Diabaté loose ball personal FOUL (2 PF) (Powell 2 FT),"[1631217, 1642962]",1610612766.0,CHA,loose ball,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,202056.0,,,,,,,,,,,,,,,,2.0,0.0,Powell,1642962.0
249,PT05M50.00S,2026-04-01T00:25:25.9Z,2,REGULAR,substitution,out,[],1630163,,,1610612751,34,47,2026-04-01T00:25:32Z,2490000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M50.00S,2026-04-01T00:25:25.9Z,2,REGULAR,substitution,in,[],1642883,,,1610612751,34,47,2026-04-01T00:25:32Z,2500000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M50.00S,2026-04-01T00:25:50.0Z,2,REGULAR,freethrow,1 of 2,[],1642962,,,1610612751,35,47,2026-04-01T00:25:50Z,2510000,False,,,0,,D. Powell Free Throw 1 of 2 (1 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
252,PT05M50.00S,2026-04-01T00:26:09.3Z,2,REGULAR,freethrow,2 of 2,[],1642962,,,1610612751,36,47,2026-04-01T00:26:09Z,2520000,False,,,0,,D. Powell Free Throw 2 of 2 (2 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
253,PT05M36.00S,2026-04-01T00:26:25.0Z,2,REGULAR,3pt,Jump Shot,[],1641706,66.96780551905388,41.911764705882355,1610612766,36,47,2026-04-01T00:26:29Z,2530000,False,-40.0,258.0,1,right,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,26.11,Missed,,,,,,,,,,,,,,,,
254,PT05M32.00S,2026-04-01T00:26:29.0Z,2,REGULAR,rebound,defensive,[],1642849,,,1610612751,36,47,2026-04-01T00:26:29Z,2540000,False,,,0,,N. Traore REBOUND (Off:0 Def:4),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Center,,,,,,,,,253.0,4.0,4.0,0.0,,,,,,,,
255,PT05M19.00S,2026-04-01T00:26:41.8Z,2,REGULAR,3pt,Jump Shot,[],1642962,12.565703022339028,97.54901960784314,1610612751,39,47,2026-04-01T00:28:56Z,2550000,False,-238.0,66.0,1,left,D. Powell 24' 3PT  (5 PTS) (N. Traore 2 AST),"[1642962, 1642849]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,24.66,Made,5.0,N. Traore,1642849.0,2.0,,,,,,,,,,,,
