actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
619,PT03M56.00S,2024-01-26T05:47:44.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,8.722076215505908,51.22549019607843,1610612741,134,122,2024-01-26T05:47:48Z,6140000,False,-6.0,29.0,1,left,D. DeRozan driving Layup (26 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.01,Made,26.0,,,,,,,,,,,,,,,,,
620,PT03M31.00S,2024-01-26T05:48:10.6Z,4,REGULAR,2pt,Jump Shot,[],203076,81.7838370565046,21.07843137254902,1610612747,134,122,2024-01-26T05:48:14Z,6150000,False,-145.0,119.0,1,right,MISS A. Davis 18' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,18.71,Missed,,,,,,,,,,,,,,,,,,
621,PT03M28.00S,2024-01-26T05:48:12.7Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,134,122,2024-01-26T05:48:12Z,6160000,False,,,0,,C. White REBOUND (Off:2 Def:5),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,620.0,7.0,5.0,2.0,,,,,,
622,PT03M23.00S,2024-01-26T05:48:17.5Z,4,REGULAR,turnover,lost ball,[],1629632,,,1610612741,134,122,2024-01-26T05:48:22Z,6170000,False,,,0,,C. White lost ball TURNOVER (4 TO),"[1629632, 1629020]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,4.0,Vanderbilt,1629020.0,,,,,,,,,,
623,PT03M23.00S,2024-01-26T05:48:17.5Z,4,REGULAR,steal,,[],1629020,,,1610612747,134,122,2024-01-26T05:48:22Z,6180000,False,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
624,PT03M14.00S,2024-01-26T05:48:27.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,90.8508541392904,50.0,1610612747,136,122,2024-01-26T05:48:31Z,6190000,False,0.0,34.0,1,right,L. James driving Layup (25 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,3.35,Made,25.0,,,,,,,,,,,,,,,,,
625,PT03M00.00S,2024-01-26T05:48:40.1Z,4,REGULAR,2pt,Jump Shot,[],201942,22.2568988173456,55.14705882352941,1610612741,136,124,2024-01-26T05:48:43Z,6200000,False,-26.0,157.0,1,left,D. DeRozan 15' pullup Jump Shot (28 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,15.88,Made,28.0,,,,,,,,,,,,,,,,,
626,PT02M32.00S,2024-01-26T05:49:08.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.2161629434954,50.245098039215684,1610612747,136,124,2024-01-26T05:49:12Z,6210000,False,1.0,11.0,1,right,MISS L. James Layup,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,1.14,Missed,,,,,,,,,,,,,,,,,,
627,PT02M30.00S,2024-01-26T05:49:10.5Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,136,124,2024-01-26T05:49:10Z,6220000,False,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,626.0,3.0,2.0,1.0,,,,,,
628,PT02M26.00S,2024-01-26T05:49:14.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,30.929697766097235,24.264705882352942,1610612741,136,124,2024-01-26T05:49:19Z,6230000,False,129.0,238.0,1,left,MISS C. White 27' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,,
629,PT02M23.00S,2024-01-26T05:49:17.7Z,4,REGULAR,rebound,defensive,[],1629020,,,1610612747,136,124,2024-01-26T05:49:19Z,6240000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:5),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,628.0,5.0,5.0,0.0,,,,,,
630,PT02M05.00S,2024-01-26T05:49:35.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,93.34756898817345,52.450980392156865,1610612747,136,124,2024-01-26T05:49:39Z,6250000,False,12.0,10.0,1,right,MISS J. Vanderbilt driving Layup,[1629020],1610612747.0,LAL,driving,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
632,PT02M02.00S,2024-01-26T05:49:38.4Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,136,124,2024-01-26T05:49:39Z,6270000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,630.0,2.0,2.0,0.0,,,,,,
633,PT02M00.00S,2024-01-26T05:49:41.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,7.013797634691201,48.0392156862745,1610612741,136,126,2024-01-26T05:49:46Z,6280000,False,10.0,13.0,1,left,A. Dosunmu running Layup (18 PTS) (D. DeRozan 10 AST),"[1630245, 201942]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.66,Made,18.0,D. DeRozan,201942.0,10.0,,,,,,,,,,,,,,
635,PT01M43.00S,2024-01-26T05:50:02.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,91.90210249671485,51.71568627450981,1610612747,138,126,2024-01-26T05:50:28Z,6300000,False,9.0,24.0,1,right,J. Vanderbilt DUNK (17 PTS) (L. James 11 AST),"[1629020, 2544]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.51,Made,17.0,L. James,2544.0,11.0,,,,,,,,,,,,,,
637,PT01M37.00S,2024-01-26T05:50:12.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612741,138,126,2024-01-26T05:50:18Z,6320000,False,,,0,,D. Russell personal FOUL (3 PF) (DeRozan 2 FT),"[1626156, 201942]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,,,,,,,,,,3.0,0.0,DeRozan,201942.0
641,PT01M37.00S,2024-01-26T05:52:00.7Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,138,127,2024-01-26T05:52:00Z,6360000,False,,,0,,D. DeRozan Free Throw 1 of 2 (29 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
642,PT01M37.00S,2024-01-26T05:52:14.8Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,138,128,2024-01-26T05:52:14Z,6370000,False,,,0,,D. DeRozan Free Throw 2 of 2 (30 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
643,PT01M22.00S,2024-01-26T05:52:34.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,89.4053876478318,48.529411764705884,1610612747,140,128,2024-01-26T05:52:41Z,6380000,False,-7.0,47.0,1,right,A. Davis driving floating Jump Shot (21 PTS) (L. James 12 AST),"[203076, 2544]",1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.77,Made,21.0,L. James,2544.0,12.0,,,,,,,,,,,,,,
645,PT01M16.00S,2024-01-26T05:52:43.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,7.802233902759525,49.754901960784316,1610612741,140,130,2024-01-26T05:52:46Z,6400000,False,1.0,21.0,1,left,A. Caruso driving Layup (17 PTS),[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,2.08,Made,17.0,,,,,,,,,,,,,,,,,
646,PT00M52.40S,2024-01-26T05:53:10.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,87.9599211563732,50.245098039215684,1610612747,140,130,2024-01-26T05:58:29Z,6410000,False,1.0,61.0,1,right,MISS L. James 6' driving Layup - blocked,"[2544, 202696]",1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,6.07,Missed,,,,,,,,,,,,,Vucevic,202696.0,,,,
647,PT00M52.40S,2024-01-26T05:53:10.4Z,4,REGULAR,block,,[],202696,,,1610612747,140,130,2024-01-26T05:53:14Z,6420000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
648,PT00M47.00S,2024-01-26T05:53:15.8Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,140,130,2024-01-26T05:53:16Z,6430000,False,,,0,,A. Caruso REBOUND (Off:1 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,646.0,4.0,3.0,1.0,,,,,,
649,PT00M46.40S,2024-01-26T05:53:16.3Z,4,REGULAR,turnover,bad pass,[],1627936,,,1610612741,140,130,2024-01-26T05:53:42Z,6440000,False,,,0,,A. Caruso bad pass TURNOVER (2 TO),"[1627936, 1629020]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Vanderbilt,1629020.0,,,,,,,,,,
652,PT00M46.40S,2024-01-26T05:53:16.3Z,4,REGULAR,steal,,[],1629020,,,1610612747,140,130,2024-01-26T05:53:42Z,6445000,False,,,0,,J. Vanderbilt STEAL (3 STL),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
650,PT00M46.20S,2024-01-26T05:53:28.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,65.48948751642575,53.67647058823529,1610612747,140,130,2024-01-26T05:53:50Z,6450000,False,18.0,272.0,1,right,MISS D. Russell 27' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,27.25,Missed,,,,,,,,,,,,,,,,,,
651,PT00M46.20S,2024-01-26T05:53:28.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,140,130,2024-01-26T05:54:08Z,6460000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,650.0,,,,,,,,,
653,PT00M46.20S,2024-01-26T05:53:45.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612741,140,130,2024-01-26T05:53:54Z,6470000,False,,,0,,J. Vanderbilt loose ball personal FOUL (2 PF) (DeRozan 2 FT),"[1629020, 201942]",1610612747.0,LAL,loose ball,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,,,,,,,,,,2.0,0.0,DeRozan,201942.0
655,PT00M46.20S,2024-01-26T05:54:09.4Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,140,131,2024-01-26T05:54:09Z,6490000,False,,,0,,D. DeRozan Free Throw 1 of 2 (31 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
656,PT00M46.20S,2024-01-26T05:54:14.8Z,4,REGULAR,substitution,out,[],202696,,,1610612741,140,131,2024-01-26T05:54:19Z,6500000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M46.20S,2024-01-26T05:54:14.8Z,4,REGULAR,substitution,in,[],1630172,,,1610612741,140,131,2024-01-26T05:54:19Z,6510000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M46.20S,2024-01-26T05:54:31.3Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,140,132,2024-01-26T05:54:31Z,6520000,False,,,0,,D. DeRozan Free Throw 2 of 2 (32 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
659,PT00M41.20S,2024-01-26T05:54:41.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612747,140,132,2024-01-26T05:54:50Z,6530000,False,,,0,,A. Caruso take personal FOUL (4 PF) (Davis 2 FT),"[1627936, 203076]",1610612741.0,CHI,take,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,,,202037.0,,,,,,,,,,4.0,0.0,Davis,203076.0
661,PT00M41.20S,2024-01-26T05:55:10.1Z,4,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,140,132,2024-01-26T05:55:10Z,6550000,False,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
662,PT00M41.20S,2024-01-26T05:55:10.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,140,132,2024-01-26T05:55:10Z,6560000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,661.0,,,,,,,,,
663,PT00M41.20S,2024-01-26T05:55:12.3Z,4,REGULAR,substitution,out,[],1630172,,,1610612747,140,132,2024-01-26T05:55:18Z,6570000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M41.20S,2024-01-26T05:55:12.3Z,4,REGULAR,substitution,in,[],202696,,,1610612747,140,132,2024-01-26T05:55:18Z,6580000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M41.20S,2024-01-26T05:55:31.6Z,4,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,141,132,2024-01-26T05:55:31Z,6590000,False,,,0,,A. Davis Free Throw 2 of 2 (22 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
666,PT00M30.30S,2024-01-26T05:55:43.3Z,4,REGULAR,3pt,Jump Shot,[],1627936,28.43298291721419,17.892156862745097,1610612741,141,132,2024-01-26T05:55:49Z,6600000,False,161.0,215.0,1,left,MISS A. Caruso 26' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
667,PT00M27.10S,2024-01-26T05:55:46.5Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,141,132,2024-01-26T05:55:49Z,6610000,False,,,0,,A. Davis REBOUND (Off:5 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,666.0,11.0,6.0,5.0,,,,,,
668,PT00M06.10S,2024-01-26T05:56:11.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612747,141,132,2024-01-26T05:56:24Z,6620000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,202037.0,,,,,,,,,,,,,
669,PT00M00.00S,2024-01-26T05:56:24.4Z,4,REGULAR,period,end,[],0,,,1610612741,141,132,2024-01-26T05:56:24Z,6630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2024-01-26T05:58:37.1Z,4,REGULAR,game,end,[],0,,,0,141,132,2024-01-26T05:58:37Z,6640000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
