actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
181,PT10M33.00S,2024-01-26T04:08:53.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,6.619579500657039,51.22549019607843,1610612747,36,38,2024-01-26T04:08:56Z,1810000,False,-6.0,10.0,1,left,J. Vanderbilt cutting DUNK (7 PTS) (L. James 3 AST),"[1629020, 2544]",1610612747.0,LAL,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.15,Made,7.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
183,PT10M26.00S,2024-01-26T04:09:01.0Z,2,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612741,36,38,2024-01-26T04:09:22Z,1830000,False,,,0,,R. Hachimura shooting personal FOUL (2 PF) (Drummond 2 FT),"[1629060, 203083]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,,,,,,2.0,0.0,Drummond,203083.0
185,PT10M26.00S,2024-01-26T04:09:34.6Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,36,38,2024-01-26T04:09:34Z,1850000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
186,PT10M26.00S,2024-01-26T04:09:34.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,36,38,2024-01-26T04:09:34Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,185.0,,,,,,,,,
187,PT10M26.00S,2024-01-26T04:09:36.6Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,36,38,2024-01-26T04:09:40Z,1870000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M26.00S,2024-01-26T04:09:36.6Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,36,38,2024-01-26T04:09:40Z,1880000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M26.00S,2024-01-26T04:09:54.5Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,36,39,2024-01-26T04:09:54Z,1890000,False,,,0,,A. Drummond Free Throw 2 of 2 (3 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
190,PT10M11.00S,2024-01-26T04:10:10.8Z,2,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612747,36,39,2024-01-26T04:10:17Z,1900000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1630172, 1629060]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,,,,,,,,,,1.0,0.0,Hachimura,1629060.0
192,PT10M11.00S,2024-01-26T04:10:40.8Z,2,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,37,39,2024-01-26T04:10:40Z,1920000,False,,,0,,R. Hachimura Free Throw 1 of 2 (6 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
193,PT10M11.00S,2024-01-26T04:10:55.5Z,2,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,38,39,2024-01-26T04:10:55Z,1930000,False,,,0,,R. Hachimura Free Throw 2 of 2 (7 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
194,PT09M57.00S,2024-01-26T04:11:11.9Z,2,REGULAR,2pt,Jump Shot,[],1630172,76.65900131406045,61.76470588235294,1610612741,38,41,2024-01-26T04:11:16Z,1940000,False,59.0,167.0,1,right,P. Williams 17' pullup Jump Shot (2 PTS) (D. DeRozan 2 AST),"[1630172, 201942]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,17.7,Made,2.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
196,PT09M45.00S,2024-01-26T04:11:26.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629020,8.722076215505908,52.205882352941174,1610612747,40,41,2024-01-26T04:11:34Z,1960000,False,-11.0,29.0,1,left,J. Vanderbilt Hook (9 PTS) (L. James 4 AST),"[1629020, 2544]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,3.15,Made,9.0,L. James,2544.0,4.0,,,,,,,,,,,,,,
198,PT09M45.00S,2024-01-26T04:11:29.2Z,2,REGULAR,foul,personal,['1freethrow'],201942,,,1610612747,40,41,2024-01-26T04:11:40Z,1980000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Vanderbilt 1 FT),"[201942, 1629020]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,,,2.0,0.0,Vanderbilt,1629020.0
200,PT09M45.00S,2024-01-26T04:11:50.1Z,2,REGULAR,freethrow,1 of 1,[],1629020,,,1610612747,40,41,2024-01-26T04:11:52Z,2000000,False,,,0,,MISS J. Vanderbilt Free Throw 1 of 1,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
201,PT09M42.00S,2024-01-26T04:11:53.1Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,40,41,2024-01-26T04:11:52Z,2010000,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,200.0,4.0,2.0,2.0,,,,,,
202,PT09M32.00S,2024-01-26T04:12:02.5Z,2,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,40,41,2024-01-26T04:12:23Z,2020000,False,,,0,,A. Dosunmu bad pass out-of-bounds TURNOVER (2 TO),[1630245],1610612741.0,CHI,bad pass,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,202037.0,2.0,,,,,,,,,,,,
203,PT09M18.00S,2024-01-26T04:12:22.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],2544,9.379106438896187,87.5,1610612747,42,41,2024-01-26T04:12:27Z,2030000,False,-188.0,36.0,1,left,L. James 19' fadeaway Jump Shot (7 PTS),[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,Mid-Range,16-24 Left,19.09,Made,7.0,,,,,,,,,,,,,,,,,
204,PT09M01.00S,2024-01-26T04:12:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,92.42772667542707,50.0,1610612741,42,41,2024-01-26T04:12:44Z,2040000,False,0.0,19.0,1,right,MISS D. Terry driving Layup,[1631207],1610612741.0,CHI,driving,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
205,PT08M58.00S,2024-01-26T04:12:42.7Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,42,41,2024-01-26T04:12:44Z,2050000,False,,,0,,A. Drummond REBOUND (Off:3 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204.0,5.0,2.0,3.0,,,,,,
206,PT08M58.00S,2024-01-26T04:12:43.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612741,42,43,2024-01-26T04:12:46Z,2060000,False,0.0,0.0,1,right,A. Drummond tip Layup (5 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
207,PT08M44.00S,2024-01-26T04:12:56.6Z,2,REGULAR,3pt,Jump Shot,[],1626156,28.170170827858072,82.1078431372549,1610612747,45,43,2024-01-26T04:13:01Z,2070000,False,-161.0,212.0,1,left,D. Russell 26' 3PT  (8 PTS) (R. Hachimura 1 AST),"[1626156, 1629060]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.61,Made,8.0,R. Hachimura,1629060.0,1.0,,,,,,,,,,,,,,
209,PT08M27.00S,2024-01-26T04:13:13.9Z,2,REGULAR,turnover,bad pass,[],1630172,,,1610612741,45,43,2024-01-26T04:13:32Z,2090000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1629020]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,,,,
210,PT08M27.00S,2024-01-26T04:13:13.9Z,2,REGULAR,steal,,[],1629020,,,1610612747,45,43,2024-01-26T04:13:15Z,2100000,False,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
211,PT08M26.00S,2024-01-26T04:13:16.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,7.145203679369246,49.50980392156863,1610612747,47,43,2024-01-26T04:13:23Z,2110000,False,2.0,15.0,1,left,J. Vanderbilt running DUNK (11 PTS),[1629020],1610612747.0,LAL,running,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.49,Made,11.0,,,,,,,,,,,,,,,,,
212,PT08M26.00S,2024-01-26T04:13:22.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,47,43,2024-01-26T04:13:22Z,2120000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M26.00S,2024-01-26T04:15:56.2Z,2,REGULAR,substitution,out,[],1629060,,,1610612741,47,43,2024-01-26T04:16:08Z,2130000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M26.00S,2024-01-26T04:15:56.2Z,2,REGULAR,substitution,out,[],203083,,,1610612741,47,43,2024-01-26T04:16:08Z,2140000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M26.00S,2024-01-26T04:15:56.2Z,2,REGULAR,substitution,out,[],1631207,,,1610612741,47,43,2024-01-26T04:16:08Z,2150000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M26.00S,2024-01-26T04:15:56.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,47,43,2024-01-26T04:16:08Z,2160000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M26.00S,2024-01-26T04:15:56.2Z,2,REGULAR,substitution,in,[],1627752,,,1610612741,47,43,2024-01-26T04:16:08Z,2170000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M26.00S,2024-01-26T04:15:56.2Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,47,43,2024-01-26T04:16:08Z,2180000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M26.00S,2024-01-26T04:15:56.2Z,2,REGULAR,substitution,in,[],202696,,,1610612741,47,43,2024-01-26T04:16:08Z,2190000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M26.00S,2024-01-26T04:15:56.2Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,47,43,2024-01-26T04:16:08Z,2200000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M11.00S,2024-01-26T04:16:26.6Z,2,REGULAR,3pt,Jump Shot,[],1627936,96.10709592641261,3.4313725490196134,1610612741,47,43,2024-01-26T04:16:33Z,2210000,False,-233.0,-16.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
222,PT08M06.00S,2024-01-26T04:16:31.6Z,2,REGULAR,rebound,offensive,[],1627936,,,1610612741,47,43,2024-01-26T04:16:33Z,2220000,False,,,0,,A. Caruso REBOUND (Off:1 Def:0),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,,,,,,,,,221.0,1.0,0.0,1.0,,,,,,
223,PT08M04.00S,2024-01-26T04:16:32.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,73.242444152431,86.76470588235294,1610612741,47,43,2024-01-26T04:16:36Z,2230000,False,184.0,199.0,1,right,MISS A. Dosunmu 27' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
224,PT08M02.00S,2024-01-26T04:16:34.7Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,47,43,2024-01-26T04:16:36Z,2240000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,223.0,5.0,3.0,2.0,,,,,,
225,PT07M54.00S,2024-01-26T04:16:43.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,79.81274638633377,22.794117647058826,1610612741,47,43,2024-01-26T04:18:08Z,2250000,False,-136.0,137.0,1,right,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,19.33,Missed,,,,,,,,,,,,,,,,,,
226,PT07M50.00S,2024-01-26T04:16:47.2Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,47,43,2024-01-26T04:17:06Z,2260000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,225.0,6.0,3.0,3.0,,,,,,
227,PT07M50.00S,2024-01-26T04:16:48.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,47,43,2024-01-26T04:17:01Z,2270000,False,0.0,0.0,1,right,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
228,PT07M50.00S,2024-01-26T04:16:48.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,47,43,2024-01-26T04:17:01Z,2280000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,227.0,,,,,,,,,
230,PT07M39.00S,2024-01-26T04:17:24.4Z,2,REGULAR,foul,offensive,[],1629020,,,1610612747,47,43,2024-01-26T04:23:09Z,2300000,False,,,0,,J. Vanderbilt offensive FOUL (1 PF),"[1629020, 1627936]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,,,,,,,2534.0,,,,,,,,,,1.0,0.0,Caruso,1627936.0
232,PT07M39.00S,2024-01-26T04:17:24.4Z,2,REGULAR,turnover,offensive foul,[],1629020,,,1610612747,47,43,2024-01-26T04:23:09Z,2320000,False,,,0,,J. Vanderbilt offensive foul TURNOVER (1 TO),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,,,,,,,2534.0,1.0,,,,,,,,,,,,
233,PT07M39.00S,2024-01-26T04:17:34.4Z,2,REGULAR,substitution,out,[],201942,,,1610612741,47,43,2024-01-26T04:17:37Z,2330000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M39.00S,2024-01-26T04:17:34.4Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,47,43,2024-01-26T04:17:37Z,2340000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M22.00S,2024-01-26T04:17:57.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,71.00854139290408,25.0,1610612741,47,43,2024-01-26T04:18:05Z,2350000,False,-125.0,220.0,1,right,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
236,PT07M19.00S,2024-01-26T04:18:00.8Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612747,47,43,2024-01-26T04:18:05Z,2360000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,235.0,1.0,1.0,0.0,,,,,,
237,PT07M04.00S,2024-01-26T04:18:14.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,10.167542706964511,57.84313725490196,1610612747,47,43,2024-01-26T04:18:21Z,2370000,False,-39.0,43.0,1,left,MISS D. Russell driving floating Shot,[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
238,PT07M01.00S,2024-01-26T04:18:17.9Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,47,43,2024-01-26T04:18:21Z,2380000,False,,,0,,C. White REBOUND (Off:1 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,237.0,5.0,4.0,1.0,,,,,,
239,PT06M57.00S,2024-01-26T04:18:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,91.37647831800263,47.79411764705882,1610612741,47,45,2024-01-26T04:18:34Z,2390000,False,-11.0,29.0,1,right,C. White driving reverse Layup (8 PTS),[1629632],1610612741.0,CHI,driving reverse,,,White,C. White,,,,,Restricted Area,0-8 Center,3.06,Made,8.0,,,,,,,,,,,,,,,,,
241,PT06M48.00S,2024-01-26T04:18:34.1Z,2,REGULAR,violation,kicked ball,[],202696,,,1610612747,47,45,2024-01-26T04:18:49Z,2410000,False,,,0,,N. Vucevic kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,1628484.0,,,,,,,,,,,,,
242,PT06M48.00S,2024-01-26T04:18:39.4Z,2,REGULAR,substitution,out,[],1626174,,,1610612747,47,45,2024-01-26T04:18:42Z,2420000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M48.00S,2024-01-26T04:18:39.4Z,2,REGULAR,substitution,in,[],203076,,,1610612747,47,45,2024-01-26T04:18:42Z,2430000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M48.00S,2024-01-26T04:18:39.4Z,2,REGULAR,substitution,out,[],1626156,,,1610612747,47,45,2024-01-26T04:18:48Z,2440000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M48.00S,2024-01-26T04:18:39.4Z,2,REGULAR,substitution,out,[],1629020,,,1610612747,47,45,2024-01-26T04:18:48Z,2450000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M48.00S,2024-01-26T04:18:39.4Z,2,REGULAR,substitution,in,[],1629060,,,1610612747,47,45,2024-01-26T04:18:48Z,2460000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M48.00S,2024-01-26T04:18:39.4Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,47,45,2024-01-26T04:18:48Z,2470000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M31.00S,2024-01-26T04:19:11.8Z,2,REGULAR,3pt,Jump Shot,[],2544,18.922470433639944,8.310355392156865,1610612747,50,45,2024-01-26T04:19:18Z,2480000,False,208.0,125.0,1,left,L. James 24' 3PT  (10 PTS) (A. Davis 4 AST),"[2544, 203076]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,24.32,Made,10.0,A. Davis,203076.0,4.0,,,,,,,,,,,,,,
250,PT06M17.00S,2024-01-26T04:19:26.8Z,2,REGULAR,3pt,Jump Shot,[],1629632,72.84822601839684,15.441176470588232,1610612741,50,45,2024-01-26T04:19:30Z,2500000,False,-173.0,203.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
251,PT06M14.00S,2024-01-26T04:19:29.8Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,50,45,2024-01-26T04:19:30Z,2510000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,250.0,1.0,1.0,0.0,,,,,,
252,PT06M07.00S,2024-01-26T04:19:36.5Z,2,REGULAR,3pt,Jump Shot,[],1629060,7.539421813403408,97.05882352941177,1610612747,53,45,2024-01-26T04:19:44Z,2520000,False,-235.0,18.0,1,left,R. Hachimura 3PT  (10 PTS) (T. Prince 1 AST),"[1629060, 1627752]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.6,Made,10.0,T. Prince,1627752.0,1.0,,,,,,,,,,,,,,
254,PT05M49.00S,2024-01-26T04:19:57.2Z,2,REGULAR,foul,offensive,[],1630172,,,1610612741,53,45,2024-01-26T04:20:06Z,2540000,False,,,0,,P. Williams offensive FOUL (2 PF),"[1630172, 1627752]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,202037.0,,,,,,,,,,2.0,0.0,Prince,1627752.0
256,PT05M49.00S,2024-01-26T04:19:57.2Z,2,REGULAR,turnover,offensive foul,[],1630172,,,1610612741,53,45,2024-01-26T04:20:06Z,2560000,False,,,0,,P. Williams offensive foul TURNOVER (2 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,202037.0,2.0,,,,,,,,,,,,
257,PT05M49.00S,2024-01-26T04:20:04.7Z,2,REGULAR,substitution,out,[],1627936,,,1610612747,53,45,2024-01-26T04:20:08Z,2570000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M49.00S,2024-01-26T04:20:04.7Z,2,REGULAR,substitution,in,[],201942,,,1610612747,53,45,2024-01-26T04:20:08Z,2580000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M32.00S,2024-01-26T04:20:40.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,8.196452036793687,51.71568627450981,1610612747,55,45,2024-01-26T04:25:12Z,2590000,False,-9.0,25.0,1,left,A. Reaves cutting Layup (8 PTS) (A. Davis 5 AST),"[1630559, 203076]",1610612747.0,LAL,cutting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.6,Made,8.0,A. Davis,203076.0,5.0,,,,,,,,,,,,,,
261,PT05M27.00S,2024-01-26T04:20:50.0Z,2,REGULAR,foul,personal,[],1627752,,,1610612741,55,45,2024-01-26T04:20:58Z,2610000,False,,,0,,T. Prince personal FOUL (2 PF),"[1627752, 1629632]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,2534.0,,,,,,,,,,2.0,0.0,White,1629632.0
263,PT05M22.00S,2024-01-26T04:21:06.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,92.82194480946123,47.05882352941176,1610612741,55,47,2024-01-26T04:21:12Z,2630000,False,-15.0,15.0,1,right,P. Williams driving Layup (4 PTS),[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,2.1,Made,4.0,,,,,,,,,,,,,,,,,
264,PT05M03.00S,2024-01-26T04:21:24.6Z,2,REGULAR,3pt,Jump Shot,[],1627752,8.196452036793687,3.9215686274509807,1610612747,55,47,2024-01-26T04:21:28Z,2640000,False,230.0,25.0,1,left,MISS T. Prince 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
265,PT05M01.00S,2024-01-26T04:21:26.7Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,55,47,2024-01-26T04:21:26Z,2650000,False,,,0,,P. Williams REBOUND (Off:0 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,264.0,4.0,4.0,0.0,,,,,,
266,PT04M53.00S,2024-01-26T04:21:34.5Z,2,REGULAR,3pt,Jump Shot,[],1630245,77.71024967148489,10.539215686274503,1610612741,55,47,2024-01-26T04:21:39Z,2660000,False,-197.0,157.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
