actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
177,PT00M01.20S,2023-11-15T04:13:11.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612747,37,26,2023-11-15T04:13:44Z,1750000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,,,,176.0,1.0,1.0,0.0,,,,,,,,
179,PT00M00.00S,2023-11-15T04:13:21.1Z,1,REGULAR,period,end,[],0,,,1610612747,37,26,2023-11-15T04:13:21Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-11-15T04:15:35.5Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,37,26,2023-11-15T04:15:52Z,1780000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,,,,,,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-11-15T04:15:35.5Z,2,REGULAR,substitution,out,['startperiod'],1627752,,,1610612747,37,26,2023-11-15T04:15:52Z,1790000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-11-15T04:15:35.5Z,2,REGULAR,substitution,out,['startperiod'],1626174,,,1610612747,37,26,2023-11-15T04:15:52Z,1800000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-11-15T04:15:35.5Z,2,REGULAR,substitution,out,['startperiod'],1628379,,,1610612747,37,26,2023-11-15T04:15:52Z,1810000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2023-11-15T04:15:35.5Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612747,37,26,2023-11-15T04:15:52Z,1820000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2023-11-15T04:15:35.5Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,37,26,2023-11-15T04:15:52Z,1830000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,,,,,,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2023-11-15T04:15:35.5Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,37,26,2023-11-15T04:15:52Z,1840000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,,,,,,,,,James,L. James,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2023-11-15T04:15:35.5Z,2,REGULAR,substitution,in,['startperiod'],1631367,,,1610612747,37,26,2023-11-15T04:15:52Z,1850000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,,,,,,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2023-11-15T04:16:04.1Z,2,REGULAR,period,start,[],0,,,1610612747,37,26,2023-11-15T04:16:04Z,1860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M43.00S,2023-11-15T04:16:37.7Z,2,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612747,37,26,2023-11-15T04:16:44Z,1880000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1630214, 1629060]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,,Tillman,X. Tillman,,,,,,,,,,202049.0,,1.0,0.0,Hachimura,1629060.0,,
192,PT11M43.00S,2023-11-15T04:16:44.9Z,2,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,38,26,2023-11-15T04:16:44Z,1900000,False,,,0,,R. Hachimura Free Throw 1 of 2 (8 PTS),[1629060],1610612747.0,LAL,,,,,,,,,,Made,8.0,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
193,PT11M43.00S,2023-11-15T04:17:00.4Z,2,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,39,26,2023-11-15T04:17:00Z,1910000,False,,,0,,R. Hachimura Free Throw 2 of 2 (9 PTS),[1629060],1610612747.0,LAL,,,,,,,,,,Made,9.0,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
194,PT11M29.00S,2023-11-15T04:17:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,82.9664914586071,57.84313725490196,1610612763,39,26,2023-11-15T04:17:27Z,1920000,False,39.0,108.0,1,right,MISS X. Tillman 11' floating Shot,[1630214],1610612763.0,MEM,floating,,,,,,In The Paint (Non-RA),8-16 Center,11.45,Missed,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,
195,PT11M25.00S,2023-11-15T04:17:19.7Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,39,26,2023-11-15T04:17:20Z,1930000,False,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,James,L. James,,,,,,194.0,5.0,5.0,0.0,,,,,,,,
196,PT11M10.00S,2023-11-15T04:17:34.6Z,2,REGULAR,2pt,Jump Shot,[],2544,25.936268068331145,50.245098039215684,1610612747,39,26,2023-11-15T04:17:37Z,1940000,False,-1.0,191.0,1,left,MISS L. James 19' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,,,,Mid-Range,16-24 Center,19.13,Missed,,James,L. James,,,,,,,,,,,,,,,,,
197,PT11M08.00S,2023-11-15T04:17:36.6Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,39,26,2023-11-15T04:17:37Z,1950000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Center,,,,Williams,Z. Williams,,,,,,196.0,1.0,1.0,0.0,,,,,,,,
198,PT10M59.00S,2023-11-15T04:17:46.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,92.55913272010513,43.872549019607845,1610612763,39,26,2023-11-15T04:17:52Z,1960000,False,-31.0,17.0,1,right,MISS J. Jackson Jr. driving bank Shot,[1628991],1610612763.0,MEM,driving bank,,,,,,Restricted Area,0-8 Center,3.52,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
199,PT10M59.00S,2023-11-15T04:17:46.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,39,26,2023-11-15T04:17:52Z,1970000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,198.0,,,,,,,,,,,
200,PT10M59.00S,2023-11-15T04:17:52.4Z,2,REGULAR,foul,personal,[],1629637,,,1610612763,39,26,2023-11-15T04:18:01Z,1980000,False,,,0,,J. Hayes loose ball personal FOUL (1 PF),"[1629637, 1628991]",1610612747.0,LAL,loose ball,,,,,,Restricted Area,0-8 Center,,,,Hayes,J. Hayes,,,,,,,,,,202049.0,,1.0,0.0,Jackson Jr.,1628991.0,,
202,PT10M51.00S,2023-11-15T04:18:17.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,91.77069645203679,50.73529411764706,1610612763,39,26,2023-11-15T04:18:22Z,2000000,False,4.0,25.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,2.52,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
204,PT10M47.00S,2023-11-15T04:18:21.3Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,39,26,2023-11-15T04:18:22Z,2020000,False,,,0,,A. Reaves REBOUND (Off:1 Def:2),[1630559],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Reaves,A. Reaves,,,,,,202.0,3.0,2.0,1.0,,,,,,,,
205,PT10M40.00S,2023-11-15T04:18:28.0Z,2,REGULAR,turnover,bad pass,[],1629060,,,1610612747,39,26,2023-11-15T04:18:34Z,2030000,False,,,0,,R. Hachimura bad pass TURNOVER (1 TO),"[1629060, 1630214]",1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hachimura,R. Hachimura,,,,,,,,,,,1.0,,,,,Tillman,1630214.0
206,PT10M40.00S,2023-11-15T04:18:28.0Z,2,REGULAR,steal,,[],1630214,,,1610612763,39,26,2023-11-15T04:18:30Z,2040000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,
207,PT10M33.00S,2023-11-15T04:18:35.2Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630533,67.7233902759527,30.392156862745097,1610612763,39,26,2023-11-15T04:18:43Z,2050000,False,-98.0,251.0,1,right,MISS Z. Williams 26' step back 3PT,[1630533],1610612763.0,MEM,step back,,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
208,PT10M30.00S,2023-11-15T04:18:38.2Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,39,26,2023-11-15T04:18:43Z,2060000,False,,,0,,L. James REBOUND (Off:0 Def:6),[2544],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,James,L. James,,,,,,207.0,6.0,6.0,0.0,,,,,,,,
209,PT10M29.00S,2023-11-15T04:18:45.6Z,2,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,39,26,2023-11-15T04:49:51Z,2070000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,bad pass,,,,,,Mid-Range,8-16 Left,,,,James,L. James,,,,,,,,,,202049.0,1.0,,,,,,
210,PT10M19.00S,2023-11-15T04:19:04.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631223,73.76806833114324,89.70588235294117,1610612763,39,29,2023-11-15T04:19:09Z,2080000,False,199.0,194.0,1,right,D. Roddy 27' 3PT  (6 PTS) (X. Tillman 1 AST),"[1631223, 1630214]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,27.76,Made,6.0,Roddy,D. Roddy,X. Tillman,1630214.0,1.0,,,,,,,,,,,,,,
212,PT10M07.00S,2023-11-15T04:19:22.8Z,2,REGULAR,foul,personal,[],1630533,,,1610612747,39,29,2023-11-15T04:19:35Z,2100000,False,,,0,,Z. Williams personal FOUL (2 PF),"[1630533, 1629637]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Williams,Z. Williams,,,,,,,,,,1629178.0,,2.0,0.0,Hayes,1629637.0,,
214,PT09M58.00S,2023-11-15T04:19:49.0Z,2,REGULAR,turnover,bad pass,[],1629060,,,1610612747,39,29,2023-11-15T04:19:54Z,2120000,False,,,0,,R. Hachimura bad pass TURNOVER (2 TO),"[1629060, 1630533]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,Hachimura,R. Hachimura,,,,,,,,,,,2.0,,,,,Williams,1630533.0
215,PT09M58.00S,2023-11-15T04:19:49.0Z,2,REGULAR,steal,,[],1630533,,,1610612763,39,29,2023-11-15T04:19:51Z,2130000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
216,PT09M56.00S,2023-11-15T04:19:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1630533,90.19382391590013,54.411764705882355,1610612763,39,31,2023-11-15T04:20:15Z,2140000,False,22.0,40.0,1,right,Z. Williams running Layup (5 PTS),[1630533],1610612763.0,MEM,running,,,,,,In The Paint (Non-RA),0-8 Center,4.54,Made,5.0,Williams,Z. Williams,,,,,,,,,,,,,,,,,
217,PT09M56.00S,2023-11-15T04:20:05.1Z,2,REGULAR,violation,defensive goaltending,[],1629060,,,1610612763,39,31,2023-11-15T04:20:24Z,2150000,False,,,0,,R. Hachimura defensive goaltending VIOLATION,[1629060],1610612747.0,LAL,,,,,,,,,,,,Hachimura,R. Hachimura,,,,,,,,,,202049.0,,,,,,,
218,PT09M31.00S,2023-11-15T04:20:23.9Z,2,REGULAR,3pt,Jump Shot,[],1629629,12.401445466491452,5.392156862745097,1610612747,42,31,2023-11-15T04:20:29Z,2160000,False,223.0,64.0,1,left,C. Reddish 3PT  (3 PTS) (L. James 3 AST),"[1629629, 2544]",1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,23.2,Made,3.0,Reddish,C. Reddish,L. James,2544.0,3.0,,,,,,,,,,,,,,
220,PT09M22.00S,2023-11-15T04:20:36.7Z,2,REGULAR,foul,personal,[],2544,,,1610612763,42,31,2023-11-15T04:20:50Z,2180000,False,,,0,,L. James personal FOUL (1 PF),"[2544, 1628991]",1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,James,L. James,,,,,,,,,,1629178.0,,1.0,0.0,Jackson Jr.,1628991.0,,
222,PT09M12.00S,2023-11-15T04:21:14.1Z,2,REGULAR,turnover,bad pass,[],1630533,,,1610612763,42,31,2023-11-15T04:21:22Z,2200000,False,,,0,,Z. Williams bad pass TURNOVER (1 TO),"[1630533, 1629637]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Williams,Z. Williams,,,,,,,,,,,1.0,,,,,Hayes,1629637.0
223,PT09M12.00S,2023-11-15T04:21:14.1Z,2,REGULAR,steal,,[],1629637,,,1610612747,42,31,2023-11-15T04:21:15Z,2210000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
225,PT09M08.00S,2023-11-15T04:21:20.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1630559,8.984888304862025,48.28431372549019,1610612747,44,31,2023-11-15T04:21:30Z,2230000,False,9.0,32.0,1,left,A. Reaves running Layup (6 PTS) (L. James 4 AST),"[1630559, 2544]",1610612747.0,LAL,running,,,,,,Restricted Area,0-8 Center,3.31,Made,6.0,Reaves,A. Reaves,L. James,2544.0,4.0,,,,,,,,,,,,,,
227,PT09M08.00S,2023-11-15T04:21:24.0Z,2,REGULAR,violation,defensive goaltending,[],1628991,,,1610612747,44,31,2023-11-15T04:21:30Z,2250000,False,,,0,,J. Jackson Jr. defensive goaltending VIOLATION,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,1629178.0,,,,,,,
228,PT08M55.00S,2023-11-15T04:21:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,90.98226018396846,46.07843137254902,1610612763,44,31,2023-11-15T04:21:46Z,2260000,False,-20.0,32.0,1,right,MISS D. Roddy driving Layup,[1631223],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,3.78,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
229,PT08M53.00S,2023-11-15T04:21:43.1Z,2,REGULAR,rebound,offensive,[],1631223,,,1610612763,44,31,2023-11-15T04:21:43Z,2270000,False,,,0,,D. Roddy REBOUND (Off:1 Def:0),[1631223],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Roddy,D. Roddy,,,,,,228.0,1.0,0.0,1.0,,,,,,,,
230,PT08M51.00S,2023-11-15T04:21:45.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631223,91.37647831800263,50.0,1610612763,44,33,2023-11-15T04:21:49Z,2280000,False,0.0,29.0,1,right,D. Roddy driving Layup (8 PTS),[1631223],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,2.86,Made,8.0,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
231,PT08M42.00S,2023-11-15T04:21:56.2Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612747,44,33,2023-11-15T04:25:05Z,2290000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Hayes 2 FT),"[1628991, 1629637]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,1629178.0,,2.0,0.0,Hayes,1629637.0,,
233,PT08M42.00S,2023-11-15T04:22:23.0Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,45,33,2023-11-15T04:22:23Z,2310000,False,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612747.0,LAL,,,,,,,,,,Made,1.0,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
351,PT08M42.00S,2023-11-15T04:22:23.6Z,2,REGULAR,substitution,out,[],1630533,,,1610612747,45,33,2023-11-15T04:48:51Z,2325000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
352,PT08M42.00S,2023-11-15T04:22:23.6Z,2,REGULAR,substitution,in,[],1630217,,,1610612747,45,33,2023-11-15T04:48:51Z,2332500,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,
236,PT08M42.00S,2023-11-15T04:22:42.7Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,46,33,2023-11-15T04:22:42Z,2340000,False,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612747.0,LAL,,,,,,,,,,Made,2.0,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
243,PT08M29.00S,2023-11-15T04:22:24.3Z,2,REGULAR,turnover,bad pass,[],1630217,,,1610612763,46,33,2023-11-15T04:24:08Z,2350000,False,,,0,,D. Bane bad pass TURNOVER (2 TO),"[1630217, 2544]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Bane,D. Bane,,,,,,,,,,,2.0,,,,,James,2544.0
244,PT08M29.00S,2023-11-15T04:22:24.3Z,2,REGULAR,steal,,[],2544,,,1610612747,46,33,2023-11-15T04:26:59Z,2355000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),8-16 Left,,,,James,L. James,,,,,,,,,,,,,,,,,
248,PT08M23.00S,2023-11-15T04:22:47.5Z,2,REGULAR,turnover,bad pass,[],1629060,,,1610612747,46,33,2023-11-15T04:27:19Z,2357500,False,,,0,,R. Hachimura bad pass TURNOVER (3 TO),"[1629060, 1631367]",1610612747.0,LAL,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Hachimura,R. Hachimura,,,,,,,,,,,3.0,,,,,Gilyard,1631367.0
249,PT08M23.00S,2023-11-15T04:22:47.5Z,2,REGULAR,steal,,[],1631367,,,1610612763,46,33,2023-11-15T04:27:19Z,2358750,False,,,0,,J. Gilyard STEAL (1 STL),[1631367],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
238,PT08M16.00S,2023-11-15T04:23:10.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,72.19119579500656,87.99019607843137,1610612763,46,36,2023-11-15T04:24:32Z,2360000,False,190.0,209.0,1,right,J. Jackson Jr. 28' 3PT  (3 PTS) (D. Bane 2 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,28.24,Made,3.0,Jackson Jr.,J. Jackson Jr.,D. Bane,1630217.0,2.0,,,,,,,,,,,,,,
240,PT07M54.00S,2023-11-15T04:23:36.0Z,2,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612747,46,36,2023-11-15T04:23:41Z,2380000,False,,,0,,D. Roddy shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1631223, 1629060]",1610612763.0,MEM,shooting,,,,,,Mid-Range,16-24 Center,,,,Roddy,D. Roddy,,,,,,,,,,1626300.0,,1.0,0.0,Hachimura,1629060.0,,
242,PT07M54.00S,2023-11-15T04:24:05.2Z,2,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,47,36,2023-11-15T04:24:05Z,2400000,False,,,0,,R. Hachimura Free Throw 1 of 2 (10 PTS),[1629060],1610612747.0,LAL,,,,,,,,,,Made,10.0,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
245,PT07M54.00S,2023-11-15T04:24:09.4Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,47,36,2023-11-15T04:24:20Z,2410000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,,,,,,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
246,PT07M54.00S,2023-11-15T04:24:09.4Z,2,REGULAR,substitution,in,[],1626156,,,1610612747,47,36,2023-11-15T04:24:20Z,2420000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,
247,PT07M54.00S,2023-11-15T04:24:22.4Z,2,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,48,36,2023-11-15T04:24:22Z,2430000,False,,,0,,R. Hachimura Free Throw 2 of 2 (11 PTS),[1629060],1610612747.0,LAL,,,,,,,,,,Made,11.0,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
250,PT07M37.00S,2023-11-15T04:24:46.7Z,2,REGULAR,turnover,out-of-bounds,[],1631367,,,1610612763,48,36,2023-11-15T04:25:14Z,2440000,False,,,0,,J. Gilyard bad pass out-of-bounds TURNOVER (1 TO),[1631367],1610612763.0,MEM,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gilyard,J. Gilyard,,,,,,,,,,202049.0,1.0,,,,,,
251,PT07M37.00S,2023-11-15T04:24:52.2Z,2,REGULAR,substitution,out,[],1629060,,,1610612747,48,36,2023-11-15T04:24:55Z,2450000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,,,,,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
252,PT07M37.00S,2023-11-15T04:24:52.2Z,2,REGULAR,substitution,in,[],1626174,,,1610612747,48,36,2023-11-15T04:24:55Z,2460000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
253,PT07M22.00S,2023-11-15T04:25:15.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],2544,19.8915900131406,5.392156862745097,1610612747,48,36,2023-11-15T04:25:19Z,2470000,False,223.0,134.0,1,left,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,James,L. James,,,,,,,,,,,,,,,,,
254,PT07M18.00S,2023-11-15T04:25:18.1Z,2,REGULAR,rebound,offensive,[],1626174,,,1610612747,48,36,2023-11-15T04:25:18Z,2480000,False,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,,,,Wood,C. Wood,,,,,,253.0,2.0,1.0,1.0,,,,,,,,
255,PT07M16.00S,2023-11-15T04:25:21.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",2544,15.029566360052556,58.57843137254902,1610612747,50,36,2023-11-15T04:25:24Z,2490000,False,-43.0,89.0,1,left,L. James 9' fadeaway Jump Shot (10 PTS) (C. Wood 1 AST),"[2544, 1626174]",1610612747.0,LAL,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,9.86,Made,10.0,James,L. James,C. Wood,1626174.0,1.0,,,,,,,,,,,,,,
257,PT06M49.00S,2023-11-15T04:25:47.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,92.55913272010513,51.22549019607843,1610612763,50,38,2023-11-15T04:31:13Z,2510000,False,6.0,17.0,1,right,J. Jackson Jr. driving DUNK (5 PTS),[1628991],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,1.84,Made,5.0,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
258,PT06M30.00S,2023-11-15T04:26:07.3Z,2,REGULAR,3pt,Jump Shot,[],1629629,14.635348226018394,5.14705882352942,1610612747,50,38,2023-11-15T04:26:29Z,2520000,False,224.0,85.0,1,left,MISS C. Reddish 3PT,[1629629],1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,23.99,Missed,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
259,PT06M30.00S,2023-11-15T04:26:07.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,50,38,2023-11-15T04:33:48Z,2530000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,258.0,,,,,,,,,,,
260,PT06M30.00S,2023-11-15T04:26:26.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631367,,,1610612747,50,38,2023-11-15T04:34:03Z,2540000,False,,,0,,J. Gilyard loose ball personal FOUL (1 PF) (Hayes 2 FT),"[1631367, 1629637]",1610612763.0,MEM,loose ball,,,,,,Restricted Area,0-8 Center,,,,Gilyard,J. Gilyard,,,,,,,,,,202049.0,,1.0,0.0,Hayes,1629637.0,,
262,PT06M30.00S,2023-11-15T04:26:36.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,50,38,2023-11-15T04:26:36Z,2560000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M30.00S,2023-11-15T04:28:43.7Z,2,REGULAR,substitution,out,[],1630214,,,1610612747,50,38,2023-11-15T04:29:02Z,2570000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,,,,,,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,
264,PT06M30.00S,2023-11-15T04:28:43.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612747,50,38,2023-11-15T04:29:02Z,2580000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
265,PT06M30.00S,2023-11-15T04:28:43.7Z,2,REGULAR,substitution,in,[],1630583,,,1610612747,50,38,2023-11-15T04:29:02Z,2590000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
