actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
172,PT10M45.00S,2024-02-14T04:08:16.1Z,2,REGULAR,rebound,offensive,[],1631204,,,1610612765,37,26,2024-02-14T04:10:46Z,1720000,False,,,0,,M. Sasser REBOUND (Off:1 Def:0),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,,171.0,,,,,,1.0,0.0,1.0,,,,,
182,PT10M45.00S,2024-02-14T04:08:16.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631204,89.88173455978975,49.486825980392155,1610612765,37,26,2024-02-14T04:10:38Z,1725000,False,-3.0,43.0,1,right,MISS M. Sasser tip Layup,[1631204],1610612765.0,DET,tip,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.27,,,,,,,,,,,
183,PT10M42.00S,2024-02-14T04:08:19.3Z,2,REGULAR,rebound,offensive,[],1630164,,,1610612765,37,26,2024-02-14T04:10:38Z,1727500,False,,,0,,J. Wiseman REBOUND (Off:1 Def:0),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,182.0,,,,,,1.0,0.0,1.0,,,,,
173,PT10M39.00S,2024-02-14T04:08:18.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630164,93.08475689881735,50.98039215686275,1610612765,37,28,2024-02-14T04:10:01Z,1730000,False,5.0,13.0,1,right,J. Wiseman putback DUNK (6 PTS),[1630164],1610612765.0,DET,putback,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,1.34,,,,,,,,,,,
174,PT10M30.00S,2024-02-14T04:08:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,6.093955321944804,52.450980392156865,1610612747,39,28,2024-02-14T04:08:32Z,1740000,False,-12.0,5.0,1,left,D. Russell driving floating Jump Shot (8 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,1.32,,,,,,,,,,,
175,PT10M22.00S,2024-02-14T04:08:36.2Z,2,REGULAR,turnover,lost ball,[],203095,,,1610612765,39,28,2024-02-14T04:08:42Z,1750000,False,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 1627752]",1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,,,Prince,1627752.0
176,PT10M22.00S,2024-02-14T04:08:36.2Z,2,REGULAR,steal,,[],1627752,,,1610612747,39,28,2024-02-14T04:08:38Z,1760000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT10M18.00S,2024-02-14T04:08:41.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627752,9.116294349540084,50.49019607843137,1610612747,41,28,2024-02-14T04:09:57Z,1770000,False,-2.0,33.0,1,left,T. Prince running Layup (5 PTS) (L. James 4 AST),"[1627752, 2544]",1610612747.0,LAL,running,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,3.33,L. James,2544.0,4.0,,,,,,,,
179,PT10M18.00S,2024-02-14T04:08:45.8Z,2,REGULAR,foul,personal,['1freethrow'],1630164,,,1610612747,41,28,2024-02-14T04:08:55Z,1790000,False,,,0,,J. Wiseman shooting personal FOUL (2 PF) (Prince 1 FT),"[1630164, 1627752]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,203054.0,2.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,
184,PT10M18.00S,2024-02-14T04:10:22.6Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627752,,,1610612747,41,28,2024-02-14T04:10:22Z,1820000,False,,,0,,MISS T. Prince Free Throw 1 of 1,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
185,PT10M12.00S,2024-02-14T04:10:26.7Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612765,41,28,2024-02-14T04:10:26Z,1830000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,184.0,,,,,,2.0,2.0,0.0,,,,,
186,PT09M55.00S,2024-02-14T04:10:43.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,81.38961892247043,61.51960784313725,1610612765,41,30,2024-02-14T04:10:54Z,1840000,False,58.0,122.0,1,right,S. Milton 13' pullup Jump Shot (2 PTS) (M. Sasser 4 AST),"[1629003, 1631204]",1610612765.0,DET,pullup,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,13.53,M. Sasser,1631204.0,4.0,,,,,,,,
188,PT09M40.00S,2024-02-14T04:11:01.4Z,2,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612747,41,30,2024-02-14T04:11:13Z,1860000,False,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (James 2 FT),"[1628972, 2544]",1610612765.0,DET,shooting,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Right,202041.0,1.0,0.0,James,2544.0,,,,,,,,,,,,,,,
190,PT09M40.00S,2024-02-14T04:11:42.5Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,42,30,2024-02-14T04:11:42Z,1880000,False,,,0,,L. James Free Throw 1 of 2 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
191,PT09M40.00S,2024-02-14T04:11:48.5Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,43,30,2024-02-14T04:11:48Z,1890000,False,,,0,,L. James Free Throw 2 of 2 (8 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
193,PT09M18.00S,2024-02-14T04:12:26.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630164,90.5880420499343,51.22549019607843,1610612765,43,32,2024-02-14T04:12:32Z,1910000,False,6.0,36.0,1,right,J. Wiseman cutting DUNK (8 PTS) (E. Fournier 1 AST),"[1630164, 203095]",1610612765.0,DET,cutting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,3.65,E. Fournier,203095.0,1.0,,,,,,,,
195,PT09M18.00S,2024-02-14T04:12:30.8Z,2,REGULAR,foul,personal,['1freethrow'],1626156,,,1610612765,43,32,2024-02-14T04:12:43Z,1930000,False,,,0,,D. Russell shooting personal FOUL (1 PF) (Wiseman 1 FT),"[1626156, 1630164]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,202041.0,1.0,0.0,Wiseman,1630164.0,,,,,,,,,,,,,,,
197,PT09M18.00S,2024-02-14T04:12:57.5Z,2,REGULAR,freethrow,1 of 1,[],1630164,,,1610612765,43,32,2024-02-14T04:13:00Z,1950000,False,,,0,,MISS J. Wiseman Free Throw 1 of 1,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
198,PT09M12.00S,2024-02-14T04:13:03.5Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,43,32,2024-02-14T04:13:00Z,1960000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,197.0,,,,,,1.0,1.0,0.0,,,,,
199,PT09M04.00S,2024-02-14T04:13:07.8Z,2,REGULAR,3pt,Jump Shot,[],1627752,8.40998685939553,96.05545343137256,1610612747,43,32,2024-02-14T04:13:13Z,1970000,False,-230.0,27.0,1,left,MISS T. Prince 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.18,,,,,,,,,,,
200,PT09M00.00S,2024-02-14T04:13:11.8Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612765,43,32,2024-02-14T04:13:13Z,1980000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Left Corner 3,24+ Left,,,,,,,199.0,,,,,,2.0,1.0,1.0,,,,,
201,PT08M52.00S,2024-02-14T04:13:18.7Z,2,REGULAR,3pt,Jump Shot,[],1629003,72.9796320630749,14.950980392156865,1610612765,43,32,2024-02-14T04:13:23Z,1990000,False,-175.0,201.0,1,right,MISS S. Milton 26' pullup 3PT,[1629003],1610612765.0,DET,pullup,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.7,,,,,,,,,,,
202,PT08M50.00S,2024-02-14T04:13:20.6Z,2,REGULAR,rebound,offensive,[],1629003,,,1610612765,43,32,2024-02-14T04:13:20Z,2000000,False,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,,201.0,,,,,,1.0,0.0,1.0,,,,,
203,PT08M48.00S,2024-02-14T04:13:23.7Z,2,REGULAR,turnover,bad pass,[],1631204,,,1610612765,43,32,2024-02-14T04:13:28Z,2010000,False,,,0,,M. Sasser bad pass TURNOVER (2 TO),"[1631204, 1629637]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Hayes,1629637.0
204,PT08M48.00S,2024-02-14T04:13:23.7Z,2,REGULAR,steal,,[],1629637,,,1610612747,43,32,2024-02-14T04:13:25Z,2020000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
205,PT08M43.00S,2024-02-14T04:13:27.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626156,7.276609724047319,48.774509803921575,1610612747,45,32,2024-02-14T04:13:37Z,2030000,False,6.0,16.0,1,left,D. Russell running finger roll Layup (10 PTS) (L. James 5 AST),"[1626156, 2544]",1610612747.0,LAL,running finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,1.7,L. James,2544.0,5.0,,,,,,,,
207,PT08M31.00S,2024-02-14T04:13:39.4Z,2,REGULAR,3pt,Jump Shot,[],1631204,67.7233902759527,73.2843137254902,1610612765,45,32,2024-02-14T04:13:46Z,2050000,False,116.0,251.0,1,right,MISS M. Sasser 27' step back 3PT,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.66,,,,,,,,,,,
208,PT08M28.00S,2024-02-14T04:13:42.4Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,45,32,2024-02-14T04:13:46Z,2060000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,207.0,,,,,,2.0,2.0,0.0,,,,,
209,PT08M22.00S,2024-02-14T04:13:48.5Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612747,45,32,2024-02-14T04:13:59Z,2070000,False,,,0,,S. Dinwiddie bad pass TURNOVER (2 TO),"[203915, 203095]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,,,Fournier,203095.0
210,PT08M22.00S,2024-02-14T04:13:48.5Z,2,REGULAR,steal,,[],203095,,,1610612765,45,32,2024-02-14T04:13:52Z,2080000,False,,,0,,E. Fournier STEAL (1 STL),[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
211,PT08M17.00S,2024-02-14T04:13:54.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631204,70.74572930354796,77.45098039215686,1610612765,45,32,2024-02-14T04:15:53Z,2090000,False,137.0,222.0,1,right,MISS M. Sasser 26' running 3PT,[1631204],1610612765.0,DET,running,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.15,,,,,,,,,,,
212,PT08M14.00S,2024-02-14T04:13:57.6Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,45,32,2024-02-14T04:15:53Z,2100000,False,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,211.0,,,,,,3.0,3.0,0.0,,,,,
213,PT08M04.00S,2024-02-14T04:14:06.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,8.459264126149804,50.0,1610612747,45,32,2024-02-14T04:14:12Z,2110000,False,0.0,27.0,1,left,MISS L. James driving bank Shot,[2544],1610612747.0,LAL,driving bank,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.7,,,,,,,,,,,
214,PT08M01.00S,2024-02-14T04:14:09.4Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612765,45,32,2024-02-14T04:14:12Z,2120000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,213.0,,,,,,3.0,3.0,0.0,,,,,
215,PT07M55.00S,2024-02-14T04:14:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,91.63929040735874,48.774509803921575,1610612765,45,34,2024-02-14T04:14:21Z,2130000,False,-6.0,26.0,1,right,T. Brown Jr. Layup (7 PTS),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,2.68,,,,,,,,,,,
216,PT07M47.00S,2024-02-14T04:14:28.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,45,34,2024-02-14T04:14:28Z,2140000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M47.00S,2024-02-14T04:16:58.6Z,2,REGULAR,substitution,out,[],203915,,,1610612747,45,34,2024-02-14T04:17:23Z,2150000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M47.00S,2024-02-14T04:16:58.6Z,2,REGULAR,substitution,out,[],1629637,,,1610612747,45,34,2024-02-14T04:17:23Z,2160000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M47.00S,2024-02-14T04:16:58.6Z,2,REGULAR,substitution,out,[],1628972,,,1610612747,45,34,2024-02-14T04:17:23Z,2170000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M47.00S,2024-02-14T04:16:58.6Z,2,REGULAR,substitution,out,[],1631204,,,1610612747,45,34,2024-02-14T04:17:23Z,2180000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M47.00S,2024-02-14T04:16:58.6Z,2,REGULAR,substitution,in,[],203076,,,1610612747,45,34,2024-02-14T04:17:23Z,2190000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M47.00S,2024-02-14T04:16:58.6Z,2,REGULAR,substitution,in,[],1629060,,,1610612747,45,34,2024-02-14T04:17:23Z,2200000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M47.00S,2024-02-14T04:16:58.6Z,2,REGULAR,substitution,in,[],1631323,,,1610612747,45,34,2024-02-14T04:17:23Z,2210000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M47.00S,2024-02-14T04:16:58.6Z,2,REGULAR,substitution,in,[],1631093,,,1610612747,45,34,2024-02-14T04:17:23Z,2220000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M28.00S,2024-02-14T04:17:48.3Z,2,REGULAR,2pt,Jump Shot,[],2544,9.116294349540084,73.0392156862745,1610612747,45,34,2024-02-14T04:17:55Z,2230000,False,-115.0,33.0,1,left,MISS L. James 11' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,11.99,,,,,,,,,,,
226,PT07M24.00S,2024-02-14T04:17:52.3Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612765,45,34,2024-02-14T04:17:55Z,2240000,False,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,,,,,,,225.0,,,,,,2.0,1.0,1.0,,,,,
227,PT07M22.00S,2024-02-14T04:17:53.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631093,93.2161629434954,50.98039215686275,1610612765,45,36,2024-02-14T04:18:05Z,2250000,False,5.0,11.0,1,right,J. Ivey running reverse DUNK (2 PTS) (S. Milton 1 AST),"[1631093, 1629003]",1610612765.0,DET,running reverse,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.23,S. Milton,1629003.0,1.0,,,,,,,,
229,PT07M06.00S,2024-02-14T04:18:10.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,6.225361366622863,53.431372549019606,1610612747,45,36,2024-02-14T04:18:13Z,2270000,False,-17.0,6.0,1,left,MISS D. Russell driving floating Shot,[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.82,,,,,,,,,,,
230,PT07M04.00S,2024-02-14T04:18:12.0Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612765,45,36,2024-02-14T04:18:13Z,2280000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,229.0,,,,,,3.0,2.0,1.0,,,,,
231,PT07M03.00S,2024-02-14T04:18:14.6Z,2,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612765,45,36,2024-02-14T04:18:33Z,2290000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Ivey 2 FT),"[1627752, 1631093]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,203054.0,1.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
233,PT07M03.00S,2024-02-14T04:18:47.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631093,,,1610612765,45,37,2024-02-14T04:18:47Z,2310000,False,,,0,,J. Ivey Free Throw 1 of 2 (3 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
234,PT07M03.00S,2024-02-14T04:18:50.3Z,2,REGULAR,substitution,out,[],1626156,,,1610612765,45,37,2024-02-14T04:18:55Z,2320000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M03.00S,2024-02-14T04:18:50.3Z,2,REGULAR,substitution,in,[],1630559,,,1610612765,45,37,2024-02-14T04:18:55Z,2330000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M03.00S,2024-02-14T04:19:08.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631093,,,1610612765,45,38,2024-02-14T04:19:08Z,2340000,False,,,0,,J. Ivey Free Throw 2 of 2 (4 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
237,PT06M48.00S,2024-02-14T04:19:24.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,7.539421813403408,52.94117647058824,1610612747,47,38,2024-02-14T04:19:27Z,2350000,False,-15.0,18.0,1,left,R. Hachimura Layup (9 PTS) (A. Davis 2 AST),"[1629060, 203076]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Made,,9.0,2.36,A. Davis,203076.0,2.0,,,,,,,,
239,PT06M31.00S,2024-02-14T04:19:40.6Z,2,REGULAR,3pt,Jump Shot,[],203095,72.9796320630749,20.09803921568627,1610612765,47,38,2024-02-14T04:19:45Z,2370000,False,-150.0,201.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.09,,,,,,,,,,,
240,PT06M29.00S,2024-02-14T04:19:42.6Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,47,38,2024-02-14T04:19:45Z,2380000,False,,,0,,A. Davis REBOUND (Off:0 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,239.0,,,,,,6.0,6.0,0.0,,,,,
241,PT06M28.00S,2024-02-14T04:19:44.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",2544,7.276609724047319,50.73529411764706,1610612747,49,38,2024-02-14T04:19:52Z,2390000,False,-4.0,16.0,1,left,L. James running DUNK (10 PTS) (A. Davis 3 AST),"[2544, 203076]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,1.63,A. Davis,203076.0,3.0,,,,,,,,
243,PT06M18.00S,2024-02-14T04:19:54.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,91.90210249671485,46.32352941176471,1610612765,49,38,2024-02-14T04:20:10Z,2410000,False,-18.0,24.0,1,right,MISS S. Milton driving floating Shot,[1629003],1610612765.0,DET,driving floating,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.99,,,,,,,,,,,
244,PT06M13.00S,2024-02-14T04:19:59.4Z,2,REGULAR,rebound,offensive,[],1630164,,,1610612765,49,38,2024-02-14T04:20:10Z,2420000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,243.0,,,,,,4.0,2.0,2.0,,,,,
245,PT06M11.00S,2024-02-14T04:20:00.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630164,87.17148488830486,50.245098039215684,1610612765,49,38,2024-02-14T04:20:06Z,2430000,False,1.0,68.0,1,right,MISS J. Wiseman 6' turnaround Hook,[1630164],1610612765.0,DET,turnaround,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.81,,,,,,,,,,,
246,PT06M09.00S,2024-02-14T04:20:03.0Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,49,38,2024-02-14T04:20:03Z,2440000,False,,,0,,A. Davis REBOUND (Off:0 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,245.0,,,,,,7.0,7.0,0.0,,,,,
247,PT06M00.00S,2024-02-14T04:20:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.356767411300922,48.774509803921575,1610612747,49,38,2024-02-14T04:20:18Z,2450000,False,6.0,7.0,1,left,MISS A. Reaves driving Layup,[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.95,,,,,,,,,,,
248,PT05M59.00S,2024-02-14T04:20:17.1Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,49,38,2024-02-14T04:20:17Z,2460000,False,,,0,,A. Davis REBOUND (Off:1 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,247.0,,,,,,8.0,7.0,1.0,,,,,
249,PT05M59.00S,2024-02-14T04:20:17.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,49,38,2024-02-14T04:20:30Z,2470000,False,0.0,0.0,1,left,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.0,,,,,,,,,,,
250,PT05M59.00S,2024-02-14T04:20:17.1Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,49,38,2024-02-14T04:20:30Z,2480000,False,,,0,,A. Davis REBOUND (Off:2 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,249.0,,,,,,9.0,7.0,2.0,,,,,
251,PT05M59.00S,2024-02-14T04:20:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,7.670827858081481,50.49019607843137,1610612747,51,38,2024-02-14T04:20:25Z,2490000,False,-2.0,20.0,1,left,A. Davis putback Layup (10 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,1.98,,,,,,,,,,,
252,PT05M59.00S,2024-02-14T04:20:20.8Z,2,REGULAR,foul,personal,['1freethrow'],1630164,,,1610612747,51,38,2024-02-14T04:20:29Z,2500000,False,,,0,,J. Wiseman shooting personal FOUL (3 PF) (Davis 1 FT),"[1630164, 203076]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,203054.0,3.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
254,PT05M59.00S,2024-02-14T04:20:32.9Z,2,REGULAR,substitution,out,[],1629003,,,1610612747,51,38,2024-02-14T04:20:50Z,2520000,False,,,0,,SUB out: S. Milton,[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
