actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
166,PT09M03.00S,2024-03-09T03:47:29.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,93.08475689881735,49.50980392156863,1610612747,37,33,2024-03-09T03:54:49Z,1660000,False,-2.0,13.0,1,right,J. Hayes cutting DUNK (4 PTS) (D. Russell 4 AST),"[1629637, 1626156]",1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.27,Made,4.0,,,,,,,D. Russell,1626156.0,4.0,,,,,,,,
168,PT08M57.00S,2024-03-09T03:47:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.145203679369246,53.67647058823529,1610612749,37,35,2024-03-09T03:48:15Z,1680000,False,-18.0,15.0,1,left,G. Antetokounmpo driving Layup (8 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.36,Made,8.0,,,,,,,,,,,,,,,,,
169,PT08M57.00S,2024-03-09T03:47:45.5Z,2,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612749,37,35,2024-03-09T03:47:50Z,1690000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1629637, 203507]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,,,,,1.0,0.0,Antetokounmpo,203507.0,,,,
171,PT08M57.00S,2024-03-09T03:48:21.6Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,37,36,2024-03-09T03:48:21Z,1710000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
172,PT08M48.00S,2024-03-09T03:48:34.5Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612747,37,36,2024-03-09T03:48:39Z,1720000,False,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Hayes 2 FT),"[203507, 1629637]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628953.0,,,,,2.0,0.0,Hayes,1629637.0,,,,
174,PT08M48.00S,2024-03-09T03:48:56.9Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,38,36,2024-03-09T03:48:57Z,1740000,False,,,0,,J. Hayes Free Throw 1 of 2 (5 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
175,PT08M48.00S,2024-03-09T03:49:00.8Z,2,REGULAR,substitution,out,[],1631108,,,1610612747,38,36,2024-03-09T03:49:24Z,1750000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT08M48.00S,2024-03-09T03:49:00.8Z,2,REGULAR,substitution,out,[],1627752,,,1610612747,38,36,2024-03-09T03:49:24Z,1760000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M48.00S,2024-03-09T03:49:00.8Z,2,REGULAR,substitution,out,[],201568,,,1610612747,38,36,2024-03-09T03:49:24Z,1770000,False,,,0,,SUB out: D. Gallinari,[201568],1610612749.0,MIL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M48.00S,2024-03-09T03:49:00.8Z,2,REGULAR,substitution,in,[],203915,,,1610612747,38,36,2024-03-09T03:49:24Z,1780000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M48.00S,2024-03-09T03:49:00.8Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,38,36,2024-03-09T03:49:24Z,1790000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M48.00S,2024-03-09T03:49:00.8Z,2,REGULAR,substitution,in,[],203109,,,1610612747,38,36,2024-03-09T03:49:24Z,1800000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M48.00S,2024-03-09T03:49:43.8Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,39,36,2024-03-09T03:49:43Z,1810000,False,,,0,,J. Hayes Free Throw 2 of 2 (6 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
182,PT08M30.00S,2024-03-09T03:50:03.4Z,2,REGULAR,3pt,Jump Shot,[],1626171,29.09001314060447,22.794117647058826,1610612749,39,36,2024-03-09T03:50:08Z,1820000,False,136.0,221.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
183,PT08M26.00S,2024-03-09T03:50:07.4Z,2,REGULAR,rebound,offensive,[],1626192,,,1610612749,39,36,2024-03-09T03:50:08Z,1830000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,,182.0,1.0,0.0,1.0,,,,,,,,,,,,,
184,PT08M21.00S,2024-03-09T03:50:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,5.174113009198422,51.96078431372549,1610612749,39,38,2024-03-09T03:50:16Z,1840000,False,-10.0,-4.0,1,left,B. Portis Layup (6 PTS) (G. Antetokounmpo 4 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.05,Made,6.0,,,,,,,G. Antetokounmpo,203507.0,4.0,,,,,,,,
186,PT08M06.00S,2024-03-09T03:50:26.0Z,2,REGULAR,3pt,Jump Shot,[],1626156,66.14651773981603,61.76470588235294,1610612747,42,38,2024-03-09T03:51:50Z,1860000,False,59.0,266.0,1,right,D. Russell 27' 3PT step back (14 PTS),[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,27.21,Made,14.0,,,,,,,,,,,,,,,,,
187,PT07M56.00S,2024-03-09T03:50:39.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,12.13863337713535,52.450980392156865,1610612749,42,40,2024-03-09T03:50:44Z,1870000,False,-12.0,62.0,1,left,G. Antetokounmpo 6' driving bank Jump Shot (11 PTS),[203507],1610612749.0,MIL,driving bank,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,11.0,,,,,,,,,,,,,,,,,
188,PT07M56.00S,2024-03-09T03:50:42.3Z,2,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612749,42,40,2024-03-09T03:50:55Z,1880000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1629637, 203507]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,,,,,2.0,0.0,Antetokounmpo,203507.0,,,,
190,PT07M56.00S,2024-03-09T03:51:19.1Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,42,41,2024-03-09T03:51:19Z,1900000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
191,PT07M45.00S,2024-03-09T03:51:34.7Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612747,42,41,2024-03-09T03:51:43Z,1910000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Hayes 2 FT),"[1626171, 1629637]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,1629178.0,,,,,1.0,0.0,Hayes,1629637.0,,,,
193,PT07M45.00S,2024-03-09T03:52:04.4Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,43,41,2024-03-09T03:52:04Z,1930000,False,,,0,,J. Hayes Free Throw 1 of 2 (7 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
194,PT07M45.00S,2024-03-09T03:52:16.9Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,44,41,2024-03-09T03:52:16Z,1940000,False,,,0,,J. Hayes Free Throw 2 of 2 (8 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
195,PT07M33.00S,2024-03-09T03:52:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,9.641918528252305,50.49019607843137,1610612749,44,41,2024-03-09T03:53:28Z,1950000,False,-2.0,38.0,1,left,MISS G. Antetokounmpo Layup,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
196,PT07M30.00S,2024-03-09T03:52:32.3Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,44,41,2024-03-09T03:52:32Z,1960000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,195.0,6.0,5.0,1.0,,,,,,,,,,,,,
197,PT07M30.00S,2024-03-09T03:52:32.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,44,43,2024-03-09T03:53:55Z,1970000,False,0.0,0.0,1,left,G. Antetokounmpo tip Layup (14 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Made,14.0,,,,,,,,,,,,,,,,,
198,PT07M19.00S,2024-03-09T03:52:43.3Z,2,REGULAR,3pt,Jump Shot,[],1630559,65.3580814717477,75.0,1610612747,47,43,2024-03-09T03:53:31Z,1980000,False,125.0,273.0,1,right,A. Reaves 30' 3PT  (6 PTS) (S. Dinwiddie 2 AST),"[1630559, 203915]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,30.03,Made,6.0,,,,,,,S. Dinwiddie,203915.0,2.0,,,,,,,,
200,PT07M07.00S,2024-03-09T03:52:55.9Z,2,REGULAR,3pt,Jump Shot,[],201976,33.42641261498029,53.431372549019606,1610612749,47,43,2024-03-09T03:54:18Z,2000000,False,-17.0,262.0,1,left,MISS P. Beverley 26' pullup 3PT,[201976],1610612749.0,MIL,pullup,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,26.23,Missed,,,,,,,,,,,,,,,,,,
201,PT07M07.00S,2024-03-09T03:52:55.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,47,43,2024-03-09T03:53:34Z,2010000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,200.0,,,,,,,,,,,,,,,,
203,PT07M07.00S,2024-03-09T03:53:02.4Z,2,REGULAR,substitution,out,[],1629637,,,1610612747,47,43,2024-03-09T03:53:19Z,2030000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M07.00S,2024-03-09T03:53:02.4Z,2,REGULAR,substitution,in,[],203076,,,1610612747,47,43,2024-03-09T03:53:19Z,2040000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M52.00S,2024-03-09T03:53:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612747,47,43,2024-03-09T03:53:40Z,2050000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Reaves 2 FT),"[1626192, 1630559]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1628953.0,,,,,1.0,0.0,Reaves,1630559.0,,,,
207,PT06M52.00S,2024-03-09T03:53:44.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,47,43,2024-03-09T03:53:44Z,2070000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M52.00S,2024-03-09T03:56:22.8Z,2,REGULAR,substitution,out,[],1626156,,,1610612747,47,43,2024-03-09T03:56:53Z,2080000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M52.00S,2024-03-09T03:56:22.8Z,2,REGULAR,substitution,in,[],1629629,,,1610612747,47,43,2024-03-09T03:56:53Z,2090000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M52.00S,2024-03-09T03:57:08.0Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,48,43,2024-03-09T03:57:37Z,2100000,False,,,0,,A. Reaves Free Throw 1 of 2 (7 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
213,PT06M52.00S,2024-03-09T03:57:08.0Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,48,43,2024-03-09T03:57:37Z,2110000,False,,,0,,MISS A. Reaves Free Throw 2 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
214,PT06M50.00S,2024-03-09T03:57:10.0Z,2,REGULAR,rebound,defensive,[],203109,,,1610612749,48,43,2024-03-09T03:57:37Z,2120000,False,,,0,,J. Crowder REBOUND (Off:1 Def:2),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,213.0,3.0,2.0,1.0,,,,,,,,,,,,,
215,PT06M33.00S,2024-03-09T03:57:40.7Z,2,REGULAR,3pt,Jump Shot,[],203109,29.352825229960573,77.20588235294117,1610612749,48,43,2024-03-09T03:57:46Z,2130000,False,-136.0,223.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
216,PT06M31.00S,2024-03-09T03:57:42.7Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,48,43,2024-03-09T03:57:46Z,2140000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,215.0,3.0,3.0,0.0,,,,,,,,,,,,,
217,PT06M21.00S,2024-03-09T03:57:52.4Z,2,REGULAR,3pt,Jump Shot,[],1629629,87.17148488830486,96.81372549019608,1610612747,51,43,2024-03-09T03:57:56Z,2150000,False,234.0,68.0,1,right,C. Reddish 24' 3PT  (5 PTS) (A. Reaves 3 AST),"[1629629, 1630559]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,24.38,Made,5.0,,,,,,,A. Reaves,1630559.0,3.0,,,,,,,,
219,PT06M04.00S,2024-03-09T03:58:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203109,7.802233902759525,53.92156862745098,1610612749,51,45,2024-03-09T03:58:12Z,2170000,False,-20.0,21.0,1,left,J. Crowder Layup (4 PTS) (G. Antetokounmpo 5 AST),"[203109, 203507]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,2.86,Made,4.0,,,,,,,G. Antetokounmpo,203507.0,5.0,,,,,,,,
221,PT05M49.00S,2024-03-09T03:58:26.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612747,51,45,2024-03-09T03:58:30Z,2190000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[201976, 203915]",1610612749.0,MIL,shooting,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,,,,,1.0,0.0,Dinwiddie,203915.0,,,,
223,PT05M49.00S,2024-03-09T03:58:50.9Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612747,52,45,2024-03-09T03:58:50Z,2210000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (4 PTS),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
224,PT05M49.00S,2024-03-09T03:58:51.4Z,2,REGULAR,substitution,out,[],201976,,,1610612747,52,45,2024-03-09T03:58:58Z,2220000,False,,,0,,SUB out: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M49.00S,2024-03-09T03:58:51.4Z,2,REGULAR,substitution,out,[],1626192,,,1610612747,52,45,2024-03-09T03:58:58Z,2230000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M49.00S,2024-03-09T03:58:51.4Z,2,REGULAR,substitution,in,[],203081,,,1610612747,52,45,2024-03-09T03:58:58Z,2240000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M49.00S,2024-03-09T03:58:51.4Z,2,REGULAR,substitution,in,[],1627736,,,1610612747,52,45,2024-03-09T03:58:58Z,2250000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M49.00S,2024-03-09T03:59:11.0Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612747,53,45,2024-03-09T03:59:11Z,2260000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (5 PTS),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
229,PT05M34.00S,2024-03-09T03:59:26.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203507,7.802233902759525,55.63725490196079,1610612749,53,45,2024-03-09T03:59:31Z,2270000,False,-28.0,21.0,1,left,MISS G. Antetokounmpo turnaround Hook,[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
230,PT05M31.00S,2024-03-09T03:59:28.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,53,45,2024-03-09T03:59:28Z,2280000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,229.0,4.0,4.0,0.0,,,,,,,,,,,,,
231,PT05M13.00S,2024-03-09T03:59:48.7Z,2,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,53,45,2024-03-09T03:59:54Z,2290000,False,,,0,,A. Reaves bad pass out-of-bounds TURNOVER (1 TO),[1630559],1610612747.0,LAL,bad pass,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,,,,,,,,202041.0,1.0,,,,,,,,,,,
232,PT05M00.00S,2024-03-09T04:00:06.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,9.116294349540084,4.166666666666657,1610612749,53,48,2024-03-09T04:00:11Z,2300000,False,229.0,33.0,1,left,M. Beasley 3PT  (11 PTS) (G. Antetokounmpo 6 AST),"[1627736, 203507]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,23.16,Made,11.0,,,,,,,G. Antetokounmpo,203507.0,6.0,,,,,,,,
234,PT04M36.00S,2024-03-09T04:00:30.3Z,2,REGULAR,3pt,Jump Shot,[],1630559,71.53416557161628,20.833333333333343,1610612747,56,48,2024-03-09T04:00:35Z,2320000,False,-146.0,215.0,1,right,A. Reaves 25' 3PT  (10 PTS) (R. Hachimura 1 AST),"[1630559, 1629060]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,25.99,Made,10.0,,,,,,,R. Hachimura,1629060.0,1.0,,,,,,,,
235,PT04M21.00S,2024-03-09T04:00:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.408015768725363,57.59803921568628,1610612749,56,48,2024-03-09T04:00:50Z,2330000,False,-38.0,17.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,,,,,,,,,
236,PT04M17.00S,2024-03-09T04:00:49.9Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,56,48,2024-03-09T04:00:50Z,2340000,False,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,235.0,4.0,3.0,1.0,,,,,,,,,,,,,
237,PT04M17.00S,2024-03-09T04:00:49.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,5.590000152587891,50.0,1610612749,56,50,2024-03-09T04:00:56Z,2350000,False,0.0,0.0,1,left,B. Portis putback Layup (8 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
238,PT03M57.00S,2024-03-09T04:01:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,87.30289093298292,52.69607843137255,1610612747,56,50,2024-03-09T04:01:13Z,2360000,False,13.0,67.0,1,right,MISS A. Davis 6' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
239,PT03M55.00S,2024-03-09T04:01:10.9Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,56,50,2024-03-09T04:01:13Z,2370000,False,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,238.0,5.0,4.0,1.0,,,,,,,,,,,,,
240,PT03M55.00S,2024-03-09T04:01:11.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,94.40999984741211,50.0,1610612747,58,50,2024-03-09T04:01:16Z,2380000,False,0.0,0.0,1,right,A. Davis putback Layup (12 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
241,PT03M36.00S,2024-03-09T04:01:30.4Z,2,REGULAR,3pt,Jump Shot,[],203081,30.66688567674113,31.862745098039213,1610612749,58,50,2024-03-09T04:02:11Z,2390000,False,91.0,236.0,1,left,MISS D. Lillard 25' pullup 3PT - blocked,"[203081, 203076]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,Davis,203076.0,,
242,PT03M36.00S,2024-03-09T04:01:30.4Z,2,REGULAR,block,,[],203076,,,1610612749,58,50,2024-03-09T04:01:32Z,2400000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
243,PT03M36.00S,2024-03-09T04:01:30.4Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,58,50,2024-03-09T04:01:34Z,2410000,False,,,0,,A. Reaves REBOUND (Off:0 Def:4),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,241.0,4.0,4.0,0.0,,,,,,,,,,,,,
244,PT03M32.00S,2024-03-09T04:01:36.4Z,2,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,58,50,2024-03-09T04:01:43Z,2420000,False,,,0,,A. Reaves bad pass out-of-bounds TURNOVER (2 TO),[1630559],1610612747.0,LAL,bad pass,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,,,1628953.0,2.0,,,,,,,,,,,
245,PT03M32.00S,2024-03-09T04:01:39.3Z,2,REGULAR,substitution,out,[],203507,,,1610612749,58,50,2024-03-09T04:01:49Z,2430000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M32.00S,2024-03-09T04:01:39.3Z,2,REGULAR,substitution,in,[],201572,,,1610612749,58,50,2024-03-09T04:01:49Z,2440000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M20.00S,2024-03-09T04:02:10.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,7.539421813403408,4.901960784313729,1610612749,58,50,2024-03-09T04:02:17Z,2450000,False,225.0,18.0,1,left,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,22.62,Missed,,,,,,,,,,,,,,,,,,
249,PT03M20.00S,2024-03-09T04:02:10.4Z,2,REGULAR,rebound,defensive,[],203915,,,1610612747,58,50,2024-03-09T04:02:17Z,2460000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,,,,247.0,1.0,1.0,0.0,,,,,,,,,,,,,
250,PT03M08.00S,2024-03-09T04:02:21.3Z,2,REGULAR,3pt,Jump Shot,[],1630559,90.19382391590013,96.32352941176471,1610612747,58,50,2024-03-09T04:02:25Z,2470000,False,232.0,40.0,1,right,MISS A. Reaves 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
