actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
170,PT11M42.00S,2026-03-22T02:39:11.9Z,2,REGULAR,3pt,Jump Shot,[],1631260,28.07161629434954,85.5392156862745,1610612749,26,18,2026-03-22T02:39:16Z,1690000,False,-178.0,211.0,1,left,A. Green 27' 3PT  (5 PTS) (P. Nance 1 AST),"[1631260, 1631250]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,27.62,Made,,,,5.0,P. Nance,1631250.0,1.0,,,,,,,,,,,
172,PT11M22.00S,2026-03-22T02:39:30.7Z,2,REGULAR,3pt,Jump Shot,[],1642853,73.14388961892247,9.068627450980392,1610612756,26,18,2026-03-22T02:39:35Z,1710000,False,-205.0,200.0,1,right,MISS R. Fleming 28' 3PT,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Above the Break 3,24+ Left Center,28.61,Missed,,,,,,,,,,,,,,,,,,
173,PT11M19.00S,2026-03-22T02:39:33.7Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,26,18,2026-03-22T02:39:35Z,1720000,False,,,0,,A. Green REBOUND (Off:0 Def:4),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,,172.0,,,,,4.0,4.0,0.0,,,,,,,,
174,PT11M08.00S,2026-03-22T02:39:45.5Z,2,REGULAR,3pt,Jump Shot,[],1629018,14.71747700394218,2.7190563725490198,1610612749,26,18,2026-03-22T02:40:01Z,1730000,False,236.0,86.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,25.15,Missed,,,,,,,,,,,,,,,,,,
175,PT11M04.00S,2026-03-22T02:39:49.5Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612749,26,18,2026-03-22T02:39:49Z,1740000,False,,,0,,J. Sims REBOUND (Off:3 Def:0),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,174.0,,,,,3.0,0.0,3.0,,,,,,,,
176,PT10M59.00S,2026-03-22T02:39:55.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631250,6.652431011826544,48.28431372549019,1610612749,26,20,2026-03-22T02:39:58Z,1750000,False,9.0,10.0,1,left,P. Nance cutting Layup (2 PTS) (A. Green 1 AST),"[1631250, 1631260]",1610612749.0,MIL,cutting,,,Nance,P. Nance,,,,,Restricted Area,0-8 Center,1.32,Made,,,,2.0,A. Green,1631260.0,1.0,,,,,,,,,,,
178,PT10M45.00S,2026-03-22T02:40:08.4Z,2,REGULAR,3pt,Jump Shot,[],1630224,67.09921156373193,72.54901960784314,1610612756,29,20,2026-03-22T02:40:16Z,1770000,False,113.0,257.0,1,right,J. Green 28' 3PT  (10 PTS) (C. Gillespie 3 AST),"[1630224, 1631221]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,28.04,Made,,,,10.0,C. Gillespie,1631221.0,3.0,,,,,,,,,,,
180,PT10M21.00S,2026-03-22T02:40:32.0Z,2,REGULAR,3pt,Jump Shot,[],1631260,11.251642575558476,94.85294117647058,1610612749,29,20,2026-03-22T02:40:36Z,1790000,False,-224.0,53.0,1,left,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
181,PT10M20.00S,2026-03-22T02:40:35.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,29,20,2026-03-22T02:40:35Z,1800000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Left Corner 3,24+ Left,,,,,180.0,,,,,,,,,,,,,,,
183,PT10M05.00S,2026-03-22T02:40:59.5Z,2,REGULAR,2pt,Jump Shot,[],1630224,73.80091984231275,48.529411764705884,1610612756,29,20,2026-03-22T02:41:04Z,1820000,False,-7.0,194.0,1,right,MISS J. Green 19' step back Shot,[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Center,19.39,Missed,,,,,,,,,,,,,,,,,,
184,PT10M02.00S,2026-03-22T02:41:02.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,29,20,2026-03-22T02:41:10Z,1830000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Center,,,,,183.0,,,,,,,,,,,,,,,
186,PT10M02.00S,2026-03-22T02:41:17.9Z,2,REGULAR,substitution,out,[],1642853,,,1610612756,29,20,2026-03-22T02:41:24Z,1850000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M02.00S,2026-03-22T02:41:17.9Z,2,REGULAR,substitution,out,[],1630579,,,1610612756,29,20,2026-03-22T02:41:24Z,1860000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M02.00S,2026-03-22T02:41:17.9Z,2,REGULAR,substitution,in,[],1642346,,,1610612756,29,20,2026-03-22T02:41:24Z,1870000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M02.00S,2026-03-22T02:41:17.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612756,29,20,2026-03-22T02:41:24Z,1880000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M54.00S,2026-03-22T02:41:42.6Z,2,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612756,29,20,2026-03-22T02:41:51Z,1890000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (Green 2 FT),"[1626167, 1630224]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628951.0,,3.0,0.0,Green,1630224.0,,
192,PT09M54.00S,2026-03-22T02:42:13.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630224,,,1610612756,29,20,2026-03-22T02:42:37Z,1910000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
193,PT09M54.00S,2026-03-22T02:42:13.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,29,20,2026-03-22T02:42:37Z,1920000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,
194,PT09M54.00S,2026-03-22T02:42:13.6Z,2,REGULAR,substitution,out,[],1626167,,,1610612756,29,20,2026-03-22T02:42:17Z,1930000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M54.00S,2026-03-22T02:42:13.6Z,2,REGULAR,substitution,in,[],1628398,,,1610612756,29,20,2026-03-22T02:42:17Z,1940000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M54.00S,2026-03-22T02:42:13.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630224,,,1610612756,29,20,2026-03-22T02:42:37Z,1950000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT09M50.00S,2026-03-22T02:42:17.1Z,2,REGULAR,rebound,defensive,[],1631250,,,1610612749,29,20,2026-03-22T02:42:37Z,1960000,False,,,0,,P. Nance REBOUND (Off:0 Def:1),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,196.0,,,,,1.0,1.0,0.0,,,,,,,,
198,PT09M39.00S,2026-03-22T02:42:48.3Z,2,REGULAR,2pt,Hook,[],1628398,10.85742444152431,32.35294117647059,1610612749,29,22,2026-03-22T02:43:08Z,1970000,False,88.0,50.0,1,left,K. Kuzma 10' driving Hook (4 PTS),[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,10.12,Made,,,,4.0,,,,,,,,,,,,,,
199,PT09M21.00S,2026-03-22T02:43:05.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630587,95.74572930354796,50.73529411764706,1610612756,29,22,2026-03-22T02:43:21Z,1980000,False,4.0,-13.0,1,right,MISS I. Livers driving DUNK - blocked,"[1630587, 1631250]",1610612756.0,PHX,driving,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,1.3,Missed,Nance,1631250.0,,,,,,,,,,,,,,,,
200,PT09M21.00S,2026-03-22T02:43:05.9Z,2,REGULAR,block,,[],1631250,,,1610612756,29,22,2026-03-22T02:43:08Z,1990000,False,,,0,,P. Nance BLOCK (1 BLK),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT09M21.00S,2026-03-22T02:43:05.9Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,29,22,2026-03-22T02:43:21Z,2000000,False,,,0,,A. Green REBOUND (Off:0 Def:5),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,,199.0,,,,,5.0,5.0,0.0,,,,,,,,
202,PT09M06.00S,2026-03-22T02:43:21.1Z,2,REGULAR,3pt,Jump Shot,[],1631260,22.28975032851511,7.598039215686274,1610612749,29,25,2026-03-22T02:43:25Z,2010000,False,212.0,157.0,1,left,A. Green 26' 3PT  (8 PTS) (P. Nance 2 AST),"[1631260, 1631250]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,26.38,Made,,,,8.0,P. Nance,1631250.0,2.0,,,,,,,,,,,
204,PT09M05.00S,2026-03-22T02:43:25.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,29,25,2026-03-22T02:43:25Z,2030000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M49.00S,2026-03-22T02:46:45.2Z,2,REGULAR,3pt,Jump Shot,[],1630587,90.3580814717477,1.9607843137254901,1610612756,29,25,2026-03-22T02:46:49Z,2040000,False,-240.0,38.0,1,right,MISS I. Livers 24' 3PT,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,24.32,Missed,,,,,,,,,,,,,,,,,,
206,PT08M45.00S,2026-03-22T02:46:49.2Z,2,REGULAR,rebound,offensive,[],1642345,,,1610612756,29,25,2026-03-22T02:46:49Z,2050000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:0),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Left Corner 3,24+ Left,,,,,205.0,,,,,1.0,0.0,1.0,,,,,,,,
207,PT08M44.00S,2026-03-22T02:46:49.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,67.49342969776609,59.80392156862745,1610612756,32,25,2026-03-22T02:46:53Z,2060000,False,49.0,253.0,1,right,J. Green 25' 3PT  (13 PTS) (O. Ighodaro 2 AST),"[1630224, 1642345]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.78,Made,,,,13.0,O. Ighodaro,1642345.0,2.0,,,,,,,,,,,
210,PT08M20.00S,2026-03-22T02:47:30.1Z,2,REGULAR,2pt,Hook,[],1631250,13.091327201051248,26.715686274509803,1610612749,32,25,2026-03-22T02:55:01Z,2090000,False,116.0,71.0,1,left,MISS P. Nance 13' driving bank Hook,[1631250],1610612749.0,MIL,driving bank,,,Nance,P. Nance,,,,,Mid-Range,8-16 Right,13.61,Missed,,,,,,,,,,,,,,,,,,
211,PT08M17.00S,2026-03-22T02:47:33.1Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,32,25,2026-03-22T02:47:35Z,2100000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Right,,,,,210.0,,,,,1.0,1.0,0.0,,,,,,,,
212,PT08M11.00S,2026-03-22T02:47:40.2Z,2,REGULAR,foul,personal,['2freethrow'],1631250,,,1610612756,32,25,2026-03-22T02:47:44Z,2110000,False,,,0,,P. Nance shooting personal FOUL (1 PF) (Ighodaro 2 FT),"[1631250, 1642345]",1610612749.0,MIL,shooting,,,Nance,P. Nance,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627541.0,,1.0,0.0,Ighodaro,1642345.0,,
214,PT08M11.00S,2026-03-22T02:48:15.2Z,2,REGULAR,freethrow,1 of 2,[],1642345,,,1610612756,32,25,2026-03-22T02:48:38Z,2130000,False,,,0,,MISS O. Ighodaro Free Throw 1 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
215,PT08M11.00S,2026-03-22T02:48:15.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,32,25,2026-03-22T02:48:38Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,214.0,,,,,,,,,,,,,,,
216,PT08M11.00S,2026-03-22T02:48:15.2Z,2,REGULAR,freethrow,2 of 2,[],1642345,,,1610612756,32,25,2026-03-22T02:48:38Z,2150000,False,,,0,,MISS O. Ighodaro Free Throw 2 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
217,PT08M09.00S,2026-03-22T02:48:17.2Z,2,REGULAR,rebound,defensive,[],1631250,,,1610612749,32,25,2026-03-22T02:48:38Z,2160000,False,,,0,,P. Nance REBOUND (Off:0 Def:2),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,216.0,,,,,2.0,2.0,0.0,,,,,,,,
219,PT07M56.00S,2026-03-22T02:49:05.3Z,2,REGULAR,3pt,Jump Shot,[],1628398,9.543363994743759,95.09803921568627,1610612749,32,28,2026-03-22T02:56:47Z,2180000,False,-225.0,37.0,1,left,K. Kuzma 3PT  (7 PTS) (A. Green 2 AST),"[1628398, 1631260]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.85,Made,,,,7.0,A. Green,1631260.0,2.0,,,,,,,,,,,
221,PT07M45.00S,2026-03-22T02:49:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642345,83.26215505913272,44.6078431372549,1610612756,34,28,2026-03-22T02:49:19Z,2200000,False,-27.0,105.0,1,right,O. Ighodaro 10' driving floating Jump Shot (6 PTS),[1642345],1610612756.0,PHX,driving floating,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,10.82,Made,,,,6.0,,,,,,,,,,,,,,
222,PT07M31.00S,2026-03-22T02:49:31.5Z,2,REGULAR,foul,personal,['3freethrow'],1630587,,,1610612749,34,28,2026-03-22T02:49:37Z,2210000,False,,,0,,I. Livers shooting personal FOUL (1 PF) (Kuzma 3 FT),"[1630587, 1628398]",1610612756.0,PHX,shooting,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Kuzma,1628398.0,,
224,PT07M31.00S,2026-03-22T02:50:07.6Z,2,REGULAR,freethrow,1 of 3,[],1628398,,,1610612749,34,29,2026-03-22T02:51:00Z,2230000,False,,,0,,K. Kuzma Free Throw 1 of 3 (8 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
225,PT07M31.00S,2026-03-22T02:50:07.6Z,2,REGULAR,freethrow,2 of 3,[],1628398,,,1610612749,34,30,2026-03-22T02:51:00Z,2240000,False,,,0,,K. Kuzma Free Throw 2 of 3 (9 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,9.0,,,,,,,,,,,,,,
226,PT07M31.00S,2026-03-22T02:50:25.7Z,2,REGULAR,substitution,out,[],1631221,,,1610612749,34,30,2026-03-22T02:50:53Z,2250000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M31.00S,2026-03-22T02:50:25.7Z,2,REGULAR,substitution,out,[],1631260,,,1610612749,34,30,2026-03-22T02:50:53Z,2260000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M31.00S,2026-03-22T02:50:25.7Z,2,REGULAR,substitution,out,[],1630560,,,1610612749,34,30,2026-03-22T02:50:53Z,2270000,False,,,0,,SUB out: C. Thomas,[1630560],1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M31.00S,2026-03-22T02:50:25.7Z,2,REGULAR,substitution,in,[],1626164,,,1610612749,34,30,2026-03-22T02:50:53Z,2280000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M31.00S,2026-03-22T02:50:25.7Z,2,REGULAR,substitution,in,[],1631157,,,1610612749,34,30,2026-03-22T02:50:53Z,2290000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M31.00S,2026-03-22T02:50:25.7Z,2,REGULAR,substitution,in,[],1627752,,,1610612749,34,30,2026-03-22T02:50:53Z,2300000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M31.00S,2026-03-22T02:50:07.6Z,2,REGULAR,freethrow,3 of 3,[],1628398,,,1610612749,34,30,2026-03-22T02:51:00Z,2310000,False,,,0,,MISS K. Kuzma Free Throw 3 of 3,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
233,PT07M28.00S,2026-03-22T02:50:10.6Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612756,34,30,2026-03-22T02:58:18Z,2320000,False,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,232.0,,,,,1.0,1.0,0.0,,,,,,,,
234,PT07M06.00S,2026-03-22T02:51:12.3Z,2,REGULAR,3pt,Jump Shot,[],1630224,75.64060446780552,91.17647058823529,1610612756,34,30,2026-03-22T02:51:18Z,2330000,False,206.0,176.0,1,right,MISS J. Green 27' pullup 3PT,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.12,Missed,,,,,,,,,,,,,,,,,,
235,PT07M03.00S,2026-03-22T02:51:15.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,34,30,2026-03-22T02:51:18Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,234.0,,,,,,,,,,,,,,,
237,PT07M03.00S,2026-03-22T02:51:20.7Z,2,REGULAR,substitution,out,[],1631250,,,1610612756,34,30,2026-03-22T02:51:24Z,2360000,False,,,0,,SUB out: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M03.00S,2026-03-22T02:51:20.7Z,2,REGULAR,substitution,in,[],1630579,,,1610612756,34,30,2026-03-22T02:51:24Z,2370000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M51.00S,2026-03-22T02:51:50.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,68.15045992115637,75.73529411764706,1610612756,37,30,2026-03-22T02:51:55Z,2380000,False,129.0,247.0,1,right,D. Booker 27' 3PT  (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,27.84,Made,,,,3.0,,,,,,,,,,,,,,
240,PT06M37.00S,2026-03-22T02:52:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.915243101182654,50.73529411764706,1610612749,37,32,2026-03-22T02:52:09Z,2390000,False,-4.0,13.0,1,left,K. Kuzma driving Layup (11 PTS),[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.3,Made,,,,11.0,,,,,,,,,,,,,,
241,PT06M26.00S,2026-03-22T02:52:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,94.95729303547962,48.529411764705884,1610612756,37,32,2026-03-22T02:52:20Z,2400000,False,-7.0,-5.0,1,right,MISS J. Green driving Layup,[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
243,PT06M22.00S,2026-03-22T02:52:19.5Z,2,REGULAR,rebound,defensive,[],1631157,,,1610612749,37,32,2026-03-22T02:54:37Z,2420000,False,,,0,,R. Rollins REBOUND (Off:0 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,241.0,,,,,3.0,3.0,0.0,,,,,,,,
244,PT06M20.00S,2026-03-22T02:52:21.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,23.078186596583443,7.598039215686274,1610612749,37,32,2026-03-22T03:02:21Z,2430000,False,212.0,164.0,1,left,MISS K. Kuzma 26' running pullup 3PT,[1628398],1610612749.0,MIL,running pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.83,Missed,,,,,,,,,,,,,,,,,,
245,PT06M17.00S,2026-03-22T02:52:25.1Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612749,37,32,2026-03-22T02:52:25Z,2440000,False,,,0,,J. Sims REBOUND (Off:4 Def:0),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,244.0,,,,,4.0,0.0,4.0,,,,,,,,
246,PT06M15.00S,2026-03-22T02:52:26.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,2.9730617608409986,97.05882352941177,1610612749,37,35,2026-03-22T02:52:31Z,2450000,False,-235.0,-25.0,1,left,G. Trent Jr. 3PT  (3 PTS) (T. Prince 1 AST),"[1629018, 1627752]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,23.66,Made,,,,3.0,T. Prince,1627752.0,1.0,,,,,,,,,,,
248,PT06M00.00S,2026-03-22T02:52:41.2Z,2,REGULAR,turnover,lost ball,[],1626164,,,1610612756,37,35,2026-03-22T02:52:49Z,2470000,False,,,0,,D. Booker lost ball TURNOVER (1 TO),"[1626164, 1631157]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,,,,Rollins,1631157.0
249,PT06M00.00S,2026-03-22T02:52:41.2Z,2,REGULAR,steal,,[],1631157,,,1610612749,37,35,2026-03-22T02:52:43Z,2480000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
250,PT05M57.00S,2026-03-22T02:52:45.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630579,5.863994743758213,49.26470588235294,1610612749,37,37,2026-03-22T02:52:58Z,2490000,False,4.0,3.0,1,left,J. Sims running DUNK (4 PTS) (R. Rollins 3 AST),"[1630579, 1631157]",1610612749.0,MIL,running,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.45,Made,,,,4.0,R. Rollins,1631157.0,3.0,,,,,,,,,,,
252,PT05M56.00S,2026-03-22T02:52:51.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,37,37,2026-03-22T02:52:51Z,2510000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M56.00S,2026-03-22T02:55:16.3Z,2,REGULAR,substitution,out,[],1642346,,,1610612756,37,37,2026-03-22T02:55:30Z,2520000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M56.00S,2026-03-22T02:55:16.3Z,2,REGULAR,substitution,out,[],1642345,,,1610612756,37,37,2026-03-22T02:55:30Z,2530000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M56.00S,2026-03-22T02:55:16.3Z,2,REGULAR,substitution,out,[],1630587,,,1610612756,37,37,2026-03-22T02:55:30Z,2540000,False,,,0,,SUB out: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M56.00S,2026-03-22T02:55:16.3Z,2,REGULAR,substitution,in,[],1630692,,,1610612756,37,37,2026-03-22T02:55:30Z,2550000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M56.00S,2026-03-22T02:55:16.3Z,2,REGULAR,substitution,in,[],1642863,,,1610612756,37,37,2026-03-22T02:55:30Z,2560000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M56.00S,2026-03-22T02:55:16.3Z,2,REGULAR,substitution,in,[],1642853,,,1610612756,37,37,2026-03-22T02:55:30Z,2570000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M37.00S,2026-03-22T02:56:02.7Z,2,REGULAR,3pt,Jump Shot,[],1630692,78.13731931668858,4.411764705882353,1610612756,37,37,2026-03-22T02:56:06Z,2580000,False,-228.0,153.0,1,right,MISS J. Goodwin 27' 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,27.45,Missed,,,,,,,,,,,,,,,,,,
