actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
610,PT01M51.00S,2026-03-22T04:18:42.2Z,4,REGULAR,turnover,bad pass,[],1631157,,,1610612749,101,102,2026-03-22T04:18:45Z,6040000,False,,,0,,R. Rollins bad pass TURNOVER (3 TO),"[1631157, 1626164]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,3.0,,,,,Booker,1626164.0
611,PT01M51.00S,2026-03-22T04:18:42.2Z,4,REGULAR,steal,,[],1626164,,,1610612756,101,102,2026-03-22T04:18:44Z,6050000,False,,,0,,D. Booker STEAL (2 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
612,PT01M44.00S,2026-03-22T04:18:49.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,7.966491458607096,74.75490196078431,1610612756,101,102,2026-03-22T04:19:00Z,6060000,False,-124.0,22.0,1,left,MISS D. Booker 12' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,12.58,Missed,,,,,,,,,,,,,,,,,,
613,PT01M41.00S,2026-03-22T04:18:52.9Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612749,101,102,2026-03-22T04:19:00Z,6070000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,,612.0,,,,,2.0,2.0,0.0,,,,,,,,
618,PT01M38.00S,2026-03-22T04:18:53.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629018,94.95729303547962,50.73529411764706,1610612749,101,102,2026-03-22T04:21:40Z,6075000,False,4.0,-5.0,1,right,MISS G. Trent Jr. running Layup - blocked,"[1629018, 1626164]",1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.63,Missed,Booker,1626164.0,,,,,,,,,,,,,,,,
619,PT01M38.00S,2026-03-22T04:18:53.6Z,4,REGULAR,block,,[],1626164,,,1610612749,101,102,2026-03-22T04:21:40Z,6077500,False,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
620,PT01M38.00S,2026-03-22T04:18:53.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612756,101,102,2026-03-22T04:21:40Z,6078750,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,618.0,,,,,,,,,,,,,,,
616,PT01M38.00S,2026-03-22T04:19:18.9Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612756,101,102,2026-03-22T04:21:44Z,6100000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M38.00S,2026-03-22T04:22:10.1Z,4,REGULAR,jumpball,recovered,[],1631221,,,1610612756,101,102,2026-03-22T04:22:10Z,6120000,False,,,0,,Jump Ball O. Ighodaro vs. M. Turner: Tip to C. Gillespie,"[1631221, 1642345, 1626167]",1610612756.0,PHX,challenge,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Ighodaro,1642345.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
624,PT01M27.00S,2026-03-22T04:22:17.2Z,4,REGULAR,2pt,Jump Shot,[],1626164,21.632720105124836,23.52941176470588,1610612756,101,102,2026-03-22T04:27:08Z,6150000,False,132.0,151.0,1,left,MISS D. Booker 20' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,20.07,Missed,,,,,,,,,,,,,,,,,,
625,PT01M25.00S,2026-03-22T04:22:19.2Z,4,REGULAR,rebound,defensive,[],1631250,,,1610612749,101,102,2026-03-22T04:22:21Z,6160000,False,,,0,,P. Nance REBOUND (Off:0 Def:4),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Mid-Range,16-24 Right Center,,,,,624.0,,,,,4.0,4.0,0.0,,,,,,,,
626,PT01M16.00S,2026-03-22T04:22:28.4Z,4,REGULAR,3pt,Jump Shot,[],1626167,93.64323258869908,95.09803921568627,1610612749,101,105,2026-03-22T04:22:32Z,6170000,False,225.0,7.0,1,right,M. Turner 3PT  (7 PTS) (P. Nance 3 AST),"[1626167, 1631250]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,22.56,Made,,,,7.0,P. Nance,1631250.0,3.0,,,,,,,,,,,
628,PT01M08.00S,2026-03-22T04:22:39.1Z,4,REGULAR,3pt,Jump Shot,[],1630692,21.895532194480946,90.93137254901961,1610612756,104,105,2026-03-22T04:22:43Z,6190000,False,-205.0,153.0,1,left,J. Goodwin 25' 3PT  (10 PTS) (J. Green 2 AST),"[1630692, 1630224]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,25.57,Made,,,,10.0,J. Green,1630224.0,2.0,,,,,,,,,,,
630,PT00M56.80S,2026-03-22T04:22:54.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,81.42247043363994,38.48039215686275,1610612749,104,105,2026-03-22T04:23:00Z,6210000,False,-58.0,122.0,1,right,MISS R. Rollins 13' pullup Shot,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,13.5,Missed,,,,,,,,,,,,,,,,,,
631,PT00M53.30S,2026-03-22T04:22:58.2Z,4,REGULAR,rebound,defensive,[],1642345,,,1610612756,104,105,2026-03-22T04:23:00Z,6220000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:3),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,630.0,,,,,5.0,3.0,2.0,,,,,,,,
632,PT00M37.70S,2026-03-22T04:23:16.4Z,4,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,104,105,2026-03-22T04:23:22Z,6230000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (3 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628951.0,3.0,,,,,,
633,PT00M23.80S,2026-03-22T04:23:49.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631157,82.07950065703022,52.20588235294118,1610612749,104,107,2026-03-22T04:23:54Z,6240000,False,11.0,116.0,1,right,R. Rollins 11' driving floating Jump Shot (25 PTS),[1631157],1610612749.0,MIL,driving floating,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,11.65,Made,,,,25.0,,,,,,,,,,,,,,
634,PT00M23.80S,2026-03-22T04:23:52.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630692,,,1610612749,104,107,2026-03-22T04:24:10Z,6250000,False,,,0,,J. Goodwin shooting personal FOUL (2 PF) (Rollins 1 FT),"[1630692, 1631157]",1610612756.0,PHX,shooting,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628951.0,,2.0,0.0,Rollins,1631157.0,,
636,PT00M23.80S,2026-03-22T04:24:19.7Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1631157,,,1610612749,104,107,2026-03-22T04:24:19Z,6270000,False,,,0,,MISS R. Rollins Free Throw 1 of 1,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
637,PT00M22.70S,2026-03-22T04:24:20.8Z,4,REGULAR,rebound,defensive,[],1630692,,,1610612756,104,107,2026-03-22T04:24:21Z,6280000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:4),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,636.0,,,,,6.0,4.0,2.0,,,,,,,,
638,PT00M16.80S,2026-03-22T04:24:26.3Z,4,REGULAR,2pt,Jump Shot,[],1626164,12.697109067017081,32.35294117647059,1610612756,104,107,2026-03-22T04:30:24Z,6290000,False,88.0,67.0,1,left,MISS D. Booker 11' driving floating bank Shot,[1626164],1610612756.0,PHX,driving floating bank,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,11.07,Missed,,,,,,,,,,,,,,,,,,
639,PT00M13.40S,2026-03-22T04:24:29.7Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612749,104,107,2026-03-22T04:30:16Z,6300000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,638.0,,,,,3.0,3.0,0.0,,,,,,,,
640,PT00M09.70S,2026-03-22T04:24:34.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642345,,,1610612749,104,107,2026-03-22T04:24:48Z,6310000,False,,,0,,O. Ighodaro take personal FOUL (3 PF) (Rollins 2 FT),"[1642345, 1631157]",1610612756.0,PHX,take,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,,3.0,0.0,Rollins,1631157.0,,
642,PT00M09.70S,2026-03-22T04:25:12.8Z,4,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,104,107,2026-03-22T04:25:12Z,6330000,False,,,0,,MISS R. Rollins Free Throw 1 of 2,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
643,PT00M09.70S,2026-03-22T04:25:12.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,104,107,2026-03-22T04:25:12Z,6340000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,642.0,,,,,,,,,,,,,,,
644,PT00M09.70S,2026-03-22T04:25:17.4Z,4,REGULAR,substitution,out,[],1626167,,,1610612749,104,107,2026-03-22T04:25:20Z,6350000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M09.70S,2026-03-22T04:25:17.4Z,4,REGULAR,substitution,in,[],1630579,,,1610612749,104,107,2026-03-22T04:25:20Z,6360000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M09.70S,2026-03-22T04:25:23.9Z,4,REGULAR,substitution,out,[],1630224,,,1610612749,104,107,2026-03-22T04:25:25Z,6370000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M09.70S,2026-03-22T04:25:23.9Z,4,REGULAR,substitution,in,[],1642863,,,1610612749,104,107,2026-03-22T04:25:25Z,6380000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M09.70S,2026-03-22T04:25:49.2Z,4,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,104,108,2026-03-22T04:25:49Z,6390000,False,,,0,,R. Rollins Free Throw 2 of 2 (26 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,,,,26.0,,,,,,,,,,,,,,
649,PT00M09.70S,2026-03-22T04:25:54.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,104,108,2026-03-22T04:25:54Z,6400000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M09.70S,2026-03-22T04:27:10.2Z,4,REGULAR,substitution,out,[],1642345,,,1610612756,104,108,2026-03-22T04:27:21Z,6410000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M09.70S,2026-03-22T04:27:10.2Z,4,REGULAR,substitution,out,[],1642863,,,1610612756,104,108,2026-03-22T04:27:21Z,6420000,False,,,0,,SUB out: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M09.70S,2026-03-22T04:27:10.2Z,4,REGULAR,substitution,in,[],1630224,,,1610612756,104,108,2026-03-22T04:27:21Z,6430000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M09.70S,2026-03-22T04:27:10.2Z,4,REGULAR,substitution,in,[],1630587,,,1610612756,104,108,2026-03-22T04:27:21Z,6440000,False,,,0,,SUB in: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M07.10S,2026-03-22T04:27:48.6Z,4,REGULAR,3pt,Jump Shot,[],1626164,18.74178712220762,3.9215686274509802,1610612756,104,108,2026-03-22T04:31:44Z,6450000,False,230.0,124.0,1,left,MISS D. Booker 26' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
655,PT00M04.50S,2026-03-22T04:27:56.1Z,4,REGULAR,rebound,offensive,[],1630692,,,1610612756,104,108,2026-03-22T04:27:56Z,6460000,False,,,0,,J. Goodwin REBOUND (Off:3 Def:4),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,654.0,,,,,7.0,4.0,3.0,,,,,,,,
656,PT00M04.50S,2026-03-22T04:27:57.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631157,,,1610612756,104,108,2026-03-22T04:37:33Z,6470000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Goodwin 2 FT),"[1631157, 1630692]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627541.0,,1.0,0.0,Goodwin,1630692.0,,
658,PT00M04.50S,2026-03-22T04:28:22.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630692,,,1610612756,105,108,2026-03-22T04:28:22Z,6490000,False,,,0,,J. Goodwin Free Throw 1 of 2 (11 PTS),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,Made,,,,11.0,,,,,,,,,,,,,,
659,PT00M04.50S,2026-03-22T04:28:24.4Z,4,REGULAR,substitution,out,[],1630224,,,1610612756,105,108,2026-03-22T04:28:37Z,6500000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M04.50S,2026-03-22T04:28:24.4Z,4,REGULAR,substitution,out,[],1630587,,,1610612756,105,108,2026-03-22T04:28:37Z,6510000,False,,,0,,SUB out: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M04.50S,2026-03-22T04:28:24.4Z,4,REGULAR,substitution,in,[],1642345,,,1610612756,105,108,2026-03-22T04:28:37Z,6520000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M04.50S,2026-03-22T04:28:24.4Z,4,REGULAR,substitution,in,[],1642863,,,1610612756,105,108,2026-03-22T04:28:37Z,6530000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M04.50S,2026-03-22T04:28:42.1Z,4,REGULAR,substitution,out,[],1629018,,,1610612756,105,108,2026-03-22T04:28:45Z,6540000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M04.50S,2026-03-22T04:28:42.1Z,4,REGULAR,substitution,in,[],1626167,,,1610612756,105,108,2026-03-22T04:28:45Z,6550000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M04.50S,2026-03-22T04:28:22.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630692,,,1610612756,105,108,2026-03-22T04:29:09Z,6560000,False,,,0,,MISS J. Goodwin Free Throw 2 of 2,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
666,PT00M01.20S,2026-03-22T04:28:25.9Z,4,REGULAR,rebound,defensive,[],1631250,,,1610612749,105,108,2026-03-22T04:33:46Z,6570000,False,,,0,,P. Nance REBOUND (Off:0 Def:5),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,665.0,,,,,5.0,5.0,0.0,,,,,,,,
667,PT00M00.00S,2026-03-22T04:29:09.7Z,4,REGULAR,period,end,[],0,,,1610612749,105,108,2026-03-22T04:29:09Z,6580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M00.00S,2026-03-22T04:29:11.6Z,4,REGULAR,game,end,[],0,,,0,105,108,2026-03-22T04:29:11Z,6590000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
