actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
169,PT10M42.00S,2025-11-03T01:39:13.1Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,33,24,2025-11-03T01:39:12Z,1660000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,
170,PT10M40.00S,2025-11-03T01:39:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,6.1268068331143235,51.9607843137255,1610612759,33,26,2025-11-03T01:39:21Z,1670000,False,-10.0,5.0,1,left,K. Johnson running Layup (7 PTS) (J. McLaughlin 1 AST),"[1629640, 1629162]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,1.1,Made,,,,,,,7.0,,,,,J. McLaughlin,1629162.0,1.0
172,PT10M32.00S,2025-11-03T01:39:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,94.30026281208936,47.30392156862745,1610612756,33,26,2025-11-03T04:42:29Z,1690000,False,-13.0,1.0,1,right,MISS G. Allen driving Layup - blocked,"[1628960, 1641705]",1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,1.35,Missed,,,,,Wembanyama,1641705.0,,,,,,,,
173,PT10M32.00S,2025-11-03T01:39:23.8Z,2,REGULAR,block,,[],1641705,,,1610612756,33,26,2025-11-03T01:39:25Z,1700000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT10M32.00S,2025-11-03T01:39:23.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,33,26,2025-11-03T01:39:33Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,172.0,,,,,,,,,,,,,
176,PT10M25.00S,2025-11-03T01:39:48.0Z,2,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612756,33,26,2025-11-03T01:39:51Z,1730000,False,,,0,,V. Wembanyama shooting personal FOUL (2 PF) (Richards 2 FT),"[1641705, 1630208]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,2534.0,,,,,,,,,,2.0,0.0,Richards,1630208.0,,,
178,PT10M25.00S,2025-11-03T01:40:12.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612756,34,26,2025-11-03T01:40:12Z,1750000,False,,,0,,N. Richards Free Throw 1 of 2 (3 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
179,PT10M25.00S,2025-11-03T01:40:34.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612756,35,26,2025-11-03T01:40:34Z,1760000,False,,,0,,N. Richards Free Throw 2 of 2 (4 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
180,PT10M10.00S,2025-11-03T01:40:51.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,18.2161629434954,47.30392156862745,1610612759,35,26,2025-11-03T01:40:57Z,1770000,False,13.0,119.0,1,left,MISS S. Castle 11' step back Shot,[1642264],1610612759.0,SAS,step back,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.95,Missed,,,,,,,,,,,,,,
181,PT10M04.00S,2025-11-03T01:40:57.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,35,26,2025-11-03T01:48:08Z,1780000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,180.0,3.0,3.0,0.0,,,,,,,,,,
185,PT10M01.00S,2025-11-03T01:41:03.1Z,2,REGULAR,foul,offensive,[],1642345,,,1610612756,35,26,2025-11-03T01:48:08Z,1820000,False,,,0,,O. Ighodaro offensive FOUL (2 PF),"[1642345, 1629162]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Center,,,,1628481.0,,,,,,,,,,2.0,0.0,McLaughlin,1629162.0,,,
187,PT10M01.00S,2025-11-03T01:41:03.1Z,2,REGULAR,turnover,offensive foul,[],1642345,,,1610612756,35,26,2025-11-03T01:41:03Z,1840000,False,,,0,,O. Ighodaro offensive foul TURNOVER (3 TO),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Center,3.0,,,1628481.0,,,,,,,,,,,,,,,,
188,PT09M46.00S,2025-11-03T01:41:32.5Z,2,REGULAR,foul,personal,[],1626220,,,1610612759,35,26,2025-11-03T01:41:36Z,1850000,False,,,0,,R. O'Neale personal FOUL (2 PF),"[1626220, 1641705]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,,,,,,2.0,0.0,Wembanyama,1641705.0,,,
190,PT09M36.00S,2025-11-03T01:42:00.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629162,6.258212877792378,2.2058823529411766,1610612759,35,26,2025-11-03T01:42:05Z,1870000,False,239.0,6.0,1,left,MISS J. McLaughlin 3PT,[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,,,,,23.91,Missed,,,,,,,,,,,,,,
191,PT09M33.00S,2025-11-03T01:42:03.2Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,35,26,2025-11-03T01:42:05Z,1880000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,,,,,190.0,2.0,2.0,0.0,,,,,,,,,,
194,PT09M25.00S,2025-11-03T01:42:14.1Z,2,REGULAR,substitution,in,[],1642868,,,1610612756,35,26,2025-11-03T01:42:20Z,1910000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M25.00S,2025-11-03T01:42:14.1Z,2,REGULAR,substitution,out,[],1629162,,,1610612756,35,26,2025-11-03T01:42:29Z,1920000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M22.00S,2025-11-03T01:42:33.6Z,2,REGULAR,2pt,Jump Shot,[],1631221,93.38042049934296,89.4607843137255,1610612756,37,26,2025-11-03T01:42:40Z,1930000,False,197.0,10.0,1,right,C. Gillespie 19' Jump Shot (9 PTS) (R. O'Neale 2 AST),"[1631221, 1626220]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Right,,,,,19.75,Made,,,,,,,9.0,,,,,R. O'Neale,1626220.0,2.0
198,PT09M07.00S,2025-11-03T01:42:47.8Z,2,REGULAR,3pt,Jump Shot,[],1642868,3.630091984231275,96.56862745098039,1610612759,37,26,2025-11-03T01:42:53Z,1950000,False,-233.0,-18.0,1,left,MISS C. Bryant 3PT,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Left Corner 3,24+ Left,,,,,23.35,Missed,,,,,,,,,,,,,,
199,PT09M05.00S,2025-11-03T01:42:49.8Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,37,26,2025-11-03T01:42:53Z,1960000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,,,
200,PT08M53.00S,2025-11-03T01:43:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,90.48948751642575,54.166666666666664,1610612756,37,26,2025-11-03T01:55:48Z,1970000,False,21.0,37.0,1,right,MISS G. Allen driving Layup - blocked,"[1628960, 1642264]",1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,4.24,Missed,,,,,Castle,1642264.0,,,,,,,,
201,PT08M53.00S,2025-11-03T01:43:02.6Z,2,REGULAR,block,,[],1642264,,,1610612756,37,26,2025-11-03T01:43:04Z,1980000,False,,,0,,S. Castle BLOCK (1 BLK),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT08M50.00S,2025-11-03T01:43:05.6Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,37,26,2025-11-03T01:43:06Z,1990000,False,,,0,,S. Castle REBOUND (Off:0 Def:3),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,200.0,3.0,3.0,0.0,,,,,,,,,,
203,PT08M47.00S,2025-11-03T01:43:07.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629640,5.995400788436268,50.0,1610612759,37,28,2025-11-03T01:55:59Z,2000000,False,0.0,4.0,1,left,K. Johnson running Layup (9 PTS) (S. Castle 2 AST),"[1629640, 1642264]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,0.39,Made,,,,,,,9.0,,,,,S. Castle,1642264.0,2.0
205,PT08M39.00S,2025-11-03T01:43:16.7Z,2,REGULAR,foul,personal,[],1642264,,,1610612756,37,28,2025-11-03T01:43:22Z,2020000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1628960]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,1628481.0,,,,,,,,,,1.0,0.0,Allen,1628960.0,,,
207,PT08M39.00S,2025-11-03T01:43:22.1Z,2,REGULAR,substitution,out,[],1629640,,,1610612756,37,28,2025-11-03T01:43:31Z,2040000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M39.00S,2025-11-03T01:43:22.1Z,2,REGULAR,substitution,out,[],1642264,,,1610612756,37,28,2025-11-03T01:43:31Z,2050000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M39.00S,2025-11-03T01:43:22.1Z,2,REGULAR,substitution,in,[],1642844,,,1610612756,37,28,2025-11-03T01:43:31Z,2060000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M39.00S,2025-11-03T01:43:22.1Z,2,REGULAR,substitution,in,[],1630170,,,1610612756,37,28,2025-11-03T01:43:31Z,2070000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M25.00S,2025-11-03T01:44:00.5Z,2,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612756,37,28,2025-11-03T01:44:06Z,2080000,False,,,0,,G. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628960],1610612756.0,PHX,bad pass,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,1.0,,,2534.0,,,,,,,,,,,,,,,,
212,PT08M13.00S,2025-11-03T01:44:17.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642844,5.469776609724048,47.794117647058826,1610612759,37,30,2025-11-03T01:44:22Z,2090000,False,11.0,-1.0,1,left,D. Harper driving Layup (9 PTS),[1642844],1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,1.11,Made,,,,,,,9.0,,,,,,,
213,PT08M13.00S,2025-11-03T01:44:19.7Z,2,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612759,37,30,2025-11-03T01:44:25Z,2100000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Harper 1 FT),"[1630208, 1642844]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,1628481.0,,,,,,,,,,1.0,0.0,Harper,1642844.0,,,
215,PT08M13.00S,2025-11-03T01:44:27.5Z,2,REGULAR,substitution,out,[],1642345,,,1610612759,37,30,2025-11-03T01:45:29Z,2120000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M13.00S,2025-11-03T01:44:27.5Z,2,REGULAR,substitution,in,[],1626164,,,1610612759,37,30,2025-11-03T01:45:29Z,2130000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M13.00S,2025-11-03T01:44:50.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1642844,,,1610612759,37,31,2025-11-03T01:44:50Z,2140000,False,,,0,,D. Harper Free Throw 1 of 1 (10 PTS),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,
218,PT07M55.00S,2025-11-03T01:45:10.5Z,2,REGULAR,2pt,Jump Shot,[],1630208,77.08607095926413,18.872549019607842,1610612756,39,31,2025-11-03T01:45:15Z,2150000,False,-156.0,163.0,1,right,N. Richards 22' Jump Shot (6 PTS) (C. Gillespie 1 AST),"[1630208, 1631221]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left Center,,,,,22.53,Made,,,,,,,6.0,,,,,C. Gillespie,1631221.0,1.0
220,PT07M39.00S,2025-11-03T01:45:27.0Z,2,REGULAR,turnover,bad pass,[],1642844,,,1610612759,39,31,2025-11-03T01:45:34Z,2170000,False,,,0,,D. Harper bad pass TURNOVER (1 TO),"[1642844, 1626220]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
221,PT07M39.00S,2025-11-03T01:45:27.0Z,2,REGULAR,steal,,[],1626220,,,1610612756,39,31,2025-11-03T01:45:29Z,2180000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
222,PT07M31.00S,2025-11-03T01:45:36.9Z,2,REGULAR,foul,personal,[],1642868,,,1610612756,39,31,2025-11-03T01:48:28Z,2190000,False,,,0,,C. Bryant personal FOUL (1 PF),"[1642868, 1628960]",1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,,,,,,1.0,0.0,Allen,1628960.0,,,
224,PT07M31.00S,2025-11-03T01:45:44.1Z,2,REGULAR,substitution,out,[],1641705,,,1610612756,39,31,2025-11-03T01:45:48Z,2210000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M31.00S,2025-11-03T01:45:44.1Z,2,REGULAR,substitution,in,[],203084,,,1610612756,39,31,2025-11-03T01:45:48Z,2220000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M28.00S,2025-11-03T01:45:59.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,68.15045992115637,69.11764705882352,1610612756,42,31,2025-11-03T01:46:05Z,2230000,False,96.0,247.0,1,right,D. Booker 26' 3PT  (10 PTS) (R. O'Neale 3 AST),"[1626164, 1626220]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,26.48,Made,,,,,,,10.0,,,,,R. O'Neale,1626220.0,3.0
228,PT07M11.00S,2025-11-03T01:46:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642868,6.389618922470433,47.05882352941176,1610612759,42,31,2025-11-03T04:42:45Z,2250000,False,15.0,8.0,1,left,MISS C. Bryant driving Layup,[1642868],1610612759.0,SAS,driving,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,,,,,1.65,Missed,,,,,,,,,,,,,,
229,PT07M09.00S,2025-11-03T01:46:18.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,42,31,2025-11-03T01:46:21Z,2260000,False,,,0,,N. Richards REBOUND (Off:0 Def:3),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,228.0,3.0,3.0,0.0,,,,,,,,,,
230,PT06M58.00S,2025-11-03T01:46:29.0Z,2,REGULAR,turnover,lost ball,[],1626164,,,1610612756,42,31,2025-11-03T01:46:33Z,2270000,False,,,0,,D. Booker lost ball TURNOVER (2 TO),"[1626164, 203084]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,2.0,Barnes,203084.0,,,,,,,,,,,,,,,,,
231,PT06M58.00S,2025-11-03T01:46:29.0Z,2,REGULAR,steal,,[],203084,,,1610612759,42,31,2025-11-03T01:46:30Z,2280000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
232,PT06M54.00S,2025-11-03T01:46:33.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642868,5.863994743758213,37.00980392156863,1610612759,42,31,2025-11-03T01:46:44Z,2290000,False,65.0,3.0,1,left,MISS C. Bryant 6' running Layup,[1642868],1610612759.0,SAS,running,,,Bryant,C. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.51,Missed,,,,,,,,,,,,,,
233,PT06M48.00S,2025-11-03T01:46:39.4Z,2,REGULAR,rebound,offensive,[],1630577,,,1610612759,42,31,2025-11-03T01:46:39Z,2300000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,232.0,3.0,2.0,1.0,,,,,,,,,,
234,PT06M47.00S,2025-11-03T01:46:40.1Z,2,REGULAR,turnover,bad pass,[],1630577,,,1610612759,42,31,2025-11-03T01:46:47Z,2310000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630577, 1631221]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,1.0,Gillespie,1631221.0,,,,,,,,,,,,,,,,,
235,PT06M47.00S,2025-11-03T01:46:40.1Z,2,REGULAR,steal,,[],1631221,,,1610612756,42,31,2025-11-03T01:46:41Z,2320000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
236,PT06M43.00S,2025-11-03T01:46:44.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630208,93.9060446780552,50.73529411764706,1610612756,44,31,2025-11-03T01:56:07Z,2330000,False,4.0,5.0,1,right,N. Richards alley-oop DUNK (8 PTS) (G. Allen 1 AST),"[1630208, 1628960]",1610612756.0,PHX,alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,0.61,Made,,,,,,,8.0,,,,,G. Allen,1628960.0,1.0
238,PT06M42.00S,2025-11-03T01:46:48.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,44,31,2025-11-03T01:46:48Z,2350000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M42.00S,2025-11-03T01:49:25.1Z,2,REGULAR,substitution,out,[],1626220,,,1610612759,44,31,2025-11-03T01:49:56Z,2360000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M42.00S,2025-11-03T01:49:25.1Z,2,REGULAR,substitution,out,[],1642868,,,1610612759,44,31,2025-11-03T01:49:56Z,2370000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M42.00S,2025-11-03T01:49:25.1Z,2,REGULAR,substitution,in,[],1642346,,,1610612759,44,31,2025-11-03T01:49:56Z,2380000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M42.00S,2025-11-03T01:49:25.1Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,44,31,2025-11-03T01:49:56Z,2390000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M23.00S,2025-11-03T01:50:13.5Z,2,REGULAR,3pt,Jump Shot,[],1629640,7.30946123521682,3.1862745098039214,1610612759,44,31,2025-11-03T01:50:18Z,2400000,False,234.0,16.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,23.47,Missed,,,,,,,,,,,,,,
244,PT06M20.00S,2025-11-03T01:50:16.5Z,2,REGULAR,rebound,offensive,[],1642844,,,1610612759,44,31,2025-11-03T01:50:18Z,2410000,False,,,0,,D. Harper REBOUND (Off:1 Def:0),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Right Corner 3,24+ Right,,,,,,,243.0,1.0,0.0,1.0,,,,,,,,,,
245,PT06M19.00S,2025-11-03T01:50:17.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642844,5.601182654402102,50.0,1610612759,44,33,2025-11-03T01:50:21Z,2420000,False,0.0,0.0,1,left,D. Harper putback Layup (12 PTS),[1642844],1610612759.0,SAS,putback,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,0.02,Made,,,,,,,12.0,,,,,,,
246,PT06M01.00S,2025-11-03T01:50:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,93.51182654402102,50.49019607843137,1610612756,46,33,2025-11-03T01:50:44Z,2430000,False,2.0,8.0,1,right,R. Dunn reverse Layup (8 PTS) (N. Richards 1 AST),"[1642346, 1630208]",1610612756.0,PHX,reverse,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,0.89,Made,,,,,,,8.0,,,,,N. Richards,1630208.0,1.0
248,PT05M49.00S,2025-11-03T01:50:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,8.623521681997373,49.50980392156863,1610612759,46,33,2025-11-03T01:50:54Z,2450000,False,2.0,29.0,1,left,MISS D. Harper driving Layup,[1642844],1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,2.87,Missed,,,,,,,,,,,,,,
249,PT05M44.00S,2025-11-03T01:50:53.5Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,46,33,2025-11-03T01:50:54Z,2460000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,248.0,2.0,1.0,1.0,,,,,,,,,,
250,PT05M44.00S,2025-11-03T01:50:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,5.590000152587891,50.0,1610612759,46,35,2025-11-03T01:50:53Z,2470000,False,0.0,0.0,1,left,K. Johnson tip Layup (11 PTS),[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,,,,,,,11.0,,,,,,,
251,PT05M34.00S,2025-11-03T01:51:05.5Z,2,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612756,46,35,2025-11-03T01:51:16Z,2480000,False,,,0,,D. Vassell shooting personal FOUL (2 PF) (Booker 2 FT),"[1630170, 1626164]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,,,,,,2.0,0.0,Booker,1626164.0,,,
253,PT05M34.00S,2025-11-03T01:51:32.5Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,47,35,2025-11-03T01:51:32Z,2500000,False,,,0,,D. Booker Free Throw 1 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,
254,PT05M34.00S,2025-11-03T01:51:48.0Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,48,35,2025-11-03T01:51:48Z,2510000,False,,,0,,D. Booker Free Throw 2 of 2 (12 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,,,12.0,,,,,,,
255,PT05M19.00S,2025-11-03T01:52:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,5.075558475689881,47.794117647058826,1610612759,48,37,2025-11-03T01:52:08Z,2520000,False,11.0,-5.0,1,left,J. Champagnie driving Layup (2 PTS) (D. Vassell 1 AST),"[1630577, 1630170]",1610612759.0,SAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,1.2,Made,,,,,,,2.0,,,,,D. Vassell,1630170.0,1.0
257,PT05M02.00S,2025-11-03T01:52:22.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,93.51182654402102,48.28431372549019,1610612756,50,37,2025-11-03T01:52:26Z,2540000,False,-9.0,8.0,1,right,N. Richards cutting DUNK (10 PTS) (D. Booker 7 AST),"[1630208, 1626164]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,1.21,Made,,,,,,,10.0,,,,,D. Booker,1626164.0,7.0
259,PT04M49.00S,2025-11-03T01:52:36.2Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612759,50,37,2025-11-03T01:52:49Z,2560000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1628960, 1630577]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,1626300.0,,,,,,,,,,1.0,0.0,Champagnie,1630577.0,,,
