actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
173,PT12M00.00S,2024-12-24T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],203915,,,1610612742,28,31,2024-12-24T02:11:33Z,1730000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-12-24T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,28,31,2024-12-24T02:11:33Z,1740000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-12-24T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],1641739,,,1610612742,28,31,2024-12-24T02:11:33Z,1750000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-12-24T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612742,28,31,2024-12-24T02:11:33Z,1760000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-12-24T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,28,31,2024-12-24T02:11:33Z,1770000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-12-24T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],1641726,,,1610612742,28,31,2024-12-24T02:11:33Z,1780000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2024-12-24T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],1642270,,,1610612742,28,31,2024-12-24T02:11:33Z,1790000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2024-12-24T02:11:48.8Z,2,REGULAR,period,start,[],0,,,1610612742,28,31,2024-12-24T02:11:48Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M44.00S,2024-12-24T02:12:19.1Z,2,REGULAR,turnover,traveling,[],1629029,,,1610612742,28,31,2024-12-24T02:12:25Z,1820000,False,,,0,,L. Dončić traveling TURNOVER (1 TO),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,2882.0,,,,,1.0,,,,,,,,
183,PT11M34.00S,2024-12-24T02:12:40.0Z,2,REGULAR,turnover,bad pass,[],1630703,,,1610612757,28,31,2024-12-24T02:12:43Z,1830000,False,,,0,,S. Henderson bad pass TURNOVER (1 TO),"[1630703, 202691]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Thompson,202691.0,,,,,,
184,PT11M34.00S,2024-12-24T02:12:40.0Z,2,REGULAR,steal,,[],202691,,,1610612742,28,31,2024-12-24T02:12:41Z,1840000,False,,,0,,K. Thompson STEAL (2 STL),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
185,PT11M29.00S,2024-12-24T02:12:45.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,5.206964520367937,46.568627450980394,1610612742,30,31,2024-12-24T02:12:52Z,1850000,False,17.0,-4.0,1,left,P. Washington running finger roll Layup (7 PTS) (L. Dončić 3 AST),"[1629023, 1629029]",1610612742.0,DAL,running finger roll,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,7.0,L. Dončić,1629029.0,3.0,,,,,,,,,
187,PT11M10.00S,2024-12-24T02:13:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,83.78777923784494,48.529411764705884,1610612757,30,31,2024-12-24T02:13:37Z,1870000,False,-7.0,100.0,1,right,MISS D. Avdija 10' turnaround fadeaway Shot,[1630166],1610612757.0,POR,turnaround fadeaway,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,10.02,Missed,,,,,,,,,,,,,,,,,,
188,PT11M08.00S,2024-12-24T02:13:05.1Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,30,31,2024-12-24T02:13:08Z,1880000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT11M02.00S,2024-12-24T02:13:15.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,16.507884362680684,54.41176470588235,1610612742,32,31,2024-12-24T02:13:19Z,1890000,False,-22.0,103.0,1,left,L. Dončić 10' driving floating Jump Shot (4 PTS),[1629029],1610612742.0,DAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,10.51,Made,,,,,,4.0,,,,,,,,,,,,
190,PT11M02.00S,2024-12-24T02:13:17.5Z,2,REGULAR,foul,personal,['1freethrow'],1630703,,,1610612742,32,31,2024-12-24T02:13:23Z,1900000,False,,,0,,S. Henderson shooting personal FOUL (3 PF) (Dončić 1 FT),"[1630703, 1629029]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627534.0,,,,,,,,3.0,0.0,Dončić,1629029.0,,
192,PT11M02.00S,2024-12-24T02:13:32.5Z,2,REGULAR,substitution,out,[],1630230,,,1610612742,32,31,2024-12-24T02:14:28Z,1920000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M02.00S,2024-12-24T02:13:32.5Z,2,REGULAR,substitution,out,[],1630703,,,1610612742,32,31,2024-12-24T02:14:28Z,1930000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M02.00S,2024-12-24T02:13:32.5Z,2,REGULAR,substitution,in,[],1629656,,,1610612742,32,31,2024-12-24T02:14:28Z,1940000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT11M02.00S,2024-12-24T02:13:32.5Z,2,REGULAR,substitution,in,[],1631101,,,1610612742,32,31,2024-12-24T02:14:28Z,1950000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M02.00S,2024-12-24T02:14:04.7Z,2,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,33,31,2024-12-24T02:14:04Z,1960000,False,,,0,,L. Dončić Free Throw 1 of 1 (5 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
197,PT10M43.00S,2024-12-24T02:14:25.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,66.96780551905388,35.53921568627451,1610612757,33,31,2024-12-24T02:14:30Z,1970000,False,-72.0,258.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
198,PT10M40.00S,2024-12-24T02:14:28.0Z,2,REGULAR,rebound,offensive,[],1630166,,,1610612757,33,31,2024-12-24T02:14:30Z,1980000,False,,,0,,D. Avdija REBOUND (Off:3 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,197.0,4.0,1.0,3.0,,,,,,,,,,,,,,
199,PT10M26.00S,2024-12-24T02:14:41.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629014,88.38699080157687,37.00980392156863,1610612757,33,31,2024-12-24T02:14:47Z,1990000,False,-65.0,57.0,1,right,MISS A. Simons 8' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Left,8.63,Missed,,,,,,,,,,,,,,,,,,
200,PT10M25.00S,2024-12-24T02:14:42.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,33,31,2024-12-24T02:14:47Z,2000000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,199.0,,,,,,,,,,,,,,,,,
202,PT10M17.00S,2024-12-24T02:15:05.5Z,2,REGULAR,foul,personal,[],1630166,,,1610612742,33,31,2024-12-24T02:15:32Z,2020000,False,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 1629029]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Dončić,1629029.0,,
204,PT10M08.00S,2024-12-24T02:15:34.3Z,2,REGULAR,3pt,Jump Shot,[],1629029,27.808804204993432,77.69607843137256,1610612742,33,31,2024-12-24T02:15:41Z,2040000,False,-138.0,209.0,1,left,MISS L. Dončić 25' 3PT,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
205,PT10M05.00S,2024-12-24T02:15:37.3Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,33,31,2024-12-24T02:15:41Z,2050000,False,,,0,,D. Lively II REBOUND (Off:2 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,204.0,3.0,1.0,2.0,,,,,,,,,,,,,,
206,PT10M00.00S,2024-12-24T02:15:41.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,32.013797634691194,59.068627450980394,1610612742,33,31,2024-12-24T02:16:03Z,2060000,False,-45.0,248.0,1,left,MISS K. Thompson 25' pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,,,,,,,,,,
207,PT09M58.00S,2024-12-24T02:15:43.8Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,33,31,2024-12-24T02:15:45Z,2070000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,206.0,2.0,1.0,1.0,,,,,,,,,,,,,,
208,PT09M48.00S,2024-12-24T02:15:54.6Z,2,REGULAR,turnover,bad pass,[],1630625,,,1610612757,33,31,2024-12-24T02:15:59Z,2080000,False,,,0,,D. Banton bad pass TURNOVER (1 TO),"[1630625, 1641726]",1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Lively II,1641726.0,,,,,,
209,PT09M48.00S,2024-12-24T02:15:54.6Z,2,REGULAR,steal,,[],1641726,,,1610612742,33,31,2024-12-24T02:15:56Z,2090000,False,,,0,,D. Lively II STEAL (1 STL),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT09M43.00S,2024-12-24T02:15:59.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202691,6.258212877792378,47.794117647058826,1610612742,35,31,2024-12-24T02:16:09Z,2100000,False,11.0,6.0,1,left,K. Thompson running Layup (7 PTS) (Q. Grimes 1 AST),"[202691, 1629656]",1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,7.0,Q. Grimes,1629656.0,1.0,,,,,,,,,
212,PT09M42.00S,2024-12-24T02:16:07.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,35,31,2024-12-24T02:16:07Z,2120000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M42.00S,2024-12-24T02:18:07.5Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,35,31,2024-12-24T02:18:46Z,2130000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M42.00S,2024-12-24T02:18:07.5Z,2,REGULAR,substitution,in,[],1629028,,,1610612757,35,31,2024-12-24T02:18:46Z,2140000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M18.00S,2024-12-24T02:19:29.9Z,2,REGULAR,2pt,Jump Shot,[],1631101,76.69185282522996,31.862745098039213,1610612757,35,33,2024-12-24T02:19:35Z,2150000,False,-91.0,167.0,1,right,S. Sharpe 18' step back Jump Shot (9 PTS),[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,18.97,Made,,,,,,9.0,,,,,,,,,,,,
216,PT09M00.00S,2024-12-24T02:19:48.6Z,2,REGULAR,3pt,Jump Shot,[],1629023,5.601182654402102,94.85294117647058,1610612742,38,33,2024-12-24T02:19:52Z,2160000,False,-224.0,0.0,1,left,P. Washington 3PT  (10 PTS) (K. Thompson 2 AST),"[1629023, 202691]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.43,Made,,,,,,10.0,K. Thompson,202691.0,2.0,,,,,,,,,
218,PT08M45.00S,2024-12-24T02:20:03.1Z,2,REGULAR,3pt,Jump Shot,[],1630166,95.6143232588699,95.09803921568627,1610612757,38,36,2024-12-24T02:20:07Z,2180000,False,225.0,-11.0,1,right,D. Avdija 3PT  (9 PTS) (A. Simons 5 AST),"[1630166, 1629014]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,22.58,Made,,,,,,9.0,A. Simons,1629014.0,5.0,,,,,,,,,
220,PT08M33.00S,2024-12-24T02:20:14.9Z,2,REGULAR,3pt,Jump Shot,[],202691,4.681340341655716,95.58823529411765,1610612742,38,36,2024-12-24T02:20:22Z,2200000,False,-228.0,-8.0,1,left,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
221,PT08M28.00S,2024-12-24T02:20:19.9Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,38,36,2024-12-24T02:20:22Z,2210000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Left Corner 3,24+ Left,,,220.0,1.0,1.0,0.0,,,,,,,,,,,,,,
222,PT08M27.00S,2024-12-24T02:20:22.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,93.51182654402102,49.50980392156863,1610612757,38,38,2024-12-24T02:20:29Z,2220000,False,-2.0,8.0,1,right,D. Avdija running finger roll Layup (11 PTS) (D. Banton 1 AST),"[1630166, 1630625]",1610612757.0,POR,running finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,11.0,D. Banton,1630625.0,1.0,,,,,,,,,
224,PT08M09.00S,2024-12-24T02:20:38.9Z,2,REGULAR,foul,personal,['3freethrow'],1630166,,,1610612742,38,38,2024-12-24T02:20:47Z,2240000,False,,,0,,D. Avdija shooting personal FOUL (2 PF) (Dončić 3 FT),"[1630166, 1629029]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Dončić,1629029.0,,
226,PT08M09.00S,2024-12-24T02:21:18.4Z,2,REGULAR,freethrow,1 of 3,[],1629029,,,1610612742,39,38,2024-12-24T02:21:18Z,2260000,False,,,0,,L. Dončić Free Throw 1 of 3 (6 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
227,PT08M09.00S,2024-12-24T02:21:38.6Z,2,REGULAR,freethrow,2 of 3,[],1629029,,,1610612742,40,38,2024-12-24T02:21:38Z,2270000,False,,,0,,L. Dončić Free Throw 2 of 3 (7 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
228,PT08M09.00S,2024-12-24T02:22:02.5Z,2,REGULAR,freethrow,3 of 3,[],1629029,,,1610612742,41,38,2024-12-24T02:22:02Z,2280000,False,,,0,,L. Dončić Free Throw 3 of 3 (8 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
229,PT07M55.00S,2024-12-24T02:22:24.0Z,2,REGULAR,foul,personal,[],202691,,,1610612757,41,38,2024-12-24T02:22:44Z,2290000,False,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 1630166]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,,,,,,,,1.0,0.0,Avdija,1630166.0,,
231,PT07M55.00S,2024-12-24T02:22:30.4Z,2,REGULAR,substitution,out,[],1641726,,,1610612757,41,38,2024-12-24T02:22:45Z,2310000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M55.00S,2024-12-24T02:22:30.4Z,2,REGULAR,substitution,out,[],1629029,,,1610612757,41,38,2024-12-24T02:22:45Z,2320000,False,,,0,,SUB out: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M55.00S,2024-12-24T02:22:30.4Z,2,REGULAR,substitution,in,[],202681,,,1610612757,41,38,2024-12-24T02:22:45Z,2330000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M55.00S,2024-12-24T02:22:30.4Z,2,REGULAR,substitution,in,[],1629655,,,1610612757,41,38,2024-12-24T02:22:45Z,2340000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M43.00S,2024-12-24T02:23:00.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,84.31340341655716,39.21568627450981,1610612757,41,38,2024-12-24T02:23:05Z,2350000,False,-54.0,95.0,1,right,MISS S. Sharpe 10' fadeaway Shot,[1631101],1610612757.0,POR,fadeaway,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,10.92,Missed,,,,,,,,,,,,,,,,,,
236,PT07M41.00S,2024-12-24T02:23:02.5Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,41,38,2024-12-24T02:23:05Z,2360000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,235.0,3.0,3.0,0.0,,,,,,,,,,,,,,
237,PT07M33.00S,2024-12-24T02:23:13.4Z,2,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612742,41,38,2024-12-24T02:23:25Z,2370000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Gafford 2 FT),"[1629028, 1629655]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,,1.0,0.0,Gafford,1629655.0,,
239,PT07M33.00S,2024-12-24T02:23:44.7Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612742,42,38,2024-12-24T02:23:44Z,2390000,False,,,0,,D. Gafford Free Throw 1 of 2 (7 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
240,PT07M33.00S,2024-12-24T02:23:45.5Z,2,REGULAR,substitution,out,[],202691,,,1610612742,42,38,2024-12-24T02:24:04Z,2400000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M33.00S,2024-12-24T02:23:45.5Z,2,REGULAR,substitution,out,[],1630166,,,1610612742,42,38,2024-12-24T02:24:04Z,2410000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M33.00S,2024-12-24T02:23:45.5Z,2,REGULAR,substitution,in,[],203915,,,1610612742,42,38,2024-12-24T02:24:04Z,2420000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M33.00S,2024-12-24T02:23:45.5Z,2,REGULAR,substitution,in,[],1641739,,,1610612742,42,38,2024-12-24T02:24:04Z,2430000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M33.00S,2024-12-24T02:24:15.6Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612742,43,38,2024-12-24T02:24:15Z,2440000,False,,,0,,D. Gafford Free Throw 2 of 2 (8 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
245,PT07M15.00S,2024-12-24T02:24:34.9Z,2,REGULAR,3pt,Jump Shot,[],1630625,73.14388961892247,17.15686274509804,1610612757,43,38,2024-12-24T02:24:40Z,2450000,False,-164.0,200.0,1,right,MISS D. Banton 25' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
246,PT07M11.00S,2024-12-24T02:24:38.9Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612742,43,38,2024-12-24T02:24:40Z,2460000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,245.0,2.0,2.0,0.0,,,,,,,,,,,,,,
247,PT07M04.00S,2024-12-24T02:24:45.6Z,2,REGULAR,2pt,Jump Shot,[],1629656,22.026938239159,28.921568627450984,1610612742,45,38,2024-12-24T02:24:49Z,2470000,False,105.0,155.0,1,left,Q. Grimes 18' pullup Jump Shot (4 PTS) (D. Gafford 1 AST),"[1629656, 1629655]",1610612742.0,DAL,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right Center,18.71,Made,,,,,,4.0,D. Gafford,1629655.0,1.0,,,,,,,,,
249,PT06M51.00S,2024-12-24T02:24:59.5Z,2,REGULAR,2pt,Hook,[],1629014,92.90407358738501,68.40533088235294,1610612757,45,38,2024-12-24T02:25:21Z,2490000,False,92.0,14.0,1,right,MISS A. Simons 9' driving Hook,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,9.31,Missed,,,,,,,,,,,,,,,,,,
250,PT06M47.00S,2024-12-24T02:25:03.5Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612757,45,38,2024-12-24T02:25:21Z,2500000,False,,,0,,D. Ayton REBOUND (Off:2 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,249.0,3.0,1.0,2.0,,,,,,,,,,,,,,
251,PT06M47.00S,2024-12-24T02:25:02.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629028,94.40999984741211,50.0,1610612757,45,40,2024-12-24T02:25:59Z,2510000,False,0.0,0.0,1,right,D. Ayton tip DUNK (6 PTS),[1629028],1610612757.0,POR,tip,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,6.0,,,,,,,,,,,,
252,PT06M35.00S,2024-12-24T02:25:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,5.995400788436268,51.470588235294116,1610612742,47,40,2024-12-24T02:25:28Z,2520000,False,-7.0,4.0,1,left,D. Gafford driving reverse Layup (10 PTS) (Q. Grimes 2 AST),"[1629655, 1629656]",1610612742.0,DAL,driving reverse,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.84,Made,,,,,,10.0,Q. Grimes,1629656.0,2.0,,,,,,,,,
254,PT06M35.00S,2024-12-24T02:25:21.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631101,,,1610612742,47,40,2024-12-24T02:25:30Z,2540000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Gafford 1 FT),"[1631101, 1629655]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Gafford,1629655.0,,
256,PT06M35.00S,2024-12-24T02:25:31.1Z,2,REGULAR,substitution,out,[],1630625,,,1610612742,47,40,2024-12-24T02:25:38Z,2560000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M35.00S,2024-12-24T02:25:31.1Z,2,REGULAR,substitution,in,[],203924,,,1610612742,47,40,2024-12-24T02:25:38Z,2570000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M35.00S,2024-12-24T02:25:41.2Z,2,REGULAR,substitution,out,[],1629023,,,1610612742,47,40,2024-12-24T02:25:46Z,2580000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M35.00S,2024-12-24T02:25:41.2Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,47,40,2024-12-24T02:25:46Z,2590000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
