actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
604,PT05M52.00S,2024-12-24T03:40:54.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,6.915243101182654,46.07843137254902,1610612757,117,91,2024-12-24T03:43:37Z,6030000,False,20.0,13.0,1,left,J. Walker driving Layup (4 PTS) (S. Henderson 4 AST),"[1631133, 1630703]",1610612757.0,POR,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.32,Made,,,,,,4.0,S. Henderson,1630703.0,4.0,,,,,,,,,
607,PT05M42.00S,2024-12-24T03:41:18.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,93.38042049934296,46.568627450980394,1610612742,119,91,2024-12-24T03:44:00Z,6060000,False,-17.0,10.0,1,right,N. Marshall cutting Layup (2 PTS) (J. Gortman 1 AST),"[1630230, 1641789]",1610612742.0,DAL,cutting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,2.0,J. Gortman,1641789.0,1.0,,,,,,,,,
609,PT05M36.00S,2024-12-24T03:41:27.4Z,4,REGULAR,foul,personal,[],1641789,,,1610612757,119,91,2024-12-24T03:41:34Z,6080000,False,,,0,,J. Gortman personal FOUL (2 PF),"[1641789, 1630703]",1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,Mid-Range,16-24 Right Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Henderson,1630703.0,,
611,PT05M36.00S,2024-12-24T03:41:33.9Z,4,REGULAR,substitution,out,[],1631101,,,1610612757,119,91,2024-12-24T03:41:43Z,6100000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M36.00S,2024-12-24T03:41:33.9Z,4,REGULAR,substitution,in,[],1642270,,,1610612757,119,91,2024-12-24T03:41:43Z,6110000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M28.00S,2024-12-24T03:41:56.4Z,4,REGULAR,2pt,Jump Shot,[],1642270,20.71287779237845,84.80392156862744,1610612757,119,91,2024-12-24T03:42:02Z,6120000,False,-174.0,142.0,1,left,MISS D. Clingan 22' Jump Shot,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Left Center,22.47,Missed,,,,,,,,,,,,,,,,,,
614,PT05M25.00S,2024-12-24T03:41:59.4Z,4,REGULAR,rebound,defensive,[],1641789,,,1610612742,119,91,2024-12-24T03:42:02Z,6130000,False,,,0,,J. Gortman REBOUND (Off:0 Def:1),[1641789],1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,Mid-Range,16-24 Left Center,,,613.0,1.0,1.0,0.0,,,,,,,,,,,,,,
615,PT05M20.00S,2024-12-24T03:42:04.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641789,77.4802890932983,87.74509803921569,1610612742,119,91,2024-12-24T03:46:19Z,6140000,False,189.0,159.0,1,right,MISS J. Gortman 24' running 3PT,[1641789],1610612742.0,DAL,running,,,Gortman,J. Gortman,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
616,PT05M17.00S,2024-12-24T03:42:07.8Z,4,REGULAR,rebound,defensive,[],1630703,,,1610612757,119,91,2024-12-24T03:42:08Z,6150000,False,,,0,,S. Henderson REBOUND (Off:1 Def:5),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,615.0,6.0,5.0,1.0,,,,,,,,,,,,,,
617,PT05M06.00S,2024-12-24T03:42:18.9Z,4,REGULAR,3pt,Jump Shot,[],1641712,11.12023653088042,94.11764705882352,1610612757,119,91,2024-12-24T03:42:34Z,6160000,False,-221.0,52.0,1,left,MISS R. Rupert 3PT,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Left Corner 3,24+ Left,22.66,Missed,,,,,,,,,,,,,,,,,,
618,PT05M05.00S,2024-12-24T03:42:19.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,119,91,2024-12-24T03:42:34Z,6170000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,617.0,,,,,,,,,,,,,,,,,
619,PT05M05.00S,2024-12-24T03:42:23.2Z,4,REGULAR,foul,personal,[],203939,,,1610612757,119,91,2024-12-24T03:42:40Z,6180000,False,,,0,,D. Powell loose ball personal FOUL (1 PF),"[203939, 1642270]",1610612742.0,DAL,loose ball,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,,1.0,0.0,Clingan,1642270.0,,
623,PT04M58.00S,2024-12-24T03:42:45.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630703,16.113666228646515,45.588235294117645,1610612757,119,91,2024-12-24T03:45:40Z,6220000,False,22.0,99.0,1,left,MISS S. Henderson 10' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,10.14,Missed,,,,,,,,,,,,,,,,,,
624,PT04M54.00S,2024-12-24T03:42:48.4Z,4,REGULAR,rebound,defensive,[],1641765,,,1610612742,119,91,2024-12-24T03:42:48Z,6230000,False,,,0,,O. Prosper REBOUND (Off:1 Def:2),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,,,623.0,3.0,2.0,1.0,,,,,,,,,,,,,,
625,PT04M51.00S,2024-12-24T03:42:51.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641789,79.05716162943496,92.8921568627451,1610612742,119,91,2024-12-24T03:46:09Z,6240000,False,214.0,144.0,1,right,MISS J. Gortman 25' running 3PT,[1641789],1610612742.0,DAL,running,,,Gortman,J. Gortman,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
626,PT04M51.00S,2024-12-24T03:42:51.8Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612757,119,91,2024-12-24T03:42:58Z,6250000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,625.0,3.0,2.0,1.0,,,,,,,,,,,,,,
627,PT04M45.00S,2024-12-24T03:42:59.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612757,119,91,2024-12-24T03:43:28Z,6260000,False,,,0,,K. Edwards shooting personal FOUL (1 PF) (Rupert 2 FT),"[1630556, 1641712]",1610612742.0,DAL,shooting,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,1628481.0,,,,,,,,1.0,0.0,Rupert,1641712.0,,
629,PT04M45.00S,2024-12-24T03:43:29.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1641712,,,1610612757,119,92,2024-12-24T03:43:29Z,6280000,False,,,0,,R. Rupert Free Throw 1 of 2 (1 PTS),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
630,PT04M45.00S,2024-12-24T03:43:29.6Z,4,REGULAR,substitution,out,[],1630703,,,1610612757,119,92,2024-12-24T03:43:38Z,6290000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M45.00S,2024-12-24T03:43:29.6Z,4,REGULAR,substitution,in,[],1630625,,,1610612757,119,92,2024-12-24T03:43:38Z,6300000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M45.00S,2024-12-24T03:43:48.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1641712,,,1610612757,119,93,2024-12-24T03:43:48Z,6310000,False,,,0,,R. Rupert Free Throw 2 of 2 (2 PTS),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,Made,,,,,,2.0,,,,,,,,,,,,
633,PT04M28.00S,2024-12-24T03:44:08.4Z,4,REGULAR,2pt,Jump Shot,[],1630556,86.5473061760841,85.5392156862745,1610612742,119,93,2024-12-24T03:44:12Z,6320000,False,178.0,74.0,1,right,MISS K. Edwards 19' pullup Shot,[1630556],1610612742.0,DAL,pullup,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Right,19.25,Missed,,,,,,,,,,,,,,,,,,
634,PT04M24.00S,2024-12-24T03:44:12.4Z,4,REGULAR,rebound,defensive,[],1631200,,,1610612757,119,93,2024-12-24T03:44:12Z,6330000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right,,,633.0,2.0,2.0,0.0,,,,,,,,,,,,,,
635,PT04M17.00S,2024-12-24T03:44:21.9Z,4,REGULAR,turnover,backcourt,[],1630625,,,1610612757,119,93,2024-12-24T03:44:28Z,6340000,False,,,0,,D. Banton backcourt TURNOVER (2 TO),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,,,,,1628481.0,,,,,2.0,,,,,,,,
636,PT04M12.00S,2024-12-24T03:44:41.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203939,93.51182654402102,49.754901960784316,1610612742,121,93,2024-12-24T03:44:45Z,6350000,False,-1.0,8.0,1,right,D. Powell cutting DUNK (4 PTS) (N. Marshall 2 AST),"[203939, 1630230]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,4.0,N. Marshall,1630230.0,2.0,,,,,,,,,
638,PT04M05.00S,2024-12-24T03:44:47.3Z,4,REGULAR,turnover,bad pass,[],1641712,,,1610612757,121,93,2024-12-24T03:44:51Z,6370000,False,,,0,,R. Rupert bad pass TURNOVER (1 TO),"[1641712, 203939]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Powell,203939.0,,,,,,
639,PT04M05.00S,2024-12-24T03:44:47.3Z,4,REGULAR,steal,,[],203939,,,1610612742,121,93,2024-12-24T03:44:48Z,6380000,False,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
640,PT03M56.00S,2024-12-24T03:44:57.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641765,92.32917214191852,37.99019607843137,1610612742,123,93,2024-12-24T03:45:03Z,6390000,False,-60.0,20.0,1,right,O. Prosper 6' driving finger roll Layup (4 PTS),[1641765],1610612742.0,DAL,driving finger roll,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,,,,,,4.0,,,,,,,,,,,,
641,PT03M39.00S,2024-12-24T03:45:13.2Z,4,REGULAR,3pt,Jump Shot,[],1631133,7.046649145860711,5.147058823529411,1610612757,123,96,2024-12-24T03:45:17Z,6400000,False,224.0,14.0,1,left,J. Walker 3PT  (7 PTS) (D. Banton 2 AST),"[1631133, 1630625]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,22.47,Made,,,,,,7.0,D. Banton,1630625.0,2.0,,,,,,,,,
643,PT03M33.00S,2024-12-24T03:45:23.4Z,4,REGULAR,foul,personal,['2freethrow'],1631200,,,1610612742,123,96,2024-12-24T03:45:56Z,6420000,False,,,0,,K. Murray shooting personal FOUL (3 PF) (Prosper 2 FT),"[1631200, 1641765]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,1628481.0,,,,,,,,3.0,0.0,Prosper,1641765.0,,
645,PT03M33.00S,2024-12-24T03:45:56.6Z,4,REGULAR,freethrow,1 of 2,[],1641765,,,1610612742,124,96,2024-12-24T03:45:56Z,6440000,False,,,0,,O. Prosper Free Throw 1 of 2 (5 PTS),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
646,PT03M33.00S,2024-12-24T03:46:07.5Z,4,REGULAR,freethrow,2 of 2,[],1641765,,,1610612742,125,96,2024-12-24T03:46:07Z,6450000,False,,,0,,O. Prosper Free Throw 2 of 2 (6 PTS),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
647,PT03M23.00S,2024-12-24T03:46:19.7Z,4,REGULAR,3pt,Jump Shot,[],1642270,28.728646517739815,23.52941176470588,1610612757,125,96,2024-12-24T03:46:26Z,6460000,False,132.0,218.0,1,left,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
648,PT03M19.00S,2024-12-24T03:46:23.7Z,4,REGULAR,rebound,offensive,[],1631133,,,1610612757,125,96,2024-12-24T03:46:26Z,6470000,False,,,0,,J. Walker REBOUND (Off:2 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,647.0,4.0,2.0,2.0,,,,,,,,,,,,,,
649,PT03M18.00S,2024-12-24T03:46:23.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631133,5.601182654402102,48.28431372549019,1610612757,125,98,2024-12-24T03:46:31Z,6480000,False,9.0,0.0,1,left,J. Walker putback DUNK (9 PTS),[1631133],1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,9.0,,,,,,,,,,,,
650,PT03M03.00S,2024-12-24T03:46:38.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,84.83902759526939,38.970588235294116,1610612742,127,98,2024-12-24T03:46:43Z,6490000,False,-55.0,90.0,1,right,N. Marshall 10' driving floating Jump Shot (4 PTS),[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,10.55,Made,,,,,,4.0,,,,,,,,,,,,
651,PT02M56.00S,2024-12-24T03:46:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,7.703679369250986,40.19607843137255,1610612757,127,98,2024-12-24T03:46:55Z,6500000,False,49.0,20.0,1,left,MISS J. Walker driving Layup - blocked,"[1631133, 1630556]",1610612757.0,POR,driving,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,Edwards,1630556.0
652,PT02M56.00S,2024-12-24T03:46:46.6Z,4,REGULAR,block,,[],1630556,,,1610612757,127,98,2024-12-24T03:57:25Z,6510000,False,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
653,PT02M56.00S,2024-12-24T03:46:46.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,127,98,2024-12-24T03:46:55Z,6520000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,651.0,,,,,,,,,,,,,,,,,
655,PT02M56.00S,2024-12-24T03:47:01.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,127,98,2024-12-24T03:47:01Z,6540000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT02M50.00S,2024-12-24T03:49:59.5Z,4,REGULAR,turnover,bad pass,[],1630625,,,1610612757,127,98,2024-12-24T03:50:02Z,6550000,False,,,0,,D. Banton bad pass TURNOVER (3 TO),"[1630625, 1641789]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,3.0,Gortman,1641789.0,,,,,,
657,PT02M50.00S,2024-12-24T03:49:59.5Z,4,REGULAR,steal,,[],1641789,,,1610612742,127,98,2024-12-24T03:50:01Z,6560000,False,,,0,,J. Gortman STEAL (1 STL),[1641789],1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
658,PT02M45.00S,2024-12-24T03:50:04.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,93.38042049934296,55.392156862745104,1610612742,127,98,2024-12-24T03:50:11Z,6570000,False,27.0,10.0,1,right,MISS N. Marshall running Layup,[1630230],1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
659,PT02M43.00S,2024-12-24T03:50:06.9Z,4,REGULAR,rebound,offensive,[],1641765,,,1610612742,127,98,2024-12-24T03:50:06Z,6580000,False,,,0,,O. Prosper REBOUND (Off:2 Def:2),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,658.0,4.0,2.0,2.0,,,,,,,,,,,,,,
660,PT02M40.00S,2024-12-24T03:50:09.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203939,90.3580814717477,96.56862745098039,1610612742,130,98,2024-12-24T03:50:13Z,6590000,False,233.0,38.0,1,right,D. Powell 3PT  (7 PTS) (O. Prosper 1 AST),"[203939, 1641765]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,Right Corner 3,24+ Right,23.59,Made,,,,,,7.0,O. Prosper,1641765.0,1.0,,,,,,,,,
662,PT02M22.00S,2024-12-24T03:50:27.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,6.915243101182654,54.41176470588235,1610612757,130,100,2024-12-24T03:50:32Z,6610000,False,-22.0,13.0,1,left,D. Banton driving Layup (3 PTS),[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,,3.0,,,,,,,,,,,,
663,PT02M06.00S,2024-12-24T03:50:43.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630556,80.50262812089356,59.80392156862745,1610612742,130,100,2024-12-24T03:50:50Z,6620000,False,49.0,131.0,1,right,MISS K. Edwards 13' driving floating Shot,[1630556],1610612742.0,DAL,driving floating,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),8-16 Center,13.97,Missed,,,,,,,,,,,,,,,,,,
664,PT02M02.00S,2024-12-24T03:50:47.2Z,4,REGULAR,rebound,offensive,[],203939,,,1610612742,130,100,2024-12-24T03:50:47Z,6630000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,663.0,2.0,1.0,1.0,,,,,,,,,,,,,,
665,PT01M56.00S,2024-12-24T03:50:52.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630556,88.51839684625493,4.6568627450980395,1610612742,130,100,2024-12-24T03:51:02Z,6640000,False,-227.0,55.0,1,right,MISS K. Edwards 3PT,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
666,PT01M51.00S,2024-12-24T03:50:57.8Z,4,REGULAR,rebound,defensive,[],1642270,,,1610612757,130,100,2024-12-24T03:51:02Z,6650000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,665.0,3.0,2.0,1.0,,,,,,,,,,,,,,
667,PT01M48.00S,2024-12-24T03:51:03.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203939,,,1610612757,130,100,2024-12-24T03:51:13Z,6660000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Rupert 2 FT),"[203939, 1641712]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Rupert,1641712.0,,
669,PT01M48.00S,2024-12-24T03:51:32.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1641712,,,1610612757,130,101,2024-12-24T03:51:32Z,6680000,False,,,0,,R. Rupert Free Throw 1 of 2 (3 PTS),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
670,PT01M48.00S,2024-12-24T03:51:48.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1641712,,,1610612757,130,102,2024-12-24T03:51:48Z,6690000,False,,,0,,R. Rupert Free Throw 2 of 2 (4 PTS),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
671,PT01M37.00S,2024-12-24T03:52:04.4Z,4,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612742,130,102,2024-12-24T03:52:26Z,6700000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Powell 2 FT),"[1642270, 203939]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Powell,203939.0,,
673,PT01M37.00S,2024-12-24T03:52:28.1Z,4,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,130,102,2024-12-24T03:52:57Z,6720000,False,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
674,PT01M37.00S,2024-12-24T03:52:28.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,130,102,2024-12-24T03:52:57Z,6730000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,673.0,,,,,,,,,,,,,,,,,
675,PT01M37.00S,2024-12-24T03:52:28.1Z,4,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,130,102,2024-12-24T03:52:57Z,6740000,False,,,0,,MISS D. Powell Free Throw 2 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
676,PT01M34.00S,2024-12-24T03:52:31.1Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612757,130,102,2024-12-24T03:52:57Z,6750000,False,,,0,,J. Walker REBOUND (Off:2 Def:3),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,675.0,5.0,3.0,2.0,,,,,,,,,,,,,,
677,PT01M24.00S,2024-12-24T03:52:55.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,7.440867279894875,56.86274509803921,1610612757,130,102,2024-12-24T03:53:14Z,6760000,False,-34.0,17.0,1,left,MISS K. Murray driving Layup,[1631200],1610612757.0,POR,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
679,PT01M22.00S,2024-12-24T03:52:57.6Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,130,102,2024-12-24T03:53:14Z,6780000,False,,,0,,D. Powell REBOUND (Off:1 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,677.0,3.0,2.0,1.0,,,,,,,,,,,,,,
680,PT01M13.00S,2024-12-24T03:53:07.3Z,4,REGULAR,3pt,Jump Shot,[],1630230,78.66294349540078,8.57843137254902,1610612742,130,102,2024-12-24T03:53:16Z,6790000,False,-207.0,148.0,1,right,MISS N. Marshall 25' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
681,PT01M13.00S,2024-12-24T03:53:07.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,130,102,2024-12-24T03:53:16Z,6800000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,680.0,,,,,,,,,,,,,,,,,
682,PT01M10.00S,2024-12-24T03:53:15.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631200,,,1610612742,130,102,2024-12-24T03:53:24Z,6810000,False,,,0,,K. Murray loose ball personal FOUL (4 PF) (Prosper 2 FT),"[1631200, 1641765]",1610612757.0,POR,loose ball,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,,1627534.0,,,,,,,,4.0,0.0,Prosper,1641765.0,,
684,PT01M10.00S,2024-12-24T03:53:46.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1641765,,,1610612742,131,102,2024-12-24T03:53:46Z,6830000,False,,,0,,O. Prosper Free Throw 1 of 2 (7 PTS),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
685,PT01M10.00S,2024-12-24T03:54:03.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1641765,,,1610612742,132,102,2024-12-24T03:54:03Z,6840000,False,,,0,,O. Prosper Free Throw 2 of 2 (8 PTS),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
687,PT00M55.50S,2024-12-24T03:54:34.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,6.783837056504599,47.30392156862745,1610612757,132,104,2024-12-24T03:54:51Z,6860000,False,13.0,11.0,1,left,J. Walker driving Layup (11 PTS) (K. Murray 1 AST),"[1631133, 1631200]",1610612757.0,POR,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,11.0,K. Murray,1631200.0,1.0,,,,,,,,,
689,PT00M55.50S,2024-12-24T03:54:39.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630556,,,1610612757,132,104,2024-12-24T03:54:46Z,6880000,False,,,0,,K. Edwards shooting personal FOUL (2 PF) (Walker 1 FT),"[1630556, 1631133]",1610612742.0,DAL,shooting,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,,2.0,0.0,Walker,1631133.0,,
691,PT00M55.50S,2024-12-24T03:54:56.4Z,4,REGULAR,freethrow,1 of 1,[],1631133,,,1610612757,132,104,2024-12-24T03:55:01Z,6900000,False,,,0,,MISS J. Walker Free Throw 1 of 1,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
692,PT00M53.80S,2024-12-24T03:54:58.1Z,4,REGULAR,rebound,defensive,[],1641765,,,1610612742,132,104,2024-12-24T03:55:01Z,6910000,False,,,0,,O. Prosper REBOUND (Off:2 Def:3),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,691.0,5.0,3.0,2.0,,,,,,,,,,,,,,
