actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
168,PT00M00.00S,2024-11-28T01:10:59.7Z,1,REGULAR,period,end,[],0,,,1610612742,28,15,2024-11-28T01:10:59Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-11-28T01:12:43.9Z,2,REGULAR,substitution,out,['startperiod'],1641789,,,1610612742,28,15,2024-11-28T01:14:21Z,1660000,False,,,0,,SUB out: J. Gortman,[1641789],1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-11-28T01:12:43.9Z,2,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,28,15,2024-11-28T01:14:21Z,1670000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-11-28T01:12:43.9Z,2,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,28,15,2024-11-28T01:14:21Z,1680000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-11-28T01:12:43.9Z,2,REGULAR,substitution,in,['startperiod'],1629656,,,1610612742,28,15,2024-11-28T01:14:21Z,1690000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-11-28T01:14:34.8Z,2,REGULAR,period,start,[],0,,,1610612752,28,15,2024-11-28T01:14:34Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M47.00S,2024-11-28T01:14:47.2Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612752,28,15,2024-11-28T01:14:51Z,1710000,False,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 1629023]",1610612752.0,NYK,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Washington,1629023.0,,,,,,,,,,
175,PT11M47.00S,2024-11-28T01:14:47.2Z,2,REGULAR,steal,,[],1629023,,,1610612742,28,15,2024-11-28T01:20:54Z,1720000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
176,PT11M39.00S,2024-11-28T01:14:54.7Z,2,REGULAR,turnover,lost ball,[],1629023,,,1610612742,28,15,2024-11-28T01:14:59Z,1730000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1630540]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,McBride,1630540.0,,,,,,,,,,
177,PT11M39.00S,2024-11-28T01:14:54.7Z,2,REGULAR,steal,,[],1630540,,,1610612752,28,15,2024-11-28T01:14:56Z,1740000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT11M35.00S,2024-11-28T01:14:59.7Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628969,26.62614980289093,18.627450980392158,1610612752,28,18,2024-11-28T01:19:19Z,1750000,False,157.0,198.0,1,left,M. Bridges 25' 3PT running (7 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.25,Made,,,,,7.0,,,,J. Hart,1628404.0,1.0,,,,,,,
180,PT11M23.00S,2024-11-28T01:15:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,91.80354796320631,56.372549019607845,1610612742,30,18,2024-11-28T01:15:13Z,1770000,False,32.0,25.0,1,right,S. Dinwiddie driving Layup (6 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,4.02,Made,,,,,6.0,,,,,,,,,,,,,
181,PT11M02.00S,2024-11-28T01:15:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,15.062417871222076,47.05882352941176,1610612752,30,18,2024-11-28T01:15:37Z,1780000,False,15.0,89.0,1,left,MISS M. Bridges 9' turnaround fadeaway Shot,[1628969],1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,9.03,Missed,,,,,,,,,,,,,,,,,,
182,PT10M59.00S,2024-11-28T01:15:34.5Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,30,18,2024-11-28T01:15:37Z,1790000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,
183,PT10M54.00S,2024-11-28T01:15:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,91.5407358738502,53.92156862745098,1610612742,30,18,2024-11-28T01:15:47Z,1800000,False,20.0,27.0,1,right,MISS J. Hardy driving Layup,[1630702],1610612742.0,DAL,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
184,PT10M50.00S,2024-11-28T01:15:44.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,30,18,2024-11-28T01:15:47Z,1810000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,183.0,6.0,6.0,0.0,,,,,,,,,,,,,,
185,PT10M38.00S,2024-11-28T01:15:56.5Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612752,30,18,2024-11-28T01:16:04Z,1820000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Towns 2 FT),"[203939, 1626157]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,,,1.0,0.0,Towns,1626157.0
187,PT10M38.00S,2024-11-28T01:16:27.5Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,30,19,2024-11-28T01:16:27Z,1840000,False,,,0,,K. Towns Free Throw 1 of 2 (5 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
188,PT10M38.00S,2024-11-28T01:16:47.6Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,30,20,2024-11-28T01:16:47Z,1850000,False,,,0,,K. Towns Free Throw 2 of 2 (6 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
189,PT10M24.00S,2024-11-28T01:17:02.2Z,2,REGULAR,3pt,Jump Shot,[],1629656,67.88764783180025,58.57843137254902,1610612742,33,20,2024-11-28T01:23:45Z,1860000,False,43.0,249.0,1,right,Q. Grimes 25' 3PT pullup (6 PTS) (S. Dinwiddie 4 AST),"[1629656, 203915]",1610612742.0,DAL,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,25.31,Made,,,,,6.0,,,,S. Dinwiddie,203915.0,4.0,,,,,,,
191,PT10M06.00S,2024-11-28T01:17:20.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,9.411957950065702,39.21568627450981,1610612752,33,20,2024-11-28T01:17:32Z,1880000,False,54.0,36.0,1,left,MISS K. Towns 6' turnaround bank Hook,[1626157],1610612752.0,NYK,turnaround bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
192,PT10M04.00S,2024-11-28T01:17:22.0Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612742,33,20,2024-11-28T01:17:25Z,1890000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,,,
193,PT09M57.00S,2024-11-28T01:17:31.0Z,2,REGULAR,foul,personal,[],1628404,,,1610612742,33,20,2024-11-28T01:18:07Z,1900000,False,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1629023]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Washington,1629023.0
195,PT09M57.00S,2024-11-28T01:17:36.4Z,2,REGULAR,substitution,out,[],1628969,,,1610612742,33,20,2024-11-28T01:17:42Z,1920000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M57.00S,2024-11-28T01:17:36.4Z,2,REGULAR,substitution,in,[],1628384,,,1610612742,33,20,2024-11-28T01:17:42Z,1930000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M47.00S,2024-11-28T01:18:05.8Z,2,REGULAR,3pt,Jump Shot,[],1629023,95.87713534822602,95.09803921568627,1610612742,36,20,2024-11-28T01:18:10Z,1940000,False,225.0,-14.0,1,right,P. Washington 3PT  (7 PTS) (S. Dinwiddie 5 AST),"[1629023, 203915]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,22.59,Made,,,,,7.0,,,,S. Dinwiddie,203915.0,5.0,,,,,,,
199,PT09M33.00S,2024-11-28T01:18:20.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628404,12.171484888304862,39.950980392156865,1610612752,36,20,2024-11-28T01:24:46Z,1960000,False,50.0,62.0,1,left,MISS J. Hart 7' driving bank Hook,[1628404],1610612752.0,NYK,driving bank,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,7.97,Missed,,,,,,,,,,,,,,,,,,
200,PT09M31.00S,2024-11-28T01:18:22.2Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,36,20,2024-11-28T01:18:27Z,1970000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
201,PT09M28.00S,2024-11-28T01:18:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,93.51182654402102,50.98039215686274,1610612742,38,20,2024-11-28T01:18:33Z,1980000,False,5.0,8.0,1,right,Q. Grimes running finger roll Layup (8 PTS) (S. Dinwiddie 6 AST),"[1629656, 203915]",1610612742.0,DAL,running finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,8.0,,,,S. Dinwiddie,203915.0,6.0,,,,,,,
203,PT09M21.00S,2024-11-28T01:18:35.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,38,20,2024-11-28T01:18:35Z,2000000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M13.00S,2024-11-28T01:22:15.6Z,2,REGULAR,foul,personal,[],203915,,,1610612752,38,20,2024-11-28T01:22:26Z,2010000,False,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1626157]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Towns,1626157.0
206,PT09M05.00S,2024-11-28T01:22:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,19.267411300919843,49.50980392156863,1610612752,38,20,2024-11-28T01:22:46Z,2030000,False,2.0,129.0,1,left,MISS J. Hart 12' driving floating Shot,[1628404],1610612752.0,NYK,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,12.86,Missed,,,,,,,,,,,,,,,,,,
207,PT09M00.00S,2024-11-28T01:22:46.3Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,38,20,2024-11-28T01:22:46Z,2040000,False,,,0,,K. Towns REBOUND (Off:1 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,206.0,7.0,6.0,1.0,,,,,,,,,,,,,,
208,PT09M00.00S,2024-11-28T01:22:45.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,5.590000152587891,50.0,1610612752,38,22,2024-11-28T01:22:45Z,2050000,False,0.0,0.0,1,left,K. Towns tip Layup (8 PTS),[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,8.0,,,,,,,,,,,,,
209,PT08M44.00S,2024-11-28T01:23:01.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,88.91261498028909,39.705882352941174,1610612742,38,22,2024-11-28T01:23:09Z,2060000,False,-51.0,52.0,1,right,MISS P. Washington 7' turnaround Shot,[1629023],1610612742.0,DAL,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
210,PT08M43.00S,2024-11-28T01:23:03.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,38,22,2024-11-28T01:23:03Z,2070000,False,,,0,,K. Towns REBOUND (Off:1 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,209.0,8.0,7.0,1.0,,,,,,,,,,,,,,
211,PT08M34.00S,2024-11-28T01:23:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.044678055190539,45.52696078431372,1610612752,38,22,2024-11-28T01:47:40Z,2080000,False,22.0,4.0,1,left,MISS K. Towns driving finger roll Layup - blocked,"[1626157, 203939]",1610612752.0,NYK,driving finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,Powell,203939.0,,,,
212,PT08M34.00S,2024-11-28T01:23:11.5Z,2,REGULAR,block,,[],203939,,,1610612752,38,22,2024-11-28T01:23:13Z,2090000,False,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
213,PT08M31.00S,2024-11-28T01:23:14.5Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,38,22,2024-11-28T01:23:23Z,2100000,False,,,0,,P. Washington REBOUND (Off:0 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,211.0,6.0,6.0,0.0,,,,,,,,,,,,,,
214,PT08M26.00S,2024-11-28T01:23:21.2Z,2,REGULAR,turnover,out-of-bounds,[],1630702,,,1610612742,38,22,2024-11-28T01:31:07Z,2110000,False,,,0,,J. Hardy lost ball out-of-bounds TURNOVER (1 TO),[1630702],1610612742.0,DAL,lost ball,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,,,,,,,,1.0,,,,,,203591.0,,,,,,
215,PT08M26.00S,2024-11-28T01:23:26.8Z,2,REGULAR,substitution,out,[],203915,,,1610612752,38,22,2024-11-28T01:23:33Z,2120000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M26.00S,2024-11-28T01:23:26.8Z,2,REGULAR,substitution,in,[],202681,,,1610612752,38,22,2024-11-28T01:23:33Z,2130000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M10.00S,2024-11-28T01:23:56.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,4.5499342969776615,94.85294117647058,1610612752,38,22,2024-11-28T01:24:03Z,2140000,False,-224.0,-10.0,1,left,MISS O. Anunoby step back 3PT,[1628384],1610612752.0,NYK,step back,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
218,PT08M07.00S,2024-11-28T01:23:59.8Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,38,22,2024-11-28T01:31:53Z,2150000,False,,,0,,K. Irving REBOUND (Off:1 Def:3),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,217.0,4.0,3.0,1.0,,,,,,,,,,,,,,
219,PT08M03.00S,2024-11-28T01:24:03.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,92.46057818659659,51.225490196078425,1610612742,40,22,2024-11-28T01:24:07Z,2160000,False,6.0,18.0,1,right,K. Irving running finger roll Layup (7 PTS),[202681],1610612742.0,DAL,running finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,7.0,,,,,,,,,,,,,
220,PT07M59.00S,2024-11-28T01:24:07.0Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612752,40,22,2024-11-28T01:24:15Z,2170000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 203939]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,Powell,203939.0,,,,,,,,,,
221,PT07M59.00S,2024-11-28T01:24:07.0Z,2,REGULAR,steal,,[],203939,,,1610612742,40,22,2024-11-28T01:24:08Z,2180000,False,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
222,PT07M39.00S,2024-11-28T01:24:28.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630702,88.38699080157687,41.911764705882355,1610612742,40,22,2024-11-28T01:24:33Z,2190000,False,-40.0,57.0,1,right,MISS J. Hardy 6' driving floating Shot - blocked,"[1630702, 1630540]",1610612742.0,DAL,driving floating,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,McBride,1630540.0,,,,
223,PT07M39.00S,2024-11-28T01:24:28.2Z,2,REGULAR,block,,[],1630540,,,1610612742,40,22,2024-11-28T01:24:30Z,2200000,False,,,0,,M. McBride BLOCK (1 BLK),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT07M35.00S,2024-11-28T01:24:32.2Z,2,REGULAR,rebound,offensive,[],1629656,,,1610612742,40,22,2024-11-28T01:24:33Z,2210000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,222.0,3.0,2.0,1.0,,,,,,,,,,,,,,
225,PT07M34.00S,2024-11-28T01:24:31.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629656,86.72798948751642,2.228860294117647,1610612742,40,22,2024-11-28T01:24:40Z,2220000,False,-239.0,72.0,1,right,MISS Q. Grimes 24' 3PT,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,24.96,Missed,,,,,,,,,,,,,,,,,,
226,PT07M34.00S,2024-11-28T01:24:31.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,40,22,2024-11-28T01:24:40Z,2230000,False,,,0,,K. Towns REBOUND (Off:1 Def:8),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,225.0,9.0,8.0,1.0,,,,,,,,,,,,,,
227,PT07M29.00S,2024-11-28T01:24:37.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,5.863994743758213,49.754901960784316,1610612752,40,22,2024-11-28T01:24:46Z,2240000,False,1.0,3.0,1,left,MISS O. Anunoby alley-oop DUNK,[1628384],1610612752.0,NYK,alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.29,Missed,,,,,,,,,,,,,,,,,,
228,PT07M27.00S,2024-11-28T01:24:39.0Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,40,22,2024-11-28T01:24:46Z,2250000,False,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,,,
229,PT07M26.00S,2024-11-28T01:24:44.7Z,2,REGULAR,turnover,traveling,[],1629023,,,1610612742,40,22,2024-11-28T01:24:50Z,2260000,False,,,0,,P. Washington traveling TURNOVER (2 TO),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,2002.0,,,,,,
230,PT07M26.00S,2024-11-28T01:24:48.3Z,2,REGULAR,substitution,out,[],1630702,,,1610612752,40,22,2024-11-28T01:25:09Z,2270000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M26.00S,2024-11-28T01:24:48.3Z,2,REGULAR,substitution,out,[],1629023,,,1610612752,40,22,2024-11-28T01:25:09Z,2280000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M26.00S,2024-11-28T01:24:48.3Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,40,22,2024-11-28T01:25:09Z,2290000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M26.00S,2024-11-28T01:24:48.3Z,2,REGULAR,substitution,in,[],1628467,,,1610612752,40,22,2024-11-28T01:25:09Z,2300000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M26.00S,2024-11-28T01:24:48.3Z,2,REGULAR,substitution,in,[],1630230,,,1610612752,40,22,2024-11-28T01:25:09Z,2310000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M26.00S,2024-11-28T01:24:48.3Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,40,22,2024-11-28T01:25:09Z,2320000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M13.00S,2024-11-28T01:25:18.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626157,17.427726675427067,53.431372549019606,1610612752,40,22,2024-11-28T01:34:07Z,2330000,False,-17.0,111.0,1,left,MISS K. Towns 11' driving Hook,[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,11.26,Missed,,,,,,,,,,,,,,,,,,
237,PT07M09.00S,2024-11-28T01:25:22.3Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612742,40,22,2024-11-28T01:25:23Z,2340000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:3),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,236.0,4.0,3.0,1.0,,,,,,,,,,,,,,
238,PT07M05.00S,2024-11-28T01:25:25.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,70.90998685939553,82.59803921568627,1610612742,43,22,2024-11-28T01:25:32Z,2350000,False,163.0,221.0,1,right,K. Irving 27' 3PT running pullup (10 PTS),[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,27.45,Made,,,,,10.0,,,,,,,,,,,,,
239,PT06M39.00S,2024-11-28T01:25:53.5Z,2,REGULAR,foul,offensive,[],1626157,,,1610612752,43,22,2024-11-28T01:26:00Z,2360000,False,,,0,,K. Towns charge offensive FOUL (3 PF),"[1626157, 1629656]",1610612752.0,NYK,charge,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2002.0,,,3.0,0.0,Grimes,1629656.0
241,PT06M39.00S,2024-11-28T01:25:53.5Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,43,22,2024-11-28T01:25:53Z,2380000,False,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,2002.0,,,,,,
242,PT06M39.00S,2024-11-28T01:26:01.5Z,2,REGULAR,substitution,out,[],1626157,,,1610612742,43,22,2024-11-28T01:26:03Z,2390000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M39.00S,2024-11-28T01:26:01.5Z,2,REGULAR,substitution,in,[],1630579,,,1610612742,43,22,2024-11-28T01:26:03Z,2400000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M25.00S,2024-11-28T01:26:33.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,80.50262812089356,8.333333333333332,1610612742,46,22,2024-11-28T01:26:39Z,2410000,False,-208.0,131.0,1,right,N. Marshall 24' 3PT  (10 PTS) (Q. Grimes 1 AST),"[1630230, 1629656]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,24.6,Made,,,,,10.0,,,,Q. Grimes,1629656.0,1.0,,,,,,,
246,PT06M16.00S,2024-11-28T01:26:44.2Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612752,46,22,2024-11-28T01:26:49Z,2430000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Anunoby 2 FT),"[203939, 1628384]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,,,2.0,0.0,Anunoby,1628384.0
248,PT06M16.00S,2024-11-28T01:27:11.9Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,46,23,2024-11-28T01:27:11Z,2450000,False,,,0,,O. Anunoby Free Throw 1 of 2 (1 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
