actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
171,PT09M35.00S,2025-03-09T20:11:52.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,6.915243101182654,44.36274509803921,1610612742,28,41,2025-03-09T20:12:08Z,1690000,False,28.0,13.0,1,left,K. Edwards Layup (5 PTS) (B. Williams 2 AST),"[1630556, 1630314]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,3.08,Made,,,,,,,5.0,B. Williams,1630314.0,2.0,,
173,PT09M21.00S,2025-03-09T20:12:06.5Z,2,REGULAR,3pt,Jump Shot,[],1628960,93.9060446780552,96.07843137254902,1610612756,28,41,2025-03-09T20:12:11Z,1710000,False,230.0,5.0,1,right,MISS G. Allen 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,,,,,,,23.04,Missed,,,,,,,,,,,,
174,PT09M21.00S,2025-03-09T20:12:06.5Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,28,41,2025-03-09T20:12:11Z,1720000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,,,,173.0,2.0,2.0,0.0,,,,,,,,
175,PT09M09.00S,2025-03-09T20:12:19.2Z,2,REGULAR,2pt,Jump Shot,[],202691,21.681997371879106,57.23039215686274,1610612742,28,41,2025-03-09T20:12:25Z,1730000,False,-36.0,151.0,1,left,MISS K. Thompson 15' driving floating Shot,[202691],1610612742.0,DAL,driving floating,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,,,,,,,15.56,Missed,,,,,,,,,,,,
176,PT09M05.00S,2025-03-09T20:12:23.2Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,28,41,2025-03-09T20:12:25Z,1740000,False,,,0,,N. Richards REBOUND (Off:0 Def:4),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Center,,,,,,,,,175.0,4.0,4.0,0.0,,,,,,,,
178,PT08M57.00S,2025-03-09T20:12:34.0Z,2,REGULAR,substitution,out,[],202691,,,1610612756,28,41,2025-03-09T20:12:44Z,1760000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M57.00S,2025-03-09T20:12:34.0Z,2,REGULAR,substitution,in,[],1631108,,,1610612756,28,41,2025-03-09T20:12:44Z,1770000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M48.00S,2025-03-09T20:13:05.1Z,2,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612756,28,41,2025-03-09T20:13:12Z,1780000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Richards 2 FT),"[1630230, 1630208]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,202041.0,1.0,0.0,Richards,1630208.0,,,,,,,,,,,,,,,
182,PT08M48.00S,2025-03-09T20:13:38.8Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612756,28,42,2025-03-09T20:13:38Z,1800000,False,,,0,,N. Richards Free Throw 1 of 2 (7 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,Made,,,,,,,7.0,,,,,
183,PT08M48.00S,2025-03-09T20:13:58.1Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612756,28,43,2025-03-09T20:13:58Z,1810000,False,,,0,,N. Richards Free Throw 2 of 2 (8 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,Made,,,,,,,8.0,,,,,
184,PT08M32.00S,2025-03-09T20:14:17.2Z,2,REGULAR,3pt,Jump Shot,[],1630556,16.770696452036795,4.411764705882353,1610612742,31,43,2025-03-09T20:14:21Z,1820000,False,228.0,105.0,1,left,K. Edwards 25' 3PT  (8 PTS) (N. Marshall 6 AST),"[1630556, 1630230]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,25.1,Made,,,,,,,8.0,N. Marshall,1630230.0,6.0,,
186,PT08M13.00S,2025-03-09T20:14:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.46057818659659,48.28431372549019,1610612756,31,45,2025-03-09T20:14:40Z,1840000,False,-9.0,18.0,1,right,D. Booker driving finger roll Layup (6 PTS),[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,2.03,Made,,,,,,,6.0,,,,,
187,PT08M05.00S,2025-03-09T20:14:43.8Z,2,REGULAR,3pt,Jump Shot,[],1630556,31.882391590013142,64.70588235294117,1610612742,31,45,2025-03-09T20:19:21Z,1850000,False,-74.0,247.0,1,left,MISS K. Edwards 25' 3PT,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,25.79,Missed,,,,,,,,,,,,
188,PT08M02.00S,2025-03-09T20:14:46.8Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,31,45,2025-03-09T20:14:49Z,1860000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,
189,PT07M59.00S,2025-03-09T20:14:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628960,93.9060446780552,46.32352941176471,1610612756,31,45,2025-03-09T20:19:54Z,1870000,False,-18.0,5.0,1,right,MISS G. Allen running Layup,[1628960],1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,1.9,Missed,,,,,,,,,,,,
190,PT07M54.00S,2025-03-09T20:14:57.1Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612756,31,45,2025-03-09T20:15:05Z,1880000,False,,,0,,N. Richards REBOUND (Off:1 Def:4),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,189.0,5.0,4.0,1.0,,,,,,,,
191,PT07M52.00S,2025-03-09T20:14:56.5Z,2,REGULAR,turnover,lost ball,[],1630208,,,1610612756,31,45,2025-03-09T20:15:07Z,1890000,False,,,0,,N. Richards lost ball TURNOVER (2 TO),"[1630208, 1630314]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,2.0,,,,,,,Williams,1630314.0,,,,,,
192,PT07M52.00S,2025-03-09T20:14:56.5Z,2,REGULAR,steal,,[],1630314,,,1610612742,31,45,2025-03-09T20:14:57Z,1900000,False,,,0,,B. Williams STEAL (3 STL),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
193,PT07M48.00S,2025-03-09T20:15:00.2Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203915,19.530223390275953,93.87254901960785,1610612742,31,45,2025-03-09T20:20:24Z,1910000,False,-219.0,131.0,1,left,MISS S. Dinwiddie 25' running 3PT,[203915],1610612742.0,DAL,running,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,,25.56,Missed,,,,,,,,,,,,
194,PT07M45.00S,2025-03-09T20:15:03.2Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,31,45,2025-03-09T20:20:24Z,1920000,False,,,0,,N. Richards REBOUND (Off:1 Def:5),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,193.0,6.0,5.0,1.0,,,,,,,,
195,PT07M34.00S,2025-03-09T20:15:15.2Z,2,REGULAR,3pt,Jump Shot,[],1628960,76.69185282522996,12.254901960784313,1610612756,31,45,2025-03-09T20:15:22Z,1930000,False,-189.0,167.0,1,right,MISS G. Allen 25' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,25.17,Missed,,,,,,,,,,,,
196,PT07M31.00S,2025-03-09T20:15:18.2Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612742,31,45,2025-03-09T20:15:22Z,1940000,False,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,
197,PT07M12.00S,2025-03-09T20:15:36.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,7.178055190538765,51.225490196078425,1610612742,33,45,2025-03-09T20:15:39Z,1950000,False,-6.0,15.0,1,left,N. Marshall driving Layup (4 PTS) (M. Christie 1 AST),"[1630230, 1631108]",1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,1.62,Made,,,,,,,4.0,M. Christie,1631108.0,1.0,,
198,PT06M58.00S,2025-03-09T20:15:50.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.2910643889619,54.65686274509803,1610612756,33,45,2025-03-09T20:21:17Z,1960000,False,23.0,123.0,1,right,MISS D. Booker 12' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.56,Missed,,,,,,,,,,,,
199,PT06M56.00S,2025-03-09T20:15:52.2Z,2,REGULAR,rebound,defensive,[],1630314,,,1610612742,33,45,2025-03-09T20:15:56Z,1970000,False,,,0,,B. Williams REBOUND (Off:0 Def:3),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,
200,PT06M53.00S,2025-03-09T20:15:57.3Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612742,33,45,2025-03-09T20:16:11Z,1980000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Williams 2 FT),"[1626220, 1630314]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,1627962.0,1.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,
202,PT06M53.00S,2025-03-09T20:16:10.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,33,45,2025-03-09T20:16:10Z,2000000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M53.00S,2025-03-09T20:16:14.8Z,2,REGULAR,substitution,out,[],203915,,,1610612742,33,45,2025-03-09T20:19:37Z,2010000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M53.00S,2025-03-09T20:16:14.8Z,2,REGULAR,substitution,out,[],1626220,,,1610612742,33,45,2025-03-09T20:19:37Z,2020000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M53.00S,2025-03-09T20:16:14.8Z,2,REGULAR,substitution,out,[],1626145,,,1610612742,33,45,2025-03-09T20:19:37Z,2030000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M53.00S,2025-03-09T20:16:14.8Z,2,REGULAR,substitution,in,[],1628997,,,1610612742,33,45,2025-03-09T20:19:37Z,2040000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M53.00S,2025-03-09T20:16:14.8Z,2,REGULAR,substitution,in,[],201142,,,1610612742,33,45,2025-03-09T20:19:37Z,2050000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M53.00S,2025-03-09T20:16:14.8Z,2,REGULAR,substitution,in,[],203078,,,1610612742,33,45,2025-03-09T20:19:37Z,2060000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M53.00S,2025-03-09T20:19:59.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630314,,,1610612742,34,45,2025-03-09T20:19:59Z,2070000,False,,,0,,B. Williams Free Throw 1 of 2 (10 PTS),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,Made,,,,,,,10.0,,,,,
210,PT06M53.00S,2025-03-09T20:20:16.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630314,,,1610612742,35,45,2025-03-09T20:20:16Z,2080000,False,,,0,,B. Williams Free Throw 2 of 2 (11 PTS),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,Made,,,,,,,11.0,,,,,
211,PT06M35.00S,2025-03-09T20:20:37.2Z,2,REGULAR,2pt,Jump Shot,[],201142,90.3580814717477,79.65686274509804,1610612756,35,47,2025-03-09T20:22:10Z,2090000,False,148.0,38.0,1,right,K. Durant 15' pullup Jump Shot (7 PTS) (G. Allen 2 AST),"[201142, 1628960]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,15.31,Made,,,,,,,7.0,G. Allen,1628960.0,2.0,,
213,PT06M16.00S,2025-03-09T20:20:54.9Z,2,REGULAR,3pt,Jump Shot,[],1631108,26.62614980289093,81.86274509803921,1610612742,38,47,2025-03-09T20:21:01Z,2110000,False,-159.0,198.0,1,left,M. Christie 25' 3PT  (6 PTS) (K. Edwards 1 AST),"[1631108, 1630556]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,25.4,Made,,,,,,,6.0,K. Edwards,1630556.0,1.0,,
215,PT05M56.00S,2025-03-09T20:21:15.3Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612756,38,47,2025-03-09T20:21:37Z,2130000,False,,,0,,K. Durant bad pass TURNOVER (4 TO),"[201142, 1630230]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.0,,,,,,,Marshall,1630230.0,,,,,,
216,PT05M56.00S,2025-03-09T20:21:15.3Z,2,REGULAR,steal,,[],1630230,,,1610612742,38,47,2025-03-09T20:22:17Z,2140000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT05M51.00S,2025-03-09T20:21:20.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,7.440867279894875,51.225490196078425,1610612742,40,47,2025-03-09T20:21:50Z,2150000,False,-6.0,17.0,1,left,C. Martin running Layup (2 PTS) (B. Williams 3 AST),"[1628997, 1630314]",1610612742.0,DAL,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,1.84,Made,,,,,,,2.0,B. Williams,1630314.0,3.0,,
219,PT05M51.00S,2025-03-09T20:21:27.6Z,2,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612742,40,47,2025-03-09T20:21:49Z,2170000,False,,,0,,N. Richards shooting personal FOUL (3 PF) (Martin 1 FT),"[1630208, 1628997]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,202041.0,3.0,0.0,Martin,1628997.0,,,,,,,,,,,,,,,
221,PT05M51.00S,2025-03-09T20:21:35.9Z,2,REGULAR,substitution,out,[],1630556,,,1610612742,40,47,2025-03-09T20:22:17Z,2190000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M51.00S,2025-03-09T20:21:35.9Z,2,REGULAR,substitution,out,[],1630208,,,1610612742,40,47,2025-03-09T20:22:17Z,2200000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M51.00S,2025-03-09T20:21:35.9Z,2,REGULAR,substitution,in,[],203957,,,1610612742,40,47,2025-03-09T20:22:17Z,2210000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M51.00S,2025-03-09T20:21:35.9Z,2,REGULAR,substitution,in,[],203486,,,1610612742,40,47,2025-03-09T20:22:17Z,2220000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M51.00S,2025-03-09T20:22:05.6Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628997,,,1610612742,41,47,2025-03-09T20:22:05Z,2230000,False,,,0,,C. Martin Free Throw 1 of 1 (3 PTS),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,Made,,,,,,,3.0,,,,,
226,PT05M30.00S,2025-03-09T20:22:29.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,86.81011826544021,43.627450980392155,1610612756,41,49,2025-03-09T20:22:33Z,2240000,False,-32.0,71.0,1,right,B. Beal 7' fadeaway Jump Shot (7 PTS),[203078],1610612756.0,PHX,fadeaway,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.83,Made,,,,,,,7.0,,,,,
227,PT05M10.00S,2025-03-09T20:22:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,9.280551905387648,46.81372549019608,1610612742,43,49,2025-03-09T20:22:52Z,2250000,False,16.0,35.0,1,left,N. Marshall driving Layup (6 PTS) (M. Christie 2 AST),"[1630230, 1631108]",1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,3.82,Made,,,,,,,6.0,M. Christie,1631108.0,2.0,,
229,PT04M49.00S,2025-03-09T20:23:08.8Z,2,REGULAR,3pt,Jump Shot,[],203078,89.96386333771353,95.34313725490196,1610612756,43,49,2025-03-09T20:23:14Z,2270000,False,227.0,42.0,1,right,MISS B. Beal 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,,,,,23.05,Missed,,,,,,,,,,,,
230,PT04M46.00S,2025-03-09T20:23:11.8Z,2,REGULAR,rebound,defensive,[],1630314,,,1610612742,43,49,2025-03-09T20:23:14Z,2280000,False,,,0,,B. Williams REBOUND (Off:0 Def:4),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,229.0,4.0,4.0,0.0,,,,,,,,
231,PT04M35.00S,2025-03-09T20:23:23.5Z,2,REGULAR,3pt,Jump Shot,[],1630314,28.07161629434954,20.34313725490196,1610612742,43,49,2025-03-09T20:23:27Z,2290000,False,148.0,211.0,1,left,MISS B. Williams 25' 3PT,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,25.82,Missed,,,,,,,,,,,,
232,PT04M31.00S,2025-03-09T20:23:27.5Z,2,REGULAR,rebound,defensive,[],203486,,,1610612756,43,49,2025-03-09T20:23:27Z,2300000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,231.0,4.0,3.0,1.0,,,,,,,,
233,PT04M17.00S,2025-03-09T20:23:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,93.38042049934296,57.35294117647059,1610612756,43,51,2025-03-09T20:23:44Z,2310000,False,37.0,10.0,1,right,K. Durant driving Layup (9 PTS) (B. Beal 2 AST),"[201142, 203078]",1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,3.81,Made,,,,,,,9.0,B. Beal,203078.0,2.0,,
235,PT04M03.00S,2025-03-09T20:23:56.1Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612742,43,51,2025-03-09T20:24:05Z,2330000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Marshall 2 FT),"[203486, 1630230]",1610612756.0,PHX,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,1629178.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
237,PT04M03.00S,2025-03-09T20:24:23.3Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,44,51,2025-03-09T20:24:23Z,2350000,False,,,0,,N. Marshall Free Throw 1 of 2 (7 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,Made,,,,,,,7.0,,,,,
238,PT04M03.00S,2025-03-09T20:24:24.2Z,2,REGULAR,substitution,out,[],1628960,,,1610612742,44,51,2025-03-09T20:24:30Z,2360000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M03.00S,2025-03-09T20:24:24.2Z,2,REGULAR,substitution,in,[],1626220,,,1610612742,44,51,2025-03-09T20:24:30Z,2370000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M03.00S,2025-03-09T20:24:43.8Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,45,51,2025-03-09T20:24:43Z,2380000,False,,,0,,N. Marshall Free Throw 2 of 2 (8 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,Made,,,,,,,8.0,,,,,
241,PT03M39.00S,2025-03-09T20:25:13.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612756,45,51,2025-03-09T20:25:35Z,2390000,False,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,202041.0,,,,,,,,,,,,,,,,,,,
242,PT03M39.00S,2025-03-09T20:25:18.6Z,2,REGULAR,substitution,out,[],1630230,,,1610612742,45,51,2025-03-09T20:25:32Z,2400000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT03M39.00S,2025-03-09T20:25:18.6Z,2,REGULAR,substitution,in,[],1630556,,,1610612742,45,51,2025-03-09T20:25:32Z,2410000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M29.00S,2025-03-09T20:25:44.6Z,2,REGULAR,turnover,palming,[],1628997,,,1610612742,45,51,2025-03-09T20:25:54Z,2420000,False,,,0,,C. Martin palming TURNOVER (1 TO),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,1629178.0,,,,,1.0,,,,,,,,,,,,,,
245,PT03M29.00S,2025-03-09T20:25:56.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,45,51,2025-03-09T20:25:56Z,2430000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M29.00S,2025-03-09T20:27:19.5Z,2,REGULAR,substitution,out,[],1630314,,,1610612756,45,51,2025-03-09T20:28:56Z,2440000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M29.00S,2025-03-09T20:27:19.5Z,2,REGULAR,substitution,out,[],1626164,,,1610612756,45,51,2025-03-09T20:28:56Z,2450000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M29.00S,2025-03-09T20:27:19.5Z,2,REGULAR,substitution,in,[],202691,,,1610612756,45,51,2025-03-09T20:28:56Z,2460000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M29.00S,2025-03-09T20:27:19.5Z,2,REGULAR,substitution,in,[],1628960,,,1610612756,45,51,2025-03-09T20:28:56Z,2470000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M15.00S,2025-03-09T20:29:35.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,93.11760840998686,52.450980392156865,1610612756,45,53,2025-03-09T20:29:58Z,2480000,False,12.0,12.0,1,right,G. Allen driving reverse Layup (7 PTS) (B. Beal 3 AST),"[1628960, 203078]",1610612756.0,PHX,driving reverse,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,1.73,Made,,,,,,,7.0,B. Beal,203078.0,3.0,,
252,PT03M00.00S,2025-03-09T20:29:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203957,17.296320630749015,60.049019607843135,1610612742,47,53,2025-03-09T20:29:55Z,2500000,False,-50.0,110.0,1,left,D. Exum 12' pullup Jump Shot (2 PTS) (K. Thompson 1 AST),"[203957, 202691]",1610612742.0,DAL,pullup,,,Exum,D. Exum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.1,Made,,,,,,,2.0,K. Thompson,202691.0,1.0,,
254,PT02M37.00S,2025-03-09T20:30:12.9Z,2,REGULAR,turnover,bad pass,[],1628960,,,1610612756,47,53,2025-03-09T20:31:30Z,2520000,False,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1628997]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,1.0,,,,,,,Martin,1628997.0,,,,,,
255,PT02M37.00S,2025-03-09T20:30:12.9Z,2,REGULAR,steal,,[],1628997,,,1610612742,47,53,2025-03-09T20:30:14Z,2530000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
