actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
179,PT09M21.00S,2024-03-26T03:15:39.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.276609724047319,51.71568627450981,1610612746,42,40,2024-03-26T03:15:46Z,1760000,False,-9.0,16.0,1,left,N. Powell driving Layup (10 PTS) (R. Westbrook 4 AST),"[1626181, 201566]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,1.81,Made,10.0,Powell,N. Powell,R. Westbrook,201566.0,4.0,,,,,,,,,,,,,
181,PT09M13.00S,2024-03-26T03:15:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.55913272010513,49.01960784313726,1610612754,42,42,2024-03-26T03:16:24Z,1780000,False,-5.0,17.0,1,right,T. McConnell driving Layup (10 PTS),[204456],1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,1.81,Made,10.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,
182,PT08M57.00S,2024-03-26T03:16:04.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,10.82457293035479,47.549019607843135,1610612746,42,42,2024-03-26T03:16:08Z,1790000,False,12.0,49.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612746.0,LAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,,5.08,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
183,PT08M55.00S,2024-03-26T03:16:06.1Z,2,REGULAR,rebound,offensive,[],1629599,,,1610612746,42,42,2024-03-26T03:16:06Z,1800000,False,,,0,,A. Coffey REBOUND (Off:1 Def:1),[1629599],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Coffey,A. Coffey,,,,182.0,2.0,1.0,1.0,,,,,,,,,
184,PT08M49.00S,2024-03-26T03:16:12.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,8.327858081471746,50.49019607843137,1610612746,44,42,2024-03-26T03:16:16Z,1810000,False,-2.0,26.0,1,left,R. Westbrook cutting Layup (6 PTS) (J. Harden 3 AST),"[201566, 201935]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,,2.59,Made,6.0,Westbrook,R. Westbrook,J. Harden,201935.0,3.0,,,,,,,,,,,,,
186,PT08M35.00S,2024-03-26T03:16:28.1Z,2,REGULAR,foul,offensive,[],1627783,,,1610612754,44,42,2024-03-26T03:16:38Z,1830000,False,,,0,,P. Siakam charge offensive FOUL (1 PF),"[1627783, 202331]",1610612754.0,IND,charge,,,,,,Mid-Range,16-24 Left Center,1148.0,,,,Siakam,P. Siakam,,,,,,,,1.0,0.0,George,202331.0,,,,,
188,PT08M35.00S,2024-03-26T03:16:28.1Z,2,REGULAR,turnover,offensive foul,[],1627783,,,1610612754,44,42,2024-03-26T03:16:28Z,1850000,False,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612754.0,IND,,,,,,,Mid-Range,16-24 Left Center,1148.0,,,,Siakam,P. Siakam,,,,,,,,,,,,1.0,,,,
189,PT08M35.00S,2024-03-26T03:16:37.1Z,2,REGULAR,substitution,out,[],201566,,,1610612746,44,42,2024-03-26T03:16:43Z,1860000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
190,PT08M35.00S,2024-03-26T03:16:37.1Z,2,REGULAR,substitution,out,[],1630167,,,1610612746,44,42,2024-03-26T03:16:43Z,1870000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
191,PT08M35.00S,2024-03-26T03:16:37.1Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,44,42,2024-03-26T03:16:43Z,1880000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,
192,PT08M35.00S,2024-03-26T03:16:37.1Z,2,REGULAR,substitution,in,[],1626167,,,1610612746,44,42,2024-03-26T03:16:43Z,1890000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,
193,PT08M25.00S,2024-03-26T03:16:59.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,8.853482260183966,48.774509803921575,1610612746,44,42,2024-03-26T03:17:03Z,1900000,False,6.0,31.0,1,left,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,3.13,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,
194,PT08M22.00S,2024-03-26T03:17:02.0Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,44,42,2024-03-26T03:17:03Z,1910000,False,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,Zubac,I. Zubac,,,,193.0,4.0,2.0,2.0,,,,,,,,,
195,PT08M22.00S,2024-03-26T03:17:02.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627826,5.590000152587891,50.0,1610612746,44,42,2024-03-26T03:17:05Z,1920000,False,0.0,0.0,1,left,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,,,,Restricted Area,0-8 Center,,0.0,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,
196,PT08M21.00S,2024-03-26T03:17:03.3Z,2,REGULAR,rebound,defensive,[],203926,,,1610612754,44,42,2024-03-26T03:17:03Z,1930000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612754.0,IND,,,,,,,Mid-Range,8-16 Left,,,,,McDermott,D. McDermott,,,,195.0,1.0,1.0,0.0,,,,,,,,,
197,PT08M15.00S,2024-03-26T03:17:09.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.48554533508542,49.50980392156863,1610612754,44,44,2024-03-26T03:17:12Z,1940000,False,-2.0,56.0,1,right,P. Siakam Hook (12 PTS),[1627783],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,5.58,Made,12.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,
198,PT07M54.00S,2024-03-26T03:17:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,10.167542706964511,50.73529411764706,1610612746,46,44,2024-03-26T03:17:34Z,1950000,False,-4.0,43.0,1,left,I. Zubac Layup (6 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,4.33,Made,6.0,Zubac,I. Zubac,P. George,202331.0,1.0,,,,,,,,,,,,,
200,PT07M39.00S,2024-03-26T03:17:44.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,92.82194480946123,62.745098039215684,1610612754,46,44,2024-03-26T03:17:49Z,1970000,False,64.0,15.0,1,right,MISS T. McConnell 6' fadeaway Shot - blocked,"[204456, 1629599]",1610612754.0,IND,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,6.54,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,Coffey,1629599.0
201,PT07M39.00S,2024-03-26T03:17:44.2Z,2,REGULAR,block,,[],1629599,,,1610612754,46,44,2024-03-26T03:17:47Z,1980000,False,,,0,,A. Coffey BLOCK (1 BLK),[1629599],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,
202,PT07M36.00S,2024-03-26T03:17:47.2Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,46,44,2024-03-26T03:17:49Z,1990000,False,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Zubac,I. Zubac,,,,200.0,5.0,3.0,2.0,,,,,,,,,
203,PT07M30.00S,2024-03-26T03:17:53.1Z,2,REGULAR,3pt,Jump Shot,[],202331,34.74047306176085,35.294117647058826,1610612746,49,44,2024-03-26T03:17:59Z,2000000,False,74.0,274.0,1,left,P. George 28' 3PT step back (11 PTS) (J. Harden 4 AST),"[202331, 201935]",1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Center,,28.38,Made,11.0,George,P. George,J. Harden,201935.0,4.0,,,,,,,,,,,,,
205,PT07M29.00S,2024-03-26T03:18:00.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,49,44,2024-03-26T03:18:00Z,2020000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M29.00S,2024-03-26T03:20:25.1Z,2,REGULAR,substitution,out,[],204456,,,1610612754,49,44,2024-03-26T03:20:45Z,2030000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,
207,PT07M29.00S,2024-03-26T03:20:25.1Z,2,REGULAR,substitution,out,[],203926,,,1610612754,49,44,2024-03-26T03:20:45Z,2040000,False,,,0,,SUB out: D. McDermott,[203926],1610612754.0,IND,,,,,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,
208,PT07M29.00S,2024-03-26T03:20:25.1Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,49,44,2024-03-26T03:20:45Z,2050000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
209,PT07M29.00S,2024-03-26T03:20:25.1Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,49,44,2024-03-26T03:20:45Z,2060000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,
210,PT07M14.00S,2024-03-26T03:21:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,85.3318002628121,53.92156862745098,1610612754,49,44,2024-03-26T03:21:07Z,2070000,False,20.0,85.0,1,right,MISS A. Nembhard 8' turnaround Shot,[1629614],1610612754.0,IND,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,,8.76,Missed,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,
211,PT07M12.00S,2024-03-26T03:21:06.0Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,49,44,2024-03-26T03:21:07Z,2080000,False,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,Zubac,I. Zubac,,,,210.0,6.0,4.0,2.0,,,,,,,,,
212,PT07M05.00S,2024-03-26T03:21:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,11.087385019710908,50.245098039215684,1610612746,49,44,2024-03-26T03:21:16Z,2090000,False,-1.0,52.0,1,left,MISS I. Zubac floating Shot,[1627826],1610612746.0,LAC,floating,,,,,,In The Paint (Non-RA),0-8 Center,,5.17,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,
213,PT07M04.00S,2024-03-26T03:21:14.2Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,49,44,2024-03-26T03:21:16Z,2100000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Turner,M. Turner,,,,212.0,1.0,1.0,0.0,,,,,,,,,
214,PT06M57.00S,2024-03-26T03:21:23.3Z,2,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612754,49,44,2024-03-26T03:21:28Z,2110000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Siakam 2 FT),"[1626181, 1627783]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,1148.0,,,,Powell,N. Powell,,,,,,,,1.0,0.0,Siakam,1627783.0,,,,,
216,PT06M57.00S,2024-03-26T03:21:52.5Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,49,45,2024-03-26T03:21:52Z,2130000,False,,,0,,P. Siakam Free Throw 1 of 2 (13 PTS),[1627783],1610612754.0,IND,,,,,,,,,,,Made,13.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,
217,PT06M57.00S,2024-03-26T03:22:11.6Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,49,46,2024-03-26T03:22:11Z,2140000,False,,,0,,P. Siakam Free Throw 2 of 2 (14 PTS),[1627783],1610612754.0,IND,,,,,,,,,,,Made,14.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,
218,PT06M35.00S,2024-03-26T03:22:35.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,7.670827858081481,42.64705882352941,1610612746,49,46,2024-03-26T03:22:44Z,2150000,False,37.0,20.0,1,left,MISS I. Zubac Hook,[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,4.17,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,
219,PT06M33.00S,2024-03-26T03:22:37.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,49,46,2024-03-26T03:22:44Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,218.0,,,,,,,,,,,,
220,PT06M33.00S,2024-03-26T03:22:46.1Z,2,REGULAR,foul,personal,[],1626167,,,1610612746,49,46,2024-03-26T03:22:59Z,2170000,False,,,0,,M. Turner loose ball personal FOUL (1 PF),"[1626167, 1627826]",1610612754.0,IND,loose ball,,,,,,Restricted Area,0-8 Center,201246.0,,,,Turner,M. Turner,,,,,,,,1.0,0.0,Zubac,1627826.0,,,,,
222,PT06M33.00S,2024-03-26T03:22:57.7Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,49,46,2024-03-26T03:23:07Z,2190000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,
223,PT06M33.00S,2024-03-26T03:22:57.7Z,2,REGULAR,substitution,out,[],1627783,,,1610612746,49,46,2024-03-26T03:23:07Z,2200000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
224,PT06M33.00S,2024-03-26T03:22:57.7Z,2,REGULAR,substitution,in,[],202695,,,1610612746,49,46,2024-03-26T03:23:07Z,2210000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
225,PT06M33.00S,2024-03-26T03:22:57.7Z,2,REGULAR,substitution,in,[],1630167,,,1610612746,49,46,2024-03-26T03:23:07Z,2220000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
226,PT06M19.00S,2024-03-26T03:23:21.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,49,46,2024-03-26T03:23:33Z,2230000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,
227,PT06M16.00S,2024-03-26T03:23:32.3Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,49,46,2024-03-26T03:24:21Z,2240000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 201935]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,1.0,Harden,201935.0,,
228,PT06M16.00S,2024-03-26T03:23:32.3Z,2,REGULAR,steal,,[],201935,,,1610612746,49,46,2024-03-26T03:23:34Z,2250000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,
229,PT06M06.00S,2024-03-26T03:23:42.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,18.05190538764782,52.69607843137255,1610612746,49,46,2024-03-26T03:23:45Z,2260000,False,-13.0,117.0,1,left,MISS P. George 11' pullup Shot,[202331],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,11.8,Missed,,George,P. George,,,,,,,,,,,,,,,,
230,PT06M04.00S,2024-03-26T03:23:44.1Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,49,46,2024-03-26T03:23:45Z,2270000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,Turner,M. Turner,,,,229.0,2.0,2.0,0.0,,,,,,,,,
231,PT05M54.00S,2024-03-26T03:23:54.3Z,2,REGULAR,3pt,Jump Shot,[],1629614,87.43429697766098,96.81372549019608,1610612754,49,49,2024-03-26T03:23:59Z,2280000,False,234.0,66.0,1,right,A. Nembhard 24' 3PT  (3 PTS) (O. Toppin 1 AST),"[1629614, 1630167]",1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,24.31,Made,3.0,Nembhard,A. Nembhard,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,
233,PT05M33.00S,2024-03-26T03:24:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202695,9.379106438896187,51.22549019607843,1610612746,51,49,2024-03-26T03:24:20Z,2300000,False,-6.0,36.0,1,left,K. Leonard driving finger roll Layup (11 PTS),[202695],1610612746.0,LAC,driving finger roll,,,,,,Restricted Area,0-8 Center,,3.62,Made,11.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,
234,PT05M22.00S,2024-03-26T03:24:26.1Z,2,REGULAR,3pt,Jump Shot,[],1630169,79.54993429697765,92.40196078431373,1610612754,51,52,2024-03-26T03:25:21Z,2310000,False,212.0,140.0,1,right,T. Haliburton 25' 3PT pullup (9 PTS),[1630169],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Right Center,,25.39,Made,9.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
235,PT05M04.00S,2024-03-26T03:24:45.1Z,2,REGULAR,3pt,Jump Shot,[],202695,11.48160315374507,2.4509803921568647,1610612746,51,52,2024-03-26T03:24:50Z,2320000,False,238.0,55.0,1,left,MISS K. Leonard 24' 3PT,[202695],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,,24.41,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
236,PT05M02.00S,2024-03-26T03:24:47.1Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,51,52,2024-03-26T03:24:50Z,2330000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,,,Haliburton,T. Haliburton,,,,235.0,1.0,1.0,0.0,,,,,,,,,
237,PT04M53.00S,2024-03-26T03:24:55.4Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,51,52,2024-03-26T03:25:00Z,2340000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 202331]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Right Center,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,2.0,George,202331.0,,
238,PT04M53.00S,2024-03-26T03:24:55.4Z,2,REGULAR,steal,,[],202331,,,1610612746,51,52,2024-03-26T03:24:58Z,2350000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,,,,,George,P. George,,,,,,,,,,,,,,,,
239,PT04M50.00S,2024-03-26T03:24:58.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,7.539421813403408,50.245098039215684,1610612746,53,52,2024-03-26T03:25:04Z,2360000,False,-1.0,18.0,1,left,P. George running DUNK (13 PTS),[202331],1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,,1.84,Made,13.0,George,P. George,,,,,,,,,,,,,,,,
240,PT04M33.00S,2024-03-26T03:25:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,92.69053876478318,47.30392156862745,1610612754,53,52,2024-03-26T03:25:22Z,2370000,False,-13.0,16.0,1,right,MISS A. Nembhard driving Layup - blocked,"[1629614, 202695]",1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,2.11,Missed,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,Leonard,202695.0
241,PT04M33.00S,2024-03-26T03:25:16.4Z,2,REGULAR,block,,[],202695,,,1610612754,53,52,2024-03-26T03:25:19Z,2380000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
242,PT04M33.00S,2024-03-26T03:25:16.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,53,52,2024-03-26T03:25:22Z,2390000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,240.0,,,,,,,,,,,,
244,PT04M23.00S,2024-03-26T03:25:42.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629614,80.33837056504599,70.83333333333333,1610612754,53,54,2024-03-26T03:25:46Z,2410000,False,104.0,132.0,1,right,A. Nembhard 16' pullup Jump Shot (5 PTS),[1629614],1610612754.0,IND,pullup,,,,,,Mid-Range,16-24 Right Center,,16.84,Made,5.0,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,
245,PT04M03.00S,2024-03-26T03:26:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,19.49737187910644,65.68627450980392,1610612746,55,54,2024-03-26T03:26:07Z,2420000,False,-78.0,131.0,1,left,A. Coffey 15' driving floating Jump Shot (2 PTS) (K. Leonard 3 AST),"[1629599, 202695]",1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,,15.25,Made,2.0,Coffey,A. Coffey,K. Leonard,202695.0,3.0,,,,,,,,,,,,,
247,PT03M54.00S,2024-03-26T03:26:16.7Z,2,REGULAR,foul,personal,[],201935,,,1610612754,55,54,2024-03-26T03:26:24Z,2440000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1630169]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,202037.0,,,,Harden,J. Harden,,,,,,,,1.0,0.0,Haliburton,1630169.0,,,,,
249,PT03M54.00S,2024-03-26T03:26:23.9Z,2,REGULAR,substitution,out,[],202331,,,1610612754,55,54,2024-03-26T03:26:28Z,2460000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,
250,PT03M54.00S,2024-03-26T03:26:23.9Z,2,REGULAR,substitution,in,[],1629611,,,1610612754,55,54,2024-03-26T03:26:28Z,2470000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,
251,PT03M52.00S,2024-03-26T03:26:44.5Z,2,REGULAR,foul,personal,[],202695,,,1610612754,55,54,2024-03-26T03:26:52Z,2480000,False,,,0,,K. Leonard personal FOUL (1 PF),"[202695, 1629614]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,1148.0,,,,Leonard,K. Leonard,,,,,,,,1.0,0.0,Nembhard,1629614.0,,,,,
253,PT03M45.00S,2024-03-26T03:27:03.1Z,2,REGULAR,2pt,Jump Shot,[],1629614,93.74178712220763,76.47058823529412,1610612754,55,56,2024-03-26T03:28:31Z,2500000,False,132.0,6.0,1,right,A. Nembhard 13' step back Jump Shot (7 PTS) (T. Haliburton 4 AST),"[1629614, 1630169]",1610612754.0,IND,step back,,,,,,Mid-Range,8-16 Right,,13.25,Made,7.0,Nembhard,A. Nembhard,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,
255,PT03M15.00S,2024-03-26T03:27:32.5Z,2,REGULAR,3pt,Jump Shot,[],1629599,9.247700394218143,0.24509803921569073,1610612746,55,56,2024-03-26T03:27:36Z,2520000,False,249.0,34.0,1,left,MISS A. Coffey 25' 3PT,[1629599],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,,25.12,Missed,,Coffey,A. Coffey,,,,,,,,,,,,,,,,
256,PT03M13.00S,2024-03-26T03:27:34.9Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,55,56,2024-03-26T03:27:34Z,2530000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,,,Turner,M. Turner,,,,255.0,3.0,3.0,0.0,,,,,,,,,
257,PT03M08.00S,2024-03-26T03:27:39.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,73.89947437582128,84.80392156862746,1610612754,55,59,2024-03-26T03:28:10Z,2540000,False,174.0,193.0,1,right,T. Haliburton 25' 3PT running pullup (12 PTS),[1630169],1610612754.0,IND,running pullup,,,,,,Above the Break 3,24+ Right Center,,25.97,Made,12.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
258,PT03M07.00S,2024-03-26T03:27:45.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,55,59,2024-03-26T03:27:45Z,2550000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M07.00S,2024-03-26T03:30:27.8Z,2,REGULAR,substitution,out,[],1630167,,,1610612746,55,59,2024-03-26T03:30:37Z,2560000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
260,PT03M07.00S,2024-03-26T03:30:27.8Z,2,REGULAR,substitution,in,[],1627783,,,1610612746,55,59,2024-03-26T03:30:37Z,2570000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
261,PT02M46.00S,2024-03-26T03:31:05.6Z,2,REGULAR,2pt,Jump Shot,[],202695,19.365965834428394,83.33333333333334,1610612746,55,59,2024-03-26T03:31:19Z,2580000,False,-167.0,130.0,1,left,MISS K. Leonard 21' pullup Shot,[202695],1610612746.0,LAC,pullup,,,,,,Mid-Range,16-24 Left Center,,21.11,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
262,PT02M42.00S,2024-03-26T03:31:09.6Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,55,59,2024-03-26T03:31:10Z,2590000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,,,,Mid-Range,16-24 Left Center,,,,,Turner,M. Turner,,,,261.0,4.0,4.0,0.0,,,,,,,,,
