actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
170,PT10M50.00S,2023-03-11T01:42:05.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,72.35545335085413,14.460784313725492,1610612739,29,31,2023-03-11T01:42:13Z,1690000,False,-178.0,207.0,1,right,D. Mitchell 27' 3PT  (11 PTS) (R. Rubio 2 AST),"[1628378, 201937]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,27.31,Made,11.0,,R. Rubio,201937.0,2.0,,,,,,,,,,
172,PT10M36.00S,2023-03-11T01:42:19.5Z,2,REGULAR,3pt,Jump Shot,[],1628997,5.781865965834428,3.4543504901960786,1610612748,32,31,2023-03-11T01:42:24Z,1710000,False,233.0,2.0,1,left,C. Martin 3PT  (3 PTS) (T. Herro 2 AST),"[1628997, 1629639]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,23.27,Made,3.0,,T. Herro,1629639.0,2.0,,,,,,,,,,
174,PT10M21.00S,2023-03-11T01:42:35.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,83.44283837056504,44.818474264705884,1610612739,32,31,2023-03-11T01:42:53Z,1730000,False,-26.0,103.0,1,right,MISS L. Stevens 10' fadeaway Shot,[1630205],1610612739.0,CLE,fadeaway,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,,,,10.63,Missed,,,,,,,,,,,,,,,
175,PT10M18.00S,2023-03-11T01:42:38.3Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,32,31,2023-03-11T01:42:53Z,1740000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,174.0,,,,,1.0,1.0,0.0,,
176,PT10M16.00S,2023-03-11T01:42:42.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628997,10.90670170827858,48.61366421568628,1610612748,34,31,2023-03-11T01:43:02Z,1750000,False,7.0,50.0,1,left,C. Martin running Layup (5 PTS),[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,5.05,Made,5.0,,,,,,,,,,,,,,
177,PT10M14.00S,2023-03-11T01:42:48.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,34,31,2023-03-11T01:42:48Z,1760000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M52.00S,2023-03-11T01:46:03.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,89.43823915900131,60.5392156862745,1610612739,34,31,2023-03-11T01:46:08Z,1770000,False,53.0,47.0,1,right,MISS E. Mobley 7' Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,7.05,Missed,,,,,,,,,,,,,,,
179,PT09M49.00S,2023-03-11T01:46:06.2Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,34,31,2023-03-11T01:46:06Z,1780000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,178.0,,,,,4.0,4.0,0.0,,
180,PT09M32.00S,2023-03-11T01:46:24.5Z,2,REGULAR,2pt,Jump Shot,[],1629639,4.681340341655716,78.43137254901961,1610612748,34,31,2023-03-11T01:46:29Z,1790000,False,-142.0,-8.0,1,left,MISS T. Herro 14' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,14.25,Missed,,,,,,,,,,,,,,,
181,PT09M29.00S,2023-03-11T01:46:27.5Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,34,31,2023-03-11T01:46:29Z,1800000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,180.0,,,,,1.0,1.0,0.0,,
182,PT09M19.00S,2023-03-11T01:46:37.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,81.553876478318,49.754901960784316,1610612739,34,33,2023-03-11T01:47:40Z,1810000,False,-1.0,121.0,1,right,C. LeVert 12' fadeaway Jump Shot (4 PTS),[1627747],1610612739.0,CLE,fadeaway,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,12.09,Made,4.0,,,,,,,,,,,,,,
183,PT08M54.00S,2023-03-11T01:47:01.9Z,2,REGULAR,3pt,Jump Shot,[],203506,28.225607752956638,77.47395833333334,1610612748,37,33,2023-03-11T01:47:28Z,1820000,False,-137.0,213.0,1,left,V. Oladipo 25' 3PT  (6 PTS) (M. Strus 1 AST),"[203506, 1629622]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Left Center,,,,25.33,Made,6.0,,M. Strus,1629622.0,1.0,,,,,,,,,,
185,PT08M37.00S,2023-03-11T01:47:19.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,88.43626806833115,64.48376225490196,1610612739,37,33,2023-03-11T01:47:43Z,1840000,False,72.0,56.0,1,right,MISS E. Mobley 9' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,,9.17,Missed,,,,,,,,,,,,,,,
186,PT08M35.00S,2023-03-11T01:47:21.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,37,33,2023-03-11T01:47:25Z,1850000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,185.0,,,,,2.0,2.0,0.0,,
187,PT08M31.00S,2023-03-11T01:47:28.2Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612748,37,33,2023-03-11T01:47:41Z,1860000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1630596, 1628389]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,2.0,0.0,Adebayo,1628389.0,,,,,
189,PT08M31.00S,2023-03-11T01:48:05.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628389,,,1610612748,38,33,2023-03-11T01:48:36Z,1880000,False,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
190,PT08M31.00S,2023-03-11T01:48:06.1Z,2,REGULAR,substitution,out,[],1627747,,,1610612748,38,33,2023-03-11T01:48:13Z,1890000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M31.00S,2023-03-11T01:48:06.1Z,2,REGULAR,substitution,out,[],1630596,,,1610612748,38,33,2023-03-11T01:48:13Z,1900000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M31.00S,2023-03-11T01:48:06.1Z,2,REGULAR,substitution,in,[],1630171,,,1610612748,38,33,2023-03-11T01:48:13Z,1910000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M31.00S,2023-03-11T01:48:06.1Z,2,REGULAR,substitution,in,[],1628386,,,1610612748,38,33,2023-03-11T01:48:13Z,1920000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M31.00S,2023-03-11T01:48:05.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628389,,,1610612748,38,33,2023-03-11T01:48:36Z,1930000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
195,PT08M29.00S,2023-03-11T01:48:07.0Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,38,33,2023-03-11T01:48:36Z,1940000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,194.0,,,,,2.0,1.0,1.0,,
196,PT08M08.00S,2023-03-11T01:48:53.7Z,2,REGULAR,3pt,Jump Shot,[],1628378,76.34691195795007,90.46415441176471,1610612739,38,36,2023-03-11T01:49:17Z,1950000,False,202.0,170.0,1,right,D. Mitchell 26' 3PT step back (14 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,26.41,Made,14.0,,,,,,,,,,,,,,
197,PT08M01.00S,2023-03-11T01:49:04.3Z,2,REGULAR,turnover,out-of-bounds,[],203506,,,1610612748,38,36,2023-03-11T01:49:09Z,1960000,False,,,0,,V. Oladipo lost ball out-of-bounds TURNOVER (1 TO),[203506],1610612748.0,MIA,lost ball,,,Oladipo,V. Oladipo,,,,,Mid-Range,16-24 Right,1.0,,,,,,201639.0,,,,,,,,,,,,,
198,PT07M50.00S,2023-03-11T01:49:27.8Z,2,REGULAR,turnover,out-of-bounds,[],201937,,,1610612739,38,36,2023-03-11T01:49:49Z,1970000,False,,,0,,R. Rubio bad pass out-of-bounds TURNOVER (1 TO),[201937],1610612739.0,CLE,bad pass,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,202026.0,,,,,,,,,,,,,
199,PT07M50.00S,2023-03-11T01:49:32.4Z,2,REGULAR,substitution,out,[],1630205,,,1610612748,38,36,2023-03-11T01:49:35Z,1980000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M50.00S,2023-03-11T01:49:32.4Z,2,REGULAR,substitution,in,[],1626224,,,1610612748,38,36,2023-03-11T01:49:35Z,1990000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M38.00S,2023-03-11T01:49:57.9Z,2,REGULAR,foul,personal,[],201937,,,1610612748,38,36,2023-03-11T01:50:09Z,2000000,False,,,0,,R. Rubio personal FOUL (1 PF),"[201937, 1628997]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Left,,,,,,,202026.0,,,,,1.0,0.0,Martin,1628997.0,,,,,
203,PT07M27.00S,2023-03-11T01:50:28.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628389,7.30946123521682,50.0,1610612748,40,36,2023-03-11T01:50:32Z,2020000,False,0.0,16.0,1,left,B. Adebayo DUNK (9 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.62,Made,9.0,,T. Herro,1629639.0,3.0,,,,,,,,,,
205,PT06M58.00S,2023-03-11T01:50:57.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630171,90.40735873850197,40.46798406862745,1610612739,40,36,2023-03-11T01:51:54Z,2040000,False,-48.0,38.0,1,right,MISS I. Okoro 6' driving Hook,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,6.08,Missed,,,,,,,,,,,,,,,
206,PT06M55.00S,2023-03-11T01:51:00.0Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,40,36,2023-03-11T01:51:03Z,2050000,False,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,205.0,,,,,1.0,1.0,0.0,,
207,PT06M44.00S,2023-03-11T01:51:10.7Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,40,36,2023-03-11T01:51:15Z,2060000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1628386]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,1.0,Allen,1628386.0,,,,,,,,,,,,,,,,,
208,PT06M44.00S,2023-03-11T01:51:10.7Z,2,REGULAR,steal,,[],1628386,,,1610612739,40,36,2023-03-11T01:55:44Z,2070000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT06M38.00S,2023-03-11T01:51:16.7Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628378,68.9388961892247,23.774509803921568,1610612739,40,36,2023-03-11T01:51:45Z,2080000,False,-131.0,239.0,1,right,MISS D. Mitchell 27' running pullup 3PT,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,27.3,Missed,,,,,,,,,,,,,,,
210,PT06M34.00S,2023-03-11T01:51:20.7Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612739,40,36,2023-03-11T01:51:28Z,2090000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,209.0,,,,,1.0,0.0,1.0,,
211,PT06M32.00S,2023-03-11T01:51:22.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628378,92.19776609724047,48.77450980392157,1610612739,40,38,2023-03-11T01:52:05Z,2100000,False,-6.0,21.0,1,right,D. Mitchell cutting Layup (16 PTS) (I. Okoro 2 AST),"[1628378, 1630171]",1610612739.0,CLE,cutting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,2.17,Made,16.0,,I. Okoro,1630171.0,2.0,,,,,,,,,,
213,PT06M28.00S,2023-03-11T01:51:32.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,40,38,2023-03-11T01:51:32Z,2120000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M28.00S,2023-03-11T01:51:42.6Z,2,REGULAR,substitution,out,[],203506,,,1610612748,40,38,2023-03-11T01:54:17Z,2130000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M28.00S,2023-03-11T01:51:42.6Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,40,38,2023-03-11T01:54:17Z,2140000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M28.00S,2023-03-11T01:51:42.6Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,40,38,2023-03-11T01:54:17Z,2150000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M28.00S,2023-03-11T01:51:42.6Z,2,REGULAR,substitution,out,[],201937,,,1610612748,40,38,2023-03-11T01:54:17Z,2160000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M28.00S,2023-03-11T01:51:42.6Z,2,REGULAR,substitution,in,[],203469,,,1610612748,40,38,2023-03-11T01:54:17Z,2170000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M28.00S,2023-03-11T01:51:42.6Z,2,REGULAR,substitution,in,[],202710,,,1610612748,40,38,2023-03-11T01:54:17Z,2180000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M28.00S,2023-03-11T01:51:42.6Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,40,38,2023-03-11T01:54:17Z,2190000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M28.00S,2023-03-11T01:51:42.6Z,2,REGULAR,substitution,in,[],1627747,,,1610612748,40,38,2023-03-11T01:54:17Z,2200000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M12.00S,2023-03-11T01:54:47.6Z,2,REGULAR,turnover,traveling,[],1629216,,,1610612748,40,38,2023-03-11T01:55:04Z,2220000,False,,,0,,G. Vincent traveling TURNOVER (1 TO),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Right,1.0,,,,,,202026.0,,,,,,,,,,,,,
224,PT05M57.00S,2023-03-11T01:55:12.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,74.58935611038108,81.12745098039215,1610612739,40,41,2023-03-11T01:55:18Z,2230000,False,156.0,186.0,1,right,C. LeVert 24' 3PT  (7 PTS) (D. Mitchell 2 AST),"[1627747, 1628378]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,24.28,Made,7.0,,D. Mitchell,1628378.0,2.0,,,,,,,,,,
226,PT05M47.00S,2023-03-11T01:55:28.3Z,2,REGULAR,foul,offensive,[],203469,,,1610612748,40,41,2023-03-11T01:55:58Z,2250000,False,,,0,,C. Zeller off-the-ball offensive FOUL (1 PF),"[203469, 1626224]",1610612748.0,MIA,off-the-ball,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Right Center,,,,,,,201639.0,,,,,1.0,0.0,Osman,1626224.0,,,,,
228,PT05M47.00S,2023-03-11T01:55:28.3Z,2,REGULAR,turnover,offensive foul,[],203469,,,1610612748,40,41,2023-03-11T01:55:28Z,2270000,False,,,0,,C. Zeller offensive foul TURNOVER (1 TO),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,201639.0,,,,,,,,,,,,,
229,PT05M30.00S,2023-03-11T01:55:56.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,70.38436268068331,23.52941176470588,1610612739,40,44,2023-03-11T01:56:05Z,2280000,False,-132.0,226.0,1,right,C. Osman 26' 3PT  (5 PTS) (C. LeVert 1 AST),"[1626224, 1627747]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,26.18,Made,5.0,,C. LeVert,1627747.0,1.0,,,,,,,,,,
231,PT05M04.00S,2023-03-11T01:56:22.4Z,2,REGULAR,3pt,Jump Shot,[],1628997,18.74178712220762,96.32352941176471,1610612748,40,44,2023-03-11T01:56:27Z,2300000,False,-232.0,124.0,1,left,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,26.26,Missed,,,,,,,,,,,,,,,
232,PT05M01.00S,2023-03-11T01:56:25.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,40,44,2023-03-11T01:56:27Z,2310000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,231.0,,,,,3.0,2.0,1.0,,
233,PT04M52.00S,2023-03-11T01:56:34.3Z,2,REGULAR,3pt,Jump Shot,[],1627747,72.09264126149803,79.41176470588235,1610612739,40,44,2023-03-11T01:56:48Z,2320000,False,147.0,210.0,1,right,MISS C. LeVert 25' pullup 3PT,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,25.62,Missed,,,,,,,,,,,,,,,
234,PT04M48.00S,2023-03-11T01:56:38.3Z,2,REGULAR,rebound,defensive,[],203469,,,1610612748,40,44,2023-03-11T01:56:39Z,2330000,False,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,233.0,,,,,2.0,1.0,1.0,,
235,PT04M46.00S,2023-03-11T01:56:45.4Z,2,REGULAR,foul,personal,[],1628386,,,1610612748,40,44,2023-03-11T01:57:06Z,2340000,False,,,0,,J. Allen personal FOUL (1 PF),"[1628386, 1629216]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201639.0,,,,,1.0,0.0,Vincent,1629216.0,,,,,
237,PT04M46.00S,2023-03-11T01:56:59.4Z,2,REGULAR,substitution,out,[],1630171,,,1610612748,40,44,2023-03-11T01:57:08Z,2360000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M46.00S,2023-03-11T01:56:59.4Z,2,REGULAR,substitution,in,[],1630596,,,1610612748,40,44,2023-03-11T01:57:08Z,2370000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M46.00S,2023-03-11T01:56:59.4Z,2,REGULAR,substitution,out,[],1629622,,,1610612748,40,44,2023-03-11T01:57:23Z,2380000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M46.00S,2023-03-11T01:56:59.4Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,40,44,2023-03-11T01:57:23Z,2390000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M33.00S,2023-03-11T01:57:22.6Z,2,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612748,40,44,2023-03-11T01:57:33Z,2400000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Herro 2 FT),"[1628378, 1629639]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,,,,,2.0,0.0,Herro,1629639.0,,,,,
243,PT04M33.00S,2023-03-11T01:57:46.5Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,41,44,2023-03-11T01:57:46Z,2420000,False,,,0,,T. Herro Free Throw 1 of 2 (9 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
244,PT04M33.00S,2023-03-11T01:57:48.5Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,41,44,2023-03-11T01:57:53Z,2430000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M33.00S,2023-03-11T01:57:48.5Z,2,REGULAR,substitution,in,[],201567,,,1610612748,41,44,2023-03-11T01:57:53Z,2440000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M33.00S,2023-03-11T01:58:13.9Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,42,44,2023-03-11T01:58:13Z,2450000,False,,,0,,T. Herro Free Throw 2 of 2 (10 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
247,PT04M16.00S,2023-03-11T01:58:32.3Z,2,REGULAR,3pt,Jump Shot,[],1628378,72.7496714848883,17.647058823529413,1610612739,42,47,2023-03-11T01:59:25Z,2460000,False,-162.0,204.0,1,right,D. Mitchell 26' 3PT step back (19 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,26.01,Made,19.0,,,,,,,,,,,,,,
248,PT04M04.00S,2023-03-11T01:58:51.7Z,2,REGULAR,foul,technical,['1freethrow'],1628386,,,1610612748,42,47,2023-03-11T01:59:05Z,2470000,False,,,0,,J. Allen defensive-3-second technical FOUL (1 Tech),[1628386],1610612739.0,CLE,defensive-3-second,,,Allen,J. Allen,,,,,,,,,,,,,202026.0,,,,,1.0,1.0,,,,,,,
249,PT04M04.00S,2023-03-11T01:59:06.2Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,42,47,2023-03-11T01:59:06Z,2480000,False,,,0,,MISS J. Butler technical Free Throw 1 of 1,[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
250,PT04M04.00S,2023-03-11T01:59:06.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,42,47,2023-03-11T01:59:06Z,2490000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,
251,PT03M55.00S,2023-03-11T01:59:34.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612748,42,47,2023-03-11T01:59:57Z,2500000,False,,,0,,C. Osman shooting personal FOUL (2 PF) (Vincent 2 FT),"[1626224, 1629216]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,Mid-Range,16-24 Left,,,,,,,201245.0,,,,,2.0,0.0,Vincent,1629216.0,,,,,
253,PT03M55.00S,2023-03-11T01:59:58.5Z,2,REGULAR,freethrow,1 of 2,[],1629216,,,1610612748,43,47,2023-03-11T01:59:58Z,2520000,False,,,0,,G. Vincent Free Throw 1 of 2 (3 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
254,PT03M55.00S,2023-03-11T02:00:12.2Z,2,REGULAR,freethrow,2 of 2,[],1629216,,,1610612748,44,47,2023-03-11T02:00:12Z,2530000,False,,,0,,G. Vincent Free Throw 2 of 2 (4 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
