actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
174,PT10M21.00S,2022-10-22T00:16:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.51182654402102,54.166666666666664,1610612738,24,33,2022-10-22T00:16:43Z,1660000,21.0,8.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,2.25,Missed,,,,,,,,,,
176,PT10M17.00S,2022-10-22T00:16:34.6Z,2,REGULAR,rebound,offensive,[],203943,,,1610612738,24,33,2022-10-22T00:16:43Z,1680000,,,0,,N. Vonleh REBOUND (Off:2 Def:1),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,174.0,3.0,1.0,2.0,,,,,
177,PT10M17.00S,2022-10-22T00:16:34.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203943,93.9060446780552,51.225490196078425,1610612738,24,35,2022-10-22T00:16:46Z,1690000,6.0,5.0,1,right,N. Vonleh DUNK (4 PTS),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,,0.78,Made,4.0,,,,,,,,,
178,PT10M07.00S,2022-10-22T00:16:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.652431011826544,53.431372549019606,1610612748,26,35,2022-10-22T00:16:54Z,1700000,-17.0,10.0,1,left,M. Strus cutting Layup (2 PTS) (J. Butler 3 AST),"[1629622, 202710]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,1.99,Made,2.0,,,,,J. Butler,202710.0,3.0,,
180,PT09M53.00S,2022-10-22T00:16:58.8Z,2,REGULAR,turnover,lost ball,[],1627763,,,1610612738,26,35,2022-10-22T00:17:05Z,1720000,,,0,,M. Brogdon lost ball TURNOVER (1 TO),"[1627763, 202710]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,,,,,,1.0,Butler,202710.0,,,,,,,,,,,,
181,PT09M53.00S,2022-10-22T00:16:58.8Z,2,REGULAR,steal,,[],202710,,,1610612748,26,35,2022-10-22T00:17:00Z,1730000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
182,PT09M49.00S,2022-10-22T00:17:02.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,6.258212877792378,49.50980392156863,1610612748,28,35,2022-10-22T00:17:11Z,1740000,2.0,6.0,1,left,J. Butler running Layup (4 PTS),[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,0.68,Made,4.0,,,,,,,,,
183,PT09M34.00S,2022-10-22T00:17:27.8Z,2,REGULAR,foul,offensive,[],203943,,,1610612738,28,35,2022-10-22T00:17:45Z,1750000,,,0,,N. Vonleh off-the-ball offensive FOUL (1 PF),"[203943, 202710]",1610612738.0,BOS,off-the-ball,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),8-16 Left,1162.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
185,PT09M34.00S,2022-10-22T00:17:27.8Z,2,REGULAR,turnover,offensive foul,[],203943,,,1610612738,28,35,2022-10-22T00:17:45Z,1770000,,,0,,N. Vonleh offensive foul TURNOVER (1 TO),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),8-16 Left,1162.0,,,,,1.0,,,,,,,,,,,,,,
186,PT09M20.00S,2022-10-22T00:17:47.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202710,10.200394218134035,25.735294117647058,1610612748,30,35,2022-10-22T00:17:59Z,1780000,121.0,43.0,1,left,J. Butler 12' fadeaway Jump Shot (6 PTS),[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,12.88,Made,6.0,,,,,,,,,
187,PT09M07.00S,2022-10-22T00:17:59.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.5735873850197,50.49019607843137,1610612738,30,38,2022-10-22T00:33:06Z,1790000,2.0,262.0,1,right,J. Tatum 26' 3PT pullup (7 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,26.17,Made,7.0,,,,,,,,,
188,PT08M52.00S,2022-10-22T00:18:20.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,30,38,2022-10-22T00:18:20Z,1800000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M52.00S,2022-10-22T00:18:21.8Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,30,38,2022-10-22T00:21:17Z,1810000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M52.00S,2022-10-22T00:18:21.8Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,30,38,2022-10-22T00:21:17Z,1820000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M39.00S,2022-10-22T00:21:59.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,10.5946123521682,61.274509803921575,1610612748,32,38,2022-10-22T00:22:23Z,1830000,-56.0,47.0,1,left,B. Adebayo 7' turnaround fadeaway Jump Shot (10 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.35,Made,10.0,,,,,,,,,
192,PT08M27.00S,2022-10-22T00:22:11.4Z,2,REGULAR,3pt,Jump Shot,[],1627763,65.1281208935611,45.34313725490196,1610612738,32,41,2022-10-22T00:33:58Z,1840000,-23.0,275.0,1,right,M. Brogdon 27' 3PT pullup (3 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,27.63,Made,3.0,,,,,,,,,
193,PT08M16.00S,2022-10-22T00:22:26.1Z,2,REGULAR,foul,personal,[],1630573,,,1610612748,32,41,2022-10-22T00:22:34Z,1850000,,,0,,S. Hauser personal FOUL (2 PF),"[1630573, 1629622]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,202007.0,2.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,
195,PT08M16.00S,2022-10-22T00:22:37.5Z,2,REGULAR,substitution,out,[],1630573,,,1610612748,32,41,2022-10-22T00:22:41Z,1870000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M16.00S,2022-10-22T00:22:37.5Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,32,41,2022-10-22T00:22:41Z,1880000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M06.00S,2022-10-22T00:22:57.0Z,2,REGULAR,3pt,Jump Shot,[],1629639,16.90210249671485,5.392156862745098,1610612748,35,41,2022-10-22T00:23:03Z,1890000,223.0,106.0,1,left,T. Herro 24' 3PT pullup (5 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.71,Made,5.0,,,,,,,,,
198,PT07M49.00S,2022-10-22T00:23:14.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,93.64323258869908,52.20588235294118,1610612738,35,43,2022-10-22T00:23:23Z,1900000,11.0,7.0,1,right,G. Williams driving bank Jump Shot (2 PTS) (J. Tatum 2 AST),"[1629684, 1628369]",1610612738.0,BOS,driving bank,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,1.32,Made,2.0,,,,,J. Tatum,1628369.0,2.0,,
200,PT07M37.00S,2022-10-22T00:23:24.6Z,2,REGULAR,2pt,Jump Shot,[],1628389,24.52365308804205,51.9607843137255,1610612748,37,43,2022-10-22T00:37:04Z,1920000,-10.0,178.0,1,left,B. Adebayo 17' pullup Jump Shot (12 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,,,,,17.83,Made,12.0,,,,,,,,,
201,PT07M26.00S,2022-10-22T00:23:36.5Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612738,37,43,2022-10-22T00:23:41Z,1930000,,,0,,M. Brogdon bad pass TURNOVER (2 TO),"[1627763, 1629216]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,2.0,Vincent,1629216.0,,,,,,,,,,,,
202,PT07M26.00S,2022-10-22T00:23:36.5Z,2,REGULAR,steal,,[],1629216,,,1610612748,37,43,2022-10-22T00:23:38Z,1940000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
203,PT07M20.00S,2022-10-22T00:23:42.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,18.478975032851512,36.51960784313725,1610612748,37,43,2022-10-22T00:37:31Z,1950000,67.0,121.0,1,left,MISS T. Herro 13' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,13.87,Missed,,,,,,,,,,
204,PT07M16.00S,2022-10-22T00:23:46.2Z,2,REGULAR,rebound,defensive,[],203943,,,1610612738,37,43,2022-10-22T00:23:51Z,1960000,,,0,,N. Vonleh REBOUND (Off:2 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,203.0,4.0,2.0,2.0,,,,,
205,PT07M09.00S,2022-10-22T00:23:53.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,76.95466491458606,11.76470588235294,1610612738,37,43,2022-10-22T00:38:03Z,1970000,-191.0,164.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.2,Missed,,,,,,,,,,
207,PT07M05.00S,2022-10-22T00:23:57.4Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,37,43,2022-10-22T00:24:04Z,1990000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,,
208,PT06M50.00S,2022-10-22T00:24:12.0Z,2,REGULAR,2pt,Jump Shot,[],1628389,24.52365308804205,37.99019607843137,1610612748,37,43,2022-10-22T00:24:18Z,2000000,60.0,178.0,1,left,MISS B. Adebayo 18' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,18.78,Missed,,,,,,,,,,
209,PT06M48.00S,2022-10-22T00:24:14.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,37,43,2022-10-22T00:24:18Z,2010000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,208.0,2.0,2.0,0.0,,,,,
210,PT06M38.00S,2022-10-22T00:24:24.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,96.7969776609724,95.83333333333334,1610612738,37,43,2022-10-22T00:24:33Z,2020000,229.0,-22.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,23.03,Missed,,,,,,,,,,
211,PT06M35.00S,2022-10-22T00:24:27.5Z,2,REGULAR,rebound,offensive,[],203943,,,1610612738,37,43,2022-10-22T00:24:33Z,2030000,,,0,,N. Vonleh REBOUND (Off:3 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,210.0,5.0,2.0,3.0,,,,,
212,PT06M34.00S,2022-10-22T00:24:33.1Z,2,REGULAR,foul,personal,[],1629216,,,1610612738,37,43,2022-10-22T00:24:49Z,2040000,,,0,,G. Vincent personal FOUL (3 PF),"[1629216, 1627759]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,1162.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
214,PT06M34.00S,2022-10-22T00:24:41.0Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,37,43,2022-10-22T00:24:56Z,2060000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M34.00S,2022-10-22T00:24:41.0Z,2,REGULAR,substitution,out,[],1629622,,,1610612738,37,43,2022-10-22T00:24:56Z,2070000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M34.00S,2022-10-22T00:24:41.0Z,2,REGULAR,substitution,out,[],203943,,,1610612738,37,43,2022-10-22T00:24:56Z,2080000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M34.00S,2022-10-22T00:24:41.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,37,43,2022-10-22T00:24:56Z,2090000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M34.00S,2022-10-22T00:24:41.0Z,2,REGULAR,substitution,in,[],200768,,,1610612738,37,43,2022-10-22T00:24:56Z,2100000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M34.00S,2022-10-22T00:24:41.0Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,37,43,2022-10-22T00:24:56Z,2110000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M34.00S,2022-10-22T00:24:41.0Z,2,REGULAR,substitution,in,[],203935,,,1610612738,37,43,2022-10-22T00:24:56Z,2120000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M34.00S,2022-10-22T00:24:41.0Z,2,REGULAR,substitution,in,[],201143,,,1610612738,37,43,2022-10-22T00:24:56Z,2130000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M34.00S,2022-10-22T00:25:00.6Z,2,REGULAR,substitution,out,[],202710,,,1610612738,37,43,2022-10-22T00:25:17Z,2140000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M34.00S,2022-10-22T00:25:00.6Z,2,REGULAR,substitution,in,[],1629622,,,1610612738,37,43,2022-10-22T00:25:17Z,2150000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M21.00S,2022-10-22T00:25:19.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201143,97.45400788436268,95.58823529411765,1610612738,37,46,2022-10-22T00:25:34Z,2160000,228.0,-29.0,1,right,A. Horford 3PT  (6 PTS) (M. Brogdon 1 AST),"[201143, 1627763]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,,,22.97,Made,6.0,,,,,M. Brogdon,1627763.0,1.0,,
226,PT06M03.00S,2022-10-22T00:25:36.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,8.623521681997373,60.049019607843135,1610612748,39,46,2022-10-22T00:25:52Z,2180000,-50.0,29.0,1,left,T. Herro driving floating bank Jump Shot (7 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.78,Made,7.0,,,,,B. Adebayo,1628389.0,1.0,,
227,PT05M53.00S,2022-10-22T00:25:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.9862023653088,44.6078431372549,1610612738,39,48,2022-10-22T00:25:55Z,2190000,-27.0,13.0,1,right,J. Tatum driving Layup (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,3.01,Made,9.0,,,,,,,,,
229,PT05M38.00S,2022-10-22T00:26:01.2Z,2,REGULAR,3pt,Jump Shot,[],200768,31.488173455978973,48.28431372549019,1610612748,42,48,2022-10-22T00:26:12Z,2200000,9.0,243.0,1,left,K. Lowry 24' 3PT pullup (8 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,,24.37,Made,8.0,,,,,,,,,
230,PT05M31.00S,2022-10-22T00:26:13.0Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,42,48,2022-10-22T00:26:23Z,2210000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,201245.0,,,,,2.0,,,,,,,,,,,,,,
231,PT05M31.00S,2022-10-22T00:26:19.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612748,42,48,2022-10-22T00:26:25Z,2220000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M31.00S,2022-10-22T00:26:19.4Z,2,REGULAR,substitution,in,[],1628401,,,1610612748,42,48,2022-10-22T00:26:25Z,2230000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M07.00S,2022-10-22T00:26:56.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,6.783837056504599,49.754901960784316,1610612748,42,48,2022-10-22T00:27:41Z,2240000,1.0,11.0,1,left,MISS K. Lowry driving Layup,[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,1.14,Missed,,,,,,,,,,
234,PT05M07.00S,2022-10-22T00:26:56.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,42,48,2022-10-22T00:27:41Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,233.0,,,,,,,,
235,PT05M07.00S,2022-10-22T00:27:02.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,42,48,2022-10-22T00:27:21Z,2260000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Right,202007.0,,,,,,,,,,,,,,,,,,,
236,PT05M07.00S,2022-10-22T00:27:06.8Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,42,48,2022-10-22T00:27:10Z,2270000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M07.00S,2022-10-22T00:27:06.8Z,2,REGULAR,substitution,in,[],1629312,,,1610612738,42,48,2022-10-22T00:27:10Z,2280000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M53.00S,2022-10-22T00:27:34.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,67.23061760840999,38.970588235294116,1610612738,42,48,2022-10-22T00:27:44Z,2290000,-55.0,256.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,26.14,Missed,,,,,,,,,,
239,PT04M49.00S,2022-10-22T00:27:38.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,42,48,2022-10-22T00:27:44Z,2300000,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,238.0,4.0,2.0,2.0,,,,,
240,PT04M42.00S,2022-10-22T00:27:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.178055190538765,46.32352941176471,1610612748,44,48,2022-10-22T00:27:54Z,2310000,18.0,15.0,1,left,T. Herro driving Layup (9 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,2.37,Made,9.0,,,,,,,,,
241,PT04M30.00S,2022-10-22T00:27:56.7Z,2,REGULAR,3pt,Jump Shot,[],1627759,67.49342969776609,61.029411764705884,1610612738,44,51,2022-10-22T00:28:05Z,2320000,55.0,253.0,1,right,J. Brown 25' 3PT  (12 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,25.9,Made,12.0,,,,,D. White,1628401.0,1.0,,
243,PT04M18.00S,2022-10-22T00:28:08.7Z,2,REGULAR,3pt,Jump Shot,[],1629312,33.327858081471746,41.911764705882355,1610612748,44,51,2022-10-22T00:28:17Z,2340000,40.0,261.0,1,left,MISS H. Highsmith 26' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,,,,,,,,,26.39,Missed,,,,,,,,,,
244,PT04M15.00S,2022-10-22T00:28:11.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,44,51,2022-10-22T00:28:17Z,2350000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,243.0,3.0,3.0,0.0,,,,,
245,PT04M12.00S,2022-10-22T00:28:23.2Z,2,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612738,44,51,2022-10-22T00:28:30Z,2360000,,,0,,C. Martin shooting personal FOUL (1 PF) (Brown 2 FT),"[1628997, 1627759]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,201245.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
247,PT04M12.00S,2022-10-22T00:28:54.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,44,52,2022-10-22T00:28:54Z,2380000,,,0,,J. Brown Free Throw 1 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,Made,13.0,,,,,,,,,
248,PT04M12.00S,2022-10-22T00:29:09.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,44,53,2022-10-22T00:29:09Z,2390000,,,0,,J. Brown Free Throw 2 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,Made,14.0,,,,,,,,,
249,PT04M01.00S,2022-10-22T00:29:24.5Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612748,44,53,2022-10-22T00:29:34Z,2400000,,,0,,D. White shooting personal FOUL (1 PF) (Herro 2 FT),"[1628401, 1629639]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,201245.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
251,PT04M01.00S,2022-10-22T00:29:49.2Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,45,53,2022-10-22T00:29:49Z,2420000,,,0,,T. Herro Free Throw 1 of 2 (10 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,Made,10.0,,,,,,,,,
252,PT04M01.00S,2022-10-22T00:29:50.0Z,2,REGULAR,substitution,out,[],1629312,,,1610612748,45,53,2022-10-22T00:30:04Z,2430000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M01.00S,2022-10-22T00:29:50.0Z,2,REGULAR,substitution,out,[],1627763,,,1610612748,45,53,2022-10-22T00:30:04Z,2440000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M01.00S,2022-10-22T00:29:50.0Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,45,53,2022-10-22T00:30:04Z,2450000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M01.00S,2022-10-22T00:29:50.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612748,45,53,2022-10-22T00:30:04Z,2460000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M01.00S,2022-10-22T00:30:15.4Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,46,53,2022-10-22T00:30:15Z,2470000,,,0,,T. Herro Free Throw 2 of 2 (11 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,Made,11.0,,,,,,,,,
257,PT03M38.00S,2022-10-22T00:30:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,87.33574244415243,44.85294117647059,1610612738,46,55,2022-10-22T00:30:45Z,2480000,-26.0,67.0,1,right,M. Smart 7' driving floating Jump Shot (4 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.13,Made,4.0,,,,,,,,,
