actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
169,PT09M46.00S,2022-11-03T00:10:05.7Z,2,REGULAR,3pt,Jump Shot,[],203521,66.44218134034165,35.53921568627451,1610612758,33,37,2022-11-03T00:10:10Z,1680000,-72.0,263.0,1,right,M. Dellavedova 27' 3PT  (3 PTS) (M. Monk 4 AST),"[203521, 1628370]",1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Above the Break 3,24+ Center,27.27,Made,,,,,3.0,M. Monk,1628370.0,4.0,,,,,,,,,,
171,PT09M24.00S,2022-11-03T00:10:27.7Z,2,REGULAR,3pt,Jump Shot,[],200768,23.866622864651774,85.7843137254902,1610612748,36,37,2022-11-03T00:11:32Z,1700000,-179.0,172.0,1,left,K. Lowry 24' 3PT pullup (15 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,24.8,Made,,,,,15.0,,,,,,,,,,,,,
172,PT09M07.00S,2022-11-03T00:10:43.6Z,2,REGULAR,3pt,Jump Shot,[],1628370,67.23061760840999,31.127450980392158,1610612758,36,37,2022-11-03T00:11:56Z,1710000,-94.0,256.0,1,right,MISS M. Monk 27' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,,,,,,,,,,,,,,,,,
173,PT09M07.00S,2022-11-03T00:10:43.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,36,37,2022-11-03T00:10:52Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,172.0,,,,,,,,,,,,,,,,,
175,PT09M07.00S,2022-11-03T00:10:55.9Z,2,REGULAR,foul,personal,[],1629622,,,1610612758,36,37,2022-11-03T00:11:07Z,1740000,,,0,,M. Strus loose ball personal FOUL (2 PF),"[1629622, 1626158]",1610612748.0,MIA,loose ball,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2715.0,,,,2.0,0.0,Holmes,1626158.0,,
177,PT09M07.00S,2022-11-03T00:11:01.0Z,2,REGULAR,substitution,out,[],1631099,,,1610612758,36,37,2022-11-03T00:11:08Z,1760000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M07.00S,2022-11-03T00:11:01.0Z,2,REGULAR,substitution,in,[],203084,,,1610612758,36,37,2022-11-03T00:11:08Z,1770000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M04.00S,2022-11-03T00:11:17.5Z,2,REGULAR,foul,personal,[],1629216,,,1610612758,36,37,2022-11-03T00:11:22Z,1780000,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1628989]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2715.0,,,,1.0,0.0,Huerter,1628989.0,,
181,PT08M50.00S,2022-11-03T00:11:41.9Z,2,REGULAR,turnover,bad pass,[],1628370,,,1610612758,36,37,2022-11-03T00:12:05Z,1800000,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 200768]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Lowry,200768.0,,,,,,
182,PT08M50.00S,2022-11-03T00:11:41.9Z,2,REGULAR,steal,,[],200768,,,1610612748,36,37,2022-11-03T00:16:06Z,1810000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
183,PT08M35.00S,2022-11-03T00:11:57.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,6.258212877792378,54.166666666666664,1610612748,38,37,2022-11-03T00:12:01Z,1820000,-21.0,6.0,1,left,K. Lowry cutting Layup (17 PTS) (M. Strus 3 AST),"[200768, 1629622]",1610612748.0,MIA,cutting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,17.0,M. Strus,1629622.0,3.0,,,,,,,,,,
185,PT08M09.00S,2022-11-03T00:12:23.4Z,2,REGULAR,2pt,Jump Shot,[],203521,69.59592641261499,44.36274509803921,1610612758,38,37,2022-11-03T00:13:54Z,1840000,-28.0,233.0,1,right,MISS M. Dellavedova 23' pullup Shot,[203521],1610612758.0,SAC,pullup,,,Dellavedova,M. Dellavedova,,,,,Mid-Range,16-24 Center,23.5,Missed,,,,,,,,,,,,,,,,,,
186,PT08M07.00S,2022-11-03T00:12:25.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,38,37,2022-11-03T00:12:27Z,1850000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,185.0,4.0,4.0,0.0,,,,,,,,,,,,,,
187,PT08M03.00S,2022-11-03T00:12:32.6Z,2,REGULAR,foul,personal,[],1626158,,,1610612748,38,37,2022-11-03T00:12:52Z,1860000,,,0,,R. Holmes personal FOUL (1 PF),"[1626158, 1629130]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2715.0,,,,1.0,0.0,Robinson,1629130.0,,
189,PT08M03.00S,2022-11-03T00:12:39.4Z,2,REGULAR,substitution,out,[],1628370,,,1610612748,38,37,2022-11-03T00:12:47Z,1880000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M03.00S,2022-11-03T00:12:39.4Z,2,REGULAR,substitution,out,[],203521,,,1610612748,38,37,2022-11-03T00:12:47Z,1890000,,,0,,SUB out: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M03.00S,2022-11-03T00:12:39.4Z,2,REGULAR,substitution,in,[],1629056,,,1610612748,38,37,2022-11-03T00:12:47Z,1900000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M03.00S,2022-11-03T00:12:39.4Z,2,REGULAR,substitution,in,[],1630558,,,1610612748,38,37,2022-11-03T00:12:47Z,1910000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M54.00S,2022-11-03T00:13:06.1Z,2,REGULAR,3pt,Jump Shot,[],1629130,23.866622864651774,11.029411764705882,1610612748,38,37,2022-11-03T00:13:11Z,1920000,195.0,172.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
194,PT07M50.00S,2022-11-03T00:13:10.1Z,2,REGULAR,rebound,defensive,[],1629056,,,1610612758,38,37,2022-11-03T00:13:11Z,1930000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Right Center,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT07M46.00S,2022-11-03T00:13:18.6Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,38,37,2022-11-03T00:13:23Z,1950000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M46.00S,2022-11-03T00:13:18.6Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,38,37,2022-11-03T00:13:23Z,1960000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M39.00S,2022-11-03T00:13:41.0Z,2,REGULAR,3pt,Jump Shot,[],1629056,69.07030223390277,64.4607843137255,1610612758,38,37,2022-11-03T00:15:02Z,1970000,72.0,238.0,1,right,MISS T. Davis 24' pullup 3PT,[1629056],1610612758.0,SAC,pullup,,,Davis,T. Davis,,,,,Above the Break 3,24+ Center,24.89,Missed,,,,,,,,,,,,,,,,,,
199,PT07M37.00S,2022-11-03T00:13:43.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,38,37,2022-11-03T00:13:46Z,1980000,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,198.0,5.0,5.0,0.0,,,,,,,,,,,,,,
200,PT07M29.00S,2022-11-03T00:13:54.9Z,2,REGULAR,foul,personal,[],1629056,,,1610612748,38,37,2022-11-03T00:14:02Z,1990000,,,0,,T. Davis personal FOUL (1 PF),"[1629056, 1629216]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1193.0,,,,1.0,0.0,Vincent,1629216.0,,
202,PT07M19.00S,2022-11-03T00:14:25.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,6.044678055190539,56.395526960784316,1610612748,40,37,2022-11-03T00:15:30Z,2010000,-32.0,4.0,1,left,B. Adebayo turnaround Hook (8 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,8.0,,,,,,,,,,,,,
203,PT07M03.00S,2022-11-03T00:14:40.4Z,2,REGULAR,2pt,Jump Shot,[],1628989,79.31997371879106,57.35294117647059,1610612758,40,39,2022-11-03T00:14:46Z,2020000,37.0,142.0,1,right,K. Huerter 14' pullup Jump Shot (7 PTS) (D. Sabonis 2 AST),"[1628989, 1627734]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Center,14.66,Made,,,,,7.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,
204,PT06M49.00S,2022-11-03T00:14:54.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.530223390275953,47.30392156862745,1610612748,40,39,2022-11-03T00:17:33Z,2030000,13.0,131.0,1,left,MISS B. Adebayo 13' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.18,Missed,,,,,,,,,,,,,,,,,,
206,PT06M46.00S,2022-11-03T00:14:57.5Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,40,39,2022-11-03T00:14:59Z,2040000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,204.0,2.0,2.0,0.0,,,,,,,,,,,,,,
207,PT06M34.00S,2022-11-03T00:15:09.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,92.9862023653088,61.51960784313726,1610612758,40,39,2022-11-03T00:15:15Z,2050000,58.0,13.0,1,right,MISS H. Barnes driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,,,,,,,
208,PT06M31.00S,2022-11-03T00:15:12.7Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,40,39,2022-11-03T00:15:15Z,2060000,,,0,,D. Robinson REBOUND (Off:0 Def:4),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,207.0,4.0,4.0,0.0,,,,,,,,,,,,,,
209,PT06M24.00S,2022-11-03T00:15:21.2Z,2,REGULAR,3pt,Jump Shot,[],200768,32.53942181340342,60.78431372549019,1610612748,40,39,2022-11-03T00:15:29Z,2070000,-54.0,253.0,1,left,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,25.91,Missed,,,,,,,,,,,,,,,,,,
210,PT06M21.00S,2022-11-03T00:15:24.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,40,39,2022-11-03T00:15:29Z,2080000,,,0,,D. Sabonis REBOUND (Off:0 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,209.0,6.0,6.0,0.0,,,,,,,,,,,,,,
211,PT06M16.00S,2022-11-03T00:15:29.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,66.70499342969777,53.67647058823529,1610612758,40,42,2022-11-03T00:15:35Z,2090000,18.0,260.0,1,right,K. Huerter 26' 3PT  (10 PTS) (D. Sabonis 3 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,26.11,Made,,,,,10.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,
213,PT06M15.00S,2022-11-03T00:15:37.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,40,42,2022-11-03T00:15:38Z,2110000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M15.00S,2022-11-03T00:17:57.2Z,2,REGULAR,substitution,out,[],200768,,,1610612748,40,42,2022-11-03T00:18:15Z,2120000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M15.00S,2022-11-03T00:17:57.2Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,40,42,2022-11-03T00:18:15Z,2130000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M15.00S,2022-11-03T00:17:57.2Z,2,REGULAR,substitution,out,[],1629622,,,1610612748,40,42,2022-11-03T00:18:15Z,2140000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M15.00S,2022-11-03T00:17:57.2Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,40,42,2022-11-03T00:18:15Z,2150000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M15.00S,2022-11-03T00:17:57.2Z,2,REGULAR,substitution,in,[],1628997,,,1610612748,40,42,2022-11-03T00:18:15Z,2160000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M15.00S,2022-11-03T00:17:57.2Z,2,REGULAR,substitution,in,[],203473,,,1610612748,40,42,2022-11-03T00:18:15Z,2170000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M02.00S,2022-11-03T00:18:47.7Z,2,REGULAR,turnover,traveling,[],1629639,,,1610612748,40,42,2022-11-03T00:18:54Z,2180000,,,0,,T. Herro traveling TURNOVER (2 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1626300.0,2.0,,,,,,,,
221,PT05M44.00S,2022-11-03T00:19:15.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629056,92.72339027595268,3.1862745098039214,1610612758,40,42,2022-11-03T00:19:21Z,2190000,-234.0,16.0,1,right,MISS T. Davis 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,,
222,PT05M42.00S,2022-11-03T00:19:17.2Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,40,42,2022-11-03T00:19:21Z,2200000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,
223,PT05M24.00S,2022-11-03T00:19:39.7Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612748,40,42,2022-11-03T00:19:46Z,2210000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Vincent 2 FT),"[1630558, 1629216]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1193.0,,,,2.0,0.0,Vincent,1629216.0,,
225,PT05M24.00S,2022-11-03T00:20:04.6Z,2,REGULAR,freethrow,1 of 2,[],1629216,,,1610612748,40,42,2022-11-03T00:20:04Z,2230000,,,0,,MISS G. Vincent Free Throw 1 of 2,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT05M24.00S,2022-11-03T00:20:04.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,40,42,2022-11-03T00:20:04Z,2240000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,
227,PT05M24.00S,2022-11-03T00:20:19.1Z,2,REGULAR,freethrow,2 of 2,[],1629216,,,1610612748,41,42,2022-11-03T00:20:19Z,2250000,,,0,,G. Vincent Free Throw 2 of 2 (4 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
228,PT05M14.00S,2022-11-03T00:20:31.3Z,2,REGULAR,3pt,Jump Shot,[],1629056,68.9388961892247,19.852941176470587,1610612758,41,42,2022-11-03T00:20:37Z,2260000,-151.0,239.0,1,right,MISS T. Davis 28' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Left Center,28.3,Missed,,,,,,,,,,,,,,,,,,
229,PT05M11.00S,2022-11-03T00:20:34.3Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,41,42,2022-11-03T00:20:37Z,2270000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Left Center,,,228.0,3.0,2.0,1.0,,,,,,,,,,,,,,
230,PT05M05.00S,2022-11-03T00:20:46.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612748,41,42,2022-11-03T00:20:55Z,2280000,,,0,,K. Huerter personal FOUL (1 PF) (Martin 2 FT),"[1628989, 1628997]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,,,,1.0,0.0,Martin,1628997.0,,
232,PT05M05.00S,2022-11-03T00:21:13.5Z,2,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,42,42,2022-11-03T00:21:13Z,2300000,,,0,,C. Martin Free Throw 1 of 2 (1 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
233,PT05M05.00S,2022-11-03T00:21:14.2Z,2,REGULAR,substitution,out,[],1629056,,,1610612748,42,42,2022-11-03T00:21:19Z,2310000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M05.00S,2022-11-03T00:21:14.2Z,2,REGULAR,substitution,in,[],1631099,,,1610612748,42,42,2022-11-03T00:21:19Z,2320000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M05.00S,2022-11-03T00:21:31.2Z,2,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,43,42,2022-11-03T00:21:31Z,2330000,,,0,,C. Martin Free Throw 2 of 2 (2 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
236,PT04M43.00S,2022-11-03T00:21:54.0Z,2,REGULAR,3pt,Jump Shot,[],1628989,71.61629434954008,88.50337009803921,1610612758,43,45,2022-11-03T00:22:03Z,2340000,193.0,214.0,1,right,K. Huerter 28' 3PT  (13 PTS) (K. Murray 1 AST),"[1628989, 1631099]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,28.81,Made,,,,,13.0,K. Murray,1631099.0,1.0,,,,,,,,,,
238,PT04M25.00S,2022-11-03T00:22:12.7Z,2,REGULAR,3pt,Jump Shot,[],1629216,5.338370565045992,96.81372549019608,1610612748,43,45,2022-11-03T00:22:18Z,2360000,-234.0,-2.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
239,PT04M23.00S,2022-11-03T00:22:14.7Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,43,45,2022-11-03T00:22:18Z,2370000,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,238.0,2.0,1.0,1.0,,,,,,,,,,,,,,
240,PT04M14.00S,2022-11-03T00:22:24.0Z,2,REGULAR,3pt,Jump Shot,[],203084,64.99671484888306,48.529411764705884,1610612758,43,48,2022-11-03T00:22:32Z,2380000,-7.0,277.0,1,right,H. Barnes 27' 3PT  (8 PTS) (D. Mitchell 3 AST),"[203084, 1630558]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,27.66,Made,,,,,8.0,D. Mitchell,1630558.0,3.0,,,,,,,,,,
242,PT03M58.00S,2022-11-03T00:22:40.3Z,2,REGULAR,3pt,Jump Shot,[],1629639,27.414586070959263,17.892156862745097,1610612748,46,48,2022-11-03T00:22:45Z,2400000,161.0,205.0,1,left,T. Herro 26' 3PT pullup (9 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,26.05,Made,,,,,9.0,,,,,,,,,,,,,
243,PT03M42.00S,2022-11-03T00:22:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,81.2910643889619,51.225490196078425,1610612758,46,48,2022-11-03T00:23:00Z,2410000,6.0,123.0,1,right,MISS D. Sabonis 12' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,12.36,Missed,,,,,,,,,,,,,,,,,,
244,PT03M40.00S,2022-11-03T00:22:57.4Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,46,48,2022-11-03T00:23:00Z,2420000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),8-16 Center,,,243.0,4.0,3.0,1.0,,,,,,,,,,,,,,
245,PT03M29.00S,2022-11-03T00:23:08.2Z,2,REGULAR,3pt,Jump Shot,[],203473,30.962549277266753,35.53921568627451,1610612748,49,48,2022-11-03T00:23:14Z,2430000,72.0,239.0,1,left,D. Dedmon 24' 3PT  (6 PTS) (G. Vincent 3 AST),"[203473, 1629216]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,24.92,Made,,,,,6.0,G. Vincent,1629216.0,3.0,,,,,,,,,,
247,PT03M18.00S,2022-11-03T00:23:19.1Z,2,REGULAR,3pt,Jump Shot,[],203084,91.5407358738502,3.1862745098039214,1610612758,49,48,2022-11-03T00:23:24Z,2450000,-234.0,27.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
248,PT03M16.00S,2022-11-03T00:23:21.1Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,49,48,2022-11-03T00:23:24Z,2460000,,,0,,D. Dedmon REBOUND (Off:1 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Left Corner 3,24+ Left,,,247.0,5.0,4.0,1.0,,,,,,,,,,,,,,
249,PT03M01.00S,2022-11-03T00:23:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203473,5.732588699080158,53.18627450980392,1610612748,51,48,2022-11-03T00:23:58Z,2470000,-16.0,1.0,1,left,D. Dedmon cutting Layup (8 PTS) (C. Martin 2 AST),"[203473, 1628997]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,8.0,C. Martin,1628997.0,2.0,,,,,,,,,,
251,PT02M56.00S,2022-11-03T00:23:46.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,51,48,2022-11-03T00:23:46Z,2490000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT02M56.00S,2022-11-03T00:26:11.9Z,2,REGULAR,substitution,out,[],1629216,,,1610612758,51,48,2022-11-03T00:26:36Z,2500000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT02M56.00S,2022-11-03T00:26:11.9Z,2,REGULAR,substitution,out,[],203473,,,1610612758,51,48,2022-11-03T00:26:36Z,2510000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT02M56.00S,2022-11-03T00:26:11.9Z,2,REGULAR,substitution,in,[],1628389,,,1610612758,51,48,2022-11-03T00:26:36Z,2520000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT02M56.00S,2022-11-03T00:26:11.9Z,2,REGULAR,substitution,in,[],200768,,,1610612758,51,48,2022-11-03T00:26:36Z,2530000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M41.00S,2022-11-03T00:27:02.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,92.32917214191852,44.36274509803921,1610612758,51,48,2022-11-03T00:27:08Z,2540000,-28.0,20.0,1,right,MISS D. Mitchell driving reverse Layup,[1630558],1610612758.0,SAC,driving reverse,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
