actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
611,PT00M53.40S,2022-11-03T01:48:20.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,103,103,2022-11-03T01:48:20Z,6050000,,,0,,D. Sabonis Free Throw 2 of 2 (20 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
612,PT00M41.30S,2022-11-03T01:48:37.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,94.03745072273325,53.67647058823529,1610612748,105,103,2022-11-03T01:48:42Z,6060000,18.0,4.0,1,right,T. Herro driving finger roll Layup (23 PTS) (B. Adebayo 6 AST),"[1629639, 1628389]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,23.0,B. Adebayo,1628389.0,6.0,,,,,,,,,,
613,PT00M32.70S,2022-11-03T01:48:49.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.1268068331143235,54.166666666666664,1610612758,105,105,2022-11-03T01:48:53Z,6070000,-21.0,5.0,1,left,D. Mitchell driving Layup (9 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,9.0,,,,,,,,,,,,,
615,PT00M27.80S,2022-11-03T01:49:04.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,83.39356110381078,54.90196078431373,1610612748,107,105,2022-11-03T01:49:09Z,6080000,25.0,104.0,1,right,K. Lowry 10' turnaround fadeaway Jump Shot (22 PTS),[200768],1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,,,,,22.0,,,,,,,,,,,,,
616,PT00M23.80S,2022-11-03T01:49:21.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,107,105,2022-11-03T01:49:21Z,6090000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M23.80S,2022-11-03T01:49:55.4Z,4,REGULAR,substitution,out,[],203521,,,1610612758,107,105,2022-11-03T01:50:43Z,6100000,,,0,,SUB out: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M23.80S,2022-11-03T01:49:55.4Z,4,REGULAR,substitution,in,[],1628370,,,1610612758,107,105,2022-11-03T01:50:43Z,6110000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M12.50S,2022-11-03T01:51:04.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612758,107,105,2022-11-03T01:51:25Z,6120000,,,0,,M. Strus shooting personal FOUL (3 PF) (Sabonis 2 FT),"[1629622, 1627734]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2715.0,,,,3.0,0.0,Sabonis,1627734.0,,
621,PT00M12.50S,2022-11-03T01:51:35.7Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,107,106,2022-11-03T01:51:35Z,6140000,,,0,,D. Sabonis Free Throw 1 of 2 (21 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
622,PT00M12.50S,2022-11-03T01:51:36.6Z,4,REGULAR,substitution,out,[],1629639,,,1610612758,107,106,2022-11-03T01:51:48Z,6150000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M12.50S,2022-11-03T01:51:36.6Z,4,REGULAR,substitution,out,[],1628989,,,1610612758,107,106,2022-11-03T01:51:48Z,6160000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M12.50S,2022-11-03T01:51:36.6Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,107,106,2022-11-03T01:51:48Z,6170000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M12.50S,2022-11-03T01:51:36.6Z,4,REGULAR,substitution,in,[],203473,,,1610612758,107,106,2022-11-03T01:51:48Z,6180000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M12.50S,2022-11-03T01:51:36.6Z,4,REGULAR,substitution,in,[],1629056,,,1610612758,107,106,2022-11-03T01:51:48Z,6190000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M12.50S,2022-11-03T01:51:36.6Z,4,REGULAR,substitution,in,[],203521,,,1610612758,107,106,2022-11-03T01:51:48Z,6200000,,,0,,SUB in: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M12.50S,2022-11-03T01:52:05.3Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,107,107,2022-11-03T01:52:05Z,6210000,,,0,,D. Sabonis Free Throw 2 of 2 (22 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
629,PT00M12.50S,2022-11-03T01:52:07.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,107,107,2022-11-03T01:52:07Z,6220000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M12.50S,2022-11-03T01:52:27.4Z,4,REGULAR,substitution,out,[],203473,,,1610612748,107,107,2022-11-03T01:53:27Z,6230000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M12.50S,2022-11-03T01:52:27.4Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,107,107,2022-11-03T01:53:27Z,6240000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M02.50S,2022-11-03T01:53:51.8Z,4,REGULAR,3pt,Jump Shot,[],1629639,66.5735873850197,36.029411764705884,1610612748,110,107,2022-11-03T01:57:10Z,6250000,-70.0,262.0,1,right,T. Herro 27' 3PT fadeaway (26 PTS),[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,27.09,Made,,,,,26.0,,,,,,,,,,,,,
633,PT00M00.30S,2022-11-03T01:54:08.0Z,4,REGULAR,foul,offensive,['inpenalty'],1627734,,,1610612758,110,107,2022-11-03T01:55:20Z,6260000,,,0,,D. Sabonis offensive FOUL (2 PF),"[1627734, 1628389]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1626300.0,,,,2.0,0.0,Adebayo,1628389.0,,
635,PT00M00.30S,2022-11-03T01:54:08.0Z,4,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,110,107,2022-11-03T01:54:08Z,6280000,,,0,,D. Sabonis offensive foul TURNOVER (2 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1626300.0,2.0,,,,,,,,
637,PT00M00.00S,2022-11-03T01:55:59.2Z,4,REGULAR,period,end,[],0,,,1610612748,110,107,2022-11-03T01:55:59Z,6300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M00.00S,2022-11-03T01:56:03.8Z,4,REGULAR,game,end,[],0,,,0,110,107,2022-11-03T01:56:03Z,6310000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
