actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT10M48.00S,2023-01-22T21:14:17.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1630700,7.703679369250986,51.470588235294116,1610612740,23,37,2023-01-22T21:16:34Z,1680000,False,-7.0,20.0,1,left,D. Daniels running Layup (2 PTS) (D. Graham 1 AST),"[1630700, 1628984]",1610612740.0,NOP,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,2.12,Made,2.0,,,,,D. Graham,1628984.0,1.0,,,,,,,
174,PT10M48.00S,2023-01-22T21:14:21.8Z,2,REGULAR,violation,defensive goaltending,[],1628389,,,1610612740,23,37,2023-01-22T21:14:28Z,1700000,False,,,0,,B. Adebayo defensive goaltending VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,
175,PT10M32.00S,2023-01-22T21:14:45.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,89.83245729303549,51.225490196078425,1610612748,23,37,2023-01-22T21:14:50Z,1710000,False,6.0,43.0,1,right,MISS V. Oladipo driving floating Shot,[203506],1610612748.0,MIA,driving floating,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,4.35,Missed,,,,,,,,,,,,,,,
176,PT10M30.00S,2023-01-22T21:14:47.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,23,37,2023-01-22T21:14:50Z,1720000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,175.0,3.0,3.0,0.0,,,,,,,,,,
177,PT10M25.00S,2023-01-22T21:14:52.7Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,23,37,2023-01-22T21:14:57Z,1730000,False,,,0,,J. Valanciunas bad pass TURNOVER (1 TO),"[202685, 1628389]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,16-24 Center,1.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
178,PT10M25.00S,2023-01-22T21:14:52.7Z,2,REGULAR,steal,,[],1628389,,,1610612748,23,37,2023-01-22T21:14:56Z,1740000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,16-24 Center,,,,,,,,,,,,,,,,,,,,
179,PT10M19.00S,2023-01-22T21:14:58.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629622,76.95466491458606,88.97058823529412,1610612748,23,37,2023-01-22T21:17:28Z,1750000,False,195.0,164.0,1,right,MISS M. Strus 25' running 3PT,[1629622],1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,25.48,Missed,,,,,,,,,,,,,,,
180,PT10M15.00S,2023-01-22T21:15:02.9Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,23,37,2023-01-22T21:15:07Z,1760000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,179.0,4.0,4.0,0.0,,,,,,,,,,
181,PT10M05.00S,2023-01-22T21:15:12.5Z,2,REGULAR,3pt,Jump Shot,[],1628984,11.383048620236531,98.2843137254902,1610612740,23,37,2023-01-22T21:15:16Z,1770000,False,-241.0,55.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Left Corner 3,24+ Left,,,,24.75,Missed,,,,,,,,,,,,,,,
182,PT10M03.00S,2023-01-22T21:15:14.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,23,37,2023-01-22T21:15:16Z,1780000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,
183,PT09M54.00S,2023-01-22T21:15:23.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,92.59198423127464,50.245098039215684,1610612748,25,37,2023-01-22T21:15:29Z,1790000,False,1.0,17.0,1,right,B. Adebayo cutting DUNK (6 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.71,Made,6.0,,,,,M. Strus,1629622.0,1.0,,,,,,,
185,PT09M32.00S,2023-01-22T21:15:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,7.046649145860711,46.07843137254902,1610612740,25,37,2023-01-22T21:15:53Z,1810000,False,20.0,14.0,1,left,MISS J. Alvarado driving Layup - blocked,"[1630631, 203506]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,2.39,Missed,,,,,,,,,Oladipo,203506.0,,,,,
186,PT09M32.00S,2023-01-22T21:15:46.5Z,2,REGULAR,block,,[],203506,,,1610612740,25,37,2023-01-22T21:15:49Z,1820000,False,,,0,,V. Oladipo BLOCK (1 BLK),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
187,PT09M32.00S,2023-01-22T21:15:46.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,25,37,2023-01-22T21:15:53Z,1830000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,185.0,,,,,,,,,,,,,
189,PT09M32.00S,2023-01-22T21:15:52.9Z,2,REGULAR,substitution,out,[],203506,,,1610612740,25,37,2023-01-22T21:15:58Z,1850000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M32.00S,2023-01-22T21:15:52.9Z,2,REGULAR,substitution,in,[],1629639,,,1610612740,25,37,2023-01-22T21:15:58Z,1860000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M25.00S,2023-01-22T21:16:15.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202685,27.414586070959263,20.34313725490196,1610612740,25,37,2023-01-22T21:16:19Z,1870000,False,148.0,205.0,1,left,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,25.32,Missed,,,,,,,,,,,,,,,
192,PT09M22.00S,2023-01-22T21:16:18.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,25,37,2023-01-22T21:16:19Z,1880000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,191.0,2.0,2.0,0.0,,,,,,,,,,
193,PT09M15.00S,2023-01-22T21:16:25.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,85.89027595269383,62.745098039215684,1610612748,25,37,2023-01-22T21:16:30Z,1890000,False,64.0,80.0,1,right,MISS B. Adebayo 10' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,,10.23,Missed,,,,,,,,,,,,,,,
194,PT09M12.00S,2023-01-22T21:16:28.2Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,25,37,2023-01-22T21:16:30Z,1900000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,
195,PT09M06.00S,2023-01-22T21:16:33.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629637,11.383048620236531,35.53921568627451,1610612740,25,39,2023-01-22T21:19:35Z,1910000,False,72.0,55.0,1,left,J. Hayes 9' driving floating Jump Shot (5 PTS),[1629637],1610612740.0,NOP,driving floating,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,,9.05,Made,5.0,,,,,,,,,,,,,,
196,PT08M52.00S,2023-01-22T21:16:48.3Z,2,REGULAR,3pt,Jump Shot,[],1628997,94.43166885676742,97.30392156862744,1610612748,25,39,2023-01-22T21:16:52Z,1920000,False,237.0,0.0,1,right,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,23.65,Missed,,,,,,,,,,,,,,,
197,PT08M49.00S,2023-01-22T21:16:50.9Z,2,REGULAR,rebound,offensive,[],1629216,,,1610612748,25,39,2023-01-22T21:16:50Z,1930000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,,,,,,,196.0,1.0,0.0,1.0,,,,,,,,,,
198,PT08M46.00S,2023-01-22T21:16:53.8Z,2,REGULAR,turnover,bad pass,[],1629216,,,1610612748,25,39,2023-01-22T21:16:58Z,1940000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1628984]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Left,1.0,Graham,1628984.0,,,,,,,,,,,,,,,,,
199,PT08M46.00S,2023-01-22T21:16:53.8Z,2,REGULAR,steal,,[],1628984,,,1610612740,25,39,2023-01-22T21:16:55Z,1950000,False,,,0,,D. Graham STEAL (4 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
200,PT08M33.00S,2023-01-22T21:17:06.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,5.469776609724048,45.09803921568628,1610612740,25,39,2023-01-22T21:17:12Z,1960000,False,25.0,-1.0,1,left,MISS J. Alvarado driving bank Shot,[1630631],1610612740.0,NOP,driving bank,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,,,,,,,,,,,,,,
201,PT08M31.00S,2023-01-22T21:17:08.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,25,39,2023-01-22T21:17:08Z,1970000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,200.0,3.0,3.0,0.0,,,,,,,,,,
202,PT08M18.00S,2023-01-22T21:17:22.5Z,2,REGULAR,3pt,Jump Shot,[],1629216,68.15045992115637,79.65686274509804,1610612748,25,39,2023-01-22T21:17:41Z,1980000,False,148.0,247.0,1,right,MISS G. Vincent 28' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,28.8,Missed,,,,,,,,,,,,,,,
203,PT08M15.00S,2023-01-22T21:17:25.5Z,2,REGULAR,rebound,offensive,[],1629622,,,1610612748,25,39,2023-01-22T21:17:41Z,1990000,False,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,202.0,3.0,2.0,1.0,,,,,,,,,,
204,PT08M12.00S,2023-01-22T21:17:28.6Z,2,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,25,39,2023-01-22T21:17:35Z,2000000,False,,,0,,C. Martin bad pass out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,bad pass,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,1627961.0,,,,
205,PT07M55.00S,2023-01-22T21:18:02.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202685,6.652431011826544,46.32352941176471,1610612740,25,41,2023-01-22T21:18:14Z,2010000,False,18.0,10.0,1,left,J. Valanciunas bank Hook (8 PTS) (D. Graham 2 AST),"[202685, 1628984]",1610612740.0,NOP,bank,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,2.09,Made,8.0,,,,,D. Graham,1628984.0,2.0,,,,,,,
207,PT07M55.00S,2023-01-22T21:18:09.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,25,41,2023-01-22T21:18:09Z,2030000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M38.00S,2023-01-22T21:21:14.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,92.9862023653088,48.77450980392157,1610612748,25,41,2023-01-22T21:21:31Z,2040000,False,-6.0,13.0,1,right,MISS C. Martin driving DUNK,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,1.47,Missed,,,,,,,,,,,,,,,
209,PT07M33.00S,2023-01-22T21:21:19.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,25,41,2023-01-22T21:21:31Z,2050000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,208.0,,,,,,,,,,,,,
211,PT07M23.00S,2023-01-22T21:21:37.6Z,2,REGULAR,2pt,Jump Shot,[],202685,4.5499342969776615,23.52941176470588,1610612740,25,41,2023-01-22T21:21:42Z,2070000,False,132.0,-10.0,1,left,MISS J. Valanciunas 13' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,13.28,Missed,,,,,,,,,,,,,,,
212,PT07M21.00S,2023-01-22T21:21:39.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,25,41,2023-01-22T21:21:42Z,2080000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,211.0,4.0,4.0,0.0,,,,,,,,,,
213,PT07M14.00S,2023-01-22T21:21:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,82.7365308804205,62.5,1610612748,27,41,2023-01-22T21:21:51Z,2090000,False,62.0,110.0,1,right,B. Adebayo 12' pullup Jump Shot (8 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,12.63,Made,8.0,,,,,,,,,,,,,,
214,PT07M05.00S,2023-01-22T21:22:00.9Z,2,REGULAR,violation,kicked ball,[],1629216,,,1610612740,27,41,2023-01-22T21:22:22Z,2100000,False,,,0,,G. Vincent kicked ball VIOLATION,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,
215,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,out,[],1629216,,,1610612740,27,41,2023-01-22T21:22:21Z,2110000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,out,[],1628997,,,1610612740,27,41,2023-01-22T21:22:21Z,2120000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,out,[],1629622,,,1610612740,27,41,2023-01-22T21:22:21Z,2130000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,27,41,2023-01-22T21:22:21Z,2140000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,27,41,2023-01-22T21:22:21Z,2150000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,out,[],1630700,,,1610612740,27,41,2023-01-22T21:22:21Z,2160000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,in,[],200768,,,1610612740,27,41,2023-01-22T21:22:21Z,2170000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,in,[],202710,,,1610612740,27,41,2023-01-22T21:22:21Z,2180000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,in,[],203506,,,1610612740,27,41,2023-01-22T21:22:21Z,2190000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,in,[],203468,,,1610612740,27,41,2023-01-22T21:22:21Z,2200000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,27,41,2023-01-22T21:22:21Z,2210000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M05.00S,2023-01-22T21:22:04.3Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,27,41,2023-01-22T21:22:21Z,2220000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M50.00S,2023-01-22T21:22:36.9Z,2,REGULAR,3pt,Jump Shot,[],1630530,26.231931668856767,83.82352941176471,1610612740,27,41,2023-01-22T21:22:41Z,2230000,False,-169.0,194.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,25.74,Missed,,,,,,,,,,,,,,,
228,PT06M47.00S,2023-01-22T21:22:39.9Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,27,41,2023-01-22T21:28:32Z,2240000,False,,,0,,T. Herro REBOUND (Off:1 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,227.0,2.0,1.0,1.0,,,,,,,,,,
229,PT06M39.00S,2023-01-22T21:22:47.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,88.12417871222075,62.254901960784316,1610612748,29,41,2023-01-22T21:22:53Z,2250000,False,61.0,59.0,1,right,T. Herro 8' turnaround Jump Shot (10 PTS),[1629639],1610612748.0,MIA,turnaround,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,,,,8.51,Made,10.0,,,,,,,,,,,,,,
230,PT06M24.00S,2023-01-22T21:23:02.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203468,4.812746386333772,58.08823529411765,1610612740,29,43,2023-01-22T21:23:08Z,2260000,False,-40.0,-7.0,1,left,C. McCollum turnaround Hook (9 PTS),[203468],1610612740.0,NOP,turnaround,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,4.11,Made,9.0,,,,,,,,,,,,,,
231,PT06M05.00S,2023-01-22T21:23:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203506,93.77463863337714,54.65686274509803,1610612748,31,43,2023-01-22T21:23:27Z,2270000,False,23.0,6.0,1,right,V. Oladipo driving Layup (2 PTS),[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,2.41,Made,2.0,,,,,,,,,,,,,,
232,PT05M52.00S,2023-01-22T21:23:35.7Z,2,REGULAR,3pt,Jump Shot,[],203468,10.726018396846255,96.32352941176471,1610612740,31,43,2023-01-22T21:23:43Z,2280000,False,-232.0,48.0,1,left,MISS C. McCollum step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,,23.66,Missed,,,,,,,,,,,,,,,
233,PT05M49.00S,2023-01-22T21:23:38.0Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,31,43,2023-01-22T21:23:38Z,2290000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,
234,PT05M40.00S,2023-01-22T21:23:46.9Z,2,REGULAR,3pt,Jump Shot,[],203506,72.48685939553219,13.970588235294118,1610612748,31,43,2023-01-22T21:23:52Z,2300000,False,-180.0,206.0,1,right,MISS V. Oladipo 27' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Left Center,,,,27.37,Missed,,,,,,,,,,,,,,,
235,PT05M36.00S,2023-01-22T21:23:50.9Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,31,43,2023-01-22T21:23:52Z,2310000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,,
236,PT05M32.00S,2023-01-22T21:23:55.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630530,6.652431011826544,49.01960784313725,1610612740,31,45,2023-01-22T21:24:06Z,2320000,False,5.0,10.0,1,left,T. Murphy III running DUNK (12 PTS),[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,1.11,Made,12.0,,,,,,,,,,,,,,
238,PT05M22.00S,2023-01-22T21:24:04.7Z,2,REGULAR,3pt,Jump Shot,[],202710,95.6143232588699,95.34313725490196,1610612748,31,45,2023-01-22T21:24:16Z,2340000,False,227.0,-11.0,1,right,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,22.7,Missed,,,,,,,,,,,,,,,
239,PT05M18.00S,2023-01-22T21:24:08.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,31,45,2023-01-22T21:24:16Z,2350000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,,,,238.0,5.0,5.0,0.0,,,,,,,,,,
240,PT05M06.00S,2023-01-22T21:24:20.6Z,2,REGULAR,3pt,Jump Shot,[],202685,33.590670170827856,46.32352941176471,1610612740,31,45,2023-01-22T21:24:28Z,2360000,False,18.0,263.0,1,left,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,26.39,Missed,,,,,,,,,,,,,,,
241,PT05M03.00S,2023-01-22T21:24:23.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,31,45,2023-01-22T21:24:28Z,2370000,False,,,0,,T. Herro REBOUND (Off:1 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,240.0,3.0,2.0,1.0,,,,,,,,,,
242,PT04M56.00S,2023-01-22T21:24:30.9Z,2,REGULAR,3pt,Jump Shot,[],1629639,72.48685939553219,19.11764705882353,1610612748,31,45,2023-01-22T21:28:35Z,2380000,False,-154.0,206.0,1,right,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,25.75,Missed,,,,,,,,,,,,,,,
243,PT04M56.00S,2023-01-22T21:24:30.9Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,31,45,2023-01-22T21:24:36Z,2390000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,,242.0,6.0,6.0,0.0,,,,,,,,,,
244,PT04M47.00S,2023-01-22T21:24:40.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,28.465834428383708,78.43137254901961,1610612740,31,45,2023-01-22T21:29:08Z,2400000,False,-142.0,215.0,1,left,MISS C. McCollum 25' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,25.79,Missed,,,,,,,,,,,,,,,
245,PT04M47.00S,2023-01-22T21:24:40.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,31,45,2023-01-22T21:25:35Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,244.0,,,,,,,,,,,,,
247,PT04M47.00S,2023-01-22T21:24:46.9Z,2,REGULAR,substitution,out,[],1628389,,,1610612740,31,45,2023-01-22T21:24:52Z,2430000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M47.00S,2023-01-22T21:24:46.9Z,2,REGULAR,substitution,out,[],202685,,,1610612740,31,45,2023-01-22T21:24:52Z,2440000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M47.00S,2023-01-22T21:24:46.9Z,2,REGULAR,substitution,in,[],1631115,,,1610612740,31,45,2023-01-22T21:24:52Z,2450000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
