actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
165,PT10M59.00S,2022-10-25T00:11:00.0Z,2,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612748,26,29,2022-10-25T00:11:10Z,1650000,,,0,,C. Boucher shooting personal FOUL (3 PF) (Adebayo 1 FT),"[1628449, 1628389]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,,,3.0,0.0,Adebayo,1628389.0,,,,,
167,PT10M59.00S,2022-10-25T00:11:35.7Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,27,29,2022-10-25T00:11:35Z,1670000,,,0,,B. Adebayo Free Throw 1 of 1 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
168,PT10M35.00S,2022-10-25T00:12:01.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,94.69448094612353,46.32352941176471,1610612761,27,29,2022-10-25T00:12:08Z,1680000,-18.0,-3.0,1,right,MISS F. VanVleet driving reverse Layup,[1627832],1610612761.0,TOR,driving reverse,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,1.86,Missed,,,,,,,,,,,,,,,
169,PT10M32.00S,2022-10-25T00:12:04.5Z,2,REGULAR,rebound,offensive,[],1627832,,,1610612761,27,29,2022-10-25T00:25:05Z,1690000,,,0,,F. VanVleet REBOUND (Off:2 Def:0),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,168.0,2.0,0.0,2.0,,,,,,,,,
170,PT10M32.00S,2022-10-25T00:12:06.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627832,89.30683311432325,41.66666666666667,1610612761,27,29,2022-10-25T00:22:24Z,1692500,-42.0,48.0,1,right,MISS F. VanVleet 6' putback Layup,[1627832],1610612761.0,TOR,putback,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,6.36,Missed,,,,,,,,,,,,,,,
171,PT10M32.00S,2022-10-25T00:12:06.8Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,27,29,2022-10-25T00:20:41Z,1693750,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,170.0,2.0,1.0,1.0,,,,,,,,,
172,PT10M31.00S,2022-10-25T00:12:12.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,27,31,2022-10-25T00:20:11Z,1695000,0.0,0.0,1,right,C. Boucher tip Layup (7 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,0.0,Made,7.0,,,,,,,,,,,,,,
173,PT10M18.00S,2022-10-25T00:12:19.3Z,2,REGULAR,3pt,Jump Shot,[],1629130,33.98488830486202,67.8921568627451,1610612748,27,31,2022-10-25T00:12:29Z,1730000,-89.0,267.0,1,left,MISS D. Robinson 28' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,28.16,Missed,,,,,,,,,,,,,,,
174,PT10M15.00S,2022-10-25T00:12:22.3Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,27,31,2022-10-25T00:12:29Z,1740000,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,173.0,6.0,5.0,1.0,,,,,,,,,
175,PT10M10.00S,2022-10-25T00:12:27.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628449,96.5341655716163,98.0392156862745,1610612761,27,34,2022-10-25T00:12:33Z,1750000,240.0,-20.0,1,right,C. Boucher 24' 3PT  (10 PTS) (D. Banton 1 AST),"[1628449, 1630625]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,24.1,Made,10.0,,,,,,,,,,D. Banton,1630625.0,1.0,,
177,PT09M55.00S,2022-10-25T00:12:40.7Z,2,REGULAR,3pt,Jump Shot,[],1629130,7.5722733245729295,98.52941176470588,1610612748,30,34,2022-10-25T00:12:49Z,1770000,-243.0,19.0,1,left,D. Robinson 24' 3PT  (4 PTS) (G. Vincent 3 AST),"[1629130, 1629216]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,,24.33,Made,4.0,,,,,,,,,,G. Vincent,1629216.0,3.0,,
179,PT09M34.00S,2022-10-25T00:13:01.8Z,2,REGULAR,3pt,Jump Shot,[],1630625,68.9388961892247,26.47058823529412,1610612761,30,34,2022-10-25T00:24:53Z,1790000,-118.0,239.0,1,right,MISS D. Banton 26' pullup 3PT,[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,,,,26.68,Missed,,,,,,,,,,,,,,,
180,PT09M31.00S,2022-10-25T00:13:04.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,30,34,2022-10-25T00:13:17Z,1800000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,
181,PT09M25.00S,2022-10-25T00:13:14.0Z,2,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612748,30,34,2022-10-25T00:14:21Z,1810000,,,0,,C. Boucher shooting personal FOUL (4 PF) (Adebayo 2 FT),"[1628449, 1628389]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,,,,,4.0,0.0,Adebayo,1628389.0,,,,,
183,PT09M25.00S,2022-10-25T00:13:46.4Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,31,34,2022-10-25T00:13:46Z,1830000,,,0,,B. Adebayo Free Throw 1 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
184,PT09M25.00S,2022-10-25T00:13:47.2Z,2,REGULAR,substitution,out,[],1628449,,,1610612748,31,34,2022-10-25T00:13:51Z,1840000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M25.00S,2022-10-25T00:13:47.2Z,2,REGULAR,substitution,in,[],203920,,,1610612748,31,34,2022-10-25T00:13:51Z,1850000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M25.00S,2022-10-25T00:14:06.4Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,32,34,2022-10-25T00:14:06Z,1860000,,,0,,B. Adebayo Free Throw 2 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
187,PT09M16.00S,2022-10-25T00:14:22.9Z,2,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612761,32,34,2022-10-25T00:14:33Z,1870000,,,0,,H. Highsmith shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1629312, 1627832]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202027.0,,,,,1.0,0.0,VanVleet,1627832.0,,,,,
190,PT09M16.00S,2022-10-25T00:14:51.4Z,2,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,32,35,2022-10-25T00:14:51Z,1900000,,,0,,F. VanVleet Free Throw 1 of 2 (9 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
193,PT09M16.00S,2022-10-25T00:15:14.5Z,2,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,32,36,2022-10-25T00:15:14Z,1910000,,,0,,F. VanVleet Free Throw 2 of 2 (10 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
196,PT08M52.00S,2022-10-25T00:15:39.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.982260183968464,50.245098039215684,1610612748,32,36,2022-10-25T00:15:45Z,1920000,-1.0,98.0,1,left,MISS B. Adebayo 9' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,9.77,Missed,,,,,,,,,,,,,,,
197,PT08M50.00S,2022-10-25T00:15:41.5Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,32,36,2022-10-25T00:15:45Z,1930000,,,0,,P. Achiuwa REBOUND (Off:1 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,196.0,7.0,6.0,1.0,,,,,,,,,
198,PT08M47.00S,2022-10-25T00:15:45.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627832,85.49605781865965,63.725490196078425,1610612761,32,36,2022-10-25T00:16:02Z,1940000,69.0,84.0,1,right,MISS F. VanVleet 10' running pullup Shot,[1627832],1610612761.0,TOR,running pullup,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Right,,,,10.83,Missed,,,,,,,,,,,,,,,
199,PT08M43.00S,2022-10-25T00:15:49.0Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,32,36,2022-10-25T00:16:02Z,1950000,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,,
200,PT08M42.00S,2022-10-25T00:15:53.7Z,2,REGULAR,foul,personal,[],203920,,,1610612748,32,36,2022-10-25T00:16:11Z,1960000,,,0,,K. Birch personal FOUL (1 PF),"[203920, 1628389]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,,,,,1.0,0.0,Adebayo,1628389.0,,,,,
202,PT08M38.00S,2022-10-25T00:16:19.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,7.703679369250986,47.05882352941176,1610612748,32,36,2022-10-25T00:16:36Z,1980000,15.0,20.0,1,left,MISS M. Strus driving Layup - blocked,"[1629622, 1630173]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,2.47,Missed,,,,,,,,,,,,,,Achiuwa,1630173.0
208,PT08M38.00S,2022-10-25T00:16:19.4Z,2,REGULAR,block,,[],1630173,,,1610612748,32,36,2022-10-25T00:17:06Z,1985000,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
203,PT08M35.00S,2022-10-25T00:16:22.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,32,36,2022-10-25T00:16:36Z,1990000,,,0,,P. Achiuwa REBOUND (Off:1 Def:7),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,202.0,8.0,7.0,1.0,,,,,,,,,
204,PT08M24.00S,2022-10-25T00:16:34.8Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612761,32,36,2022-10-25T00:16:46Z,2000000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1629130, 1628384]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,,,2.0,0.0,Anunoby,1628384.0,,,,,
206,PT08M24.00S,2022-10-25T00:17:00.4Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,32,36,2022-10-25T00:17:00Z,2020000,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
207,PT08M24.00S,2022-10-25T00:17:00.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,32,36,2022-10-25T00:17:00Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,
209,PT08M24.00S,2022-10-25T00:17:01.2Z,2,REGULAR,substitution,out,[],1629130,,,1610612761,32,36,2022-10-25T00:17:13Z,2040000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M24.00S,2022-10-25T00:17:01.2Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,32,36,2022-10-25T00:17:13Z,2050000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M24.00S,2022-10-25T00:17:01.2Z,2,REGULAR,substitution,in,[],200768,,,1610612761,32,36,2022-10-25T00:17:13Z,2060000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M24.00S,2022-10-25T00:17:01.2Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,32,36,2022-10-25T00:17:13Z,2070000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M24.00S,2022-10-25T00:17:24.8Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,32,37,2022-10-25T00:17:24Z,2080000,,,0,,O. Anunoby Free Throw 2 of 2 (1 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
214,PT08M10.00S,2022-10-25T00:17:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629312,13.87976346911958,56.86274509803921,1610612748,32,37,2022-10-25T00:17:42Z,2090000,-34.0,78.0,1,left,MISS H. Highsmith 8' driving floating Shot,[1629312],1610612748.0,MIA,driving floating,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,8.52,Missed,,,,,,,,,,,,,,,
215,PT08M06.00S,2022-10-25T00:17:40.6Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,32,37,2022-10-25T00:17:40Z,2100000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,214.0,3.0,2.0,1.0,,,,,,,,,
216,PT08M02.00S,2022-10-25T00:17:47.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1629622,10.33180026281209,51.225490196078425,1610612748,34,37,2022-10-25T00:18:06Z,2110000,-6.0,45.0,1,left,M. Strus driving floating Jump Shot (4 PTS) (G. Vincent 4 AST),"[1629622, 1629216]",1610612748.0,MIA,driving floating,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,4.5,Made,4.0,,,,,,,,,,G. Vincent,1629216.0,4.0,,
218,PT08M02.00S,2022-10-25T00:17:52.1Z,2,REGULAR,violation,defensive goaltending,[],1628384,,,1610612748,34,37,2022-10-25T00:18:06Z,2130000,,,0,,O. Anunoby defensive goaltending VIOLATION,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,202027.0,,,,,,,,,,,,,
219,PT07M50.00S,2022-10-25T00:18:06.3Z,2,REGULAR,3pt,Jump Shot,[],1629018,87.59855453350855,5.147058823529411,1610612761,34,37,2022-10-25T00:18:14Z,2140000,-224.0,64.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,,23.33,Missed,,,,,,,,,,,,,,,
220,PT07M47.00S,2022-10-25T00:18:09.0Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,34,37,2022-10-25T00:18:09Z,2150000,,,0,,P. Achiuwa REBOUND (Off:2 Def:7),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,,,219.0,9.0,7.0,2.0,,,,,,,,,
221,PT07M40.00S,2022-10-25T00:18:15.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630173,83.919185282523,86.02941176470588,1610612761,34,37,2022-10-25T00:18:29Z,2160000,180.0,99.0,1,right,MISS P. Achiuwa 20' Jump Shot,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Right,,,,20.54,Missed,,,,,,,,,,,,,,,
222,PT07M36.00S,2022-10-25T00:18:19.5Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,34,37,2022-10-25T00:18:29Z,2170000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right,,,,,,,,221.0,1.0,1.0,0.0,,,,,,,,,
223,PT07M34.00S,2022-10-25T00:18:23.6Z,2,REGULAR,turnover,out-of-bounds,[],1629312,,,1610612748,34,37,2022-10-25T00:18:34Z,2180000,,,0,,H. Highsmith bad pass out-of-bounds TURNOVER (2 TO),[1629312],1610612748.0,MIA,bad pass,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,1628951.0,,,,,,,,,,,,,
224,PT07M15.00S,2022-10-25T00:19:00.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,80.1084099868594,6.127450980392156,1610612761,34,37,2022-10-25T00:19:05Z,2190000,-219.0,134.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,25.73,Missed,,,,,,,,,,,,,,,
225,PT07M12.00S,2022-10-25T00:19:03.9Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,34,37,2022-10-25T00:19:05Z,2200000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,
226,PT07M08.00S,2022-10-25T00:19:08.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,27.54599211563732,89.2156862745098,1610612748,34,37,2022-10-25T00:19:21Z,2210000,-196.0,206.0,1,left,MISS M. Strus 28' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,28.47,Missed,,,,,,,,,,,,,,,
227,PT07M04.00S,2022-10-25T00:19:12.3Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,34,37,2022-10-25T00:19:23Z,2220000,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,226.0,3.0,3.0,0.0,,,,,,,,,
228,PT06M59.00S,2022-10-25T00:19:24.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,34,37,2022-10-25T00:19:24Z,2230000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M59.00S,2022-10-25T00:21:37.3Z,2,REGULAR,substitution,out,[],1628389,,,1610612761,34,37,2022-10-25T00:22:09Z,2240000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M59.00S,2022-10-25T00:21:37.3Z,2,REGULAR,substitution,out,[],1629312,,,1610612761,34,37,2022-10-25T00:22:09Z,2250000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M59.00S,2022-10-25T00:21:37.3Z,2,REGULAR,substitution,out,[],1629622,,,1610612761,34,37,2022-10-25T00:22:09Z,2260000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M59.00S,2022-10-25T00:21:37.3Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,34,37,2022-10-25T00:22:09Z,2270000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M59.00S,2022-10-25T00:21:37.3Z,2,REGULAR,substitution,in,[],1629639,,,1610612761,34,37,2022-10-25T00:22:09Z,2280000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M59.00S,2022-10-25T00:21:37.3Z,2,REGULAR,substitution,in,[],202710,,,1610612761,34,37,2022-10-25T00:22:09Z,2290000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M59.00S,2022-10-25T00:21:37.3Z,2,REGULAR,substitution,in,[],203473,,,1610612761,34,37,2022-10-25T00:22:09Z,2300000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M59.00S,2022-10-25T00:21:37.3Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,34,37,2022-10-25T00:22:09Z,2310000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M43.00S,2022-10-25T00:22:32.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,79.97700394218134,65.44117647058823,1610612761,34,37,2022-10-25T00:22:43Z,2320000,77.0,136.0,1,right,MISS P. Siakam 15' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,15.61,Missed,,,,,,,,,,,,,,,
238,PT06M43.00S,2022-10-25T00:22:36.4Z,2,REGULAR,rebound,offensive,[],203920,,,1610612761,34,37,2022-10-25T00:22:36Z,2330000,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,237.0,1.0,0.0,1.0,,,,,,,,,
239,PT06M43.00S,2022-10-25T00:22:43.2Z,2,REGULAR,foul,personal,[],200768,,,1610612761,34,37,2022-10-25T00:23:04Z,2340000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 203920]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,,,1.0,0.0,Birch,203920.0,,,,,
241,PT06M31.00S,2022-10-25T00:23:05.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,66.70499342969777,44.85294117647059,1610612761,34,40,2022-10-25T00:23:19Z,2360000,-26.0,260.0,1,right,G. Trent Jr. 26' 3PT step back (7 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,26.18,Made,7.0,,,,,,,,,,,,,,
242,PT06M07.00S,2022-10-25T00:23:30.0Z,2,REGULAR,2pt,Jump Shot,[],1629216,18.347568988173457,28.921568627450984,1610612748,34,40,2022-10-25T00:23:45Z,2370000,105.0,120.0,1,left,MISS G. Vincent 15' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Right,,,,15.97,Missed,,,,,,,,,,,,,,,
243,PT06M04.00S,2022-10-25T00:23:33.0Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,34,40,2022-10-25T00:23:45Z,2380000,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,242.0,4.0,4.0,0.0,,,,,,,,,
244,PT05M53.00S,2022-10-25T00:23:44.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,88.25558475689881,35.049019607843135,1610612761,34,40,2022-10-25T00:23:52Z,2390000,-75.0,58.0,1,right,MISS K. Birch 9' turnaround bank Shot,[203920],1610612761.0,TOR,turnaround bank,,,Birch,K. Birch,,,,,In The Paint (Non-RA),8-16 Left,,,,9.46,Missed,,,,,,,,,,,,,,,
245,PT05M48.00S,2022-10-25T00:23:48.6Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,34,40,2022-10-25T00:23:48Z,2400000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,244.0,1.0,1.0,0.0,,,,,,,,,
246,PT05M37.00S,2022-10-25T00:23:59.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,16.507884362680684,47.05882352941176,1610612748,34,40,2022-10-25T00:24:07Z,2410000,15.0,103.0,1,left,MISS J. Butler 10' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,10.37,Missed,,,,,,,,,,,,,,,
247,PT05M35.00S,2022-10-25T00:24:02.2Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,34,40,2022-10-25T00:24:02Z,2420000,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,246.0,2.0,1.0,1.0,,,,,,,,,
248,PT05M32.00S,2022-10-25T00:24:05.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202710,4.02431011826544,27.941176470588236,1610612748,34,40,2022-10-25T00:24:13Z,2430000,110.0,-15.0,1,left,MISS J. Butler 11' floating Shot,[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,11.13,Missed,,,,,,,,,,,,,,,
