actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
257,PT07M34.00S,2022-03-12T02:18:07.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629640,,,1610612759,41,39,2022-03-12T02:18:10Z,2540000,,,0,,MISS K. Johnson Free Throw 1 of 1,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,
258,PT07M31.00S,2022-03-12T02:18:10.0Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,41,39,2022-03-12T02:18:10Z,2550000,,,0,,J. Clarkson REBOUND (Off:2 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,257.0,4.0,2.0,2.0,,,,,,,,,,,,,
259,PT07M23.00S,2022-03-12T02:18:20.4Z,2,REGULAR,foul,offensive,[],202355,,,1610612762,41,39,2022-03-12T02:18:29Z,2560000,,,0,,H. Whiteside offensive FOUL (2 PF),"[202355, 1630200]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,204058.0,,,,,,,,,,,,,,,,2.0,0.0,Jones,1630200.0,
261,PT07M23.00S,2022-03-12T02:18:20.4Z,2,REGULAR,turnover,offensive foul,[],202355,,,1610612762,41,39,2022-03-12T02:18:20Z,2580000,,,0,,H. Whiteside offensive foul TURNOVER (1 TO),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,204058.0,1.0,,,,,,,,,,,,,,,,,,,
262,PT07M14.00S,2022-03-12T02:18:42.1Z,2,REGULAR,foul,offensive,[],1627751,,,1610612759,41,39,2022-03-12T02:18:55Z,2590000,,,0,,J. Poeltl offensive FOUL (2 PF),"[1627751, 1626220]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,204058.0,,,,,,,,,,,,,,,,2.0,0.0,O'Neale,1626220.0,
264,PT07M14.00S,2022-03-12T02:18:42.1Z,2,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,41,39,2022-03-12T02:18:42Z,2610000,,,0,,J. Poeltl offensive foul TURNOVER (2 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,204058.0,2.0,,,,,,,,,,,,,,,,,,,
265,PT07M01.00S,2022-03-12T02:19:04.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,66.96780551905388,42.15686274509804,1610612762,41,42,2022-03-12T02:20:36Z,2620000,-39.0,258.0,1,right,D. Mitchell 26' 3PT pullup (11 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,26.1,Made,,,,,11.0,,,,,,,,,,,,
266,PT06M50.00S,2022-03-12T02:19:17.6Z,2,REGULAR,foul,personal,[],203903,,,1610612759,41,42,2022-03-12T02:19:27Z,2630000,,,0,,J. Clarkson personal FOUL (2 PF),"[203903, 1630170]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,202007.0,,,,,,,,,,,,,,,,2.0,1.0,Vassell,1630170.0,
268,PT06M50.00S,2022-03-12T02:19:27.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,41,42,2022-03-12T02:19:27Z,2650000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M50.00S,2022-03-12T02:22:26.9Z,2,REGULAR,substitution,out,[],1630580,,,1610612759,41,42,2022-03-12T02:22:42Z,2660000,,,0,,SUB out: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M50.00S,2022-03-12T02:22:26.9Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,41,42,2022-03-12T02:22:42Z,2670000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M50.00S,2022-03-12T02:22:26.9Z,2,REGULAR,substitution,in,[],1629022,,,1610612759,41,42,2022-03-12T02:22:42Z,2680000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M50.00S,2022-03-12T02:22:26.9Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,41,42,2022-03-12T02:22:42Z,2690000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M35.00S,2022-03-12T02:22:55.7Z,2,REGULAR,3pt,Jump Shot,[],1629022,27.151773981603156,80.63725490196079,1610612759,41,42,2022-03-12T02:23:18Z,2700000,-153.0,203.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,25.41,Missed,,,,,,,,,,,,,,,,,
278,PT06M33.00S,2022-03-12T02:22:57.7Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,41,42,2022-03-12T02:22:57Z,2710000,,,0,,H. Whiteside REBOUND (Off:2 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,277.0,4.0,2.0,2.0,,,,,,,,,,,,,
279,PT06M28.00S,2022-03-12T02:23:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.9060446780552,53.431372549019606,1610612762,41,42,2022-03-12T02:23:26Z,2720000,17.0,5.0,1,right,MISS D. Mitchell driving finger roll Layup - blocked,"[1628378, 1628380]",1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,,,1.79,Missed,,,,,,,,,,,Collins,1628380.0,,,,,
280,PT06M28.00S,2022-03-12T02:23:04.6Z,2,REGULAR,block,,[],1628380,,,1610612762,41,42,2022-03-12T02:23:07Z,2730000,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M28.00S,2022-03-12T02:23:04.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,41,42,2022-03-12T02:23:26Z,2740000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,
284,PT06M28.00S,2022-03-12T02:23:10.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,41,42,2022-03-12T02:23:10Z,2750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M21.00S,2022-03-12T02:23:30.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202355,87.86136662286465,37.00980392156863,1610612762,41,44,2022-03-12T02:23:58Z,2760000,-65.0,62.0,1,right,H. Whiteside 8' Hook (7 PTS) (T. Forrest 1 AST),"[202355, 1630235]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,8.96,Made,,,,,7.0,T. Forrest,1630235.0,1.0,,,,,,,,,
287,PT06M12.00S,2022-03-12T02:23:43.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,41,44,2022-03-12T02:23:43Z,2780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT06M09.00S,2022-03-12T02:23:58.1Z,2,REGULAR,2pt,Jump Shot,[],1629022,6.1268068331143235,72.30392156862744,1610612759,41,44,2022-03-12T02:24:17Z,2790000,-112.0,5.0,1,left,MISS L. Walker IV 11' Jump Shot,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,11.16,Missed,,,,,,,,,,,,,,,,,
289,PT06M06.00S,2022-03-12T02:24:01.1Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,41,44,2022-03-12T02:24:17Z,2800000,,,0,,H. Whiteside REBOUND (Off:2 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,288.0,5.0,3.0,2.0,,,,,,,,,,,,,
290,PT05M57.00S,2022-03-12T02:24:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,89.30683311432325,48.77450980392157,1610612762,41,46,2022-03-12T02:24:21Z,2810000,-6.0,48.0,1,right,T. Forrest floating Jump Shot (4 PTS),[1630235],1610612762.0,UTA,floating,,,Forrest,T. Forrest,,,,,,,4.84,Made,,,,,4.0,,,,,,,,,,,,
291,PT05M37.00S,2022-03-12T02:24:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,10.5946123521682,50.73529411764706,1610612759,43,46,2022-03-12T02:24:34Z,2820000,-4.0,47.0,1,left,K. Johnson driving Layup (7 PTS) (Z. Collins 1 AST),"[1629640, 1628380]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,4.72,Made,,,,,7.0,Z. Collins,1628380.0,1.0,,,,,,,,,
292,PT05M20.00S,2022-03-12T02:24:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,87.59855453350855,34.31372549019608,1610612762,43,48,2022-03-12T02:24:51Z,2830000,-78.0,64.0,1,right,J. Clarkson 10' pullup Jump Shot (8 PTS) (D. Mitchell 2 AST),"[203903, 1628378]",1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,10.13,Made,,,,,8.0,D. Mitchell,1628378.0,2.0,,,,,,,,,
294,PT05M04.00S,2022-03-12T02:25:02.9Z,2,REGULAR,3pt,Jump Shot,[],1630170,31.225361366622867,39.21568627450981,1610612759,43,48,2022-03-12T02:25:09Z,2850000,54.0,241.0,1,left,MISS D. Vassell 24' step back 3PT,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,,,24.7,Missed,,,,,,,,,,,,,,,,,
295,PT05M00.00S,2022-03-12T02:25:06.9Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,43,48,2022-03-12T02:25:09Z,2860000,,,0,,J. Clarkson REBOUND (Off:2 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,294.0,5.0,3.0,2.0,,,,,,,,,,,,,
296,PT04M41.00S,2022-03-12T02:25:26.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,94.1688567674113,49.50980392156863,1610612762,43,50,2022-03-12T02:25:30Z,2870000,-2.0,2.0,1,right,H. Whiteside cutting DUNK (9 PTS) (R. O'Neale 4 AST),"[202355, 1626220]",1610612762.0,UTA,cutting,,,Whiteside,H. Whiteside,,,,,,,0.34,Made,,,,,9.0,R. O'Neale,1626220.0,4.0,,,,,,,,,
298,PT04M22.00S,2022-03-12T02:25:45.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.258212877792378,51.9607843137255,1610612759,45,50,2022-03-12T02:25:51Z,2890000,-10.0,6.0,1,left,K. Johnson driving finger roll Layup (9 PTS) (Z. Collins 2 AST),"[1629640, 1628380]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,,,1.17,Made,,,,,9.0,Z. Collins,1628380.0,2.0,,,,,,,,,
299,PT04M05.00S,2022-03-12T02:26:01.9Z,2,REGULAR,3pt,Jump Shot,[],1628378,75.64060446780552,13.23529411764706,1610612762,45,53,2022-03-12T02:26:07Z,2900000,-184.0,176.0,1,right,D. Mitchell 25' 3PT pullup (14 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,25.48,Made,,,,,14.0,,,,,,,,,,,,
300,PT03M44.00S,2022-03-12T02:26:23.1Z,2,REGULAR,3pt,Jump Shot,[],1629640,5.863994743758213,3.431372549019608,1610612759,45,53,2022-03-12T02:26:26Z,2910000,233.0,3.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,23.28,Missed,,,,,,,,,,,,,,,,,
301,PT03M41.00S,2022-03-12T02:26:26.1Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,45,53,2022-03-12T02:26:26Z,2920000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,300.0,2.0,2.0,0.0,,,,,,,,,,,,,
302,PT03M38.00S,2022-03-12T02:26:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.30026281208936,51.9607843137255,1610612762,45,55,2022-03-12T02:28:55Z,2930000,10.0,1.0,1,right,D. Mitchell running Layup (16 PTS),[1628378],1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,,,0.99,Made,,,,,16.0,,,,,,,,,,,,
303,PT03M38.00S,2022-03-12T02:26:34.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,45,55,2022-03-12T02:26:34Z,2940000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M38.00S,2022-03-12T02:29:11.6Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,45,55,2022-03-12T02:29:39Z,2950000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M38.00S,2022-03-12T02:29:11.6Z,2,REGULAR,substitution,out,[],203903,,,1610612759,45,55,2022-03-12T02:29:39Z,2960000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M38.00S,2022-03-12T02:29:11.6Z,2,REGULAR,substitution,out,[],202355,,,1610612759,45,55,2022-03-12T02:29:39Z,2970000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M38.00S,2022-03-12T02:29:11.6Z,2,REGULAR,substitution,in,[],1627749,,,1610612759,45,55,2022-03-12T02:29:39Z,2980000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M38.00S,2022-03-12T02:29:11.6Z,2,REGULAR,substitution,in,[],201144,,,1610612759,45,55,2022-03-12T02:29:39Z,2990000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M38.00S,2022-03-12T02:29:11.6Z,2,REGULAR,substitution,in,[],203497,,,1610612759,45,55,2022-03-12T02:29:39Z,3000000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M13.00S,2022-03-12T02:29:53.3Z,2,REGULAR,2pt,Jump Shot,[],1629022,28.203022339027594,44.11764705882353,1610612759,45,55,2022-03-12T02:29:58Z,3010000,29.0,213.0,1,left,MISS L. Walker IV 21' fadeaway Shot,[1629022],1610612759.0,SAS,fadeaway,,,Walker IV,L. Walker IV,,,,,,,21.46,Missed,,,,,,,,,,,,,,,,,
313,PT03M12.00S,2022-03-12T02:29:55.0Z,2,REGULAR,rebound,offensive,[],1630200,,,1610612759,45,55,2022-03-12T02:29:55Z,3020000,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,312.0,2.0,1.0,1.0,,,,,,,,,,,,,
314,PT03M05.00S,2022-03-12T02:30:01.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630200,5.995400788436268,54.90196078431373,1610612759,45,55,2022-03-12T02:30:13Z,3030000,-25.0,4.0,1,left,MISS T. Jones Layup,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,2.48,Missed,,,,,,,,,,,,,,,,,
315,PT03M03.00S,2022-03-12T02:30:03.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,45,55,2022-03-12T02:30:13Z,3040000,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,314.0,7.0,6.0,1.0,,,,,,,,,,,,,
316,PT02M58.00S,2022-03-12T02:30:08.6Z,2,REGULAR,3pt,Jump Shot,[],1628378,66.17936925098554,48.03921568627451,1610612762,45,55,2022-03-12T02:30:44Z,3050000,-10.0,265.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,26.56,Missed,,,,,,,,,,,,,,,,,
317,PT02M55.00S,2022-03-12T02:30:11.6Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,45,55,2022-03-12T02:30:19Z,3060000,,,0,,T. Jones REBOUND (Off:1 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,316.0,3.0,2.0,1.0,,,,,,,,,,,,,
318,PT02M50.00S,2022-03-12T02:30:17.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,25.57490144546649,14.460784313725492,1610612759,45,55,2022-03-12T02:30:25Z,3070000,178.0,188.0,1,left,MISS L. Walker IV 25' pullup 3PT,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,25.86,Missed,,,,,,,,,,,,,,,,,
319,PT02M50.00S,2022-03-12T02:30:17.5Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,45,55,2022-03-12T02:30:25Z,3080000,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,318.0,2.0,2.0,0.0,,,,,,,,,,,,,
320,PT02M44.00S,2022-03-12T02:30:27.2Z,2,REGULAR,foul,personal,[],1629022,,,1610612762,45,55,2022-03-12T02:30:38Z,3090000,,,0,,L. Walker IV personal FOUL (1 PF),"[1629022, 1628378]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,204058.0,,,,,,,,,,,,,,,,1.0,0.0,Mitchell,1628378.0,
322,PT02M44.00S,2022-03-12T02:30:38.2Z,2,REGULAR,substitution,out,[],1630200,,,1610612762,45,55,2022-03-12T02:30:48Z,3110000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M44.00S,2022-03-12T02:30:38.2Z,2,REGULAR,substitution,in,[],1630170,,,1610612762,45,55,2022-03-12T02:30:48Z,3120000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M22.00S,2022-03-12T02:31:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.30026281208936,52.94117647058824,1610612762,45,57,2022-03-12T02:31:19Z,3130000,15.0,1.0,1,right,D. Mitchell driving finger roll Layup (18 PTS),[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,,,1.47,Made,,,,,18.0,,,,,,,,,,,,
325,PT02M09.00S,2022-03-12T02:31:28.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,13.222733245729303,45.588235294117645,1610612759,47,57,2022-03-12T02:31:35Z,3140000,22.0,72.0,1,left,Z. Collins 7' floating Jump Shot (13 PTS) (D. Murray 2 AST),"[1628380, 1627749]",1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,,,7.51,Made,,,,,13.0,D. Murray,1627749.0,2.0,,,,,,,,,
327,PT01M55.00S,2022-03-12T02:31:42.1Z,2,REGULAR,3pt,Jump Shot,[],1626220,68.9388961892247,67.64705882352942,1610612762,47,57,2022-03-12T02:31:46Z,3160000,88.0,239.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,,
328,PT01M53.00S,2022-03-12T02:31:44.0Z,2,REGULAR,rebound,offensive,[],201144,,,1610612762,47,57,2022-03-12T02:31:44Z,3170000,,,0,,M. Conley REBOUND (Off:1 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,327.0,3.0,2.0,1.0,,,,,,,,,,,,,
329,PT01M49.00S,2022-03-12T02:31:48.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,71.56701708278581,77.94117647058823,1610612762,47,57,2022-03-12T02:31:52Z,3180000,140.0,215.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,25.62,Missed,,,,,,,,,,,,,,,,,
330,PT01M45.00S,2022-03-12T02:31:51.1Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,47,57,2022-03-12T02:31:51Z,3190000,,,0,,D. Vassell REBOUND (Off:0 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,329.0,5.0,5.0,0.0,,,,,,,,,,,,,
331,PT01M36.00S,2022-03-12T02:32:00.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,11.514454664914586,47.794117647058826,1610612759,47,57,2022-03-12T02:32:05Z,3200000,11.0,56.0,1,left,MISS Z. Collins floating Shot,[1628380],1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,,,5.68,Missed,,,,,,,,,,,,,,,,,
332,PT01M34.00S,2022-03-12T02:32:02.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,47,57,2022-03-12T02:32:05Z,3210000,,,0,,R. Gobert REBOUND (Off:1 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,331.0,8.0,7.0,1.0,,,,,,,,,,,,,
333,PT01M25.00S,2022-03-12T02:32:15.0Z,2,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612762,47,57,2022-03-12T02:32:28Z,3220000,,,0,,D. Vassell shooting personal FOUL (1 PF) (Gobert 2 FT),"[1630170, 203497]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,2714.0,,,,,,,,,,,,,,,,1.0,0.0,Gobert,203497.0,
335,PT01M25.00S,2022-03-12T02:32:46.6Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,47,58,2022-03-12T02:32:46Z,3240000,,,0,,R. Gobert Free Throw 1 of 2 (3 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
336,PT01M25.00S,2022-03-12T02:33:01.3Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,47,59,2022-03-12T02:33:01Z,3250000,,,0,,R. Gobert Free Throw 2 of 2 (4 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
337,PT01M14.00S,2022-03-12T02:33:13.6Z,2,REGULAR,2pt,Jump Shot,[],1627749,21.107095926412615,31.372549019607842,1610612759,49,59,2022-03-12T02:33:21Z,3260000,93.0,146.0,1,left,D. Murray 17' pullup Jump Shot (12 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,17.31,Made,,,,,12.0,,,,,,,,,,,,
338,PT01M01.00S,2022-03-12T02:33:28.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,89.56964520367937,65.68627450980392,1610612762,49,59,2022-03-12T02:33:36Z,3270000,78.0,46.0,1,right,MISS M. Conley 9' floating Shot,[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,,,9.06,Missed,,,,,,,,,,,,,,,,,
339,PT00M59.80S,2022-03-12T02:33:29.2Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,49,59,2022-03-12T02:33:36Z,3280000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,338.0,2.0,2.0,0.0,,,,,,,,,,,,,
340,PT00M58.80S,2022-03-12T02:33:32.9Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612759,49,59,2022-03-12T02:33:40Z,3290000,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Vassell 2 FT),"[1626220, 1630170]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Vassell,1630170.0,
342,PT00M58.80S,2022-03-12T02:34:03.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630170,,,1610612759,49,59,2022-03-12T02:34:03Z,3310000,,,0,,MISS D. Vassell Free Throw 1 of 2,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Missed,,,,,,,,,,,,,,,,,
343,PT00M58.80S,2022-03-12T02:34:03.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,49,59,2022-03-12T02:34:03Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,
344,PT00M58.80S,2022-03-12T02:34:23.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630170,,,1610612759,50,59,2022-03-12T02:34:23Z,3330000,,,0,,D. Vassell Free Throw 2 of 2 (6 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
345,PT00M38.50S,2022-03-12T02:34:45.6Z,2,REGULAR,2pt,Jump Shot,[],1628378,82.34231274638634,87.00980392156863,1610612762,50,59,2022-03-12T02:34:51Z,3340000,185.0,113.0,1,right,MISS D. Mitchell 21' step back Shot,[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,,,21.7,Missed,,,,,,,,,,,,,,,,,
346,PT00M36.50S,2022-03-12T02:34:47.8Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612762,50,59,2022-03-12T02:34:47Z,3350000,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,345.0,2.0,1.0,1.0,,,,,,,,,,,,,
347,PT00M23.80S,2022-03-12T02:35:00.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,64.47109067017082,34.55882352941176,1610612762,50,59,2022-03-12T02:35:07Z,3360000,-77.0,281.0,1,right,MISS D. Mitchell 29' step back 3PT,[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,,,29.19,Missed,,,,,,,,,,,,,,,,,
348,PT00M19.90S,2022-03-12T02:35:04.3Z,2,REGULAR,rebound,offensive,[],201144,,,1610612762,50,59,2022-03-12T02:35:07Z,3370000,,,0,,M. Conley REBOUND (Off:2 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,347.0,4.0,2.0,2.0,,,,,,,,,,,,,
349,PT00M08.30S,2022-03-12T02:35:16.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201144,75.1149802890933,87.00980392156863,1610612762,50,59,2022-03-12T02:35:20Z,3380000,185.0,181.0,1,right,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,25.91,Missed,,,,,,,,,,,,,,,,,
