actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
443,PT04M49.00S,2022-03-13T02:45:33.9Z,3,REGULAR,block,,[],1630200,,,1610612754,74,90,2022-03-13T02:45:36Z,4380000,,,0,,T. Jones BLOCK (1 BLK),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M46.00S,2022-03-13T02:45:36.9Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,74,90,2022-03-13T02:45:41Z,4390000,,,0,,T. Jones REBOUND (Off:2 Def:4),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,442.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
446,PT04M42.00S,2022-03-13T02:45:44.2Z,3,REGULAR,foul,personal,[],1630537,,,1610612759,74,90,2022-03-13T02:46:30Z,4410000,,,0,,C. Duarte take personal FOUL (3 PF),"[1630537, 1630563]",1610612754.0,IND,take,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,202037.0,3.0,0.0,Primo,1630563.0,,,
448,PT04M42.00S,2022-03-13T02:45:54.5Z,3,REGULAR,substitution,out,[],1629022,,,1610612759,74,90,2022-03-13T02:45:59Z,4430000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M42.00S,2022-03-13T02:45:54.5Z,3,REGULAR,substitution,out,[],1630169,,,1610612759,74,90,2022-03-13T02:45:59Z,4440000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M42.00S,2022-03-13T02:45:54.5Z,3,REGULAR,substitution,in,[],1630170,,,1610612759,74,90,2022-03-13T02:45:59Z,4450000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M42.00S,2022-03-13T02:45:54.5Z,3,REGULAR,substitution,in,[],1626208,,,1610612759,74,90,2022-03-13T02:45:59Z,4460000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M32.00S,2022-03-13T02:46:18.5Z,3,REGULAR,3pt,Jump Shot,[],1630170,7.703679369250986,95.83333333333334,1610612759,74,90,2022-03-13T02:46:26Z,4470000,-229.0,20.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
453,PT04M30.00S,2022-03-13T02:46:20.5Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612754,74,90,2022-03-13T02:46:26Z,4480000,,,0,,G. Bitadze REBOUND (Off:3 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,452.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
454,PT04M22.00S,2022-03-13T02:46:31.7Z,3,REGULAR,foul,personal,[],1626196,,,1610612754,74,90,2022-03-13T02:46:58Z,4490000,,,0,,J. Richardson personal FOUL (3 PF),"[1626196, 1629048]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Bitadze,1629048.0,,,
456,PT04M15.00S,2022-03-13T02:46:54.0Z,3,REGULAR,3pt,Jump Shot,[],1626208,70.64717477003943,20.098039215686274,1610612754,74,93,2022-03-13T02:47:45Z,4510000,-150.0,223.0,1,right,K. Sykes 26' 3PT pullup (9 PTS),[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,26.88,Made,,,,,9.0,,,,,,,,,,,,,,
457,PT03M54.00S,2022-03-13T02:47:15.3Z,3,REGULAR,2pt,Jump Shot,[],1626196,7.5722733245729295,79.65686274509804,1610612759,74,93,2022-03-13T02:48:05Z,4520000,-148.0,19.0,1,left,MISS J. Richardson 14' step back Shot,[1626196],1610612759.0,SAS,step back,,,Richardson,J. Richardson,,,,,14.95,Missed,,,,,,,,,,,,,,,,,,,
458,PT03M54.00S,2022-03-13T02:47:15.3Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,74,93,2022-03-13T02:48:05Z,4530000,,,0,,B. Hield REBOUND (Off:0 Def:5),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,457.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
459,PT03M46.00S,2022-03-13T02:47:23.1Z,3,REGULAR,turnover,lost ball,[],1627741,,,1610612754,74,93,2022-03-13T02:48:17Z,4540000,,,0,,B. Hield lost ball TURNOVER (3 TO),"[1627741, 1630200]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,3.0,Jones,1630200.0,,,,,,,,
460,PT03M46.00S,2022-03-13T02:47:23.1Z,3,REGULAR,steal,,[],1630200,,,1610612759,74,93,2022-03-13T02:47:25Z,4550000,,,0,,T. Jones STEAL (2 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M43.00S,2022-03-13T02:47:27.6Z,3,REGULAR,foul,personal,[],1629048,,,1610612759,74,93,2022-03-13T02:55:11Z,4560000,,,0,,G. Bitadze take personal FOUL (2 PF),"[1629048, 1630200]",1610612754.0,IND,take,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,202037.0,2.0,0.0,Jones,1630200.0,,,
463,PT03M43.00S,2022-03-13T02:47:39.8Z,3,REGULAR,substitution,out,[],1630200,,,1610612759,74,93,2022-03-13T02:47:54Z,4580000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M43.00S,2022-03-13T02:47:39.8Z,3,REGULAR,substitution,out,[],1627741,,,1610612759,74,93,2022-03-13T02:47:54Z,4590000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M43.00S,2022-03-13T02:47:39.8Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,74,93,2022-03-13T02:47:54Z,4600000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M43.00S,2022-03-13T02:47:39.8Z,3,REGULAR,substitution,in,[],1630613,,,1610612759,74,93,2022-03-13T02:47:54Z,4610000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M43.00S,2022-03-13T02:47:58.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,74,93,2022-03-13T02:47:58Z,4620000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M43.00S,2022-03-13T02:50:32.3Z,3,REGULAR,substitution,out,[],1629052,,,1610612759,74,93,2022-03-13T02:50:44Z,4630000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M43.00S,2022-03-13T02:50:32.3Z,3,REGULAR,substitution,in,[],1630188,,,1610612759,74,93,2022-03-13T02:50:44Z,4640000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M36.00S,2022-03-13T02:50:54.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629111,29.25427069645204,76.9607843137255,1610612759,74,93,2022-03-13T02:50:59Z,4650000,-135.0,222.0,1,left,MISS J. Landale 26' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
471,PT03M33.00S,2022-03-13T02:50:57.3Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612759,74,93,2022-03-13T02:50:57Z,4660000,,,0,,J. Richardson REBOUND (Off:3 Def:2),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,470.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
472,PT03M20.00S,2022-03-13T02:51:12.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630563,30.17411300919842,26.47058823529412,1610612759,74,93,2022-03-13T02:56:32Z,4670000,118.0,231.0,1,left,MISS J. Primo 25' pullup 3PT,[1630563],1610612759.0,SAS,pullup,,,Primo,J. Primo,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
473,PT03M20.00S,2022-03-13T02:51:12.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,74,93,2022-03-13T02:56:32Z,4680000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,,
474,PT03M20.00S,2022-03-13T02:51:19.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612759,74,93,2022-03-13T02:53:03Z,4690000,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,
475,PT03M10.00S,2022-03-13T02:51:35.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626208,80.6340341655716,71.81372549019608,1610612754,74,93,2022-03-13T02:53:27Z,4700000,109.0,130.0,1,right,MISS K. Sykes 16' pullup Shot,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,16.93,Missed,,,,,,,,,,,,,,,,,,,
476,PT03M07.00S,2022-03-13T02:51:38.2Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,74,93,2022-03-13T02:51:38Z,4710000,,,0,,D. Vassell REBOUND (Off:1 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,475.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
477,PT02M57.00S,2022-03-13T02:51:51.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612759,74,93,2022-03-13T02:52:05Z,4720000,,,0,,G. Bitadze shooting personal FOUL (3 PF) (Landale 2 FT),"[1629048, 1629111]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Landale,1629111.0,,,
479,PT02M57.00S,2022-03-13T02:52:16.3Z,3,REGULAR,freethrow,1 of 2,[],1629111,,,1610612759,75,93,2022-03-13T02:52:16Z,4740000,,,0,,J. Landale Free Throw 1 of 2 (22 PTS),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,Made,,,,,22.0,,,,,,,,,,,,,,
480,PT02M57.00S,2022-03-13T02:52:21.5Z,3,REGULAR,freethrow,2 of 2,[],1629111,,,1610612759,75,93,2022-03-13T02:52:21Z,4750000,,,0,,MISS J. Landale Free Throw 2 of 2,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,Missed,,,,,,,,,,,,,,,,,,,
481,PT02M53.00S,2022-03-13T02:52:23.7Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612754,75,93,2022-03-13T02:52:23Z,4760000,,,0,,G. Bitadze REBOUND (Off:3 Def:3),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,480.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
482,PT02M38.00S,2022-03-13T02:52:39.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,82.86793692509855,40.931372549019606,1610612754,75,93,2022-03-13T02:57:36Z,4770000,-45.0,109.0,1,right,MISS C. Duarte 11' turnaround fadeaway Shot,[1630537],1610612754.0,IND,turnaround fadeaway,,,Duarte,C. Duarte,,,,,11.76,Missed,,,,,,,,,,,,,,,,,,,
483,PT02M33.00S,2022-03-13T02:52:44.6Z,3,REGULAR,rebound,defensive,[],1630563,,,1610612759,75,93,2022-03-13T02:52:44Z,4780000,,,0,,J. Primo REBOUND (Off:1 Def:5),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,482.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
484,PT02M21.00S,2022-03-13T02:52:55.9Z,3,REGULAR,3pt,Jump Shot,[],1630563,8.09789750328515,96.07843137254902,1610612759,75,93,2022-03-13T02:52:59Z,4790000,-230.0,24.0,1,left,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
485,PT02M15.00S,2022-03-13T02:53:01.8Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,75,93,2022-03-13T02:53:01Z,4800000,,,0,,J. Smith REBOUND (Off:1 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,484.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
486,PT02M02.00S,2022-03-13T02:53:15.5Z,3,REGULAR,3pt,Jump Shot,[],1630613,87.07293035479631,95.83333333333334,1610612754,75,93,2022-03-13T02:54:22Z,4810000,229.0,69.0,1,right,MISS D. Washington Jr. step back 3PT,[1630613],1610612754.0,IND,step back,,,Washington Jr.,D. Washington Jr.,,,,,23.94,Missed,,,,,,,,,,,,,,,,,,,
487,PT01M58.00S,2022-03-13T02:53:19.3Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612759,75,93,2022-03-13T02:53:19Z,4820000,,,0,,J. Richardson REBOUND (Off:3 Def:3),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,486.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
491,PT01M54.00S,2022-03-13T02:53:26.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630613,,,1610612759,75,93,2022-03-13T02:53:33Z,4830000,,,0,,D. Washington Jr. personal FOUL (3 PF) (Collins 2 FT),"[1630613, 1628380]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Collins,1628380.0,,,
493,PT01M54.00S,2022-03-13T02:53:53.4Z,3,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,76,93,2022-03-13T02:53:53Z,4850000,,,0,,Z. Collins Free Throw 1 of 2 (3 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
494,PT01M54.00S,2022-03-13T02:53:55.0Z,3,REGULAR,substitution,out,[],1630563,,,1610612759,76,93,2022-03-13T02:54:04Z,4860000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M54.00S,2022-03-13T02:53:55.0Z,3,REGULAR,substitution,in,[],1630200,,,1610612759,76,93,2022-03-13T02:54:04Z,4870000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M54.00S,2022-03-13T02:54:12.4Z,3,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,77,93,2022-03-13T02:54:12Z,4880000,,,0,,Z. Collins Free Throw 2 of 2 (4 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
497,PT01M38.00S,2022-03-13T02:54:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,92.46057818659659,45.588235294117645,1610612754,77,95,2022-03-13T02:54:32Z,4890000,-22.0,18.0,1,right,G. Bitadze Layup (8 PTS) (K. Sykes 3 AST),"[1629048, 1626208]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,2.88,Made,,,,,8.0,K. Sykes,1626208.0,3.0,,,,,,,,,,,
499,PT01M25.00S,2022-03-13T02:54:43.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,5.995400788436268,53.431372549019606,1610612759,79,95,2022-03-13T02:54:57Z,4910000,-17.0,4.0,1,left,Z. Collins reverse Layup (6 PTS) (T. Jones 8 AST),"[1628380, 1630200]",1610612759.0,SAS,reverse,,,Collins,Z. Collins,,,,,1.76,Made,,,,,6.0,T. Jones,1630200.0,8.0,,,,,,,,,,,
501,PT01M11.00S,2022-03-13T02:54:56.2Z,3,REGULAR,3pt,Jump Shot,[],1629048,70.51576872536137,78.18627450980392,1610612754,79,95,2022-03-13T02:54:59Z,4930000,141.0,225.0,1,right,MISS G. Bitadze 26' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,,
502,PT01M07.00S,2022-03-13T02:54:59.9Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,79,95,2022-03-13T02:54:59Z,4940000,,,0,,D. Vassell REBOUND (Off:1 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,501.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
503,PT01M03.00S,2022-03-13T02:55:04.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,33.196452036793694,44.85294117647059,1610612759,79,95,2022-03-13T02:55:09Z,4950000,26.0,260.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
504,PT00M57.30S,2022-03-13T02:55:10.1Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,79,95,2022-03-13T02:55:10Z,4960000,,,0,,J. Smith REBOUND (Off:1 Def:6),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,503.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
505,PT00M47.40S,2022-03-13T02:55:20.9Z,3,REGULAR,3pt,Jump Shot,[],1626208,69.85873850197109,21.813725490196077,1610612754,79,95,2022-03-13T02:55:37Z,4970000,-141.0,231.0,1,right,MISS K. Sykes 27' pullup 3PT,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
506,PT00M44.10S,2022-03-13T02:55:24.3Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,79,95,2022-03-13T02:55:24Z,4980000,,,0,,T. Jones REBOUND (Off:2 Def:5),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,505.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
507,PT00M42.30S,2022-03-13T02:55:26.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,27.677398160315374,19.607843137254903,1610612759,82,95,2022-03-13T02:55:43Z,4990000,152.0,208.0,1,left,J. Richardson 25' 3PT  (11 PTS) (T. Jones 9 AST),"[1626196, 1630200]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,25.74,Made,,,,,11.0,T. Jones,1630200.0,9.0,,,,,,,,,,,
508,PT00M33.50S,2022-03-13T02:55:39.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630613,93.64323258869908,45.09803921568628,1610612754,82,95,2022-03-13T02:55:44Z,5000000,-25.0,7.0,1,right,MISS D. Washington Jr. Layup - blocked,"[1630613, 1626196]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,Richardson,1626196.0
510,PT00M33.50S,2022-03-13T02:55:39.8Z,3,REGULAR,block,,[],1626196,,,1610612754,82,95,2022-03-13T03:02:34Z,5010000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M24.20S,2022-03-13T02:55:49.1Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612754,82,95,2022-03-13T03:02:34Z,5020000,,,0,,G. Bitadze REBOUND (Off:4 Def:3),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,508.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
512,PT00M24.20S,2022-03-13T02:55:49.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,94.40999984741211,50.0,1610612754,82,97,2022-03-13T02:55:49Z,5030000,0.0,0.0,1,right,G. Bitadze putback Layup (10 PTS),[1629048],1610612754.0,IND,putback,,,Bitadze,G. Bitadze,,,,,0.0,Made,,,,,10.0,,,,,,,,,,,,,,
513,PT00M22.30S,2022-03-13T02:55:51.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628380,8.754927726675426,49.01960784313725,1610612759,82,97,2022-03-13T02:56:31Z,5040000,5.0,30.0,1,left,MISS Z. Collins reverse Layup - blocked,"[1628380, 1629048]",1610612759.0,SAS,reverse,,,Collins,Z. Collins,,,,,3.02,Missed,,,,,,,,,,,,,,,,,,Bitadze,1629048.0
514,PT00M22.30S,2022-03-13T02:55:51.6Z,3,REGULAR,block,,[],1629048,,,1610612759,82,97,2022-03-13T02:55:57Z,5050000,,,0,,G. Bitadze BLOCK (3 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M15.20S,2022-03-13T02:55:58.7Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,82,97,2022-03-13T02:56:31Z,5060000,,,0,,C. Duarte REBOUND (Off:1 Def:6),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,513.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
516,PT00M05.20S,2022-03-13T02:56:08.7Z,3,REGULAR,3pt,Jump Shot,[],1630537,69.72733245729303,77.45098039215686,1610612754,82,97,2022-03-13T02:56:49Z,5070000,137.0,232.0,1,right,MISS C. Duarte 26' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
517,PT00M00.50S,2022-03-13T02:56:13.4Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,82,97,2022-03-13T02:56:49Z,5080000,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,516.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
518,PT00M00.00S,2022-03-13T02:56:19.7Z,3,REGULAR,period,end,[],0,,,1610612759,82,97,2022-03-13T02:56:19Z,5090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-03-13T02:58:25.8Z,4,REGULAR,substitution,out,['startperiod'],1626196,,,1610612759,82,97,2022-03-13T02:58:50Z,5100000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2022-03-13T02:58:25.8Z,4,REGULAR,substitution,out,['startperiod'],1629111,,,1610612759,82,97,2022-03-13T02:58:50Z,5110000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2022-03-13T02:58:25.8Z,4,REGULAR,substitution,out,['startperiod'],1630537,,,1610612759,82,97,2022-03-13T02:58:50Z,5120000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2022-03-13T02:58:25.8Z,4,REGULAR,substitution,out,['startperiod'],1626208,,,1610612759,82,97,2022-03-13T02:58:50Z,5130000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-03-13T02:58:25.8Z,4,REGULAR,substitution,in,['startperiod'],1629022,,,1610612759,82,97,2022-03-13T02:58:50Z,5140000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2022-03-13T02:58:25.8Z,4,REGULAR,substitution,in,['startperiod'],1630563,,,1610612759,82,97,2022-03-13T02:58:50Z,5150000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2022-03-13T02:58:25.8Z,4,REGULAR,substitution,in,['startperiod'],1627741,,,1610612759,82,97,2022-03-13T02:58:50Z,5160000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2022-03-13T02:58:25.8Z,4,REGULAR,substitution,in,['startperiod'],1630169,,,1610612759,82,97,2022-03-13T02:58:50Z,5170000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-03-13T02:58:56.8Z,4,REGULAR,period,start,[],0,,,1610612759,82,97,2022-03-13T02:58:56Z,5180000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT11M46.00S,2022-03-13T02:59:10.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,9.937582128777924,51.71568627450981,1610612759,82,97,2022-03-13T03:01:09Z,5190000,-9.0,41.0,1,left,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,4.18,Missed,,,,,,,,,,,,,,,,,,,
529,PT11M44.00S,2022-03-13T02:59:12.2Z,4,REGULAR,rebound,offensive,[],1628380,,,1610612759,82,97,2022-03-13T03:01:09Z,5200000,,,0,,Z. Collins REBOUND (Off:2 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,528.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
530,PT11M44.00S,2022-03-13T02:59:17.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,82,97,2022-03-13T02:59:17Z,5210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT11M42.00S,2022-03-13T02:59:29.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629022,6.521024967148489,74.75490196078431,1610612759,82,97,2022-03-13T02:59:49Z,5220000,-124.0,9.0,1,left,MISS L. Walker IV 12' Jump Shot,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,12.41,Missed,,,,,,,,,,,,,,,,,,,
532,PT11M38.00S,2022-03-13T02:59:33.5Z,4,REGULAR,rebound,offensive,[],1630170,,,1610612759,82,97,2022-03-13T02:59:49Z,5230000,,,0,,D. Vassell REBOUND (Off:2 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,531.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
