actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
182,PT11M06.00S,2022-03-13T01:43:19.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630613,30.17411300919842,23.03921568627451,1610612754,28,40,2022-03-13T01:43:52Z,1790000,135.0,231.0,1,left,D. Washington Jr. 26' 3PT  (12 PTS) (T. Haliburton 4 AST),"[1630613, 1630169]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,26.75,Made,,,,,12.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,
184,PT10M44.00S,2022-03-13T01:43:40.2Z,2,REGULAR,3pt,Jump Shot,[],1630170,72.22404730617609,14.950980392156863,1610612759,31,40,2022-03-13T01:43:55Z,1810000,-175.0,209.0,1,right,D. Vassell 27' 3PT  (7 PTS) (L. Walker IV 1 AST),"[1630170, 1629022]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,27.24,Made,,,,,7.0,L. Walker IV,1629022.0,1.0,,,,,,,,,,,
186,PT10M31.00S,2022-03-13T01:43:53.0Z,2,REGULAR,3pt,Jump Shot,[],1630188,18.084756898817346,94.85294117647058,1610612754,31,40,2022-03-13T01:44:31Z,1830000,-224.0,117.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M31.00S,2022-03-13T01:43:53.0Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,31,40,2022-03-13T01:44:31Z,1840000,,,0,,D. Vassell REBOUND (Off:1 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,186.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
188,PT10M25.00S,2022-03-13T01:43:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630170,91.01511169513797,50.245098039215684,1610612759,31,40,2022-03-13T01:44:51Z,1850000,1.0,32.0,1,right,MISS D. Vassell driving finger roll Layup - blocked,"[1630170, 1630188]",1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,3.2,Missed,,,,,,,,,,,,,,,,,,Smith,1630188.0
189,PT10M25.00S,2022-03-13T01:43:58.6Z,2,REGULAR,block,,[],1630188,,,1610612759,31,40,2022-03-13T01:44:01Z,1860000,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M22.00S,2022-03-13T01:44:01.6Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,31,40,2022-03-13T01:44:51Z,1870000,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,188.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
191,PT10M19.00S,2022-03-13T01:44:05.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630169,6.389618922470433,52.20588235294118,1610612754,31,40,2022-03-13T01:46:05Z,1880000,-11.0,8.0,1,left,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,1.34,Missed,,,,,,,,,,,,,,,,,,,
192,PT10M09.00S,2022-03-13T01:44:15.3Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,31,40,2022-03-13T01:46:05Z,1890000,,,0,,G. Bitadze REBOUND (Off:2 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,191.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
193,PT10M09.00S,2022-03-13T01:44:15.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629048,5.590000152587891,50.0,1610612754,31,40,2022-03-13T01:47:41Z,1900000,0.0,0.0,1,left,MISS G. Bitadze tip Layup,[1629048],1610612754.0,IND,tip,,,Bitadze,G. Bitadze,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M09.00S,2022-03-13T01:44:15.0Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,31,40,2022-03-13T01:47:41Z,1910000,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,193.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
197,PT10M03.00S,2022-03-13T01:44:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,5.590000152587891,50.0,1610612754,31,42,2022-03-13T01:44:20Z,1940000,0.0,0.0,1,left,J. Smith putback Layup (2 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
199,PT10M01.00S,2022-03-13T01:44:22.9Z,2,REGULAR,3pt,Jump Shot,[],1629022,72.88107752956637,16.666666666666664,1610612759,34,42,2022-03-13T01:48:30Z,1960000,-167.0,202.0,1,right,L. Walker IV 26' 3PT  (8 PTS) (T. Jones 1 AST),"[1629022, 1630200]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,26.22,Made,,,,,8.0,T. Jones,1630200.0,1.0,,,,,,,,,,,
201,PT09M50.00S,2022-03-13T01:44:33.5Z,2,REGULAR,3pt,Jump Shot,[],1630613,19.92444152431012,92.15686274509804,1610612754,34,45,2022-03-13T01:48:43Z,1980000,-211.0,135.0,1,left,D. Washington Jr. 25' 3PT  (15 PTS) (G. Bitadze 1 AST),"[1630613, 1629048]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,25.02,Made,,,,,15.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,
203,PT09M33.00S,2022-03-13T01:44:50.8Z,2,REGULAR,3pt,Jump Shot,[],1629111,70.25295663600527,24.509803921568626,1610612759,37,45,2022-03-13T01:49:03Z,2000000,-127.0,227.0,1,right,J. Landale 26' 3PT  (9 PTS) (T. Jones 2 AST),"[1629111, 1630200]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,26.04,Made,,,,,9.0,T. Jones,1630200.0,2.0,,,,,,,,,,,
205,PT09M12.00S,2022-03-13T01:45:12.5Z,2,REGULAR,2pt,Jump Shot,[],1630188,12.434296977660972,73.52941176470588,1610612754,37,45,2022-03-13T01:49:27Z,2020000,-118.0,64.0,1,left,MISS J. Smith 13' Jump Shot,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,13.41,Missed,,,,,,,,,,,,,,,,,,,
206,PT09M12.00S,2022-03-13T01:45:12.5Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,37,45,2022-03-13T01:49:27Z,2030000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
207,PT09M06.00S,2022-03-13T01:45:21.7Z,2,REGULAR,foul,personal,[],1629048,,,1610612759,37,45,2022-03-13T01:45:27Z,2040000,,,0,,G. Bitadze personal FOUL (1 PF),"[1629048, 1630200]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Jones,1630200.0,,,
209,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,37,45,2022-03-13T01:45:54Z,2060000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,37,45,2022-03-13T01:45:54Z,2070000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,out,[],1630613,,,1610612759,37,45,2022-03-13T01:45:54Z,2080000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,out,[],1630188,,,1610612759,37,45,2022-03-13T01:45:54Z,2090000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,out,[],1626208,,,1610612759,37,45,2022-03-13T01:45:54Z,2100000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,in,[],1630563,,,1610612759,37,45,2022-03-13T01:45:54Z,2110000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,in,[],1626196,,,1610612759,37,45,2022-03-13T01:45:54Z,2120000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,in,[],1627741,,,1610612759,37,45,2022-03-13T01:45:54Z,2130000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,in,[],1630537,,,1610612759,37,45,2022-03-13T01:45:54Z,2140000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M06.00S,2022-03-13T01:45:30.7Z,2,REGULAR,substitution,in,[],1629052,,,1610612759,37,45,2022-03-13T01:45:54Z,2150000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M00.00S,2022-03-13T01:46:03.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,82.47371879106439,64.2156862745098,1610612759,37,45,2022-03-13T01:50:07Z,2160000,71.0,112.0,1,right,MISS T. Jones 13' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,13.28,Missed,,,,,,,,,,,,,,,,,,,
220,PT08M58.00S,2022-03-13T01:46:05.2Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,37,45,2022-03-13T01:50:07Z,2170000,,,0,,O. Brissett REBOUND (Off:0 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
221,PT08M52.00S,2022-03-13T01:46:10.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,7.966491458607096,55.392156862745104,1610612754,37,45,2022-03-13T01:46:50Z,2180000,-27.0,22.0,1,left,MISS C. Duarte Layup - blocked,"[1630537, 1628380]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,3.51,Missed,,,,,,,,,,,,,,,,,,Collins,1628380.0
227,PT08M52.00S,2022-03-13T01:46:10.5Z,2,REGULAR,block,,[],1628380,,,1610612754,37,45,2022-03-13T01:46:50Z,2185000,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M49.00S,2022-03-13T01:46:13.5Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,37,45,2022-03-13T01:46:50Z,2190000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
223,PT08M48.00S,2022-03-13T01:46:18.7Z,2,REGULAR,3pt,Jump Shot,[],1630563,75.21353482260184,14.460784313725497,1610612759,37,45,2022-03-13T01:51:31Z,2200000,-178.0,180.0,1,right,MISS J. Primo 25' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
224,PT08M46.00S,2022-03-13T01:46:20.7Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612759,37,45,2022-03-13T01:51:31Z,2210000,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,223.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
225,PT08M44.00S,2022-03-13T01:46:22.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,94.40999984741211,50.0,1610612759,39,45,2022-03-13T01:46:22Z,2220000,0.0,0.0,1,right,J. Landale tip Layup (11 PTS),[1629111],1610612759.0,SAS,tip,,,Landale,J. Landale,,,,,0.0,Made,,,,,11.0,,,,,,,,,,,,,,
226,PT08M44.00S,2022-03-13T01:46:25.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,39,45,2022-03-13T01:46:25Z,2230000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M44.00S,2022-03-13T01:48:44.8Z,2,REGULAR,substitution,out,[],1629111,,,1610612754,39,45,2022-03-13T01:49:06Z,2240000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M44.00S,2022-03-13T01:48:44.8Z,2,REGULAR,substitution,out,[],1629048,,,1610612754,39,45,2022-03-13T01:49:06Z,2250000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M44.00S,2022-03-13T01:48:44.8Z,2,REGULAR,substitution,in,[],1628966,,,1610612754,39,45,2022-03-13T01:49:06Z,2260000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M44.00S,2022-03-13T01:48:44.8Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,39,45,2022-03-13T01:49:06Z,2270000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M31.00S,2022-03-13T01:49:32.3Z,2,REGULAR,foul,personal,[],1630563,,,1610612754,39,45,2022-03-13T01:49:39Z,2280000,,,0,,J. Primo personal FOUL (2 PF),"[1630563, 1630169]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Haliburton,1630169.0,,,
234,PT08M25.00S,2022-03-13T01:49:48.2Z,2,REGULAR,3pt,Jump Shot,[],1627741,30.042706964520367,73.2843137254902,1610612754,39,45,2022-03-13T01:52:08Z,2300000,-116.0,230.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
235,PT08M21.00S,2022-03-13T01:49:52.2Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,39,45,2022-03-13T01:52:47Z,2310000,,,0,,J. Richardson REBOUND (Off:1 Def:2),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,234.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
236,PT08M20.00S,2022-03-13T01:49:53.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626196,93.64323258869908,49.754901960784316,1610612759,41,45,2022-03-13T01:52:35Z,2320000,-1.0,7.0,1,right,J. Richardson running DUNK (6 PTS),[1626196],1610612759.0,SAS,running,,,Richardson,J. Richardson,,,,,0.74,Made,,,,,6.0,,,,,,,,,,,,,,
237,PT08M08.00S,2022-03-13T01:50:06.1Z,2,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612754,41,45,2022-03-13T01:50:18Z,2330000,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Duarte 2 FT),"[1628966, 1630537]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Duarte,1630537.0,,,
239,PT08M08.00S,2022-03-13T01:50:33.1Z,2,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,41,46,2022-03-13T01:50:33Z,2350000,,,0,,C. Duarte Free Throw 1 of 2 (6 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
240,PT08M08.00S,2022-03-13T01:50:48.0Z,2,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,41,47,2022-03-13T01:50:48Z,2360000,,,0,,C. Duarte Free Throw 2 of 2 (7 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
241,PT07M57.00S,2022-03-13T01:51:01.8Z,2,REGULAR,3pt,Jump Shot,[],1626196,70.03942181340341,24.900428921568626,1610612759,41,47,2022-03-13T01:53:40Z,2370000,-125.0,229.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
242,PT07M53.00S,2022-03-13T01:51:05.8Z,2,REGULAR,rebound,offensive,[],1630563,,,1610612759,41,47,2022-03-13T01:53:40Z,2380000,,,0,,J. Primo REBOUND (Off:1 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,241.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
243,PT07M51.00S,2022-03-13T01:51:07.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628966,92.85479632063075,48.28431372549019,1610612759,43,47,2022-03-13T01:53:24Z,2390000,-9.0,15.0,1,right,K. Bates-Diop cutting DUNK (2 PTS) (J. Primo 2 AST),"[1628966, 1630563]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,1.7,Made,,,,,2.0,J. Primo,1630563.0,2.0,,,,,,,,,,,
245,PT07M32.00S,2022-03-13T01:51:27.2Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612754,43,47,2022-03-13T01:51:57Z,2410000,,,0,,Z. Collins shooting personal FOUL (3 PF) (Jackson 2 FT),"[1628380, 1630543]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,202037.0,3.0,0.0,Jackson,1630543.0,,,
247,PT07M32.00S,2022-03-13T01:52:01.8Z,2,REGULAR,foul,technical,[],1630543,,,1610612754,43,47,2022-03-13T02:15:11Z,2430000,,,0,,I. Jackson double technical FOUL (1 Tech),[1630543],1610612754.0,IND,double,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,2714.0,0.0,1.0,,,,,
251,PT07M32.00S,2022-03-13T01:52:01.8Z,2,REGULAR,foul,technical,[],1628380,,,1610612754,43,47,2022-03-13T02:15:05Z,2435000,,,0,,Z. Collins double technical FOUL (1 Tech),[1628380],1610612759.0,SAS,double,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,2714.0,3.0,1.0,,,,,
252,PT07M32.00S,2022-03-13T01:54:36.6Z,2,REGULAR,instantreplay,altercationrequest,[],0,,,1610612754,43,47,2022-03-13T01:56:31Z,2470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,
253,PT07M32.00S,2022-03-13T01:55:45.7Z,2,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,43,48,2022-03-13T01:55:45Z,2480000,,,0,,I. Jackson Free Throw 1 of 2 (4 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
254,PT07M32.00S,2022-03-13T01:55:48.0Z,2,REGULAR,substitution,out,[],1628380,,,1610612754,43,48,2022-03-13T01:55:52Z,2490000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M32.00S,2022-03-13T01:55:48.0Z,2,REGULAR,substitution,in,[],1629111,,,1610612754,43,48,2022-03-13T01:55:52Z,2500000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M32.00S,2022-03-13T01:56:09.6Z,2,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,43,49,2022-03-13T01:56:09Z,2510000,,,0,,I. Jackson Free Throw 2 of 2 (5 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
257,PT07M20.00S,2022-03-13T01:56:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630563,87.72996057818659,48.77450980392157,1610612759,43,49,2022-03-13T01:56:46Z,2520000,-6.0,63.0,1,right,MISS J. Primo 6' driving floating Shot,[1630563],1610612759.0,SAS,driving floating,,,Primo,J. Primo,,,,,6.31,Missed,,,,,,,,,,,,,,,,,,,
258,PT07M17.00S,2022-03-13T01:56:26.5Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,43,49,2022-03-13T01:56:26Z,2530000,,,0,,C. Duarte REBOUND (Off:1 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,257.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
259,PT07M08.00S,2022-03-13T01:56:35.6Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,43,49,2022-03-13T01:56:52Z,2540000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1629111]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,1.0,Landale,1629111.0,,,,,,,,
260,PT07M08.00S,2022-03-13T01:56:35.6Z,2,REGULAR,steal,,[],1629111,,,1610612759,43,49,2022-03-13T01:56:40Z,2550000,,,0,,J. Landale STEAL (2 STL),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M54.00S,2022-03-13T01:56:49.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629111,90.62089356110381,36.76470588235294,1610612759,45,49,2022-03-13T01:57:11Z,2560000,-66.0,36.0,1,right,J. Landale 7' turnaround Hook (13 PTS),[1629111],1610612759.0,SAS,turnaround,,,Landale,J. Landale,,,,,7.52,Made,,,,,13.0,,,,,,,,,,,,,,
262,PT06M43.00S,2022-03-13T01:57:00.9Z,2,REGULAR,3pt,Jump Shot,[],1627741,23.340998685939553,12.009803921568627,1610612754,45,49,2022-03-13T01:57:05Z,2570000,190.0,167.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
263,PT06M39.00S,2022-03-13T01:57:04.1Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,45,49,2022-03-13T01:57:04Z,2580000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,262.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
264,PT06M32.00S,2022-03-13T01:57:11.4Z,2,REGULAR,3pt,Jump Shot,[],1630563,88.64980289093299,96.32352941176471,1610612759,45,49,2022-03-13T01:57:17Z,2590000,232.0,54.0,1,right,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
265,PT06M28.00S,2022-03-13T01:57:15.4Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,45,49,2022-03-13T01:57:17Z,2600000,,,0,,O. Brissett REBOUND (Off:0 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,264.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
266,PT06M25.00S,2022-03-13T01:57:18.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629052,31.09395532194481,68.62745098039215,1610612754,45,52,2022-03-13T01:58:36Z,2610000,-93.0,240.0,1,left,O. Brissett 25' 3PT pullup (5 PTS),[1629052],1610612754.0,IND,pullup,,,Brissett,O. Brissett,,,,,25.72,Made,,,,,5.0,,,,,,,,,,,,,,
267,PT06M13.00S,2022-03-13T01:57:30.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.64323258869908,51.470588235294116,1610612759,45,52,2022-03-13T01:58:31Z,2620000,7.0,7.0,1,right,MISS T. Jones reverse Layup,[1630200],1610612759.0,SAS,reverse,,,Jones,T. Jones,,,,,1.04,Missed,,,,,,,,,,,,,,,,,,,
268,PT06M10.00S,2022-03-13T01:57:33.4Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,45,52,2022-03-13T01:57:33Z,2630000,,,0,,C. Duarte REBOUND (Off:1 Def:3),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,267.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
269,PT06M06.00S,2022-03-13T01:57:38.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.389618922470433,48.529411764705884,1610612754,45,54,2022-03-13T01:58:16Z,2640000,7.0,8.0,1,left,I. Jackson DUNK (7 PTS) (T. Haliburton 5 AST),"[1630543, 1630169]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,1.06,Made,,,,,7.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,
271,PT06M06.00S,2022-03-13T01:57:48.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,45,54,2022-03-13T01:57:48Z,2660000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M06.00S,2022-03-13T02:00:19.9Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,45,54,2022-03-13T02:00:35Z,2670000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M06.00S,2022-03-13T02:00:19.9Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,45,54,2022-03-13T02:00:35Z,2680000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M06.00S,2022-03-13T02:00:19.9Z,2,REGULAR,substitution,out,[],1630169,,,1610612759,45,54,2022-03-13T02:00:35Z,2690000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
