actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
183,PT10M32.00S,2021-12-28T02:12:17.1Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,27,36,2021-12-28T02:12:23Z,1790000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M32.00S,2021-12-28T02:12:17.1Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,27,36,2021-12-28T02:12:23Z,1800000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M27.00S,2021-12-28T02:12:39.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,7.835085413929041,96.81372549019608,1610612759,27,36,2021-12-28T02:12:45Z,1810000,-234.0,21.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,Missed,,,23.5,,,,,,,,
186,PT10M22.00S,2021-12-28T02:12:44.7Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,27,36,2021-12-28T02:12:45Z,1820000,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,185.0,,,2.0,2.0,0.0,,,,,
187,PT10M11.00S,2021-12-28T02:12:55.4Z,2,REGULAR,3pt,Jump Shot,[],204060,68.80749014454665,28.431372549019606,1610612762,27,36,2021-12-28T02:13:00Z,1830000,-108.0,241.0,1,right,MISS J. Ingles 26' pullup 3PT,[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,,,,,,,,,Missed,,,26.37,,,,,,,,
188,PT10M07.00S,2021-12-28T02:12:59.4Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,27,36,2021-12-28T02:13:00Z,1840000,,,0,,J. Poeltl REBOUND (Off:0 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,187.0,,,5.0,5.0,0.0,,,,,
189,PT09M57.00S,2021-12-28T02:13:10.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,11.514454664914586,54.166666666666664,1610612759,29,36,2021-12-28T02:13:19Z,1850000,-21.0,56.0,1,left,J. Poeltl driving Hook (4 PTS) (D. White 1 AST),"[1627751, 1628401]",1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,,,,,,,,,Made,,4.0,5.95,,,,D. White,1628401.0,1.0,,
191,PT09M43.00S,2021-12-28T02:13:27.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,29,36,2021-12-28T02:13:27Z,1870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M35.00S,2021-12-28T02:13:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.19776609724047,51.470588235294116,1610612762,29,38,2021-12-28T02:13:57Z,1880000,7.0,21.0,1,right,R. Gobert cutting finger roll Layup (8 PTS) (J. Ingles 1 AST),"[203497, 204060]",1610612762.0,UTA,cutting finger roll,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,8.0,2.21,,,,J. Ingles,204060.0,1.0,,
194,PT09M23.00S,2021-12-28T02:14:02.4Z,2,REGULAR,foul,personal,[],203497,,,1610612759,29,38,2021-12-28T02:14:15Z,1900000,,,0,,R. Gobert personal FOUL (2 PF),"[203497, 1629640]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,1629174.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,,,,
196,PT09M17.00S,2021-12-28T02:14:28.5Z,2,REGULAR,3pt,Jump Shot,[],1627854,28.07161629434954,17.892156862745097,1610612759,29,38,2021-12-28T02:14:34Z,1920000,161.0,211.0,1,left,MISS B. Forbes 26' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,Missed,,,26.54,,,,,,,,
197,PT09M11.00S,2021-12-28T02:14:34.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,29,38,2021-12-28T02:14:34Z,1930000,,,0,,R. Gobert REBOUND (Off:0 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,196.0,,,6.0,6.0,0.0,,,,,
198,PT09M06.00S,2021-12-28T02:14:42.8Z,2,REGULAR,turnover,out-of-bounds,[],204060,,,1610612762,29,38,2021-12-28T02:14:54Z,1940000,,,0,,J. Ingles lost ball out-of-bounds TURNOVER (1 TO),[204060],1610612762.0,UTA,lost ball,,,Ingles,J. Ingles,,,,,1.0,,,1629174.0,,,,,,,,,,,,,,,,
199,PT09M06.00S,2021-12-28T02:14:51.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,29,38,2021-12-28T02:14:51Z,1950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M06.00S,2021-12-28T02:14:52.7Z,2,REGULAR,substitution,out,[],203497,,,1610612759,29,38,2021-12-28T02:14:56Z,1960000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M06.00S,2021-12-28T02:14:52.7Z,2,REGULAR,substitution,in,[],202355,,,1610612759,29,38,2021-12-28T02:14:56Z,1970000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M47.00S,2021-12-28T02:15:17.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,17.95335085413929,46.07843137254902,1610612759,29,38,2021-12-28T02:15:22Z,1980000,20.0,116.0,1,left,MISS D. Vassell 11' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,,,,,,,Missed,,,11.79,,,,,,,,
203,PT08M44.00S,2021-12-28T02:15:20.4Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,29,38,2021-12-28T02:15:22Z,1990000,,,0,,J. Clarkson REBOUND (Off:0 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,202.0,,,3.0,3.0,0.0,,,,,
204,PT08M35.00S,2021-12-28T02:15:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.9862023653088,46.32352941176471,1610612762,29,38,2021-12-28T02:15:34Z,2000000,-18.0,13.0,1,right,MISS J. Clarkson driving reverse Layup,[203903],1610612762.0,UTA,driving reverse,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Missed,,,2.28,,,,,,,,
205,PT08M32.00S,2021-12-28T02:15:32.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,29,38,2021-12-28T02:15:34Z,2010000,,,0,,J. Poeltl REBOUND (Off:0 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,204.0,,,6.0,6.0,0.0,,,,,
206,PT08M24.00S,2021-12-28T02:15:40.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,10.726018396846255,47.05882352941176,1610612759,29,38,2021-12-28T02:15:49Z,2020000,15.0,48.0,1,left,MISS J. Poeltl floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,,,,,,,,,Missed,,,5.05,,,,,,,,
207,PT08M19.00S,2021-12-28T02:15:45.8Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,29,38,2021-12-28T02:18:16Z,2030000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,206.0,,,1.0,1.0,0.0,,,,,
210,PT08M15.00S,2021-12-28T02:15:48.7Z,2,REGULAR,turnover,bad pass,[],200752,,,1610612762,29,38,2021-12-28T02:15:55Z,2060000,,,0,,R. Gay bad pass TURNOVER (1 TO),"[200752, 1627751]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,1.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,
211,PT08M15.00S,2021-12-28T02:15:48.7Z,2,REGULAR,steal,,[],1627751,,,1610612759,29,38,2021-12-28T02:15:51Z,2070000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M10.00S,2021-12-28T02:15:53.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627854,24.26084099868594,88.48039215686273,1610612759,29,38,2021-12-28T02:15:59Z,2080000,-192.0,176.0,1,left,MISS B. Forbes 26' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,Missed,,,26.05,,,,,,,,
213,PT08M07.00S,2021-12-28T02:15:56.8Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,29,38,2021-12-28T02:15:59Z,2090000,,,0,,R. Gay REBOUND (Off:0 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,212.0,,,2.0,2.0,0.0,,,,,
214,PT07M50.00S,2021-12-28T02:16:14.5Z,2,REGULAR,turnover,bad pass,[],203903,,,1610612762,29,38,2021-12-28T02:16:23Z,2100000,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1628401]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,1.0,White,1628401.0,,,,,,,,,,,,,,,,,
215,PT07M50.00S,2021-12-28T02:16:14.5Z,2,REGULAR,steal,,[],1628401,,,1610612759,29,38,2021-12-28T02:16:20Z,2110000,,,0,,D. White STEAL (1 STL),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M46.00S,2021-12-28T02:16:21.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630170,6.652431011826544,45.09803921568628,1610612759,31,38,2021-12-28T02:19:16Z,2120000,25.0,10.0,1,left,D. Vassell running Layup (6 PTS) (J. Poeltl 3 AST),"[1630170, 1627751]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,,6.0,2.65,,,,J. Poeltl,1627751.0,3.0,,
218,PT07M46.00S,2021-12-28T02:16:32.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,31,38,2021-12-28T02:16:32Z,2140000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M46.00S,2021-12-28T02:18:56.4Z,2,REGULAR,substitution,out,[],1630170,,,1610612762,31,38,2021-12-28T02:19:16Z,2150000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M46.00S,2021-12-28T02:18:56.4Z,2,REGULAR,substitution,out,[],201144,,,1610612762,31,38,2021-12-28T02:19:16Z,2160000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M46.00S,2021-12-28T02:18:56.4Z,2,REGULAR,substitution,in,[],203926,,,1610612762,31,38,2021-12-28T02:19:16Z,2170000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M46.00S,2021-12-28T02:18:56.4Z,2,REGULAR,substitution,in,[],1630235,,,1610612762,31,38,2021-12-28T02:19:16Z,2180000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M31.00S,2021-12-28T02:19:31.7Z,2,REGULAR,turnover,bad pass,[],204060,,,1610612762,31,38,2021-12-28T02:19:37Z,2190000,,,0,,J. Ingles bad pass TURNOVER (2 TO),"[204060, 1628401]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,2.0,White,1628401.0,,,,,,,,,,,,,,,,,
224,PT07M31.00S,2021-12-28T02:19:31.7Z,2,REGULAR,steal,,[],1628401,,,1610612759,31,38,2021-12-28T02:19:37Z,2200000,,,0,,D. White STEAL (2 STL),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M27.00S,2021-12-28T02:19:37.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,8.09789750328515,46.32352941176471,1610612759,33,38,2021-12-28T02:20:31Z,2210000,18.0,24.0,1,left,D. White running Layup (4 PTS),[1628401],1610612759.0,SAS,running,,,White,D. White,,,,,,,,,,,,,Made,,4.0,2.99,,,,,,,,
259,PT07M27.00S,2021-12-28T02:19:39.9Z,2,REGULAR,substitution,out,[],204060,,,1610612762,33,38,2021-12-28T02:23:50Z,2215000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M27.00S,2021-12-28T02:19:39.9Z,2,REGULAR,substitution,out,[],200752,,,1610612762,33,38,2021-12-28T02:23:50Z,2217500,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M27.00S,2021-12-28T02:19:39.9Z,2,REGULAR,substitution,in,[],1626220,,,1610612762,33,38,2021-12-28T02:23:50Z,2218750,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M27.00S,2021-12-28T02:19:39.9Z,2,REGULAR,substitution,in,[],202711,,,1610612762,33,38,2021-12-28T02:23:50Z,2219375,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M27.00S,2021-12-28T02:19:42.1Z,2,REGULAR,foul,personal,['1freethrow'],203903,,,1610612759,33,38,2021-12-28T02:19:57Z,2220000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (White 1 FT),"[203903, 1628401]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,,,,2882.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,
228,PT07M27.00S,2021-12-28T02:20:21.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628401,,,1610612759,33,38,2021-12-28T02:20:25Z,2240000,,,0,,MISS D. White Free Throw 1 of 1,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,Missed,,,,,,,,,,,
229,PT07M23.00S,2021-12-28T02:20:25.2Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,33,38,2021-12-28T02:20:25Z,2250000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,228.0,,,2.0,1.0,1.0,,,,,
230,PT07M09.00S,2021-12-28T02:20:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.32917214191852,45.588235294117645,1610612762,33,38,2021-12-28T02:20:45Z,2260000,-22.0,20.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Missed,,,2.95,,,,,,,,
231,PT07M06.00S,2021-12-28T02:20:41.6Z,2,REGULAR,rebound,offensive,[],202355,,,1610612762,33,38,2021-12-28T02:20:41Z,2270000,,,0,,H. Whiteside REBOUND (Off:2 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,230.0,,,3.0,1.0,2.0,,,,,
232,PT07M05.00S,2021-12-28T02:20:42.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,91.27792378449409,47.794117647058826,1610612762,33,38,2021-12-28T02:20:49Z,2280000,-11.0,29.0,1,right,MISS H. Whiteside Layup - blocked,"[202355, 1628401]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,Missed,,,3.15,,,,,,,White,1628401.0
233,PT07M05.00S,2021-12-28T02:20:42.6Z,2,REGULAR,block,,[],1628401,,,1610612762,33,38,2021-12-28T02:20:46Z,2290000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M05.00S,2021-12-28T02:20:42.6Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612759,33,38,2021-12-28T02:20:49Z,2300000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,232.0,,,1.0,1.0,0.0,,,,,
235,PT06M58.00S,2021-12-28T02:20:50.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1627854,21.369908015768726,70.83333333333334,1610612759,33,38,2021-12-28T02:21:35Z,2310000,-104.0,148.0,1,left,MISS B. Forbes 18' pullup Shot,[1627854],1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,,,,,,,,,Missed,,,18.13,,,,,,,,
236,PT06M55.00S,2021-12-28T02:20:53.3Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,33,38,2021-12-28T02:21:35Z,2320000,,,0,,T. Forrest REBOUND (Off:0 Def:3),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,235.0,,,3.0,3.0,0.0,,,,,
237,PT06M52.00S,2021-12-28T02:20:58.7Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612762,33,38,2021-12-28T02:21:23Z,2330000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1627751, 202711]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,2882.0,2.0,0.0,Bogdanovic,202711.0,,,,,,,,,,,,
239,PT06M52.00S,2021-12-28T02:21:25.0Z,2,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,33,39,2021-12-28T02:21:44Z,2350000,,,0,,B. Bogdanovic Free Throw 1 of 2 (4 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Made,,4.0,,,,,,,,,
240,PT06M52.00S,2021-12-28T02:21:25.0Z,2,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,33,39,2021-12-28T02:21:44Z,2360000,,,0,,MISS B. Bogdanovic Free Throw 2 of 2,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Missed,,,,,,,,,,,
241,PT06M47.00S,2021-12-28T02:21:30.0Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,33,39,2021-12-28T02:21:44Z,2370000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,240.0,,,2.0,2.0,0.0,,,,,
242,PT06M41.00S,2021-12-28T02:21:49.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.178055190538765,44.11764705882353,1610612759,33,39,2021-12-28T02:21:55Z,2380000,29.0,15.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,,,,,,,Missed,,,3.3,,,,,,,,
243,PT06M36.00S,2021-12-28T02:21:54.5Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,33,39,2021-12-28T02:21:55Z,2390000,,,0,,J. Poeltl REBOUND (Off:1 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,242.0,,,7.0,6.0,1.0,,,,,
244,PT06M35.00S,2021-12-28T02:21:54.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1627751,8.492115637319317,47.794117647058826,1610612759,35,39,2021-12-28T02:26:32Z,2400000,11.0,27.0,1,left,J. Poeltl putback Layup (6 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,,,,,,,,,Made,,6.0,2.94,,,,,,,,
245,PT06M23.00S,2021-12-28T02:22:06.4Z,2,REGULAR,3pt,Jump Shot,[],203903,70.38436268068331,21.813725490196077,1610612762,35,39,2021-12-28T02:22:20Z,2410000,-141.0,226.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Missed,,,26.62,,,,,,,,
246,PT06M23.00S,2021-12-28T02:22:06.4Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,35,39,2021-12-28T02:22:20Z,2420000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,245.0,,,3.0,3.0,0.0,,,,,
248,PT06M17.00S,2021-12-28T02:22:15.7Z,2,REGULAR,foul,offensive,[],1627751,,,1610612759,35,39,2021-12-28T02:22:30Z,2430000,,,0,,J. Poeltl offensive FOUL (3 PF),"[1627751, 203903]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,1629174.0,3.0,0.0,Clarkson,203903.0,,,,,,,,,,,,
250,PT06M17.00S,2021-12-28T02:22:15.7Z,2,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,35,39,2021-12-28T02:22:15Z,2450000,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,1.0,,,1629174.0,,,,,,,,,,,,,,,,
251,PT06M17.00S,2021-12-28T02:22:26.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612762,35,39,2021-12-28T02:22:40Z,2460000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M17.00S,2021-12-28T02:22:26.0Z,2,REGULAR,substitution,out,[],1627854,,,1610612762,35,39,2021-12-28T02:22:40Z,2470000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M17.00S,2021-12-28T02:22:26.0Z,2,REGULAR,substitution,out,[],1627751,,,1610612762,35,39,2021-12-28T02:22:40Z,2480000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M17.00S,2021-12-28T02:22:26.0Z,2,REGULAR,substitution,in,[],1629111,,,1610612762,35,39,2021-12-28T02:22:40Z,2490000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M17.00S,2021-12-28T02:22:26.0Z,2,REGULAR,substitution,in,[],1629022,,,1610612762,35,39,2021-12-28T02:22:40Z,2500000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M17.00S,2021-12-28T02:22:26.0Z,2,REGULAR,substitution,in,[],1630200,,,1610612762,35,39,2021-12-28T02:22:40Z,2510000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M00.00S,2021-12-28T02:22:54.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202711,91.5407358738502,53.67647058823529,1610612762,35,41,2021-12-28T02:27:46Z,2520000,18.0,27.0,1,right,B. Bogdanovic driving Layup (6 PTS),[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Made,,6.0,3.27,,,,,,,,
258,PT06M00.00S,2021-12-28T02:23:02.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,35,41,2021-12-28T02:23:02Z,2530000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M46.00S,2021-12-28T02:26:03.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,13.61695137976347,54.90196078431373,1610612759,35,41,2021-12-28T02:26:08Z,2540000,-25.0,75.0,1,left,MISS K. Johnson 7' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,,,,,,,,,Missed,,,7.94,,,,,,,,
264,PT05M43.00S,2021-12-28T02:26:06.8Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,35,41,2021-12-28T02:26:08Z,2550000,,,0,,H. Whiteside REBOUND (Off:2 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,263.0,,,4.0,2.0,2.0,,,,,
265,PT05M24.00S,2021-12-28T02:26:25.3Z,2,REGULAR,2pt,Jump Shot,[],203903,91.5407358738502,30.88235294117647,1610612762,35,43,2021-12-28T02:26:32Z,2560000,-96.0,27.0,1,right,J. Clarkson 9' turnaround fadeaway Jump Shot (9 PTS),[203903],1610612762.0,UTA,turnaround fadeaway,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Made,,9.0,9.93,,,,,,,,
266,PT05M05.00S,2021-12-28T02:26:46.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,35,43,2021-12-28T02:26:46Z,2570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M02.00S,2021-12-28T02:26:59.9Z,2,REGULAR,2pt,Jump Shot,[],203926,13.222733245729303,12.745098039215685,1610612759,35,43,2021-12-28T02:29:28Z,2580000,186.0,72.0,1,left,MISS D. McDermott 19' pullup Shot,[203926],1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,,,,,,,,,Missed,,,19.97,,,,,,,,
268,PT05M00.00S,2021-12-28T02:27:01.9Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,35,43,2021-12-28T02:27:04Z,2590000,,,0,,J. Clarkson REBOUND (Off:0 Def:4),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,267.0,,,4.0,4.0,0.0,,,,,
269,PT04M53.00S,2021-12-28T02:27:12.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,35,43,2021-12-28T02:27:12Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M44.00S,2021-12-28T02:27:37.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,93.38042049934296,53.18627450980392,1610612762,35,45,2021-12-28T02:27:42Z,2610000,16.0,10.0,1,right,H. Whiteside alley-oop DUNK (9 PTS) (R. O'Neale 1 AST),"[202355, 1626220]",1610612762.0,UTA,alley-oop,,,Whiteside,H. Whiteside,,,,,,,,,,,,,Made,,9.0,1.86,,,,R. O'Neale,1626220.0,1.0,,
