actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
171,PT10M32.00S,2021-11-23T02:08:32.0Z,2,REGULAR,foul,offensive,[],1627854,,,1610612759,22,27,2021-11-23T02:09:12Z,1710000,,,0,,B. Forbes offensive FOUL (1 PF),"[1627854, 1628969]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,1627534.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,,
173,PT10M32.00S,2021-11-23T02:08:32.0Z,2,REGULAR,turnover,offensive foul,[],1627854,,,1610612759,22,27,2021-11-23T02:09:12Z,1730000,,,0,,B. Forbes offensive foul TURNOVER (1 TO),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,1627534.0,,,,,,,,,,,,,,,1.0,,,,,
174,PT10M21.00S,2021-11-23T02:08:55.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201580,86.02168199737189,59.31372549019608,1610612756,22,27,2021-11-23T02:09:21Z,1740000,47.0,79.0,1,right,MISS J. McGee 9' Hook,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,Missed,,,,,9.16,,,,,,,,,,
175,PT10M18.00S,2021-11-23T02:08:58.3Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,22,27,2021-11-23T02:08:58Z,1750000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,174.0,4.0,4.0,0.0,,,,,,,,,,,
176,PT10M14.00S,2021-11-23T02:09:02.1Z,2,REGULAR,turnover,bad pass,[],1628966,,,1610612759,22,27,2021-11-23T02:09:30Z,1760000,,,0,,K. Bates-Diop bad pass TURNOVER (2 TO),"[1628966, 1629661]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,2.0,Johnson,1629661.0,,,
177,PT10M14.00S,2021-11-23T02:09:02.1Z,2,REGULAR,steal,,[],1629661,,,1610612756,22,27,2021-11-23T02:09:05Z,1770000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M08.00S,2021-11-23T02:09:39.3Z,2,REGULAR,jumpball,recovered,[],1627749,,,1610612756,22,27,2021-11-23T02:09:39Z,1780000,,,0,,Jump Ball K. Bates-Diop vs. C. Johnson: Tip to D. Murray,"[1627749, 1628966, 1629661]",1610612759.0,SAS,heldball,D. Murray,1627749.0,Murray,D. Murray,Bates-Diop,1628966.0,Johnson,1629661.0,,,,,,,,,,,,,,,,,,,,,
181,PT10M08.00S,2021-11-23T02:09:39.3Z,2,REGULAR,turnover,lost ball,[],1629661,,,1610612756,22,27,2021-11-23T02:09:39Z,1810000,,,0,,C. Johnson lost ball TURNOVER (1 TO),"[1629661, 1628966]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,1.0,Bates-Diop,1628966.0,,,
182,PT10M08.00S,2021-11-23T02:09:39.3Z,2,REGULAR,steal,,[],1628966,,,1610612759,22,27,2021-11-23T02:09:39Z,1820000,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M03.00S,2021-11-23T02:09:44.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,19.793035479632064,34.55882352941176,1610612759,22,27,2021-11-23T02:09:50Z,1830000,77.0,134.0,1,left,MISS D. Murray 15' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,,,Missed,,,,,15.43,,,,,,,,,,
184,PT09M58.00S,2021-11-23T02:09:49.3Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,22,27,2021-11-23T02:09:50Z,1840000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,
185,PT09M52.00S,2021-11-23T02:09:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,94.1688567674113,48.77450980392157,1610612756,22,29,2021-11-23T02:10:00Z,1850000,-6.0,2.0,1,right,J. McGee Layup (4 PTS) (C. Payne 2 AST),"[201580, 1626166]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,Made,,,,,0.65,4.0,C. Payne,1626166.0,2.0,,,,,,
187,PT09M36.00S,2021-11-23T02:10:10.6Z,2,REGULAR,2pt,Jump Shot,[],1627749,3.892904073587385,22.30392156862745,1610612759,24,29,2021-11-23T02:10:16Z,1870000,138.0,-16.0,1,left,D. Murray 13' Jump Shot (4 PTS) (J. Poeltl 1 AST),"[1627749, 1627751]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,Made,,,,,13.94,4.0,J. Poeltl,1627751.0,1.0,,,,,,
189,PT09M27.00S,2021-11-23T02:10:20.6Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612756,24,29,2021-11-23T02:10:33Z,1890000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Payne 2 FT),"[1627751, 1626166]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,202027.0,2.0,0.0,Payne,1626166.0,,,,,,,,,,,,,,,,
191,PT09M27.00S,2021-11-23T02:10:51.8Z,2,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,24,30,2021-11-23T02:10:51Z,1910000,,,0,,C. Payne Free Throw 1 of 2 (8 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,Made,,,,,,8.0,,,,,,,,,
192,PT09M27.00S,2021-11-23T02:10:52.5Z,2,REGULAR,substitution,out,[],1629022,,,1610612756,24,30,2021-11-23T02:11:04Z,1920000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M27.00S,2021-11-23T02:10:52.5Z,2,REGULAR,substitution,out,[],1627751,,,1610612756,24,30,2021-11-23T02:11:04Z,1930000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M27.00S,2021-11-23T02:10:52.5Z,2,REGULAR,substitution,in,[],1630170,,,1610612756,24,30,2021-11-23T02:11:04Z,1940000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M27.00S,2021-11-23T02:10:52.5Z,2,REGULAR,substitution,in,[],201152,,,1610612756,24,30,2021-11-23T02:11:04Z,1950000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M27.00S,2021-11-23T02:11:21.4Z,2,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,24,31,2021-11-23T02:11:21Z,1960000,,,0,,C. Payne Free Throw 2 of 2 (9 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,Made,,,,,,9.0,,,,,,,,,
197,PT09M05.00S,2021-11-23T02:11:49.3Z,2,REGULAR,turnover,bad pass,[],1628966,,,1610612759,24,31,2021-11-23T02:11:54Z,1970000,,,0,,K. Bates-Diop bad pass TURNOVER (3 TO),"[1628966, 1629013]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,3.0,Shamet,1629013.0,,,
226,PT09M05.00S,2021-11-23T02:11:49.3Z,2,REGULAR,steal,,[],1629013,,,1610612756,24,31,2021-11-23T02:15:13Z,1980000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M00.00S,2021-11-23T02:11:54.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629661,79.58278580814718,92.15686274509804,1610612756,24,34,2021-11-23T02:11:59Z,1990000,211.0,139.0,1,right,C. Johnson 25' 3PT  (3 PTS) (L. Shamet 1 AST),"[1629661, 1629013]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,Made,,,,,25.27,3.0,L. Shamet,1629013.0,1.0,,,,,,
201,PT08M43.00S,2021-11-23T02:12:11.0Z,2,REGULAR,2pt,Jump Shot,[],201152,23.340998685939553,50.245098039215684,1610612759,24,34,2021-11-23T02:12:16Z,2010000,-1.0,167.0,1,left,MISS T. Young 16' pullup Shot,[201152],1610612759.0,SAS,pullup,,,Young,T. Young,,,,,,,,,,Missed,,,,,16.69,,,,,,,,,,
202,PT08M40.00S,2021-11-23T02:12:14.0Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,24,34,2021-11-23T02:12:16Z,2020000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,201.0,3.0,3.0,0.0,,,,,,,,,,,
203,PT08M36.00S,2021-11-23T02:12:18.1Z,2,REGULAR,3pt,Jump Shot,[],1626166,72.88107752956637,82.35294117647058,1610612756,24,34,2021-11-23T02:12:29Z,2030000,162.0,202.0,1,right,MISS C. Payne 25' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,Missed,,,,,25.91,,,,,,,,,,
204,PT08M32.00S,2021-11-23T02:12:22.1Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,24,34,2021-11-23T02:12:29Z,2040000,,,0,,J. McGee REBOUND (Off:2 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,203.0,5.0,3.0,2.0,,,,,,,,,,,
205,PT08M30.00S,2021-11-23T02:12:24.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201580,90.62089356110381,56.86274509803921,1610612756,24,34,2021-11-23T02:12:36Z,2050000,34.0,36.0,1,right,MISS J. McGee turnaround fadeaway Shot,[201580],1610612756.0,PHX,turnaround fadeaway,,,McGee,J. McGee,,,,,,,,,,Missed,,,,,4.95,,,,,,,,,,
206,PT08M28.00S,2021-11-23T02:12:26.8Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,24,34,2021-11-23T02:12:36Z,2060000,,,0,,K. Bates-Diop REBOUND (Off:2 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,205.0,4.0,2.0,2.0,,,,,,,,,,,
207,PT08M25.00S,2021-11-23T02:12:30.1Z,2,REGULAR,2pt,Jump Shot,[],1627749,24.392247043363994,51.9607843137255,1610612759,24,34,2021-11-23T02:12:40Z,2070000,-10.0,177.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,,,Missed,,,,,17.71,,,,,,,,,,
208,PT08M21.00S,2021-11-23T02:12:34.1Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,24,34,2021-11-23T02:12:40Z,2080000,,,0,,J. McGee REBOUND (Off:2 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,207.0,6.0,4.0,2.0,,,,,,,,,,,
209,PT08M11.00S,2021-11-23T02:12:43.3Z,2,REGULAR,2pt,Jump Shot,[],201580,91.93495400788436,70.83333333333334,1610612756,24,36,2021-11-23T02:12:50Z,2090000,104.0,23.0,1,right,J. McGee 10' turnaround fadeaway Jump Shot (6 PTS) (L. Shamet 2 AST),"[201580, 1629013]",1610612756.0,PHX,turnaround fadeaway,,,McGee,J. McGee,,,,,,,,,,Made,,,,,10.68,6.0,L. Shamet,1629013.0,2.0,,,,,,
211,PT07M58.00S,2021-11-23T02:12:59.8Z,2,REGULAR,violation,kicked ball,[],201580,,,1610612759,24,36,2021-11-23T02:13:04Z,2110000,,,0,,J. McGee kicked ball VIOLATION,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,1627534.0,,,,,,,,,,,,,,,,,,,,
212,PT07M58.00S,2021-11-23T02:13:05.6Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,24,36,2021-11-23T02:13:26Z,2120000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M58.00S,2021-11-23T02:13:05.6Z,2,REGULAR,substitution,out,[],1626166,,,1610612759,24,36,2021-11-23T02:13:26Z,2130000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M58.00S,2021-11-23T02:13:05.6Z,2,REGULAR,substitution,out,[],1629661,,,1610612759,24,36,2021-11-23T02:13:26Z,2140000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M58.00S,2021-11-23T02:13:05.6Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,24,36,2021-11-23T02:13:26Z,2150000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M58.00S,2021-11-23T02:13:05.6Z,2,REGULAR,substitution,in,[],203109,,,1610612759,24,36,2021-11-23T02:13:26Z,2160000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M58.00S,2021-11-23T02:13:05.6Z,2,REGULAR,substitution,in,[],101108,,,1610612759,24,36,2021-11-23T02:13:26Z,2170000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M52.00S,2021-11-23T02:13:37.5Z,2,REGULAR,3pt,Jump Shot,[],1630170,20.581471747700395,7.352941176470589,1610612759,27,36,2021-11-23T02:14:33Z,2180000,213.0,141.0,1,left,D. Vassell 25' 3PT  (5 PTS) (D. Murray 1 AST),"[1630170, 1627749]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Made,,,,,25.56,5.0,D. Murray,1627749.0,1.0,,,,,,
220,PT07M40.00S,2021-11-23T02:13:49.4Z,2,REGULAR,3pt,Jump Shot,[],1629013,67.49342969776609,31.127450980392158,1610612756,27,36,2021-11-23T02:14:42Z,2200000,-94.0,253.0,1,right,MISS L. Shamet 27' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,,,,,,Missed,,,,,27.01,,,,,,,,,,
221,PT07M40.00S,2021-11-23T02:13:49.4Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,27,36,2021-11-23T02:14:42Z,2210000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,
222,PT07M26.00S,2021-11-23T02:14:03.0Z,2,REGULAR,2pt,Jump Shot,[],1630170,13.748357424441524,30.14705882352941,1610612759,27,36,2021-11-23T02:14:58Z,2220000,99.0,77.0,1,left,MISS D. Vassell 12' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Missed,,,,,12.55,,,,,,,,,,
223,PT07M24.00S,2021-11-23T02:14:05.0Z,2,REGULAR,rebound,offensive,[],1630170,,,1610612759,27,36,2021-11-23T02:14:58Z,2230000,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,222.0,1.0,0.0,1.0,,,,,,,,,,,
224,PT07M24.00S,2021-11-23T02:14:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,5.590000152587891,50.0,1610612759,29,36,2021-11-23T02:14:08Z,2240000,0.0,0.0,1,left,D. Vassell tip Layup (7 PTS),[1630170],1610612759.0,SAS,tip,,,Vassell,D. Vassell,,,,,,,,,,Made,,,,,0.0,7.0,,,,,,,,,
225,PT07M24.00S,2021-11-23T02:14:12.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,29,36,2021-11-23T02:14:12Z,2250000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M24.00S,2021-11-23T02:16:57.1Z,2,REGULAR,substitution,out,[],201580,,,1610612756,29,36,2021-11-23T02:17:04Z,2260000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M24.00S,2021-11-23T02:16:57.1Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,29,36,2021-11-23T02:17:04Z,2270000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M15.00S,2021-11-23T02:17:12.4Z,2,REGULAR,3pt,Jump Shot,[],1629013,71.96123521681997,15.196078431372548,1610612756,29,39,2021-11-23T02:17:18Z,2280000,-174.0,211.0,1,right,L. Shamet 27' 3PT  (6 PTS) (J. Crowder 1 AST),"[1629013, 203109]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Made,,,,,27.36,6.0,J. Crowder,203109.0,1.0,,,,,,
231,PT06M53.00S,2021-11-23T02:17:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201152,7.30946123521682,49.26470588235294,1610612759,31,39,2021-11-23T02:17:42Z,2300000,4.0,16.0,1,left,T. Young cutting Layup (2 PTS) (K. Johnson 1 AST),"[201152, 1629640]",1610612759.0,SAS,cutting,,,Young,T. Young,,,,,,,,,,Made,,,,,1.66,2.0,K. Johnson,1629640.0,1.0,,,,,,
233,PT06M38.00S,2021-11-23T02:17:50.0Z,2,REGULAR,3pt,Jump Shot,[],1629013,67.49342969776609,40.19607843137255,1610612756,31,39,2021-11-23T02:17:57Z,2320000,-49.0,253.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Missed,,,,,25.78,,,,,,,,,,
234,PT06M35.00S,2021-11-23T02:17:53.0Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,31,39,2021-11-23T02:17:57Z,2330000,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,233.0,5.0,5.0,0.0,,,,,,,,,,,
235,PT06M31.00S,2021-11-23T02:17:57.4Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612759,31,39,2021-11-23T02:18:09Z,2340000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1628969]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0,,,
236,PT06M31.00S,2021-11-23T02:17:57.4Z,2,REGULAR,steal,,[],1628969,,,1610612756,31,39,2021-11-23T02:18:00Z,2350000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M25.00S,2021-11-23T02:18:02.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629013,93.24901445466492,50.49019607843137,1610612756,31,41,2021-11-23T02:18:13Z,2360000,2.0,11.0,1,right,L. Shamet driving DUNK (8 PTS) (M. Bridges 2 AST),"[1629013, 1628969]",1610612756.0,PHX,driving,,,Shamet,L. Shamet,,,,,,,,,,Made,,,,,1.13,8.0,M. Bridges,1628969.0,2.0,,,,,,
239,PT06M05.00S,2021-11-23T02:18:23.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201152,6.258212877792378,54.41176470588235,1610612759,31,41,2021-11-23T02:18:43Z,2380000,-22.0,6.0,1,left,MISS T. Young cutting Layup,[201152],1610612759.0,SAS,cutting,,,Young,T. Young,,,,,,,,,,Missed,,,,,2.3,,,,,,,,,,
240,PT06M05.00S,2021-11-23T02:18:23.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,31,41,2021-11-23T02:18:43Z,2390000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,
241,PT06M03.00S,2021-11-23T02:18:29.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,31,41,2021-11-23T02:18:29Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M03.00S,2021-11-23T02:18:30.9Z,2,REGULAR,substitution,out,[],1627854,,,1610612759,31,41,2021-11-23T02:18:38Z,2410000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M03.00S,2021-11-23T02:18:30.9Z,2,REGULAR,substitution,out,[],1628969,,,1610612759,31,41,2021-11-23T02:18:38Z,2420000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M03.00S,2021-11-23T02:18:30.9Z,2,REGULAR,substitution,in,[],1628401,,,1610612759,31,41,2021-11-23T02:18:38Z,2430000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M03.00S,2021-11-23T02:18:30.9Z,2,REGULAR,substitution,in,[],1626164,,,1610612759,31,41,2021-11-23T02:18:38Z,2440000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M51.00S,2021-11-23T02:19:04.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628401,17.559132720105126,52.94117647058824,1610612759,31,41,2021-11-23T02:19:15Z,2450000,-15.0,113.0,1,left,MISS D. White 11' pullup Shot,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,,,,,,Missed,,,,,11.36,,,,,,,,,,
247,PT05M48.00S,2021-11-23T02:19:07.7Z,2,REGULAR,rebound,offensive,[],201152,,,1610612759,31,41,2021-11-23T02:19:15Z,2460000,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,246.0,1.0,0.0,1.0,,,,,,,,,,,
248,PT05M46.00S,2021-11-23T02:19:09.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201152,8.409986859395532,44.63082107843137,1610612759,33,41,2021-11-23T02:19:25Z,2470000,27.0,27.0,1,left,T. Young putback Layup (4 PTS),[201152],1610612759.0,SAS,putback,,,Young,T. Young,,,,,,,,,,Made,,,,,3.78,4.0,,,,,,,,,
249,PT05M26.00S,2021-11-23T02:19:30.0Z,2,REGULAR,turnover,lost ball,[],1629028,,,1610612756,33,41,2021-11-23T02:19:42Z,2480000,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1630170]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,1.0,Vassell,1630170.0,,,
250,PT05M26.00S,2021-11-23T02:19:30.0Z,2,REGULAR,steal,,[],1630170,,,1610612759,33,41,2021-11-23T02:20:46Z,2490000,,,0,,D. Vassell STEAL (2 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M18.00S,2021-11-23T02:19:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,6.652431011826544,46.32352941176471,1610612759,33,41,2021-11-23T02:20:04Z,2500000,18.0,10.0,1,left,MISS D. Murray driving finger roll Layup,[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,,,,,,Missed,,,,,2.09,,,,,,,,,,
252,PT05M16.00S,2021-11-23T02:19:40.9Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,33,41,2021-11-23T02:19:40Z,2510000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,,,
253,PT05M00.00S,2021-11-23T02:19:56.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.11760840998686,50.73529411764706,1610612756,33,43,2021-11-23T02:20:26Z,2520000,4.0,12.0,1,right,D. Ayton driving DUNK (8 PTS) (D. Booker 3 AST),"[1629028, 1626164]",1610612756.0,PHX,driving,,,Ayton,D. Ayton,,,,,,,,,,Made,,,,,1.27,8.0,D. Booker,1626164.0,3.0,,,,,,
255,PT04M39.00S,2021-11-23T02:20:16.4Z,2,REGULAR,2pt,Jump Shot,[],1630170,21.107095926412615,24.264705882352942,1610612759,33,43,2021-11-23T02:20:29Z,2540000,129.0,146.0,1,left,MISS D. Vassell 19' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,,,,Missed,,,,,19.46,,,,,,,,,,
256,PT04M39.00S,2021-11-23T02:20:16.4Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,33,43,2021-11-23T02:20:29Z,2550000,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,255.0,6.0,5.0,1.0,,,,,,,,,,,
257,PT04M32.00S,2021-11-23T02:20:24.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.9060446780552,50.0,1610612756,33,45,2021-11-23T02:20:36Z,2560000,0.0,5.0,1,right,D. Ayton DUNK (10 PTS) (C. Paul 1 AST),"[1629028, 101108]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,Made,,,,,0.48,10.0,C. Paul,101108.0,1.0,,,,,,
259,PT04M31.00S,2021-11-23T02:20:31.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,33,45,2021-11-23T02:20:31Z,2580000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M31.00S,2021-11-23T02:23:03.9Z,2,REGULAR,substitution,out,[],1627749,,,1610612759,33,45,2021-11-23T02:23:13Z,2590000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M31.00S,2021-11-23T02:23:03.9Z,2,REGULAR,substitution,out,[],201152,,,1610612759,33,45,2021-11-23T02:23:13Z,2600000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
