actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
183,PT09M28.00S,2022-01-16T01:42:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629164,93.38042049934296,55.14705882352941,1610612739,37,32,2022-01-16T01:42:10Z,1740000,26.0,10.0,1,right,B. Goodwin running Layup (2 PTS),[1629164],1610612739.0,CLE,running,,,Goodwin,B. Goodwin,,,,,,,,,,Made,,2.0,2.75,,,,,,,,,,,
185,PT09M12.00S,2022-01-16T01:42:18.7Z,2,REGULAR,3pt,Jump Shot,[],1629660,30.56833114323259,11.029411764705882,1610612760,40,32,2022-01-16T01:42:23Z,1760000,195.0,235.0,1,left,T. Jerome 30' 3PT  (10 PTS) (T. Mann 1 AST),"[1629660, 1630544]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,Made,,10.0,30.52,,,,,T. Mann,1630544.0,1.0,,,,
187,PT08M54.00S,2022-01-16T01:42:36.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,92.32917214191852,55.392156862745104,1610612739,40,32,2022-01-16T01:50:15Z,1780000,27.0,20.0,1,right,MISS L. Stevens driving Layup,[1630205],1610612739.0,CLE,driving,,,Stevens,L. Stevens,,,,,,,,,,Missed,,,3.34,,,,,,,,,,,
188,PT08M50.00S,2022-01-16T01:42:40.8Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,40,32,2022-01-16T01:50:15Z,1790000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,187.0,,,3.0,2.0,1.0,,,,,,,,
189,PT08M50.00S,2022-01-16T01:42:40.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,94.40999984741211,50.0,1610612739,40,32,2022-01-16T01:42:40Z,1800000,0.0,0.0,1,right,MISS E. Mobley tip Layup,[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,,,,,,Missed,,,0.0,,,,,,,,,,,
190,PT08M49.00S,2022-01-16T01:42:41.3Z,2,REGULAR,rebound,defensive,[],1629603,,,1610612760,40,32,2022-01-16T01:42:41Z,1810000,,,0,,M. Diakite REBOUND (Off:1 Def:2),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,189.0,,,3.0,2.0,1.0,,,,,,,,
191,PT08M43.00S,2022-01-16T01:42:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,7.835085413929041,34.31372549019608,1610612760,40,32,2022-01-16T01:51:04Z,1820000,78.0,21.0,1,left,MISS T. Jerome 8' driving Layup - blocked,"[1629660, 1630205]",1610612760.0,OKC,driving,,,Jerome,T. Jerome,,,,,,,,,,Missed,,,8.12,,,,,,,,,,Stevens,1630205.0
192,PT08M43.00S,2022-01-16T01:42:49.2Z,2,REGULAR,block,,[],1630205,,,1610612760,40,32,2022-01-16T01:42:51Z,1830000,,,0,,L. Stevens BLOCK (1 BLK),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M42.00S,2022-01-16T01:42:50.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,40,32,2022-01-16T01:45:16Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,
194,PT08M42.00S,2022-01-16T01:42:53.7Z,2,REGULAR,substitution,out,[],1629164,,,1610612760,40,32,2022-01-16T01:42:57Z,1850000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M42.00S,2022-01-16T01:42:53.7Z,2,REGULAR,substitution,in,[],1629636,,,1610612760,40,32,2022-01-16T01:42:57Z,1860000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M42.00S,2022-01-16T01:43:19.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,40,32,2022-01-16T01:43:19Z,1870000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M42.00S,2022-01-16T01:43:54.3Z,2,REGULAR,substitution,out,[],1630596,,,1610612760,40,32,2022-01-16T01:45:45Z,1880000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M42.00S,2022-01-16T01:43:54.3Z,2,REGULAR,substitution,in,[],1628386,,,1610612760,40,32,2022-01-16T01:45:45Z,1890000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M31.00S,2022-01-16T01:46:10.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630544,29.25427069645204,78.43137254901961,1610612760,40,32,2022-01-16T01:51:41Z,1900000,-142.0,222.0,1,left,MISS T. Mann 26' pullup 3PT,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,,,,,,Missed,,,26.41,,,,,,,,,,,
200,PT08M25.00S,2022-01-16T01:46:16.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,40,32,2022-01-16T01:46:39Z,1910000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,199.0,,,4.0,2.0,2.0,,,,,,,,
201,PT08M13.00S,2022-01-16T01:46:27.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.19776609724047,49.01960784313725,1610612739,40,34,2022-01-16T01:46:35Z,1920000,-5.0,21.0,1,right,J. Allen reverse DUNK (7 PTS) (K. Love 1 AST),"[1628386, 201567]",1610612739.0,CLE,reverse,,,Allen,J. Allen,,,,,,,,,,Made,,7.0,2.14,,,,,K. Love,201567.0,1.0,,,,
203,PT08M03.00S,2022-01-16T01:46:38.0Z,2,REGULAR,2pt,Jump Shot,[],1630544,15.850854139290407,33.33333333333333,1610612760,42,34,2022-01-16T01:46:43Z,1940000,83.0,96.0,1,left,T. Mann 12' driving floating Jump Shot (2 PTS),[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,,,,,,Made,,2.0,12.75,,,,,,,,,,,
204,PT07M45.00S,2022-01-16T01:46:54.9Z,2,REGULAR,3pt,Jump Shot,[],201567,73.9323258869908,13.23529411764706,1610612739,42,34,2022-01-16T01:47:01Z,1950000,-184.0,193.0,1,right,MISS K. Love 26' step back 3PT,[201567],1610612739.0,CLE,step back,,,Love,K. Love,,,,,,,,,,Missed,,,26.62,,,,,,,,,,,
205,PT07M43.00S,2022-01-16T01:46:56.9Z,2,REGULAR,rebound,defensive,[],1629603,,,1610612760,42,34,2022-01-16T01:47:01Z,1960000,,,0,,M. Diakite REBOUND (Off:1 Def:3),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,204.0,,,4.0,3.0,1.0,,,,,,,,
206,PT07M25.00S,2022-01-16T01:47:15.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,8.229303547963205,52.20588235294118,1610612760,44,34,2022-01-16T01:47:19Z,1970000,-11.0,25.0,1,left,D. Bazley driving DUNK (9 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,,,,,,Made,,9.0,2.72,,,,,,,,,,,
207,PT07M14.00S,2022-01-16T01:47:26.6Z,2,REGULAR,3pt,Jump Shot,[],1629636,65.78515111695138,63.23529411764706,1610612739,44,34,2022-01-16T01:47:36Z,1980000,66.0,269.0,1,right,MISS D. Garland 27' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,Missed,,,27.71,,,,,,,,,,,
208,PT07M11.00S,2022-01-16T01:47:30.0Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,44,34,2022-01-16T01:47:30Z,1990000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,207.0,,,3.0,3.0,0.0,,,,,,,,
210,PT07M08.00S,2022-01-16T01:47:46.2Z,2,REGULAR,foul,offensive,[],1629603,,,1610612760,44,34,2022-01-16T01:47:54Z,2010000,,,0,,M. Diakite charge offensive FOUL (1 PF),"[1629603, 201567]",1610612760.0,OKC,charge,,,Diakite,M. Diakite,,,,,2005.0,1.0,0.0,Love,201567.0,,,,,,,,,,,,,,,
212,PT07M08.00S,2022-01-16T01:47:46.2Z,2,REGULAR,turnover,offensive foul,[],1629603,,,1610612760,44,34,2022-01-16T01:47:46Z,2030000,,,0,,M. Diakite offensive foul TURNOVER (1 TO),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,2005.0,,,,,,,,,,,,1.0,,,,,,,
213,PT07M08.00S,2022-01-16T01:47:53.3Z,2,REGULAR,substitution,out,[],201567,,,1610612739,44,34,2022-01-16T01:47:55Z,2040000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M08.00S,2022-01-16T01:47:53.3Z,2,REGULAR,substitution,in,[],1628374,,,1610612739,44,34,2022-01-16T01:47:55Z,2050000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M56.00S,2022-01-16T01:48:08.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,85.23324572930355,62.745098039215684,1610612739,44,34,2022-01-16T01:48:16Z,2060000,64.0,86.0,1,right,MISS D. Garland 10' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,,,Missed,,,10.73,,,,,,,,,,,
216,PT06M53.00S,2022-01-16T01:48:11.2Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,44,34,2022-01-16T01:48:16Z,2070000,,,0,,D. Bazley REBOUND (Off:0 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,215.0,,,4.0,4.0,0.0,,,,,,,,
217,PT06M43.00S,2022-01-16T01:48:22.7Z,2,REGULAR,turnover,traveling,[],1630598,,,1610612760,44,34,2022-01-16T01:48:27Z,2080000,,,0,,A. Wiggins traveling TURNOVER (1 TO),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,1627526.0,,,,,,,,,,,,1.0,,,,,,,
218,PT06M31.00S,2022-01-16T01:48:46.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,44,34,2022-01-16T01:48:46Z,2090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M31.00S,2022-01-16T01:48:47.4Z,2,REGULAR,substitution,out,[],1629603,,,1610612739,44,34,2022-01-16T01:48:53Z,2100000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M31.00S,2022-01-16T01:48:47.4Z,2,REGULAR,substitution,in,[],202324,,,1610612739,44,34,2022-01-16T01:48:53Z,2110000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M24.00S,2022-01-16T01:49:12.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,77.4802890932983,89.2156862745098,1610612739,44,34,2022-01-16T01:49:27Z,2120000,196.0,159.0,1,right,MISS C. Osman 25' pullup 3PT,[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,,,,,,Missed,,,25.26,,,,,,,,,,,
222,PT06M22.00S,2022-01-16T01:49:16.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,44,34,2022-01-16T01:49:16Z,2130000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,
223,PT06M10.00S,2022-01-16T01:49:30.4Z,2,REGULAR,turnover,bad pass,[],1629647,,,1610612760,44,34,2022-01-16T01:49:34Z,2140000,,,0,,D. Bazley bad pass TURNOVER (1 TO),"[1629647, 1629636]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,1.0,,,,Garland,1629636.0,,
224,PT06M10.00S,2022-01-16T01:49:30.4Z,2,REGULAR,steal,,[],1629636,,,1610612739,44,34,2022-01-16T01:49:32Z,2150000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M08.00S,2022-01-16T01:49:35.0Z,2,REGULAR,foul,personal,[],1630544,,,1610612739,44,34,2022-01-16T01:55:13Z,2160000,,,0,,T. Mann take personal FOUL (1 PF),"[1630544, 1629636]",1610612760.0,OKC,take,,,Mann,T. Mann,,,,,1627526.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
227,PT06M03.00S,2022-01-16T01:50:01.4Z,2,REGULAR,foul,personal,['2freethrow'],202324,,,1610612739,44,34,2022-01-16T01:50:20Z,2180000,,,0,,D. Favors shooting personal FOUL (1 PF) (Allen 2 FT),"[202324, 1628386]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,1148.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
229,PT06M03.00S,2022-01-16T01:50:22.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628386,,,1610612739,44,35,2022-01-16T01:50:59Z,2200000,,,0,,J. Allen Free Throw 1 of 2 (8 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
230,PT06M03.00S,2022-01-16T01:50:26.7Z,2,REGULAR,substitution,out,[],1629660,,,1610612739,44,35,2022-01-16T01:50:48Z,2210000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M03.00S,2022-01-16T01:50:26.7Z,2,REGULAR,substitution,out,[],1630598,,,1610612739,44,35,2022-01-16T01:50:48Z,2220000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M03.00S,2022-01-16T01:50:26.7Z,2,REGULAR,substitution,out,[],202324,,,1610612739,44,35,2022-01-16T01:50:48Z,2230000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M03.00S,2022-01-16T01:50:26.7Z,2,REGULAR,substitution,in,[],1628983,,,1610612739,44,35,2022-01-16T01:50:48Z,2240000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M03.00S,2022-01-16T01:50:26.7Z,2,REGULAR,substitution,in,[],1629652,,,1610612739,44,35,2022-01-16T01:50:48Z,2250000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M03.00S,2022-01-16T01:50:26.7Z,2,REGULAR,substitution,in,[],1630581,,,1610612739,44,35,2022-01-16T01:50:48Z,2260000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M03.00S,2022-01-16T01:50:22.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628386,,,1610612739,44,35,2022-01-16T01:50:59Z,2270000,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Missed,,,,,,,,,,,,,,
237,PT06M01.00S,2022-01-16T01:50:24.6Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,44,35,2022-01-16T01:50:59Z,2280000,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,236.0,,,3.0,2.0,1.0,,,,,,,,
238,PT05M38.00S,2022-01-16T01:51:20.8Z,2,REGULAR,2pt,Jump Shot,[],1630544,3.7614980289093296,82.35294117647058,1610612760,44,35,2022-01-16T01:51:39Z,2290000,-162.0,-17.0,1,left,MISS T. Mann 16' turnaround fadeaway Shot,[1630544],1610612760.0,OKC,turnaround fadeaway,,,Mann,T. Mann,,,,,,,,,,Missed,,,16.27,,,,,,,,,,,
239,PT05M35.00S,2022-01-16T01:51:23.8Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,44,35,2022-01-16T01:51:39Z,2300000,,,0,,J. Giddey REBOUND (Off:2 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,238.0,,,4.0,2.0,2.0,,,,,,,,
240,PT05M33.00S,2022-01-16T01:51:26.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,24.917871222076215,85.29411764705883,1610612760,47,35,2022-01-16T01:51:32Z,2310000,-176.0,182.0,1,left,L. Dort 25' 3PT  (8 PTS) (T. Mann 2 AST),"[1629652, 1630544]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,,8.0,25.33,,,,,T. Mann,1630544.0,2.0,,,,
242,PT05M20.00S,2022-01-16T01:51:39.1Z,2,REGULAR,3pt,Jump Shot,[],1629636,70.12155059132719,75.49019607843137,1610612739,47,38,2022-01-16T01:51:43Z,2330000,127.0,228.0,1,right,D. Garland 26' 3PT step back (9 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,Made,,9.0,26.16,,,,,,,,,,,
243,PT05M00.00S,2022-01-16T01:51:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,11.514454664914586,35.53921568627451,1610612760,47,38,2022-01-16T01:52:03Z,2340000,72.0,56.0,1,left,MISS S. Gilgeous-Alexander 9' driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,9.13,,,,,,,,,,,
244,PT04M59.00S,2022-01-16T01:51:59.3Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,47,38,2022-01-16T01:52:03Z,2350000,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,243.0,,,5.0,3.0,2.0,,,,,,,,
245,PT04M54.00S,2022-01-16T01:52:05.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,68.01905387647832,74.01960784313727,1610612739,47,38,2022-01-16T01:57:52Z,2360000,120.0,248.0,1,right,MISS D. Garland 27' running pullup 3PT,[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,,,,,,Missed,,,27.56,,,,,,,,,,,
246,PT04M51.00S,2022-01-16T01:52:08.1Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,47,38,2022-01-16T01:52:10Z,2370000,,,0,,J. Giddey REBOUND (Off:2 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,245.0,,,5.0,3.0,2.0,,,,,,,,
247,PT04M47.00S,2022-01-16T01:52:11.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,6.652431011826544,95.83333333333334,1610612760,50,38,2022-01-16T01:52:17Z,2380000,-229.0,10.0,1,left,L. Dort 3PT  (11 PTS) (S. Gilgeous-Alexander 5 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,,11.0,22.94,,,,,S. Gilgeous-Alexander,1628983.0,5.0,,,,
300,PT04M33.00S,2022-01-16T01:52:21.6Z,2,REGULAR,2pt,Layup,[],1628374,94.56307490144546,26.47058823529412,1610612739,50,38,2022-01-16T02:01:57Z,2395000,-118.0,-1.0,1,right,MISS L. Markkanen 11' driving Layup - blocked,"[1628374, 1628983]",1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,,11.76,,,,,,,,,,Gilgeous-Alexander,1628983.0
301,PT04M33.00S,2022-01-16T01:52:21.6Z,2,REGULAR,block,,[],1628983,,,1610612739,50,38,2022-01-16T02:01:57Z,2397500,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M33.00S,2022-01-16T01:52:21.6Z,2,REGULAR,rebound,offensive,[],1629636,,,1610612739,50,38,2022-01-16T02:01:57Z,2398750,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,300.0,,,2.0,1.0,1.0,,,,,,,,
249,PT04M27.00S,2022-01-16T01:52:31.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628374,92.46057818659659,50.245098039215684,1610612739,50,40,2022-01-16T02:01:57Z,2400000,1.0,18.0,1,right,L. Markkanen cutting DUNK (5 PTS) (D. Garland 5 AST),"[1628374, 1629636]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,5.0,1.84,,,,,D. Garland,1629636.0,5.0,,,,
251,PT04M00.00S,2022-01-16T01:52:59.0Z,2,REGULAR,3pt,Jump Shot,[],1630544,37.00722733245729,25.735294117647058,1610612760,50,40,2022-01-16T01:53:04Z,2420000,121.0,295.0,1,left,MISS T. Mann 31' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,Missed,,,31.93,,,,,,,,,,,
252,PT03M57.00S,2022-01-16T01:53:02.0Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,50,40,2022-01-16T01:53:04Z,2430000,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,251.0,,,6.0,4.0,2.0,,,,,,,,
253,PT03M41.00S,2022-01-16T01:53:18.3Z,2,REGULAR,3pt,Jump Shot,[],1630205,91.67214191852825,96.56862745098039,1610612739,50,40,2022-01-16T01:53:23Z,2440000,233.0,26.0,1,right,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,Missed,,,23.42,,,,,,,,,,,
254,PT03M39.00S,2022-01-16T01:53:20.3Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,50,40,2022-01-16T01:53:23Z,2450000,,,0,,J. Giddey REBOUND (Off:2 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,253.0,,,6.0,4.0,2.0,,,,,,,,
255,PT03M29.00S,2022-01-16T01:53:29.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,16.245072273324574,38.72549019607843,1610612760,52,40,2022-01-16T01:53:35Z,2460000,56.0,100.0,1,left,S. Gilgeous-Alexander 11' pullup Jump Shot (8 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,8.0,11.5,,,,,,,,,,,
256,PT03M08.00S,2022-01-16T01:53:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,91.93495400788436,57.84313725490197,1610612739,52,40,2022-01-16T01:53:56Z,2470000,39.0,23.0,1,right,MISS C. Osman cutting Layup - blocked,"[1626224, 1628983]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,,,,,,Missed,,,4.56,,,,,,,,,,Gilgeous-Alexander,1628983.0
257,PT03M08.00S,2022-01-16T01:53:51.6Z,2,REGULAR,block,,[],1628983,,,1610612739,52,40,2022-01-16T01:53:53Z,2480000,,,0,,S. Gilgeous-Alexander BLOCK (2 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M05.00S,2022-01-16T01:53:54.6Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,52,40,2022-01-16T01:53:56Z,2490000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,256.0,,,1.0,1.0,0.0,,,,,,,,
259,PT03M02.00S,2022-01-16T01:53:57.5Z,2,REGULAR,turnover,bad pass,[],1630544,,,1610612760,52,40,2022-01-16T01:54:01Z,2500000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1630544, 1628374]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,1.0,,,,Markkanen,1628374.0,,
260,PT03M02.00S,2022-01-16T01:53:57.5Z,2,REGULAR,steal,,[],1628374,,,1610612739,52,40,2022-01-16T02:02:36Z,2510000,,,0,,L. Markkanen STEAL (2 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M55.00S,2022-01-16T01:54:13.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,52,40,2022-01-16T01:54:13Z,2520000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M55.00S,2022-01-16T01:56:13.9Z,2,REGULAR,substitution,out,[],1629647,,,1610612739,52,40,2022-01-16T01:56:44Z,2530000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M55.00S,2022-01-16T01:56:13.9Z,2,REGULAR,substitution,out,[],1630544,,,1610612739,52,40,2022-01-16T01:56:44Z,2540000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M55.00S,2022-01-16T01:56:13.9Z,2,REGULAR,substitution,out,[],1630205,,,1610612739,52,40,2022-01-16T01:56:44Z,2550000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M55.00S,2022-01-16T01:56:13.9Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,52,40,2022-01-16T01:56:44Z,2560000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M55.00S,2022-01-16T01:56:13.9Z,2,REGULAR,substitution,in,[],1630526,,,1610612739,52,40,2022-01-16T01:56:44Z,2570000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
