actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
448,PT00M00.30S,2022-01-16T02:45:18.7Z,3,REGULAR,freethrow,2 of 3,['fromturnover'],1629636,,,1610612739,85,82,2022-01-16T02:45:18Z,4340000,,,0,,D. Garland Free Throw 2 of 3 (22 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,Made,,22.0,,,,,,,,,,,,
449,PT00M00.30S,2022-01-16T02:45:21.2Z,3,REGULAR,substitution,out,[],201567,,,1610612739,85,82,2022-01-16T02:45:27Z,4350000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
450,PT00M00.30S,2022-01-16T02:45:21.2Z,3,REGULAR,substitution,in,[],1630205,,,1610612739,85,82,2022-01-16T02:45:27Z,4360000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
451,PT00M00.30S,2022-01-16T02:45:30.3Z,3,REGULAR,freethrow,3 of 3,['fromturnover'],1629636,,,1610612739,85,83,2022-01-16T02:45:30Z,4370000,,,0,,D. Garland Free Throw 3 of 3 (23 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,Made,,23.0,,,,,,,,,,,,
452,PT00M00.00S,2022-01-16T02:45:38.6Z,3,REGULAR,period,end,[],0,,,1610612760,85,83,2022-01-16T02:45:38Z,4380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2022-01-16T02:48:12.3Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,85,83,2022-01-16T02:48:22Z,4390000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2022-01-16T02:48:12.3Z,4,REGULAR,substitution,out,['startperiod'],1630598,,,1610612760,85,83,2022-01-16T02:48:22Z,4400000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2022-01-16T02:48:12.3Z,4,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,85,83,2022-01-16T02:48:22Z,4410000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2022-01-16T02:48:12.3Z,4,REGULAR,substitution,out,['startperiod'],1630205,,,1610612760,85,83,2022-01-16T02:48:22Z,4420000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2022-01-16T02:48:12.3Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,85,83,2022-01-16T02:48:22Z,4430000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2022-01-16T02:48:12.3Z,4,REGULAR,substitution,in,['startperiod'],1629660,,,1610612760,85,83,2022-01-16T02:48:22Z,4440000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-01-16T02:48:12.3Z,4,REGULAR,substitution,in,['startperiod'],1629603,,,1610612760,85,83,2022-01-16T02:48:22Z,4450000,,,0,,SUB in: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2022-01-16T02:48:12.3Z,4,REGULAR,substitution,in,['startperiod'],201567,,,1610612760,85,83,2022-01-16T02:48:22Z,4460000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2022-01-16T02:48:16.4Z,4,REGULAR,period,start,[],0,,,1610612760,85,83,2022-01-16T02:48:22Z,4470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT11M47.00S,2022-01-16T02:48:29.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,90.75229960578186,57.84313725490197,1610612760,85,83,2022-01-16T02:48:32Z,4480000,39.0,34.0,1,right,MISS J. Giddey driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,,,,,,Missed,,,5.22,,,,,,,,,,,
463,PT11M46.00S,2022-01-16T02:48:30.1Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,85,83,2022-01-16T02:48:32Z,4490000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,462.0,,,2.0,2.0,0.0,,,,,,,,
464,PT11M34.00S,2022-01-16T02:48:41.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,13.87976346911958,49.754901960784316,1610612739,85,85,2022-01-16T02:51:11Z,4500000,1.0,78.0,1,left,K. Love 7' fadeaway Jump Shot (13 PTS),[201567],1610612739.0,CLE,fadeaway,,,Love,K. Love,,,,,,,,,,Made,,13.0,7.8,,,,,,,,,,,
466,PT11M18.00S,2022-01-16T02:48:56.8Z,4,REGULAR,3pt,Jump Shot,[],1629647,89.43823915900131,95.83333333333334,1610612760,85,85,2022-01-16T02:49:01Z,4520000,229.0,47.0,1,right,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Missed,,,23.39,,,,,,,,,,,
467,PT11M15.00S,2022-01-16T02:48:59.8Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,85,85,2022-01-16T02:49:01Z,4530000,,,0,,D. Garland REBOUND (Off:1 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,466.0,,,3.0,2.0,1.0,,,,,,,,
468,PT11M08.00S,2022-01-16T02:49:07.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,10.5946123521682,58.08823529411765,1610612739,85,85,2022-01-16T02:49:13Z,4540000,-40.0,47.0,1,left,MISS D. Garland 6' driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,Missed,,,6.21,,,,,,,,,,,
469,PT11M07.00S,2022-01-16T02:49:08.9Z,4,REGULAR,rebound,offensive,[],1629636,,,1610612739,85,85,2022-01-16T02:49:08Z,4550000,,,0,,D. Garland REBOUND (Off:2 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,468.0,,,4.0,2.0,2.0,,,,,,,,
470,PT11M07.00S,2022-01-16T02:49:10.9Z,4,REGULAR,foul,personal,['2freethrow'],1629603,,,1610612739,85,85,2022-01-16T02:49:19Z,4560000,,,0,,M. Diakite shooting personal FOUL (2 PF) (Mobley 2 FT),"[1629603, 1630596]",1610612760.0,OKC,shooting,,,Diakite,M. Diakite,,,,,2005.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
472,PT11M07.00S,2022-01-16T02:49:39.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,85,86,2022-01-16T02:49:39Z,4580000,,,0,,E. Mobley Free Throw 1 of 2 (11 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
473,PT11M07.00S,2022-01-16T02:49:57.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,85,87,2022-01-16T02:49:57Z,4590000,,,0,,E. Mobley Free Throw 2 of 2 (12 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
474,PT10M56.00S,2022-01-16T02:50:10.1Z,4,REGULAR,3pt,Jump Shot,[],1629647,68.01905387647832,61.274509803921575,1610612760,85,87,2022-01-16T02:50:15Z,4600000,56.0,248.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Missed,,,25.44,,,,,,,,,,,
475,PT10M53.00S,2022-01-16T02:50:13.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,85,87,2022-01-16T02:50:13Z,4610000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,474.0,,,,,,,,,,,,,
476,PT10M39.00S,2022-01-16T02:50:30.7Z,4,REGULAR,3pt,Jump Shot,[],201567,32.53942181340342,26.225490196078432,1610612739,85,87,2022-01-16T02:53:46Z,4620000,119.0,253.0,1,left,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Missed,,,27.99,,,,,,,,,,,
477,PT10M35.00S,2022-01-16T02:50:34.7Z,4,REGULAR,rebound,defensive,[],1630544,,,1610612760,85,87,2022-01-16T02:50:35Z,4630000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,476.0,,,2.0,2.0,0.0,,,,,,,,
478,PT10M22.00S,2022-01-16T02:50:47.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,88.78120893561103,49.754901960784316,1610612760,85,87,2022-01-16T02:50:55Z,4640000,-1.0,53.0,1,right,MISS T. Mann finger roll Layup,[1630544],1610612760.0,OKC,finger roll,,,Mann,T. Mann,,,,,,,,,,Missed,,,5.3,,,,,,,,,,,
479,PT10M20.00S,2022-01-16T02:50:49.5Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,85,87,2022-01-16T02:50:55Z,4650000,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,478.0,,,4.0,3.0,1.0,,,,,,,,
480,PT10M00.00S,2022-01-16T02:51:09.1Z,4,REGULAR,turnover,bad pass,[],1629636,,,1610612739,85,87,2022-01-16T02:51:12Z,4660000,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1629647]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,2.0,,,,Bazley,1629647.0,,
481,PT10M00.00S,2022-01-16T02:51:09.1Z,4,REGULAR,steal,,[],1629647,,,1610612760,85,87,2022-01-16T02:51:10Z,4670000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
482,PT09M58.00S,2022-01-16T02:51:14.3Z,4,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612760,85,87,2022-01-16T02:51:22Z,4680000,,,0,,D. Garland shooting personal FOUL (2 PF) (Bazley 2 FT),"[1629636, 1629647]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,1148.0,2.0,0.0,Bazley,1629647.0,,,,,,,,,,,,,,,
484,PT09M58.00S,2022-01-16T02:51:23.4Z,4,REGULAR,substitution,out,[],1629636,,,1610612760,85,87,2022-01-16T02:51:37Z,4700000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
485,PT09M58.00S,2022-01-16T02:51:23.4Z,4,REGULAR,substitution,in,[],1629164,,,1610612760,85,87,2022-01-16T02:51:37Z,4710000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
486,PT09M58.00S,2022-01-16T02:51:40.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629647,,,1610612760,86,87,2022-01-16T02:51:40Z,4720000,,,0,,D. Bazley Free Throw 1 of 2 (12 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
487,PT09M58.00S,2022-01-16T02:51:59.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629647,,,1610612760,87,87,2022-01-16T02:51:59Z,4730000,,,0,,D. Bazley Free Throw 2 of 2 (13 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
488,PT09M47.00S,2022-01-16T02:52:15.6Z,4,REGULAR,turnover,out-of-bounds,[],201567,,,1610612739,87,87,2022-01-16T02:52:22Z,4740000,,,0,,K. Love bad pass out-of-bounds TURNOVER (1 TO),[201567],1610612739.0,CLE,bad pass,,,Love,K. Love,,,,,2005.0,,,,,,,,,,,,1.0,,,,,,,
489,PT09M29.00S,2022-01-16T02:52:40.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629603,89.83245729303549,61.274509803921575,1610612760,87,87,2022-01-16T02:52:43Z,4750000,56.0,43.0,1,right,MISS M. Diakite 7' driving Layup,[1629603],1610612760.0,OKC,driving,,,Diakite,M. Diakite,,,,,,,,,,Missed,,,7.1,,,,,,,,,,,
490,PT09M27.00S,2022-01-16T02:52:42.0Z,4,REGULAR,rebound,defensive,[],1629164,,,1610612739,87,87,2022-01-16T02:52:43Z,4760000,,,0,,B. Goodwin REBOUND (Off:1 Def:2),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,489.0,,,3.0,2.0,1.0,,,,,,,,
491,PT09M15.00S,2022-01-16T02:52:53.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201567,6.389618922470433,42.8921568627451,1610612739,87,87,2022-01-16T02:53:04Z,4770000,36.0,8.0,1,left,MISS K. Love Layup - blocked,"[201567, 1630581]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Missed,,,3.63,,,,,,,,,,Giddey,1630581.0
492,PT09M15.00S,2022-01-16T02:52:53.5Z,4,REGULAR,block,,[],1630581,,,1610612739,87,87,2022-01-16T02:52:55Z,4780000,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M15.00S,2022-01-16T02:52:53.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,87,87,2022-01-16T02:53:04Z,4790000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,
494,PT09M12.00S,2022-01-16T02:53:12.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,8.623521681997373,42.15686274509804,1610612739,87,89,2022-01-16T02:53:16Z,4800000,39.0,29.0,1,left,E. Mobley cutting DUNK (14 PTS) (D. Windler 1 AST),"[1630596, 1629685]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,,,,,,Made,,14.0,4.85,,,,,D. Windler,1629685.0,1.0,,,,
496,PT08M51.00S,2022-01-16T02:53:35.5Z,4,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,87,89,2022-01-16T02:57:11Z,4820000,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (5 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,2005.0,,,,,,,,,,,,5.0,,,,,,,
499,PT08M27.00S,2022-01-16T02:54:12.3Z,4,REGULAR,substitution,out,[],1629603,,,1610612739,87,89,2022-01-16T02:54:18Z,4850000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M27.00S,2022-01-16T02:54:12.3Z,4,REGULAR,substitution,in,[],1630526,,,1610612739,87,89,2022-01-16T02:54:18Z,4860000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
507,PT08M27.00S,2022-01-16T02:54:21.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,87,89,2022-01-16T02:55:15Z,4865000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,
501,PT08M16.00S,2022-01-16T02:54:31.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629647,68.41327201051249,67.64705882352942,1610612760,87,89,2022-01-16T02:55:15Z,4870000,88.0,244.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Missed,,,25.98,,,,,,,,,,,
502,PT08M14.00S,2022-01-16T02:54:33.2Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,87,89,2022-01-16T02:54:33Z,4880000,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,501.0,,,5.0,4.0,1.0,,,,,,,,
503,PT08M03.00S,2022-01-16T02:54:44.2Z,4,REGULAR,3pt,Jump Shot,[],201567,34.37910643889619,32.1078431372549,1610612739,87,89,2022-01-16T02:58:19Z,4890000,89.0,271.0,1,left,MISS K. Love 28' step back 3PT,[201567],1610612739.0,CLE,step back,,,Love,K. Love,,,,,,,,,,Missed,,,28.51,,,,,,,,,,,
504,PT08M01.00S,2022-01-16T02:54:46.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,87,89,2022-01-16T03:00:06Z,4900000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,
505,PT08M01.00S,2022-01-16T02:54:59.3Z,4,REGULAR,foul,personal,[],1630171,,,1610612760,87,89,2022-01-16T03:00:22Z,4910000,,,0,,I. Okoro loose ball personal FOUL (3 PF),"[1630171, 1630581]",1610612739.0,CLE,loose ball,,,Okoro,I. Okoro,,,,,2005.0,3.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
508,PT08M01.00S,2022-01-16T02:56:23.1Z,4,REGULAR,substitution,out,[],201567,,,1610612760,87,89,2022-01-16T02:57:39Z,4930000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M01.00S,2022-01-16T02:56:23.1Z,4,REGULAR,substitution,in,[],1628374,,,1610612760,87,89,2022-01-16T02:57:39Z,4940000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
510,PT07M38.00S,2022-01-16T02:58:10.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,92.9862023653088,52.94117647058824,1610612760,89,89,2022-01-16T02:58:14Z,4950000,15.0,13.0,1,right,D. Bazley driving reverse Layup (15 PTS),[1629647],1610612760.0,OKC,driving reverse,,,Bazley,D. Bazley,,,,,,,,,,Made,,15.0,1.99,,,,,,,,,,,
511,PT07M20.00S,2022-01-16T02:58:28.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,8.754927726675426,60.049019607843135,1610612739,89,89,2022-01-16T02:58:33Z,4960000,-50.0,30.0,1,left,MISS E. Mobley Hook - blocked,"[1630596, 1630526]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Missed,,,5.84,,,,,,,,,,Robinson-Earl,1630526.0
512,PT07M20.00S,2022-01-16T02:58:28.3Z,4,REGULAR,block,,[],1630526,,,1610612739,89,89,2022-01-16T02:58:30Z,4970000,,,0,,J. Robinson-Earl BLOCK (1 BLK),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
513,PT07M17.00S,2022-01-16T02:58:31.3Z,4,REGULAR,rebound,offensive,[],1629164,,,1610612739,89,89,2022-01-16T02:58:33Z,4980000,,,0,,B. Goodwin REBOUND (Off:2 Def:2),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,511.0,,,4.0,2.0,2.0,,,,,,,,
514,PT07M12.00S,2022-01-16T02:58:36.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,6.389618922470433,55.14705882352941,1610612739,89,91,2022-01-16T02:58:40Z,4990000,-26.0,8.0,1,left,E. Mobley cutting DUNK (16 PTS) (B. Goodwin 4 AST),"[1630596, 1629164]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,,,,,,Made,,16.0,2.68,,,,,B. Goodwin,1629164.0,4.0,,,,
516,PT06M53.00S,2022-01-16T02:58:54.8Z,4,REGULAR,3pt,Jump Shot,[],1630526,74.58935611038108,13.480392156862745,1610612760,89,91,2022-01-16T02:58:59Z,5010000,-183.0,186.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Missed,,,26.09,,,,,,,,,,,
517,PT06M51.00S,2022-01-16T02:58:56.8Z,4,REGULAR,rebound,defensive,[],1629685,,,1610612739,89,91,2022-01-16T02:58:59Z,5020000,,,0,,D. Windler REBOUND (Off:0 Def:3),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,516.0,,,3.0,3.0,0.0,,,,,,,,
518,PT06M41.00S,2022-01-16T02:59:07.6Z,4,REGULAR,turnover,backcourt,[],1630596,,,1610612739,89,91,2022-01-16T02:59:15Z,5030000,,,0,,E. Mobley backcourt TURNOVER (2 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1627526.0,,,,,,,,,,,,2.0,,,,,,,
519,PT06M40.00S,2022-01-16T02:59:16.6Z,4,REGULAR,substitution,out,[],1630596,,,1610612760,89,91,2022-01-16T02:59:19Z,5040000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
520,PT06M40.00S,2022-01-16T02:59:16.6Z,4,REGULAR,substitution,in,[],1628386,,,1610612760,89,91,2022-01-16T02:59:19Z,5050000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
521,PT06M18.00S,2022-01-16T02:59:52.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630526,92.06636005256242,53.92156862745098,1610612760,89,91,2022-01-16T03:02:55Z,5060000,20.0,22.0,1,right,MISS J. Robinson-Earl finger roll Layup,[1630526],1610612760.0,OKC,finger roll,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Missed,,,2.95,,,,,,,,,,,
522,PT06M16.00S,2022-01-16T02:59:54.7Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612739,89,91,2022-01-16T02:59:58Z,5070000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,521.0,,,3.0,3.0,0.0,,,,,,,,
523,PT06M07.00S,2022-01-16T03:00:03.4Z,4,REGULAR,3pt,Jump Shot,[],1629685,5.469776609724048,4.6568627450980395,1610612739,89,94,2022-01-16T03:00:08Z,5080000,227.0,-1.0,1,left,D. Windler 3PT  (6 PTS) (L. Markkanen 1 AST),"[1629685, 1628374]",1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,Made,,6.0,22.67,,,,,L. Markkanen,1628374.0,1.0,,,,
525,PT05M50.00S,2022-01-16T03:00:22.0Z,4,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612760,89,94,2022-01-16T03:00:29Z,5100000,,,0,,I. Okoro shooting personal FOUL (4 PF) (Bazley 2 FT),"[1630171, 1629647]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,1148.0,4.0,0.0,Bazley,1629647.0,,,,,,,,,,,,,,,
527,PT05M50.00S,2022-01-16T03:00:46.6Z,4,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,90,94,2022-01-16T03:00:46Z,5120000,,,0,,D. Bazley Free Throw 1 of 2 (16 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,,16.0,,,,,,,,,,,,
528,PT05M50.00S,2022-01-16T03:00:49.1Z,4,REGULAR,substitution,out,[],1630544,,,1610612760,90,94,2022-01-16T03:00:58Z,5130000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
529,PT05M50.00S,2022-01-16T03:00:49.1Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,90,94,2022-01-16T03:00:58Z,5140000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
530,PT05M50.00S,2022-01-16T03:01:07.5Z,4,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,91,94,2022-01-16T03:01:07Z,5150000,,,0,,D. Bazley Free Throw 2 of 2 (17 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,,17.0,,,,,,,,,,,,
531,PT05M33.00S,2022-01-16T03:01:24.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,10.85742444152431,36.27450980392157,1610612739,91,94,2022-01-16T03:01:30Z,5160000,69.0,50.0,1,left,MISS J. Allen 8' cutting Layup,[1628386],1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,,,Missed,,,8.47,,,,,,,,,,,
532,PT05M31.00S,2022-01-16T03:01:26.6Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,91,94,2022-01-16T03:01:30Z,5170000,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,531.0,,,3.0,3.0,0.0,,,,,,,,
533,PT05M22.00S,2022-01-16T03:01:36.5Z,4,REGULAR,turnover,lost ball,[],1630581,,,1610612760,91,94,2022-01-16T03:01:39Z,5180000,,,0,,J. Giddey lost ball TURNOVER (6 TO),"[1630581, 1629164]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,6.0,,,,Goodwin,1629164.0,,
534,PT05M22.00S,2022-01-16T03:01:36.5Z,4,REGULAR,steal,,[],1629164,,,1610612739,91,94,2022-01-16T03:01:38Z,5190000,,,0,,B. Goodwin STEAL (1 STL),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
535,PT05M16.00S,2022-01-16T03:01:42.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629164,6.783837056504599,44.11764705882353,1610612739,91,94,2022-01-16T03:06:03Z,5200000,29.0,11.0,1,left,MISS B. Goodwin running Layup,[1629164],1610612739.0,CLE,running,,,Goodwin,B. Goodwin,,,,,,,,,,Missed,,,3.15,,,,,,,,,,,
