actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
179,PT11M42.00S,2021-10-28T00:38:38.0Z,2,REGULAR,rebound,defensive,[],1630466,,,1610612760,19,41,2021-10-28T00:38:38Z,1790000,,,0,,G. Deck REBOUND (Off:0 Def:1),[1630466],1610612760.0,OKC,,,,Deck,G. Deck,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,
180,PT11M36.00S,2021-10-28T00:38:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630466,19.267411300919843,45.83333333333333,1610612760,21,41,2021-10-28T00:38:47Z,1800000,21.0,129.0,1,left,G. Deck 13' pullup Jump Shot (2 PTS),[1630466],1610612760.0,OKC,pullup,,,Deck,G. Deck,,,,,,,13.03,Made,,,,,,,2.0,,,,,,,,,,
181,PT11M17.00S,2021-10-28T00:39:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202340,93.64323258869908,51.71568627450981,1610612747,21,43,2021-10-28T00:39:07Z,1810000,9.0,7.0,1,right,A. Bradley cutting Layup (2 PTS) (R. Westbrook 7 AST),"[202340, 201566]",1610612747.0,LAL,cutting,,,Bradley,A. Bradley,,,,,,,1.13,Made,,,,,,,2.0,R. Westbrook,201566.0,7.0,,,,,,,
183,PT10M59.00S,2021-10-28T00:39:20.2Z,2,REGULAR,3pt,Jump Shot,[],1629026,19.398817345597898,91.66666666666666,1610612760,21,43,2021-10-28T00:39:27Z,1830000,-208.0,130.0,1,left,MISS K. Williams 24' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,24.54,Missed,,,,,,,,,,,,,,,,,
184,PT10M58.00S,2021-10-28T00:39:21.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,21,43,2021-10-28T00:39:27Z,1840000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,
185,PT10M58.00S,2021-10-28T00:39:25.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,21,43,2021-10-28T00:39:25Z,1850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M43.00S,2021-10-28T00:39:45.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,93.9060446780552,49.50980392156863,1610612747,21,45,2021-10-28T00:39:50Z,1860000,-2.0,5.0,1,right,D. Howard alley-oop DUNK (2 PTS) (R. Westbrook 8 AST),"[2730, 201566]",1610612747.0,LAL,alley-oop,,,Howard,D. Howard,,,,,,,0.54,Made,,,,,,,2.0,R. Westbrook,201566.0,8.0,,,,,,,
188,PT10M27.00S,2021-10-28T00:40:02.0Z,2,REGULAR,2pt,Jump Shot,[],1630466,21.895532194480946,76.7156862745098,1610612760,21,45,2021-10-28T00:40:06Z,1880000,-134.0,153.0,1,left,MISS G. Deck 20' pullup Shot,[1630466],1610612760.0,OKC,pullup,,,Deck,G. Deck,,,,,,,20.33,Missed,,,,,,,,,,,,,,,,,
189,PT10M26.00S,2021-10-28T00:40:03.0Z,2,REGULAR,rebound,offensive,[],1630544,,,1610612760,21,45,2021-10-28T00:40:06Z,1890000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,188.0,1.0,0.0,1.0,,,,,,,,,,,,,
190,PT10M25.00S,2021-10-28T00:40:06.3Z,2,REGULAR,foul,personal,['2freethrow'],2730,,,1610612760,21,45,2021-10-28T00:40:13Z,1900000,,,0,,D. Howard shooting personal FOUL (2 PF) (Mann 2 FT),"[2730, 1630544]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,1162.0,,,,,,,,,,,,,,2.0,0.0,Mann,1630544.0,,,
192,PT10M25.00S,2021-10-28T00:40:49.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630544,,,1610612760,21,45,2021-10-28T00:40:49Z,1920000,,,0,,MISS T. Mann Free Throw 1 of 2,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,Missed,,,,,,,,,,,,,,,,,
193,PT10M25.00S,2021-10-28T00:40:49.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,21,45,2021-10-28T00:40:49Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,
194,PT10M25.00S,2021-10-28T00:41:06.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630544,,,1610612760,22,45,2021-10-28T00:41:06Z,1940000,,,0,,T. Mann Free Throw 2 of 2 (1 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,
195,PT10M13.00S,2021-10-28T00:41:18.8Z,2,REGULAR,2pt,Jump Shot,[],1630559,77.08607095926413,76.22549019607843,1610612747,22,45,2021-10-28T00:41:23Z,1950000,131.0,163.0,1,right,MISS A. Reaves 20' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,,,20.91,Missed,,,,,,,,,,,,,,,,,
196,PT10M10.00S,2021-10-28T00:41:21.8Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,22,45,2021-10-28T00:41:23Z,1960000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
197,PT10M04.00S,2021-10-28T00:41:27.5Z,2,REGULAR,turnover,bad pass,[],1629026,,,1610612760,22,45,2021-10-28T00:41:31Z,1970000,,,0,,K. Williams bad pass TURNOVER (1 TO),"[1629026, 2730]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,1.0,,,,,,,,,,,,,,,,,Howard,2730.0,
198,PT10M04.00S,2021-10-28T00:41:27.5Z,2,REGULAR,steal,,[],2730,,,1610612747,22,45,2021-10-28T00:41:29Z,1980000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M00.00S,2021-10-28T00:41:35.3Z,2,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612747,22,45,2021-10-28T00:41:51Z,1990000,,,0,,K. Williams shooting personal FOUL (1 PF) (Howard 2 FT),"[1629026, 2730]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Howard,2730.0,,,
201,PT10M00.00S,2021-10-28T00:42:04.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],2730,,,1610612747,22,46,2021-10-28T00:42:04Z,2010000,,,0,,D. Howard Free Throw 1 of 2 (3 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,
202,PT10M00.00S,2021-10-28T00:42:23.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],2730,,,1610612747,22,47,2021-10-28T00:42:23Z,2020000,,,0,,D. Howard Free Throw 2 of 2 (4 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,
203,PT09M48.00S,2021-10-28T00:42:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,14.273981603153747,39.46078431372549,1610612760,22,47,2021-10-28T00:43:01Z,2030000,53.0,82.0,1,left,MISS T. Maledon 9' floating Shot,[1630177],1610612760.0,OKC,floating,,,Maledon,T. Maledon,,,,,,,9.72,Missed,,,,,,,,,,,,,,,,,
204,PT09M46.00S,2021-10-28T00:42:43.7Z,2,REGULAR,rebound,offensive,[],1630177,,,1610612760,22,47,2021-10-28T00:42:43Z,2040000,,,0,,T. Maledon REBOUND (Off:1 Def:0),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,203.0,1.0,0.0,1.0,,,,,,,,,,,,,
205,PT09M35.00S,2021-10-28T00:42:53.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630544,12.959921156373195,35.53921568627451,1610612760,24,47,2021-10-28T00:43:10Z,2050000,72.0,69.0,1,left,T. Mann 10' floating Jump Shot (3 PTS),[1630544],1610612760.0,OKC,floating,,,Mann,T. Mann,,,,,,,10.01,Made,,,,,,,3.0,,,,,,,,,,
206,PT09M27.00S,2021-10-28T00:43:02.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2546,93.38042049934296,51.9607843137255,1610612747,24,49,2021-10-28T00:43:14Z,2060000,10.0,10.0,1,right,C. Anthony alley-oop DUNK (4 PTS) (R. Westbrook 9 AST),"[2546, 201566]",1610612747.0,LAL,alley-oop,,,Anthony,C. Anthony,,,,,,,1.38,Made,,,,,,,4.0,R. Westbrook,201566.0,9.0,,,,,,,
208,PT09M27.00S,2021-10-28T00:43:06.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,24,49,2021-10-28T00:43:06Z,2080000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M27.00S,2021-10-28T00:45:33.4Z,2,REGULAR,substitution,out,[],1630466,,,1610612760,24,49,2021-10-28T00:45:45Z,2090000,,,0,,SUB out: G. Deck,[1630466],1610612760.0,OKC,,,,Deck,G. Deck,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M27.00S,2021-10-28T00:45:33.4Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,24,49,2021-10-28T00:45:45Z,2100000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M27.00S,2021-10-28T00:45:33.4Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,24,49,2021-10-28T00:45:45Z,2110000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M27.00S,2021-10-28T00:45:33.4Z,2,REGULAR,substitution,in,[],1630197,,,1610612760,24,49,2021-10-28T00:45:45Z,2120000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M20.00S,2021-10-28T00:46:04.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629026,5.732588699080158,49.50980392156863,1610612760,26,49,2021-10-28T00:46:11Z,2130000,2.0,1.0,1,left,K. Williams cutting DUNK (2 PTS) (J. Giddey 4 AST),"[1629026, 1630581]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,,,0.29,Made,,,,,,,2.0,J. Giddey,1630581.0,4.0,,,,,,,
215,PT08M56.00S,2021-10-28T00:46:38.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,26,49,2021-10-28T00:46:38Z,2150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M52.00S,2021-10-28T00:46:55.6Z,2,REGULAR,2pt,Jump Shot,[],2546,93.64323258869908,89.95098039215686,1610612747,26,51,2021-10-28T00:46:59Z,2160000,200.0,7.0,1,right,C. Anthony 19' fadeaway Jump Shot (6 PTS) (R. Westbrook 10 AST),"[2546, 201566]",1610612747.0,LAL,fadeaway,,,Anthony,C. Anthony,,,,,,,19.99,Made,,,,,,,6.0,R. Westbrook,201566.0,10.0,,,,,,,
218,PT08M40.00S,2021-10-28T00:47:08.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202324,5.995400788436268,46.32352941176471,1610612760,28,51,2021-10-28T00:47:57Z,2180000,18.0,4.0,1,left,D. Favors cutting Layup (4 PTS) (J. Giddey 5 AST),"[202324, 1630581]",1610612760.0,OKC,cutting,,,Favors,D. Favors,,,,,,,1.88,Made,,,,,,,4.0,J. Giddey,1630581.0,5.0,,,,,,,
220,PT08M19.00S,2021-10-28T00:47:29.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,84.05059132720105,39.705882352941174,1610612747,28,51,2021-10-28T00:47:34Z,2200000,-51.0,97.0,1,right,MISS C. Anthony 11' turnaround fadeaway Shot,[2546],1610612747.0,LAL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,,,11.02,Missed,,,,,,,,,,,,,,,,,
221,PT08M16.00S,2021-10-28T00:47:32.7Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,28,51,2021-10-28T00:47:34Z,2210000,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,,,
222,PT08M10.00S,2021-10-28T00:47:39.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202324,4.812746386333772,51.71568627450981,1610612760,30,51,2021-10-28T00:47:44Z,2220000,-9.0,-7.0,1,left,D. Favors running Layup (6 PTS) (J. Giddey 6 AST),"[202324, 1630581]",1610612760.0,OKC,running,,,Favors,D. Favors,,,,,,,1.13,Made,,,,,,,6.0,J. Giddey,1630581.0,6.0,,,,,,,
224,PT07M59.00S,2021-10-28T00:47:49.1Z,2,REGULAR,3pt,Jump Shot,[],201566,83.65637319316689,95.34313725490196,1610612747,30,51,2021-10-28T00:47:54Z,2240000,227.0,101.0,1,right,MISS R. Westbrook 24' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,24.82,Missed,,,,,,,,,,,,,,,,,
225,PT07M56.00S,2021-10-28T00:47:52.1Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,30,51,2021-10-28T00:47:54Z,2250000,,,0,,D. Favors REBOUND (Off:1 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,224.0,3.0,2.0,1.0,,,,,,,,,,,,,
226,PT07M41.00S,2021-10-28T00:48:06.9Z,2,REGULAR,2pt,Jump Shot,[],1629026,11.645860709592641,12.990196078431374,1610612760,30,51,2021-10-28T00:48:11Z,2260000,185.0,57.0,1,left,MISS K. Williams 19' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,,,19.36,Missed,,,,,,,,,,,,,,,,,
227,PT07M39.00S,2021-10-28T00:48:08.9Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,30,51,2021-10-28T00:48:11Z,2270000,,,0,,R. Westbrook REBOUND (Off:1 Def:6),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,226.0,7.0,6.0,1.0,,,,,,,,,,,,,
228,PT07M24.00S,2021-10-28T00:48:25.0Z,2,REGULAR,2pt,Jump Shot,[],201566,82.9993429697766,78.18627450980392,1610612747,30,53,2021-10-28T00:48:30Z,2280000,141.0,107.0,1,right,R. Westbrook 17' Jump Shot (7 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,17.71,Made,,,,,,,7.0,,,,,,,,,,
229,PT07M07.00S,2021-10-28T00:48:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,6.783837056504599,60.78431372549019,1610612760,30,53,2021-10-28T00:48:44Z,2290000,-54.0,11.0,1,left,MISS J. Giddey pullup Shot,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,,,5.51,Missed,,,,,,,,,,,,,,,,,
230,PT07M04.00S,2021-10-28T00:48:43.8Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,30,53,2021-10-28T00:48:43Z,2300000,,,0,,K. Williams REBOUND (Off:1 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,229.0,3.0,2.0,1.0,,,,,,,,,,,,,
231,PT07M02.00S,2021-10-28T00:48:46.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630197,18.873193166885677,93.13725490196079,1610612760,30,53,2021-10-28T00:48:50Z,2310000,-216.0,125.0,1,left,MISS A. Pokusevski 24' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,24.93,Missed,,,,,,,,,,,,,,,,,
232,PT07M00.00S,2021-10-28T00:48:48.2Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,30,53,2021-10-28T00:48:50Z,2320000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,,
233,PT06M54.00S,2021-10-28T00:48:56.5Z,2,REGULAR,violation,kicked ball,[],202324,,,1610612747,30,53,2021-10-28T00:51:26Z,2330000,,,0,,D. Favors kicked ball VIOLATION,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,203177.0,,,,,,,,,,,,,,,,,,,,
234,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,out,[],202324,,,1610612747,30,53,2021-10-28T00:49:26Z,2340000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,out,[],1629026,,,1610612747,30,53,2021-10-28T00:49:26Z,2350000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,out,[],201566,,,1610612747,30,53,2021-10-28T00:49:26Z,2360000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,out,[],2546,,,1610612747,30,53,2021-10-28T00:49:26Z,2370000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,30,53,2021-10-28T00:49:26Z,2380000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,in,[],1629647,,,1610612747,30,53,2021-10-28T00:49:26Z,2390000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,in,[],1629676,,,1610612747,30,53,2021-10-28T00:49:26Z,2400000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,in,[],200765,,,1610612747,30,53,2021-10-28T00:49:26Z,2410000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,in,[],1628370,,,1610612747,30,53,2021-10-28T00:49:26Z,2420000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M54.00S,2021-10-28T00:49:03.2Z,2,REGULAR,substitution,in,[],203145,,,1610612747,30,53,2021-10-28T00:49:26Z,2430000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M44.00S,2021-10-28T00:49:37.6Z,2,REGULAR,3pt,Jump Shot,[],202340,73.66951379763469,16.176470588235293,1610612747,30,56,2021-10-28T00:49:52Z,2440000,-169.0,195.0,1,right,A. Bradley 25' 3PT  (5 PTS) (K. Bazemore 3 AST),"[202340, 203145]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,25.81,Made,,,,,,,5.0,K. Bazemore,203145.0,3.0,,,,,,,
246,PT06M32.00S,2021-10-28T00:49:48.3Z,2,REGULAR,3pt,Jump Shot,[],1630581,32.14520367936925,47.549019607843135,1610612760,33,56,2021-10-28T00:49:56Z,2460000,12.0,250.0,1,left,J. Giddey 25' 3PT  (6 PTS) (T. Maledon 1 AST),"[1630581, 1630177]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,25.0,Made,,,,,,,6.0,T. Maledon,1630177.0,1.0,,,,,,,
248,PT06M17.00S,2021-10-28T00:50:04.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628370,92.9862023653088,51.71568627450981,1610612747,33,58,2021-10-28T00:50:09Z,2480000,9.0,13.0,1,right,M. Monk alley-oop DUNK (7 PTS) (R. Rondo 2 AST),"[1628370, 200765]",1610612747.0,LAL,alley-oop,,,Monk,M. Monk,,,,,,,1.59,Made,,,,,,,7.0,R. Rondo,200765.0,2.0,,,,,,,
250,PT06M03.00S,2021-10-28T00:50:17.9Z,2,REGULAR,3pt,Jump Shot,[],1629647,29.6484888304862,30.14705882352941,1610612760,36,58,2021-10-28T00:50:22Z,2500000,99.0,226.0,1,left,D. Bazley 24' 3PT  (11 PTS) (I. Roby 1 AST),"[1629647, 1629676]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,24.7,Made,,,,,,,11.0,I. Roby,1629676.0,1.0,,,,,,,
252,PT05M49.00S,2021-10-28T00:50:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202340,94.30026281208936,48.28431372549019,1610612747,36,58,2021-10-28T00:50:39Z,2520000,-9.0,1.0,1,right,MISS A. Bradley cutting Layup - blocked,"[202340, 1629676]",1610612747.0,LAL,cutting,,,Bradley,A. Bradley,,,,,,,0.87,Missed,,,,,Roby,1629676.0,,,,,,,,,,,
253,PT05M49.00S,2021-10-28T00:50:31.3Z,2,REGULAR,block,,[],1629676,,,1610612747,36,58,2021-10-28T00:50:33Z,2530000,,,0,,I. Roby BLOCK (1 BLK),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M46.00S,2021-10-28T00:50:34.3Z,2,REGULAR,rebound,offensive,[],202340,,,1610612747,36,58,2021-10-28T00:50:39Z,2540000,,,0,,A. Bradley REBOUND (Off:1 Def:0),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,252.0,1.0,0.0,1.0,,,,,,,,,,,,,
255,PT05M45.00S,2021-10-28T00:50:35.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202340,93.51182654402102,49.01960784313725,1610612747,36,60,2021-10-28T00:50:42Z,2550000,-5.0,8.0,1,right,A. Bradley putback Layup (7 PTS),[202340],1610612747.0,LAL,putback,,,Bradley,A. Bradley,,,,,,,0.98,Made,,,,,,,7.0,,,,,,,,,,
256,PT05M29.00S,2021-10-28T00:50:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.178055190538765,62.745098039215684,1610612760,38,60,2021-10-28T00:52:58Z,2560000,-64.0,15.0,1,left,J. Giddey 6' driving Layup (8 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,,,6.54,Made,,,,,,,8.0,,,,,,,,,,
257,PT05M20.00S,2021-10-28T00:51:04.1Z,2,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612747,38,60,2021-10-28T00:51:11Z,2570000,,,0,,M. Monk bad pass out-of-bounds TURNOVER (1 TO),[1628370],1610612747.0,LAL,bad pass,,,Monk,M. Monk,,,,,203177.0,1.0,,,,,,,,,,,,,,,,,,,
258,PT05M20.00S,2021-10-28T00:51:07.0Z,2,REGULAR,substitution,out,[],1630177,,,1610612760,38,60,2021-10-28T00:51:18Z,2580000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M20.00S,2021-10-28T00:51:07.0Z,2,REGULAR,substitution,out,[],1630197,,,1610612760,38,60,2021-10-28T00:51:18Z,2590000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M20.00S,2021-10-28T00:51:07.0Z,2,REGULAR,substitution,out,[],202340,,,1610612760,38,60,2021-10-28T00:51:18Z,2600000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M20.00S,2021-10-28T00:51:07.0Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,38,60,2021-10-28T00:51:18Z,2610000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M20.00S,2021-10-28T00:51:07.0Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,38,60,2021-10-28T00:51:18Z,2620000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M20.00S,2021-10-28T00:51:07.0Z,2,REGULAR,substitution,in,[],203076,,,1610612760,38,60,2021-10-28T00:51:18Z,2630000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M03.00S,2021-10-28T00:51:42.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629647,1.7904073587385019,95.09803921568627,1610612760,38,60,2021-10-28T00:51:47Z,2640000,-225.0,-36.0,1,left,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,22.83,Missed,,,,,,,,,,,,,,,,,
265,PT04M59.00S,2021-10-28T00:51:46.3Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,38,60,2021-10-28T00:51:47Z,2650000,,,0,,D. Howard REBOUND (Off:0 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,
266,PT04M52.00S,2021-10-28T00:51:55.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",200765,92.46057818659659,45.83333333333333,1610612747,38,62,2021-10-28T00:52:06Z,2660000,-21.0,18.0,1,right,R. Rondo driving Layup (7 PTS),[200765],1610612747.0,LAL,driving,,,Rondo,R. Rondo,,,,,,,2.78,Made,,,,,,,7.0,,,,,,,,,,
