actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
180,PT10M20.00S,2021-10-24T23:41:17.3Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,31,39,2021-10-24T23:41:20Z,1790000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
181,PT10M14.00S,2021-10-24T23:41:23.5Z,2,REGULAR,3pt,Jump Shot,[],1630544,25.04927726675427,86.27450980392157,1610612760,31,39,2021-10-24T23:41:28Z,1800000,-181.0,183.0,1,left,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M11.00S,2021-10-24T23:41:26.5Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,31,39,2021-10-24T23:41:38Z,1810000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
183,PT10M01.00S,2021-10-24T23:41:36.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,86.81011826544021,64.95098039215686,1610612755,31,39,2021-10-24T23:41:42Z,1820000,75.0,71.0,1,right,MISS F. Korkmaz 10' pullup Shot,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,10.35,Missed,,,,,,,,,,,,,,,,,,,
184,PT10M01.00S,2021-10-24T23:41:36.0Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,31,39,2021-10-24T23:41:42Z,1830000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
185,PT09M39.00S,2021-10-24T23:41:58.5Z,2,REGULAR,3pt,Jump Shot,[],1630197,3.892904073587385,95.83333333333334,1610612760,31,39,2021-10-24T23:42:04Z,1840000,-229.0,-16.0,1,left,MISS A. Pokusevski 3PT - blocked,"[1630197, 1629680]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,22.98,Missed,,,,,,,,,,,,,,Thybulle,1629680.0,,,,
186,PT09M39.00S,2021-10-24T23:41:58.5Z,2,REGULAR,block,,[],1629680,,,1610612760,31,39,2021-10-24T23:42:02Z,1850000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M34.00S,2021-10-24T23:42:03.5Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,31,39,2021-10-24T23:42:04Z,1860000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
188,PT09M29.00S,2021-10-24T23:42:08.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,81.94809461235218,39.950980392156865,1610612755,31,41,2021-10-24T23:42:16Z,1870000,-50.0,117.0,1,right,F. Korkmaz 12' pullup Jump Shot (2 PTS),[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,12.75,Made,,,,,,,,,,2.0,,,,,,,,,
189,PT09M13.00S,2021-10-24T23:42:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,5.601182654402102,38.48039215686275,1610612760,31,41,2021-10-24T23:42:28Z,1880000,58.0,0.0,1,left,MISS T. Mann driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,5.76,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M09.00S,2021-10-24T23:42:28.2Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,31,41,2021-10-24T23:42:28Z,1900000,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
192,PT09M03.00S,2021-10-24T23:42:34.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,91.27792378449409,53.431372549019606,1610612755,31,41,2021-10-24T23:42:40Z,1910000,17.0,29.0,1,right,MISS P. Reed cutting Layup - blocked,"[1630194, 1630197]",1610612755.0,PHI,cutting,,,Reed,P. Reed,,,,,3.41,Missed,,,,,,,,,,,,,,Pokusevski,1630197.0,,,,
193,PT09M03.00S,2021-10-24T23:42:34.9Z,2,REGULAR,block,,[],1630197,,,1610612755,31,41,2021-10-24T23:42:38Z,1920000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M59.00S,2021-10-24T23:42:38.9Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612760,31,41,2021-10-24T23:42:40Z,1930000,,,0,,T. Maledon REBOUND (Off:0 Def:2),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
195,PT08M57.00S,2021-10-24T23:42:43.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,31,41,2021-10-24T23:42:43Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M57.00S,2021-10-24T23:42:45.0Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,31,41,2021-10-24T23:42:49Z,1950000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M57.00S,2021-10-24T23:42:45.0Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,31,41,2021-10-24T23:42:49Z,1960000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M51.00S,2021-10-24T23:43:08.7Z,2,REGULAR,3pt,Jump Shot,[],1630526,33.98488830486202,38.23529411764706,1610612760,31,41,2021-10-24T23:43:13Z,1970000,59.0,267.0,1,left,MISS J. Robinson-Earl 27' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,27.34,Missed,,,,,,,,,,,,,,,,,,,
199,PT08M47.00S,2021-10-24T23:43:12.7Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,31,41,2021-10-24T23:43:13Z,1980000,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
200,PT08M42.00S,2021-10-24T23:43:17.1Z,2,REGULAR,3pt,Jump Shot,[],1627777,70.38436268068331,18.137254901960784,1610612755,31,44,2021-10-24T23:43:26Z,1990000,-159.0,226.0,1,right,G. Niang 27' 3PT  (6 PTS) (F. Korkmaz 2 AST),"[1627777, 1627788]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,27.64,Made,,,,,,,,,,6.0,,,,,,F. Korkmaz,1627788.0,2.0,
202,PT08M18.00S,2021-10-24T23:43:42.1Z,2,REGULAR,3pt,Jump Shot,[],1629026,13.61695137976347,95.58823529411765,1610612760,31,44,2021-10-24T23:43:47Z,2010000,-228.0,75.0,1,left,MISS K. Williams 24' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,24.01,Missed,,,,,,,,,,,,,,,,,,,
203,PT08M14.00S,2021-10-24T23:43:46.1Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,31,44,2021-10-24T23:43:47Z,2020000,,,0,,M. Thybulle REBOUND (Off:0 Def:3),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,202.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
204,PT08M04.00S,2021-10-24T23:43:57.3Z,2,REGULAR,turnover,out-of-bounds,[],1629680,,,1610612755,31,44,2021-10-24T23:44:08Z,2030000,,,0,,M. Thybulle lost ball out-of-bounds TURNOVER (1 TO),[1629680],1610612755.0,PHI,lost ball,,,Thybulle,M. Thybulle,,,,,,,,,,,1179.0,,,,,,1.0,,,,,,,,
205,PT08M04.00S,2021-10-24T23:44:03.1Z,2,REGULAR,substitution,out,[],1630526,,,1610612760,31,44,2021-10-24T23:44:06Z,2040000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M04.00S,2021-10-24T23:44:03.1Z,2,REGULAR,substitution,in,[],203488,,,1610612760,31,44,2021-10-24T23:44:06Z,2050000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M49.00S,2021-10-24T23:44:31.4Z,2,REGULAR,turnover,out-of-bounds,[],1630197,,,1610612760,31,44,2021-10-24T23:44:37Z,2060000,,,0,,A. Pokusevski lost ball out-of-bounds TURNOVER (1 TO),[1630197],1610612760.0,OKC,lost ball,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1627963.0,,,,,,1.0,,,,,,,,
208,PT07M49.00S,2021-10-24T23:44:37.6Z,2,REGULAR,substitution,out,[],1630197,,,1610612755,31,44,2021-10-24T23:44:40Z,2070000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M49.00S,2021-10-24T23:44:37.6Z,2,REGULAR,substitution,in,[],1629652,,,1610612755,31,44,2021-10-24T23:44:40Z,2080000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M30.00S,2021-10-24T23:45:02.1Z,2,REGULAR,turnover,lost ball,[],1627777,,,1610612755,31,44,2021-10-24T23:45:06Z,2090000,,,0,,G. Niang lost ball TURNOVER (1 TO),"[1627777, 1630581]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,1.0,Giddey,1630581.0,,,,,,
211,PT07M30.00S,2021-10-24T23:45:02.1Z,2,REGULAR,steal,,[],1630581,,,1610612760,31,44,2021-10-24T23:45:04Z,2100000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M23.00S,2021-10-24T23:45:08.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630581,8.360709592641262,45.588235294117645,1610612760,31,44,2021-10-24T23:45:14Z,2110000,22.0,26.0,1,left,MISS J. Giddey running Layup,[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,3.42,Missed,,,,,,,,,,,,,,,,,,,
213,PT07M23.00S,2021-10-24T23:45:10.9Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,31,44,2021-10-24T23:45:10Z,2120000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
214,PT07M23.00S,2021-10-24T23:45:12.0Z,2,REGULAR,foul,personal,[],1630198,,,1610612760,31,44,2021-10-24T23:45:28Z,2130000,,,0,,I. Joe personal FOUL (1 PF),"[1630198, 1630581]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,1627962.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,
216,PT07M23.00S,2021-10-24T23:45:22.8Z,2,REGULAR,substitution,out,[],1630194,,,1610612760,31,44,2021-10-24T23:45:27Z,2150000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M23.00S,2021-10-24T23:45:22.8Z,2,REGULAR,substitution,in,[],202699,,,1610612760,31,44,2021-10-24T23:45:27Z,2160000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M23.00S,2021-10-24T23:45:32.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612760,31,44,2021-10-24T23:45:32Z,2170000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M23.00S,2021-10-24T23:47:47.9Z,2,REGULAR,substitution,out,[],1630177,,,1610612760,31,44,2021-10-24T23:48:12Z,2180000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M23.00S,2021-10-24T23:47:47.9Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,31,44,2021-10-24T23:48:12Z,2190000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M15.00S,2021-10-24T23:48:43.4Z,2,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,31,44,2021-10-24T23:48:53Z,2200000,,,0,,S. Gilgeous-Alexander bad pass out-of-bounds TURNOVER (2 TO),[1628983],1610612760.0,OKC,bad pass,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1627962.0,,,,,,2.0,,,,,,,,
223,PT07M07.00S,2021-10-24T23:49:02.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630198,79.31997371879106,68.62745098039215,1610612755,31,44,2021-10-24T23:49:27Z,2210000,93.0,142.0,1,right,MISS I. Joe 16' pullup Shot,[1630198],1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,16.97,Missed,,,,,,,,,,,,,,,,,,,
224,PT07M04.00S,2021-10-24T23:49:05.3Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,31,44,2021-10-24T23:49:27Z,2220000,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
225,PT06M50.00S,2021-10-24T23:49:21.3Z,2,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612760,31,44,2021-10-24T23:49:33Z,2230000,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629680, 1628983]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,1179.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
227,PT06M50.00S,2021-10-24T23:49:55.4Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,32,44,2021-10-24T23:49:55Z,2250000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
228,PT06M50.00S,2021-10-24T23:49:56.1Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,33,44,2021-10-24T23:49:56Z,2260000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
229,PT06M32.00S,2021-10-24T23:50:16.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,90.22667542706965,63.48039215686274,1610612755,33,46,2021-10-24T23:50:24Z,2270000,67.0,39.0,1,right,T. Harris 7' turnaround fadeaway bank Jump Shot (4 PTS),[202699],1610612755.0,PHI,turnaround fadeaway bank,,,Harris,T. Harris,,,,,7.81,Made,,,,,,,,,,4.0,,,,,,,,,
230,PT06M13.00S,2021-10-24T23:50:34.1Z,2,REGULAR,3pt,Jump Shot,[],1629652,23.078186596583443,12.254901960784313,1610612760,33,46,2021-10-24T23:50:39Z,2280000,189.0,164.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
231,PT06M11.00S,2021-10-24T23:50:36.1Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,33,46,2021-10-24T23:50:39Z,2290000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,230.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
232,PT06M11.00S,2021-10-24T23:50:38.6Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612760,33,46,2021-10-24T23:50:52Z,2300000,,,0,,G. Niang shooting personal FOUL (2 PF) (Williams 2 FT),"[1627777, 1629026]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,1627962.0,2.0,0.0,Williams,1629026.0,,,,,,,,,,
234,PT06M11.00S,2021-10-24T23:51:06.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629026,,,1610612760,33,46,2021-10-24T23:51:06Z,2320000,,,0,,MISS K. Williams Free Throw 1 of 2,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
235,PT06M11.00S,2021-10-24T23:51:06.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,33,46,2021-10-24T23:51:06Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,,
236,PT06M11.00S,2021-10-24T23:51:07.8Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,33,46,2021-10-24T23:51:14Z,2340000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M11.00S,2021-10-24T23:51:07.8Z,2,REGULAR,substitution,out,[],1630198,,,1610612760,33,46,2021-10-24T23:51:14Z,2350000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M11.00S,2021-10-24T23:51:07.8Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,33,46,2021-10-24T23:51:14Z,2360000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M11.00S,2021-10-24T23:51:07.8Z,2,REGULAR,substitution,in,[],1630178,,,1610612760,33,46,2021-10-24T23:51:14Z,2370000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M11.00S,2021-10-24T23:51:25.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629026,,,1610612760,34,46,2021-10-24T23:51:25Z,2380000,,,0,,K. Williams Free Throw 2 of 2 (6 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
241,PT05M53.00S,2021-10-24T23:51:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629680,89.96386333771353,64.2156862745098,1610612755,34,46,2021-10-24T23:51:50Z,2390000,71.0,42.0,1,right,MISS M. Thybulle 8' floating Shot,[1629680],1610612755.0,PHI,floating,,,Thybulle,M. Thybulle,,,,,8.25,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M50.00S,2021-10-24T23:51:47.3Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,34,46,2021-10-24T23:51:50Z,2400000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,241.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
243,PT05M41.00S,2021-10-24T23:51:56.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,7.178055190538765,45.588235294117645,1610612760,36,46,2021-10-24T23:52:03Z,2410000,22.0,15.0,1,left,L. Dort driving DUNK (5 PTS) (S. Gilgeous-Alexander 3 AST),"[1629652, 1628983]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,2.67,Made,,,,,,,,,,5.0,,,,,,S. Gilgeous-Alexander,1628983.0,3.0,
244,PT05M41.00S,2021-10-24T23:52:02.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612755,36,46,2021-10-24T23:52:02Z,2420000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M41.00S,2021-10-24T23:53:23.4Z,2,REGULAR,substitution,out,[],1629026,,,1610612755,36,46,2021-10-24T23:54:38Z,2430000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M41.00S,2021-10-24T23:53:23.4Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,36,46,2021-10-24T23:54:38Z,2440000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M41.00S,2021-10-24T23:53:23.4Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,36,46,2021-10-24T23:54:38Z,2450000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M41.00S,2021-10-24T23:53:23.4Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,36,46,2021-10-24T23:54:38Z,2460000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M41.00S,2021-10-24T23:53:23.4Z,2,REGULAR,substitution,in,[],1630581,,,1610612755,36,46,2021-10-24T23:54:38Z,2470000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M41.00S,2021-10-24T23:53:23.4Z,2,REGULAR,substitution,in,[],203954,,,1610612755,36,46,2021-10-24T23:54:38Z,2480000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M41.00S,2021-10-24T23:53:23.4Z,2,REGULAR,substitution,in,[],203552,,,1610612755,36,46,2021-10-24T23:54:38Z,2490000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M41.00S,2021-10-24T23:53:23.4Z,2,REGULAR,substitution,in,[],201980,,,1610612755,36,46,2021-10-24T23:54:38Z,2500000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M31.00S,2021-10-24T23:55:02.9Z,2,REGULAR,turnover,bad pass,[],202699,,,1610612755,36,46,2021-10-24T23:55:08Z,2510000,,,0,,T. Harris bad pass TURNOVER (1 TO),"[202699, 203488]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,1.0,Muscala,203488.0,,,,,,
254,PT05M31.00S,2021-10-24T23:55:02.9Z,2,REGULAR,steal,,[],203488,,,1610612760,36,46,2021-10-25T00:00:48Z,2520000,,,0,,M. Muscala STEAL (1 STL),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M15.00S,2021-10-24T23:55:18.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,19.92444152431012,92.40196078431373,1610612760,36,46,2021-10-24T23:55:23Z,2530000,-212.0,135.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,,
256,PT05M12.00S,2021-10-24T23:55:21.8Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,36,46,2021-10-24T23:55:23Z,2540000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,255.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
257,PT05M05.00S,2021-10-24T23:55:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,91.80354796320631,55.14705882352941,1610612755,36,48,2021-10-24T23:55:33Z,2550000,26.0,25.0,1,right,T. Harris running Layup (6 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,3.55,Made,,,,,,,,,,6.0,,,,,,,,,
258,PT04M59.00S,2021-10-24T23:55:35.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201980,,,1610612760,36,48,2021-10-24T23:55:43Z,2560000,,,0,,D. Green shooting personal FOUL (1 PF) (Dort 2 FT),"[201980, 1629652]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,1627962.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,
260,PT04M59.00S,2021-10-24T23:55:59.9Z,2,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,37,48,2021-10-24T23:55:59Z,2580000,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
261,PT04M59.00S,2021-10-24T23:56:14.6Z,2,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,38,48,2021-10-24T23:56:14Z,2590000,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
262,PT04M37.00S,2021-10-24T23:56:40.3Z,2,REGULAR,3pt,Jump Shot,[],201980,90.3580814717477,3.1862745098039214,1610612755,38,51,2021-10-24T23:56:45Z,2600000,-234.0,38.0,1,right,D. Green 3PT  (3 PTS),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,23.72,Made,,,,,,,,,,3.0,,,,,,,,,
263,PT04M16.00S,2021-10-24T23:57:01.2Z,2,REGULAR,3pt,Jump Shot,[],203488,21.23850197109067,93.62745098039215,1610612760,38,51,2021-10-24T23:57:07Z,2610000,-218.0,147.0,1,left,MISS M. Muscala 26' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
