actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
177,PT10M52.00S,2021-10-27T00:42:04.2Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,36,29,2021-10-27T00:42:05Z,1690000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,176.0,,,1.0,1.0,0.0,,,,,,,,,,,
178,PT10M48.00S,2021-10-27T00:42:12.5Z,2,REGULAR,foul,personal,[],202357,,,1610612760,36,29,2021-10-27T00:42:18Z,1700000,,,0,,N. Bjelica personal FOUL (2 PF),"[202357, 1629026]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,202049.0,,,,,,,,,,,2.0,0.0,Williams,1629026.0,
180,PT10M42.00S,2021-10-27T00:42:33.2Z,2,REGULAR,3pt,Jump Shot,[],1630177,4.812746386333772,96.32352941176471,1610612760,36,29,2021-10-27T00:42:38Z,1720000,-232.0,-7.0,1,left,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M38.00S,2021-10-27T00:42:37.2Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,36,29,2021-10-27T00:42:38Z,1730000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,180.0,,,2.0,2.0,0.0,,,,,,,,,,,
182,PT10M28.00S,2021-10-27T00:42:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203490,94.56307490144546,51.225490196078425,1610612744,36,29,2021-10-27T00:50:01Z,1740000,6.0,-1.0,1,right,MISS O. Porter Jr. cutting Layup,[203490],1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,0.63,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M26.00S,2021-10-27T00:42:48.9Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,36,29,2021-10-27T00:42:56Z,1750000,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,182.0,,,2.0,2.0,0.0,,,,,,,,,,,
184,PT10M10.00S,2021-10-27T00:43:05.7Z,2,REGULAR,3pt,Jump Shot,[],1630197,19.530223390275953,8.57843137254902,1610612760,39,29,2021-10-27T00:43:25Z,1760000,207.0,131.0,1,left,A. Pokusevski 24' 3PT step back (5 PTS),[1630197],1610612760.0,OKC,step back,,,Pokusevski,A. Pokusevski,,,,,24.51,Made,,,,,,,,,,,5.0,,,,,,,,
185,PT09M56.00S,2021-10-27T00:43:18.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,65.91655716162943,60.5392156862745,1610612744,39,29,2021-10-27T00:43:43Z,1770000,53.0,268.0,1,right,MISS J. Poole 27' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M54.00S,2021-10-27T00:43:20.2Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,39,29,2021-10-27T00:43:33Z,1780000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,185.0,,,1.0,1.0,0.0,,,,,,,,,,,
187,PT09M41.00S,2021-10-27T00:43:34.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,15.850854139290407,41.17647058823529,1610612760,41,29,2021-10-27T00:53:18Z,1790000,44.0,96.0,1,left,T. Mann 10' step back Jump Shot (2 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,10.61,Made,,,,,,,,,,,2.0,,,,,,,,
188,PT09M24.00S,2021-10-27T00:43:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,93.38042049934296,49.26470588235294,1610612744,41,31,2021-10-27T00:43:56Z,1800000,-4.0,10.0,1,right,D. Lee cutting Layup (2 PTS) (A. Iguodala 1 AST),"[1627814, 2738]",1610612744.0,GSW,cutting,,,Lee,D. Lee,,,,,1.04,Made,,,,,,,,,,,2.0,A. Iguodala,2738.0,1.0,,,,,
193,PT09M10.00S,2021-10-27T00:44:05.1Z,2,REGULAR,3pt,Jump Shot,[],203488,3.7614980289093296,96.07843137254902,1610612760,44,31,2021-10-27T00:44:10Z,1820000,-230.0,-17.0,1,left,M. Muscala 3PT  (3 PTS) (A. Pokusevski 1 AST),"[203488, 1630197]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,23.1,Made,,,,,,,,,,,3.0,A. Pokusevski,1630197.0,1.0,,,,,
195,PT08M51.00S,2021-10-27T00:44:23.1Z,2,REGULAR,3pt,Jump Shot,[],203490,91.40932982917214,6.127450980392156,1610612744,44,31,2021-10-27T00:44:29Z,1840000,-219.0,28.0,1,right,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,22.12,Missed,,,,,,,,,,,,,,,,,,,
196,PT08M48.00S,2021-10-27T00:44:26.1Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,44,31,2021-10-27T00:44:32Z,1850000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,195.0,,,1.0,1.0,0.0,,,,,,,,,,,
197,PT08M39.00S,2021-10-27T00:44:35.3Z,2,REGULAR,3pt,Jump Shot,[],1630197,27.414586070959263,17.15686274509804,1610612760,44,31,2021-10-27T00:44:40Z,1860000,164.0,205.0,1,left,MISS A. Pokusevski 26' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M36.00S,2021-10-27T00:44:37.9Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,44,31,2021-10-27T00:44:37Z,1870000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,197.0,,,2.0,2.0,0.0,,,,,,,,,,,
199,PT08M33.00S,2021-10-27T00:44:47.9Z,2,REGULAR,foul,personal,[],1629026,,,1610612744,44,31,2021-10-27T00:44:50Z,1880000,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 202357]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,1155.0,,,,,,,,,,,1.0,0.0,Bjelica,202357.0,
201,PT08M33.00S,2021-10-27T00:44:54.9Z,2,REGULAR,substitution,out,[],202357,,,1610612744,44,31,2021-10-27T00:44:58Z,1900000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M33.00S,2021-10-27T00:44:54.9Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,44,31,2021-10-27T00:44:58Z,1910000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT08M15.00S,2021-10-27T00:45:17.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,71.00854139290408,81.12745098039215,1610612744,44,31,2021-10-27T01:00:12Z,1935000,156.0,220.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
291,PT08M15.00S,2021-10-27T00:45:17.2Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,44,31,2021-10-27T00:58:54Z,1947500,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,290.0,,,2.0,2.0,0.0,,,,,,,,,,,
209,PT08M04.00S,2021-10-27T00:45:47.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629026,6.389618922470433,47.549019607843135,1610612760,44,31,2021-10-27T00:58:38Z,1980000,12.0,8.0,1,left,MISS K. Williams turnaround Shot,[1629026],1610612760.0,OKC,turnaround,,,Williams,K. Williams,,,,,1.45,Missed,,,,,,,,,,,,,,,,,,,
210,PT08M01.00S,2021-10-27T00:45:50.0Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,44,31,2021-10-27T00:45:50Z,1990000,,,0,,A. Iguodala REBOUND (Off:0 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,209.0,,,2.0,2.0,0.0,,,,,,,,,,,
211,PT07M53.00S,2021-10-27T00:45:58.6Z,2,REGULAR,2pt,Jump Shot,[],1627814,79.05716162943496,44.6078431372549,1610612744,44,31,2021-10-27T00:46:06Z,2000000,-27.0,144.0,1,right,MISS D. Lee 14' Jump Shot,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,14.69,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M50.00S,2021-10-27T00:46:01.6Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,44,31,2021-10-27T00:46:06Z,2010000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,211.0,,,2.0,2.0,0.0,,,,,,,,,,,
213,PT07M40.00S,2021-10-27T00:46:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,5.650459921156373,50.02297794117647,1610612760,44,31,2021-10-27T00:46:17Z,2020000,0.0,1.0,1,left,MISS T. Mann Layup,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,0.06,Missed,,,,,,,,,,,,,,,,,,,
214,PT07M38.00S,2021-10-27T00:46:12.2Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,44,31,2021-10-27T00:46:17Z,2030000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,213.0,,,3.0,2.0,1.0,,,,,,,,,,,
215,PT07M32.00S,2021-10-27T00:46:19.0Z,2,REGULAR,3pt,Jump Shot,[],2738,71.17279894875165,77.20588235294117,1610612744,44,31,2021-10-27T00:46:27Z,2040000,136.0,218.0,1,right,MISS A. Iguodala 25' 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
216,PT07M27.00S,2021-10-27T00:46:24.0Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,44,31,2021-10-27T00:46:24Z,2050000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,215.0,,,1.0,1.0,0.0,,,,,,,,,,,
217,PT07M15.00S,2021-10-27T00:46:35.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,5.732588699080158,46.32352941176471,1610612760,46,31,2021-10-27T00:46:42Z,2060000,18.0,1.0,1,left,K. Williams cutting Layup (5 PTS) (T. Maledon 2 AST),"[1629026, 1630177]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,1.85,Made,,,,,,,,,,,5.0,T. Maledon,1630177.0,2.0,,,,,
219,PT07M15.00S,2021-10-27T00:46:45.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,46,31,2021-10-27T00:46:45Z,2080000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M15.00S,2021-10-27T00:49:11.1Z,2,REGULAR,substitution,out,[],2738,,,1610612744,46,31,2021-10-27T00:49:35Z,2090000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M15.00S,2021-10-27T00:49:11.1Z,2,REGULAR,substitution,out,[],203490,,,1610612744,46,31,2021-10-27T00:49:35Z,2100000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M15.00S,2021-10-27T00:49:11.1Z,2,REGULAR,substitution,in,[],1629185,,,1610612744,46,31,2021-10-27T00:49:35Z,2110000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M15.00S,2021-10-27T00:49:11.1Z,2,REGULAR,substitution,in,[],1629308,,,1610612744,46,31,2021-10-27T00:49:35Z,2120000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M54.00S,2021-10-27T00:49:57.1Z,2,REGULAR,2pt,Jump Shot,[],1626172,94.56307490144546,68.87254901960785,1610612744,46,31,2021-10-27T00:50:04Z,2130000,94.0,-1.0,1,right,MISS K. Looney 9' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,9.44,Missed,,,,,,,,,,,,,,,,,,,
233,PT06M50.00S,2021-10-27T00:50:01.1Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,46,31,2021-10-27T00:54:12Z,2140000,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,232.0,,,3.0,3.0,0.0,,,,,,,,,,,
234,PT06M31.00S,2021-10-27T00:50:18.9Z,2,REGULAR,3pt,Jump Shot,[],1630177,5.206964520367937,97.05882352941177,1610612760,46,31,2021-10-27T00:50:24Z,2150000,-235.0,-4.0,1,left,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
235,PT06M29.00S,2021-10-27T00:50:21.7Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,46,31,2021-10-27T00:50:21Z,2160000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,234.0,,,1.0,1.0,0.0,,,,,,,,,,,
236,PT06M14.00S,2021-10-27T00:50:36.9Z,2,REGULAR,3pt,Jump Shot,[],1629673,81.02825229960578,90.93137254901961,1610612744,46,31,2021-10-27T00:50:45Z,2170000,205.0,126.0,1,right,MISS J. Poole 24' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,,
237,PT06M10.00S,2021-10-27T00:50:40.4Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,46,31,2021-10-27T00:50:40Z,2180000,,,0,,A. Pokusevski REBOUND (Off:0 Def:3),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,236.0,,,3.0,3.0,0.0,,,,,,,,,,,
238,PT06M01.00S,2021-10-27T00:50:50.0Z,2,REGULAR,turnover,bad pass,[],1630197,,,1610612760,46,31,2021-10-27T00:51:07Z,2190000,,,0,,A. Pokusevski bad pass TURNOVER (1 TO),"[1630197, 1629185]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1.0,,,,Chiozza,1629185.0,,,,,,,,,
239,PT06M01.00S,2021-10-27T00:50:50.0Z,2,REGULAR,steal,,[],1629185,,,1610612744,46,31,2021-10-27T00:50:52Z,2200000,,,0,,C. Chiozza STEAL (1 STL),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M53.00S,2021-10-27T00:50:56.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627814,93.11760840998686,51.9607843137255,1610612744,46,33,2021-10-27T00:51:03Z,2210000,10.0,12.0,1,right,D. Lee running Layup (4 PTS) (C. Chiozza 1 AST),"[1627814, 1629185]",1610612744.0,GSW,running,,,Lee,D. Lee,,,,,1.56,Made,,,,,,,,,,,4.0,C. Chiozza,1629185.0,1.0,,,,,
242,PT05M41.00S,2021-10-27T00:51:08.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630197,5.601182654402102,51.470588235294116,1610612760,48,33,2021-10-27T00:51:15Z,2230000,-7.0,0.0,1,left,A. Pokusevski cutting DUNK (7 PTS) (K. Williams 1 AST),"[1630197, 1629026]",1610612760.0,OKC,cutting,,,Pokusevski,A. Pokusevski,,,,,0.74,Made,,,,,,,,,,,7.0,K. Williams,1629026.0,1.0,,,,,
244,PT05M26.00S,2021-10-27T00:51:23.8Z,2,REGULAR,3pt,Jump Shot,[],1627814,67.88764783180025,30.14705882352941,1610612744,48,36,2021-10-27T00:51:29Z,2250000,-99.0,249.0,1,right,D. Lee 26' 3PT  (7 PTS) (J. Poole 4 AST),"[1627814, 1629673]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,26.84,Made,,,,,,,,,,,7.0,J. Poole,1629673.0,4.0,,,,,
246,PT05M11.00S,2021-10-27T00:51:39.7Z,2,REGULAR,2pt,Jump Shot,[],1629026,22.28975032851511,36.27450980392157,1610612760,48,36,2021-10-27T00:51:52Z,2270000,69.0,157.0,1,left,MISS K. Williams 17' turnaround Shot,[1629026],1610612760.0,OKC,turnaround,,,Williams,K. Williams,,,,,17.13,Missed,,,,,,,,,,,,,,,,,,,
247,PT05M05.00S,2021-10-27T00:51:45.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,48,36,2021-10-27T00:51:45Z,2280000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,246.0,,,4.0,3.0,1.0,,,,,,,,,,,
248,PT04M44.00S,2021-10-27T00:52:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629185,90.09526938239159,53.431372549019606,1610612744,48,36,2021-10-27T00:52:13Z,2290000,17.0,41.0,1,right,MISS C. Chiozza driving Layup,[1629185],1610612744.0,GSW,driving,,,Chiozza,C. Chiozza,,,,,4.41,Missed,,,,,,,,,,,,,,,,,,,
249,PT04M42.00S,2021-10-27T00:52:09.2Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,48,36,2021-10-27T00:52:09Z,2300000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,248.0,,,3.0,3.0,0.0,,,,,,,,,,,
250,PT04M35.00S,2021-10-27T00:52:14.8Z,2,REGULAR,3pt,Jump Shot,[],1630544,32.40801576872536,53.92156862745098,1610612760,48,36,2021-10-27T00:52:22Z,2310000,-20.0,252.0,1,left,MISS T. Mann 25' pullup 3PT,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
251,PT04M34.00S,2021-10-27T00:52:17.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,48,36,2021-10-27T00:52:17Z,2320000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,250.0,,,5.0,4.0,1.0,,,,,,,,,,,
252,PT04M34.00S,2021-10-27T00:52:23.1Z,2,REGULAR,foul,personal,[],1630177,,,1610612744,48,36,2021-10-27T00:52:53Z,2330000,,,0,,T. Maledon take personal FOUL (2 PF),"[1630177, 1626172]",1610612760.0,OKC,take,,,Maledon,T. Maledon,,,,,,,,,,1155.0,,,,,,,,,,,2.0,0.0,Looney,1626172.0,
254,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,out,[],1630177,,,1610612744,48,36,2021-10-27T00:52:42Z,2350000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,out,[],1630197,,,1610612744,48,36,2021-10-27T00:52:42Z,2360000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,out,[],1630544,,,1610612744,48,36,2021-10-27T00:52:42Z,2370000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,out,[],203488,,,1610612744,48,36,2021-10-27T00:52:42Z,2380000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,out,[],1629026,,,1610612744,48,36,2021-10-27T00:52:42Z,2390000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,48,36,2021-10-27T00:52:42Z,2400000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,48,36,2021-10-27T00:52:42Z,2410000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,out,[],1629308,,,1610612744,48,36,2021-10-27T00:52:42Z,2420000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,in,[],1630581,,,1610612744,48,36,2021-10-27T00:52:42Z,2430000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,in,[],1629652,,,1610612744,48,36,2021-10-27T00:52:42Z,2440000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,in,[],1629647,,,1610612744,48,36,2021-10-27T00:52:42Z,2450000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,in,[],1628983,,,1610612744,48,36,2021-10-27T00:52:42Z,2460000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,in,[],1630526,,,1610612744,48,36,2021-10-27T00:52:42Z,2470000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,in,[],203952,,,1610612744,48,36,2021-10-27T00:52:42Z,2480000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,in,[],201939,,,1610612744,48,36,2021-10-27T00:52:42Z,2490000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M34.00S,2021-10-27T00:52:30.5Z,2,REGULAR,substitution,in,[],203110,,,1610612744,48,36,2021-10-27T00:52:42Z,2500000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M25.00S,2021-10-27T00:53:01.3Z,2,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612744,48,36,2021-10-27T00:53:08Z,2510000,,,0,,L. Dort shooting personal FOUL (1 PF) (Curry 2 FT),"[1629652, 201939]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,202049.0,,,,,,,,,,,1.0,0.0,Curry,201939.0,
272,PT04M25.00S,2021-10-27T00:53:35.5Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,48,37,2021-10-27T00:53:35Z,2530000,,,0,,S. Curry Free Throw 1 of 2 (12 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,,12.0,,,,,,,,
273,PT04M25.00S,2021-10-27T00:53:54.1Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,48,38,2021-10-27T00:53:54Z,2540000,,,0,,S. Curry Free Throw 2 of 2 (13 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,,13.0,,,,,,,,
274,PT04M08.00S,2021-10-27T00:54:12.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.011169513797633,65.19607843137256,1610612760,48,38,2021-10-27T00:54:17Z,2550000,-76.0,79.0,1,left,MISS S. Gilgeous-Alexander 10' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,10.98,Missed,,,,,,,,,,,,,,,,,,,
275,PT04M06.00S,2021-10-27T00:54:14.9Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,48,38,2021-10-27T00:54:17Z,2560000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,274.0,,,2.0,2.0,0.0,,,,,,,,,,,
276,PT03M58.00S,2021-10-27T00:54:22.8Z,2,REGULAR,3pt,Jump Shot,[],203952,75.1149802890933,13.725490196078432,1610612744,48,38,2021-10-27T00:54:29Z,2570000,-181.0,181.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
277,PT03M55.00S,2021-10-27T00:54:25.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,48,38,2021-10-27T00:54:29Z,2580000,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,276.0,,,4.0,3.0,1.0,,,,,,,,,,,
