actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
531,PT06M47.00S,2022-03-24T02:08:20.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,103,86,2022-03-24T02:08:20Z,5130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT06M39.00S,2022-03-24T02:08:35.9Z,4,REGULAR,3pt,Jump Shot,[],1629676,77.44743758212877,9.558823529411768,1610612760,103,86,2022-03-24T02:08:41Z,5140000,-202.0,159.0,1,right,MISS I. Roby 25' 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
533,PT06M34.00S,2022-03-24T02:08:40.9Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,103,86,2022-03-24T02:08:41Z,5150000,,,0,,M. Wagner REBOUND (Off:0 Def:6),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,532.0,6.0,6.0,0.0,,,,,,,,,
534,PT06M27.00S,2022-03-24T02:08:49.7Z,4,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612753,103,86,2022-03-24T02:08:56Z,5160000,,,0,,I. Roby shooting personal FOUL (2 PF) (Anthony 2 FT),"[1629676, 1630175]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Anthony,1630175.0,,,,,
536,PT06M27.00S,2022-03-24T02:09:18.5Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,103,86,2022-03-24T02:09:18Z,5180000,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
537,PT06M27.00S,2022-03-24T02:09:18.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,103,86,2022-03-24T02:09:18Z,5190000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,536.0,,,,,,,,,,,,
538,PT06M27.00S,2022-03-24T02:09:36.3Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,103,87,2022-03-24T02:09:36Z,5200000,,,0,,C. Anthony Free Throw 2 of 2 (17 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
539,PT06M19.00S,2022-03-24T02:09:45.7Z,4,REGULAR,3pt,Jump Shot,[],1630177,76.65900131406045,9.313725490196077,1610612760,103,87,2022-03-24T02:09:50Z,5210000,-203.0,167.0,1,right,MISS T. Maledon 26' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
540,PT06M15.00S,2022-03-24T02:09:49.7Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,103,87,2022-03-24T02:09:50Z,5220000,,,0,,M. Wagner REBOUND (Off:0 Def:7),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,539.0,7.0,7.0,0.0,,,,,,,,,
541,PT06M09.00S,2022-03-24T02:09:54.2Z,4,REGULAR,3pt,Jump Shot,[],1629021,29.61563731931669,80.88235294117646,1610612753,103,90,2022-03-24T02:09:58Z,5230000,-154.0,226.0,1,left,M. Wagner 27' 3PT  (13 PTS) (C. Anthony 11 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,27.36,Made,13.0,C. Anthony,1630175.0,11.0,,,,,,,,,,,,,,,
543,PT06M00.00S,2022-03-24T02:10:05.3Z,4,REGULAR,turnover,out-of-bounds,[],1630249,,,1610612760,103,90,2022-03-24T02:10:11Z,5250000,,,0,,V. Krejci lost ball out-of-bounds TURNOVER (2 TO),[1630249],1610612760.0,OKC,lost ball,,,Krejci,V. Krejci,,,,,,,,,,,1628171.0,2.0,,,,,,,,,,,,,
544,PT06M00.00S,2022-03-24T02:10:08.9Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,103,90,2022-03-24T02:10:12Z,5260000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M00.00S,2022-03-24T02:10:08.9Z,4,REGULAR,substitution,in,[],1629649,,,1610612753,103,90,2022-03-24T02:10:12Z,5270000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT05M49.00S,2022-03-24T02:10:31.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630288,14.109724047306173,58.33333333333333,1610612753,103,90,2022-03-24T02:10:34Z,5280000,-42.0,80.0,1,left,MISS J. Dowtin 9' floating Shot,[1630288],1610612753.0,ORL,floating,,,Dowtin,J. Dowtin,,,,,9.03,Missed,,,,,,,,,,,,,,,,,,,
547,PT05M47.00S,2022-03-24T02:10:33.4Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612760,103,90,2022-03-24T02:10:34Z,5290000,,,0,,T. Maledon REBOUND (Off:0 Def:4),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,546.0,4.0,4.0,0.0,,,,,,,,,
548,PT05M42.00S,2022-03-24T02:10:39.2Z,4,REGULAR,foul,personal,[],1630288,,,1610612760,103,90,2022-03-24T02:10:45Z,5300000,,,0,,J. Dowtin personal FOUL (1 PF),"[1630288, 1629676]",1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,1628171.0,,,,,,1.0,0.0,Roby,1629676.0,,,,,
550,PT05M33.00S,2022-03-24T02:11:06.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,90.06241787122208,43.872549019607845,1610612760,105,90,2022-03-24T02:11:52Z,5320000,-31.0,41.0,1,right,T. Maledon driving Layup (16 PTS),[1630177],1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,5.11,Made,16.0,,,,,,,,,,,,,,,,,,
551,PT05M18.00S,2022-03-24T02:11:23.6Z,4,REGULAR,foul,personal,[],1630846,,,1610612753,105,90,2022-03-24T02:15:32Z,5330000,,,0,,O. Sarr personal FOUL (3 PF),"[1630846, 1629021]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,1628171.0,,,,,,3.0,0.0,Wagner,1629021.0,,,,,
553,PT05M13.00S,2022-03-24T02:11:59.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,10.561760840998687,53.18627450980392,1610612753,105,90,2022-03-24T02:12:22Z,5350000,-16.0,47.0,1,left,MISS I. Brazdeikis driving Layup,[1629649],1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,4.94,Missed,,,,,,,,,,,,,,,,,,,
554,PT05M11.00S,2022-03-24T02:12:01.4Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612760,105,90,2022-03-24T02:12:03Z,5360000,,,0,,V. Krejci REBOUND (Off:0 Def:9),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,553.0,9.0,9.0,0.0,,,,,,,,,
555,PT05M04.00S,2022-03-24T02:12:10.7Z,4,REGULAR,foul,offensive,[],1630846,,,1610612760,105,90,2022-03-24T02:12:53Z,5370000,,,0,,O. Sarr offensive FOUL (4 PF),"[1630846, 1630288]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,2003.0,,,,,,4.0,0.0,Dowtin,1630288.0,,,,,
557,PT05M04.00S,2022-03-24T02:12:10.7Z,4,REGULAR,turnover,offensive foul,[],1630846,,,1610612760,105,90,2022-03-24T02:12:10Z,5390000,,,0,,O. Sarr offensive foul TURNOVER (1 TO),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,2003.0,1.0,,,,,,,,,,,,,
558,PT04M49.00S,2022-03-24T02:12:35.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629678,34.08344283837057,67.64705882352942,1610612753,105,93,2022-03-24T02:12:40Z,5400000,-88.0,268.0,1,left,A. Schofield 28' 3PT  (6 PTS) (J. Dowtin 3 AST),"[1629678, 1630288]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,28.2,Made,6.0,J. Dowtin,1630288.0,3.0,,,,,,,,,,,,,,,
560,PT04M39.00S,2022-03-24T02:12:45.4Z,4,REGULAR,3pt,Jump Shot,[],1630249,68.64323258869908,72.79411764705883,1610612760,105,93,2022-03-24T02:12:50Z,5420000,114.0,242.0,1,right,MISS V. Krejci 26' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
561,PT04M35.00S,2022-03-24T02:12:49.4Z,4,REGULAR,rebound,defensive,[],1629678,,,1610612753,105,93,2022-03-24T02:12:50Z,5430000,,,0,,A. Schofield REBOUND (Off:1 Def:2),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,560.0,3.0,2.0,1.0,,,,,,,,,
562,PT04M24.00S,2022-03-24T02:12:59.7Z,4,REGULAR,3pt,Jump Shot,[],1629643,7.802233902759525,95.58823529411765,1610612753,105,96,2022-03-24T02:13:05Z,5440000,-228.0,21.0,1,left,C. Okeke 3PT  (16 PTS) (I. Brazdeikis 2 AST),"[1629643, 1629649]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,22.88,Made,16.0,I. Brazdeikis,1629649.0,2.0,,,,,,,,,,,,,,,
564,PT04M03.00S,2022-03-24T02:15:03.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,86.38304862023654,54.16666666666667,1610612760,107,96,2022-03-24T02:15:06Z,5460000,21.0,75.0,1,right,T. Maledon 7' floating Jump Shot (18 PTS),[1630177],1610612760.0,OKC,floating,,,Maledon,T. Maledon,,,,,7.83,Made,18.0,,,,,,,,,,,,,,,,,,
565,PT03M48.00S,2022-03-24T02:15:17.9Z,4,REGULAR,3pt,Jump Shot,[],1629643,27.38173455978975,85.5392156862745,1610612753,107,99,2022-03-24T02:15:23Z,5470000,-178.0,205.0,1,left,C. Okeke 27' 3PT  (19 PTS) (M. Wagner 1 AST),"[1629643, 1629021]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,27.12,Made,19.0,M. Wagner,1629021.0,1.0,,,,,,,,,,,,,,,
567,PT03M30.00S,2022-03-24T02:15:35.4Z,4,REGULAR,3pt,Jump Shot,[],1629676,65.88370565045992,55.88235294117647,1610612760,110,99,2022-03-24T02:15:40Z,5490000,29.0,268.0,1,right,I. Roby 26' 3PT  (21 PTS) (O. Sarr 2 AST),"[1629676, 1630846]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,26.98,Made,21.0,O. Sarr,1630846.0,2.0,,,,,,,,,,,,,,,
569,PT03M23.00S,2022-03-24T02:15:46.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,110,99,2022-03-24T02:15:46Z,5510000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT03M12.00S,2022-03-24T02:17:21.5Z,4,REGULAR,3pt,Jump Shot,[],1629649,29.352825229960573,83.33333333333334,1610612753,110,102,2022-03-24T02:17:26Z,5520000,-167.0,223.0,1,left,I. Brazdeikis 27' 3PT  (3 PTS) (A. Schofield 2 AST),"[1629649, 1629678]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,27.87,Made,3.0,A. Schofield,1629678.0,2.0,,,,,,,,,,,,,,,
572,PT02M53.00S,2022-03-24T02:17:42.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629649,,,1610612760,110,102,2022-03-24T02:17:54Z,5540000,,,0,,I. Brazdeikis personal FOUL (1 PF) (Maledon 2 FT),"[1629649, 1630177]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,1628171.0,,,,,,1.0,0.0,Maledon,1630177.0,,,,,
574,PT02M53.00S,2022-03-24T02:18:08.1Z,4,REGULAR,freethrow,1 of 2,[],1630177,,,1610612760,111,102,2022-03-24T02:18:08Z,5560000,,,0,,T. Maledon Free Throw 1 of 2 (19 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
575,PT02M53.00S,2022-03-24T02:18:21.1Z,4,REGULAR,freethrow,2 of 2,[],1630177,,,1610612760,112,102,2022-03-24T02:18:21Z,5570000,,,0,,T. Maledon Free Throw 2 of 2 (20 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
576,PT02M42.00S,2022-03-24T02:18:36.6Z,4,REGULAR,foul,personal,[],1630177,,,1610612753,112,102,2022-03-24T02:18:42Z,5580000,,,0,,T. Maledon personal FOUL (3 PF),"[1630177, 1629021]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,204058.0,,,,,,3.0,0.0,Wagner,1629021.0,,,,,
578,PT02M34.00S,2022-03-24T02:19:01.9Z,4,REGULAR,3pt,Jump Shot,[],1629649,5.436925098554539,97.05882352941177,1610612753,112,102,2022-03-24T02:19:23Z,5600000,-235.0,-1.0,1,left,MISS I. Brazdeikis 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
579,PT02M32.00S,2022-03-24T02:19:03.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,112,102,2022-03-24T02:19:23Z,5610000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,,
580,PT02M32.00S,2022-03-24T02:19:16.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612760,112,102,2022-03-24T02:19:28Z,5620000,,,0,,M. Wagner loose ball personal FOUL (4 PF) (Sarr 2 FT),"[1629021, 1630846]",1610612753.0,ORL,loose ball,,,Wagner,M. Wagner,,,,,,,,,,,2003.0,,,,,,4.0,0.0,Sarr,1630846.0,,,,,
582,PT02M32.00S,2022-03-24T02:19:58.6Z,4,REGULAR,freethrow,1 of 2,[],1630846,,,1610612760,112,102,2022-03-24T02:19:58Z,5640000,,,0,,MISS O. Sarr Free Throw 1 of 2,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,Missed,,,,,,,,,,,,,,,,,,,
583,PT02M32.00S,2022-03-24T02:19:58.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,112,102,2022-03-24T02:19:58Z,5650000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,582.0,,,,,,,,,,,,
584,PT02M32.00S,2022-03-24T02:19:59.6Z,4,REGULAR,freethrow,2 of 2,[],1630846,,,1610612760,113,102,2022-03-24T02:19:59Z,5660000,,,0,,O. Sarr Free Throw 2 of 2 (8 PTS),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
585,PT02M18.00S,2022-03-24T02:20:15.9Z,4,REGULAR,3pt,Jump Shot,[],1629678,7.539421813403408,96.81372549019608,1610612753,113,102,2022-03-24T02:20:21Z,5670000,-234.0,18.0,1,left,MISS A. Schofield 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
586,PT02M15.00S,2022-03-24T02:20:18.9Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612760,113,102,2022-03-24T02:20:21Z,5680000,,,0,,V. Krejci REBOUND (Off:0 Def:10),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,585.0,10.0,10.0,0.0,,,,,,,,,
587,PT02M01.00S,2022-03-24T02:20:31.8Z,4,REGULAR,3pt,Jump Shot,[],1630846,95.84428383705651,3.67647058823529,1610612760,113,102,2022-03-24T02:20:36Z,5690000,-232.0,-13.0,1,right,MISS O. Sarr 3PT,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
588,PT01M58.00S,2022-03-24T02:20:34.8Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,113,102,2022-03-24T02:20:36Z,5700000,,,0,,M. Wagner REBOUND (Off:0 Def:8),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,587.0,8.0,8.0,0.0,,,,,,,,,
589,PT01M47.00S,2022-03-24T02:20:46.2Z,4,REGULAR,2pt,Jump Shot,[],1629643,15.818002628120894,13.725490196078425,1610612753,113,102,2022-03-24T02:20:51Z,5710000,181.0,96.0,1,left,MISS C. Okeke 20' pullup Shot,[1629643],1610612753.0,ORL,pullup,,,Okeke,C. Okeke,,,,,20.53,Missed,,,,,,,,,,,,,,,,,,,
590,PT01M44.00S,2022-03-24T02:20:49.2Z,4,REGULAR,rebound,defensive,[],1630846,,,1610612760,113,102,2022-03-24T02:20:51Z,5720000,,,0,,O. Sarr REBOUND (Off:0 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,589.0,1.0,1.0,0.0,,,,,,,,,
591,PT01M24.00S,2022-03-24T02:21:10.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,90.45663600525624,43.13725490196079,1610612760,115,102,2022-03-24T02:22:01Z,5730000,-34.0,37.0,1,right,T. Maledon driving Layup (22 PTS) (I. Roby 4 AST),"[1630177, 1629676]",1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,5.06,Made,22.0,I. Roby,1629676.0,4.0,,,,,,,,,,,,,,,
592,PT01M12.00S,2022-03-24T02:21:25.4Z,4,REGULAR,turnover,out-of-bounds,[],1629021,,,1610612753,115,102,2022-03-24T02:21:33Z,5740000,,,0,,M. Wagner bad pass out-of-bounds TURNOVER (2 TO),[1629021],1610612753.0,ORL,bad pass,,,Wagner,M. Wagner,,,,,,,,,,,1628171.0,2.0,,,,,,,,,,,,,
594,PT00M53.20S,2022-03-24T02:21:53.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630177,70.61432325886992,75.73529411764706,1610612760,118,102,2022-03-24T02:21:59Z,5750000,129.0,224.0,1,right,T. Maledon 25' 3PT step back (25 PTS),[1630177],1610612760.0,OKC,step back,,,Maledon,T. Maledon,,,,,25.81,Made,25.0,,,,,,,,,,,,,,,,,,
595,PT00M42.10S,2022-03-24T02:22:06.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629678,12.401445466491452,50.98039215686275,1610612753,118,102,2022-03-24T02:22:50Z,5760000,-5.0,64.0,1,left,MISS A. Schofield 6' driving floating Shot,[1629678],1610612753.0,ORL,driving floating,,,Schofield,A. Schofield,,,,,6.43,Missed,,,,,,,,,,,,,,,,,,,
596,PT00M39.10S,2022-03-24T02:22:09.6Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612760,118,102,2022-03-24T02:22:11Z,5770000,,,0,,V. Krejci REBOUND (Off:0 Def:11),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,595.0,11.0,11.0,0.0,,,,,,,,,
597,PT00M17.90S,2022-03-24T02:22:33.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,118,102,2022-03-24T02:22:40Z,5780000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,204058.0,,,,,,,,,,,,,,
598,PT00M12.10S,2022-03-24T02:22:49.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630288,31.718134034165573,73.0392156862745,1610612753,118,102,2022-03-24T02:22:59Z,5790000,-115.0,246.0,1,left,MISS J. Dowtin 27' 3PT,[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
599,PT00M08.30S,2022-03-24T02:22:52.9Z,4,REGULAR,rebound,defensive,[],1630846,,,1610612760,118,102,2022-03-24T02:22:52Z,5800000,,,0,,O. Sarr REBOUND (Off:0 Def:2),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,598.0,2.0,2.0,0.0,,,,,,,,,
600,PT00M00.00S,2022-03-24T02:23:05.2Z,4,REGULAR,period,end,[],0,,,1610612760,118,102,2022-03-24T02:23:05Z,5810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT00M00.00S,2022-03-24T02:23:09.3Z,4,REGULAR,game,end,[],0,,,0,118,102,2022-03-24T02:23:09Z,5820000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
