actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
623,PT04M48.00S,2022-01-25T03:06:46.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,20.844283837056505,94.36274509803921,1610612760,90,105,2022-01-25T03:06:56Z,6070000,-222.0,143.0,1,left,MISS T. Jerome 26' 3PT,[1629660],1610612760.0,OKC,,26.41,Missed,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M46.00S,2022-01-25T03:06:48.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,90,105,2022-01-25T03:08:50Z,6080000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,623.0,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M46.00S,2022-01-25T03:06:55.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,90,105,2022-01-25T03:08:50Z,6090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT04M46.00S,2022-01-25T03:06:58.8Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612760,90,105,2022-01-25T03:13:11Z,6100000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT04M46.00S,2022-01-25T03:07:02.2Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612760,90,105,2022-01-25T03:12:41Z,6110000,,,0,,,[],1610612760.0,OKC,overturned,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,,
628,PT04M36.00S,2022-01-25T03:08:41.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629652,10.5946123521682,42.8921568627451,1610612760,92,105,2022-01-25T03:08:50Z,6120000,36.0,47.0,1,left,L. Dort cutting DUNK (12 PTS) (T. Jerome 2 AST),"[1629652, 1629660]",1610612760.0,OKC,cutting,5.9,Made,Dort,L. Dort,,,,,12.0,T. Jerome,1629660.0,2.0,,,,,,,,,,,,,,,,
630,PT04M20.00S,2022-01-25T03:08:57.3Z,4,REGULAR,turnover,bad pass,[],202696,,,1610612741,92,105,2022-01-25T03:09:01Z,6140000,,,0,,N. Vucevic bad pass TURNOVER (4 TO),"[202696, 1629660]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,4.0,Jerome,1629660.0,,,,,,,,
631,PT04M20.00S,2022-01-25T03:08:57.3Z,4,REGULAR,steal,,[],1629660,,,1610612760,92,105,2022-01-25T03:08:59Z,6150000,,,0,,T. Jerome STEAL (2 STL),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M15.00S,2022-01-25T03:09:04.8Z,4,REGULAR,foul,personal,[],1630245,,,1610612760,92,105,2022-01-25T03:09:10Z,6160000,,,0,,A. Dosunmu personal FOUL (5 PF),"[1630245, 1628983]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,1830.0,5.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
634,PT04M05.00S,2022-01-25T03:09:34.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629660,8.229303547963205,39.950980392156865,1610612760,94,105,2022-01-25T03:14:39Z,6180000,50.0,25.0,1,left,T. Jerome driving Layup (4 PTS),[1629660],1610612760.0,OKC,driving,5.6,Made,Jerome,T. Jerome,,,,,4.0,,,,,,,,,,,,,,,,,,,
635,PT04M05.00S,2022-01-25T03:09:41.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,94,105,2022-01-25T03:09:41Z,6190000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M05.00S,2022-01-25T03:10:54.2Z,4,REGULAR,substitution,out,[],1628972,,,1610612741,94,105,2022-01-25T03:11:04Z,6200000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M05.00S,2022-01-25T03:10:54.2Z,4,REGULAR,substitution,out,[],1630792,,,1610612741,94,105,2022-01-25T03:11:04Z,6210000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M05.00S,2022-01-25T03:10:54.2Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,94,105,2022-01-25T03:11:04Z,6220000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M05.00S,2022-01-25T03:10:54.2Z,4,REGULAR,substitution,in,[],1629750,,,1610612741,94,105,2022-01-25T03:11:04Z,6230000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M58.00S,2022-01-25T03:11:17.2Z,4,REGULAR,foul,offensive,[],1630245,,,1610612741,94,105,2022-01-25T03:15:59Z,6240000,,,0,,A. Dosunmu charge offensive FOUL (6 PF),"[1630245, 1629026]",1610612741.0,CHI,charge,,,Dosunmu,A. Dosunmu,,,,,,,,,1830.0,6.0,0.0,Williams,1629026.0,,,,,,,,,,,
642,PT03M58.00S,2022-01-25T03:11:17.2Z,4,REGULAR,turnover,offensive foul,[],1630245,,,1610612741,94,105,2022-01-25T03:11:17Z,6260000,,,0,,A. Dosunmu offensive foul TURNOVER (3 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,1830.0,,,,,3.0,,,,,,,,,,
643,PT03M58.00S,2022-01-25T03:11:29.8Z,4,REGULAR,substitution,out,[],1630245,,,1610612760,94,105,2022-01-25T03:11:31Z,6270000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
644,PT03M58.00S,2022-01-25T03:11:29.8Z,4,REGULAR,substitution,in,[],1628972,,,1610612760,94,105,2022-01-25T03:11:31Z,6280000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
645,PT03M46.00S,2022-01-25T03:11:50.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629026,8.360709592641262,43.872549019607845,1610612760,96,105,2022-01-25T03:11:54Z,6290000,31.0,26.0,1,left,K. Williams driving finger roll Layup (6 PTS) (S. Gilgeous-Alexander 8 AST),"[1629026, 1628983]",1610612760.0,OKC,driving finger roll,4.02,Made,Williams,K. Williams,,,,,6.0,S. Gilgeous-Alexander,1628983.0,8.0,,,,,,,,,,,,,,,,
646,PT03M26.00S,2022-01-25T03:12:10.2Z,4,REGULAR,2pt,Jump Shot,[],203897,73.98160315374507,26.49356617647059,1610612741,96,105,2022-01-25T03:19:10Z,6300000,-118.0,192.0,1,right,MISS Z. LaVine 22' Jump Shot,[203897],1610612741.0,CHI,,22.52,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M24.00S,2022-01-25T03:12:12.2Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,96,105,2022-01-25T03:12:13Z,6310000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,646.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
648,PT03M21.00S,2022-01-25T03:12:18.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628972,,,1610612760,96,105,2022-01-25T03:12:36Z,6320000,,,0,,T. Brown Jr. shooting personal FOUL (4 PF) (Gilgeous-Alexander 2 FT),"[1628972, 1628983]",1610612741.0,CHI,shooting,,,Brown Jr.,T. Brown Jr.,,,,,,,,,1627529.0,4.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
650,PT03M21.00S,2022-01-25T03:12:44.4Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,96,105,2022-01-25T03:12:44Z,6340000,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
651,PT03M21.00S,2022-01-25T03:12:44.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,96,105,2022-01-25T03:12:44Z,6350000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,
652,PT03M21.00S,2022-01-25T03:12:58.6Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,97,105,2022-01-25T03:12:58Z,6360000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (29 PTS),[1628983],1610612760.0,OKC,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,29.0,,,,,,,,,,,,,,,,,,,
653,PT03M11.00S,2022-01-25T03:13:10.2Z,4,REGULAR,turnover,lost ball,[],1629632,,,1610612741,97,105,2022-01-25T03:13:13Z,6370000,,,0,,C. White lost ball TURNOVER (3 TO),"[1629632, 1628983]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,3.0,Gilgeous-Alexander,1628983.0,,,,,,,,
655,PT03M11.00S,2022-01-25T03:13:10.2Z,4,REGULAR,steal,,[],1628983,,,1610612760,97,105,2022-01-25T03:13:11Z,6380000,,,0,,S. Gilgeous-Alexander STEAL (3 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
656,PT03M08.00S,2022-01-25T03:13:13.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,10.200394218134035,44.6078431372549,1610612760,99,105,2022-01-25T03:13:20Z,6390000,27.0,43.0,1,left,S. Gilgeous-Alexander running DUNK (31 PTS) (L. Dort 2 AST),"[1628983, 1629652]",1610612760.0,OKC,running,5.11,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,31.0,L. Dort,1629652.0,2.0,,,,,,,,,,,,,,,,
660,PT02M56.00S,2022-01-25T03:14:10.1Z,4,REGULAR,turnover,8-second-violation,['team'],0,,,1610612741,99,105,2022-01-25T03:14:17Z,6430000,,,0,,CHI 8-second-violation Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,,
661,PT02M44.00S,2022-01-25T03:14:59.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629026,33.590670170827856,30.14705882352941,1610612760,99,105,2022-01-25T03:15:09Z,6440000,99.0,263.0,1,left,MISS K. Williams 28' 3PT,[1629026],1610612760.0,OKC,,28.14,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
662,PT02M39.00S,2022-01-25T03:15:04.5Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,99,105,2022-01-25T03:15:09Z,6450000,,,0,,C. White REBOUND (Off:2 Def:5),[1629632],1610612741.0,CHI,,,,White,C. White,661.0,7.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,
663,PT02M37.00S,2022-01-25T03:15:41.7Z,4,REGULAR,jumpball,recovered,[],1628972,,,1610612741,99,105,2022-01-25T03:15:41Z,6460000,,,0,,Jump Ball C. White vs. L. Dort: Tip to T. Brown Jr.,"[1628972, 1629632, 1629652]",1610612741.0,CHI,heldball,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,T. Brown Jr.,1628972.0,White,1629632.0,Dort,1629652.0
666,PT02M35.00S,2022-01-25T03:15:46.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,99,105,2022-01-25T03:15:46Z,6490000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT02M30.00S,2022-01-25T03:17:55.7Z,4,REGULAR,3pt,Jump Shot,[],1629632,91.93495400788436,3.9215686274509802,1610612741,99,108,2022-01-25T03:18:00Z,6500000,-230.0,23.0,1,right,C. White 3PT  (9 PTS) (J. Green 1 AST),"[1629632, 1629750]",1610612741.0,CHI,,23.16,Made,White,C. White,,,,,9.0,J. Green,1629750.0,1.0,,,,,,,,,,,,,,,,
670,PT02M08.00S,2022-01-25T03:18:17.0Z,4,REGULAR,3pt,Jump Shot,[],1630581,7.30946123521682,95.83333333333334,1610612760,99,108,2022-01-25T03:18:20Z,6520000,-229.0,16.0,1,left,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,22.98,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
671,PT02M07.00S,2022-01-25T03:18:18.0Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,99,108,2022-01-25T03:24:17Z,6530000,,,0,,K. Williams REBOUND (Off:2 Def:5),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,670.0,7.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,
672,PT02M02.00S,2022-01-25T03:18:23.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,9.411957950065702,42.64705882352941,1610612760,99,108,2022-01-25T03:18:30Z,6540000,37.0,36.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,5.15,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
673,PT02M00.00S,2022-01-25T03:18:25.7Z,4,REGULAR,rebound,offensive,[],1629652,,,1610612760,99,108,2022-01-25T03:18:30Z,6550000,,,0,,L. Dort REBOUND (Off:2 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,672.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
674,PT02M00.00S,2022-01-25T03:18:25.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,7.30946123521682,43.627450980392155,1610612760,99,108,2022-01-25T03:18:34Z,6560000,32.0,16.0,1,left,MISS L. Dort putback Layup - blocked,"[1629652, 202696]",1610612760.0,OKC,putback,3.58,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,Vucevic,202696.0,,,,,,
675,PT02M00.00S,2022-01-25T03:18:25.7Z,4,REGULAR,block,,[],202696,,,1610612760,99,108,2022-01-25T03:18:27Z,6570000,,,0,,N. Vucevic BLOCK (3 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
676,PT02M00.00S,2022-01-25T03:18:25.7Z,4,REGULAR,rebound,offensive,[],1629652,,,1610612760,99,108,2022-01-25T03:18:34Z,6580000,,,0,,L. Dort REBOUND (Off:3 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,674.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
677,PT02M00.00S,2022-01-25T03:18:34.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612760,99,108,2022-01-25T03:18:46Z,6590000,,,0,,C. White personal FOUL (3 PF) (Dort 2 FT),"[1629632, 1629652]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,1204.0,3.0,0.0,Dort,1629652.0,,,,,,,,,,,
679,PT02M00.00S,2022-01-25T03:19:03.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629652,,,1610612760,100,108,2022-01-25T03:19:03Z,6610000,,,0,,L. Dort Free Throw 1 of 2 (13 PTS),[1629652],1610612760.0,OKC,,,Made,Dort,L. Dort,,,,,13.0,,,,,,,,,,,,,,,,,,,
680,PT02M00.00S,2022-01-25T03:19:03.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629652,,,1610612760,100,108,2022-01-25T03:19:24Z,6620000,,,0,,MISS L. Dort Free Throw 2 of 2,[1629652],1610612760.0,OKC,,,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
681,PT01M58.00S,2022-01-25T03:19:05.8Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,100,108,2022-01-25T03:19:24Z,6630000,,,0,,N. Vucevic REBOUND (Off:5 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,680.0,15.0,10.0,5.0,,,,,,,,,,,,,,,,,,,,
682,PT01M41.00S,2022-01-25T03:19:39.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,89.30683311432325,55.392156862745104,1610612741,100,108,2022-01-25T03:19:44Z,6640000,27.0,48.0,1,right,MISS Z. LaVine driving DUNK,[203897],1610612741.0,CHI,driving,5.51,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
683,PT01M38.00S,2022-01-25T03:19:42.6Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,100,108,2022-01-25T03:19:44Z,6650000,,,0,,L. Dort REBOUND (Off:3 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,682.0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
684,PT01M28.00S,2022-01-25T03:19:53.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,12.434296977660972,44.6078431372549,1610612760,102,108,2022-01-25T03:19:56Z,6660000,27.0,64.0,1,left,T. Jerome 6' floating Jump Shot (6 PTS) (J. Giddey 5 AST),"[1629660, 1630581]",1610612760.0,OKC,floating,6.98,Made,Jerome,T. Jerome,,,,,6.0,J. Giddey,1630581.0,5.0,,,,,,,,,,,,,,,,
686,PT01M06.00S,2022-01-25T03:20:18.0Z,4,REGULAR,2pt,Jump Shot,[],202696,76.95466491458606,17.647058823529413,1610612741,102,108,2022-01-25T03:20:23Z,6680000,-162.0,164.0,1,right,MISS N. Vucevic 23' pullup Shot,[202696],1610612741.0,CHI,pullup,23.05,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
687,PT01M03.00S,2022-01-25T03:20:21.0Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,102,108,2022-01-25T03:20:23Z,6690000,,,0,,J. Giddey REBOUND (Off:3 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,686.0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
688,PT00M53.60S,2022-01-25T03:20:31.4Z,4,REGULAR,3pt,Jump Shot,[],1629652,30.831143232588698,16.666666666666664,1610612760,105,108,2022-01-25T03:20:35Z,6700000,167.0,237.0,1,left,L. Dort 29' 3PT  (16 PTS) (S. Gilgeous-Alexander 9 AST),"[1629652, 1628983]",1610612760.0,OKC,,29.0,Made,Dort,L. Dort,,,,,16.0,S. Gilgeous-Alexander,1628983.0,9.0,,,,,,,,,,,,,,,,
690,PT00M33.80S,2022-01-25T03:20:55.0Z,4,REGULAR,3pt,Jump Shot,[],1629632,74.32654402102497,86.27450980392157,1610612741,105,108,2022-01-25T03:20:59Z,6720000,181.0,189.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,26.18,Missed,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M30.90S,2022-01-25T03:20:57.9Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,105,108,2022-01-25T03:20:59Z,6730000,,,0,,J. Giddey REBOUND (Off:3 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,690.0,8.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,
692,PT00M14.80S,2022-01-25T03:21:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,10.463206307490145,44.36274509803921,1610612760,107,108,2022-01-25T03:21:18Z,6740000,28.0,46.0,1,left,J. Giddey cutting Layup (9 PTS) (S. Gilgeous-Alexander 10 AST),"[1630581, 1628983]",1610612760.0,OKC,cutting,5.39,Made,Giddey,J. Giddey,,,,,9.0,S. Gilgeous-Alexander,1628983.0,10.0,,,,,,,,,,,,,,,,
694,PT00M14.80S,2022-01-25T03:21:20.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,107,108,2022-01-25T03:21:20Z,6760000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M14.80S,2022-01-25T03:22:28.2Z,4,REGULAR,substitution,out,[],1629750,,,1610612741,107,108,2022-01-25T03:22:44Z,6770000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M14.80S,2022-01-25T03:22:28.2Z,4,REGULAR,substitution,in,[],1629744,,,1610612741,107,108,2022-01-25T03:22:44Z,6780000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M14.20S,2022-01-25T03:23:06.7Z,4,REGULAR,foul,personal,[],1629660,,,1610612741,107,108,2022-01-25T03:23:14Z,6790000,,,0,,T. Jerome personal FOUL (2 PF),"[1629660, 203897]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,1830.0,2.0,0.0,LaVine,203897.0,,,,,,,,,,,
699,PT00M09.90S,2022-01-25T03:23:37.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612741,107,108,2022-01-25T03:23:47Z,6810000,,,0,,L. Dort personal FOUL (3 PF) (LaVine 2 FT),"[1629652, 203897]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,1204.0,3.0,0.0,LaVine,203897.0,,,,,,,,,,,
701,PT00M09.90S,2022-01-25T03:24:04.9Z,4,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,107,109,2022-01-25T03:24:04Z,6830000,,,0,,Z. LaVine Free Throw 1 of 2 (22 PTS),[203897],1610612741.0,CHI,,,Made,LaVine,Z. LaVine,,,,,22.0,,,,,,,,,,,,,,,,,,,
702,PT00M09.90S,2022-01-25T03:24:21.5Z,4,REGULAR,substitution,out,[],1629744,,,1610612741,107,109,2022-01-25T03:24:25Z,6840000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
703,PT00M09.90S,2022-01-25T03:24:21.5Z,4,REGULAR,substitution,in,[],1629750,,,1610612741,107,109,2022-01-25T03:24:25Z,6850000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
704,PT00M09.90S,2022-01-25T03:24:36.6Z,4,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,107,110,2022-01-25T03:24:36Z,6860000,,,0,,Z. LaVine Free Throw 2 of 2 (23 PTS),[203897],1610612741.0,CHI,,,Made,LaVine,Z. LaVine,,,,,23.0,,,,,,,,,,,,,,,,,,,
705,PT00M02.30S,2022-01-25T03:24:46.0Z,4,REGULAR,3pt,Jump Shot,[],1628983,27.808804204993432,17.15686274509804,1610612760,107,110,2022-01-25T03:24:49Z,6870000,164.0,209.0,1,left,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,26.57,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
706,PT00M01.00S,2022-01-25T03:24:48.2Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612741,107,110,2022-01-25T03:24:48Z,6880000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,705.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
707,PT00M01.00S,2022-01-25T03:24:58.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612741,107,110,2022-01-25T03:25:25Z,6890000,,,0,,L. Dort personal FOUL (4 PF) (Green 2 FT),"[1629652, 1629750]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,1204.0,4.0,0.0,Green,1629750.0,,,,,,,,,,,
709,PT00M01.00S,2022-01-25T03:25:26.4Z,4,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,107,110,2022-01-25T03:25:26Z,6910000,,,0,,MISS J. Green Free Throw 1 of 2,[1629750],1610612741.0,CHI,,,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
710,PT00M01.00S,2022-01-25T03:25:26.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,107,110,2022-01-25T03:25:26Z,6920000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,709.0,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M01.00S,2022-01-25T03:25:26.9Z,4,REGULAR,substitution,out,[],1630581,,,1610612741,107,110,2022-01-25T03:25:34Z,6930000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
712,PT00M01.00S,2022-01-25T03:25:26.9Z,4,REGULAR,substitution,out,[],1629660,,,1610612741,107,110,2022-01-25T03:25:34Z,6940000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
713,PT00M01.00S,2022-01-25T03:25:26.9Z,4,REGULAR,substitution,in,[],1630526,,,1610612741,107,110,2022-01-25T03:25:34Z,6950000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
714,PT00M01.00S,2022-01-25T03:25:26.9Z,4,REGULAR,substitution,in,[],203488,,,1610612741,107,110,2022-01-25T03:25:34Z,6960000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
715,PT00M01.00S,2022-01-25T03:25:50.9Z,4,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,107,111,2022-01-25T03:25:50Z,6970000,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1629750],1610612741.0,CHI,,,Made,Green,J. Green,,,,,5.0,,,,,,,,,,,,,,,,,,,
716,PT00M01.00S,2022-01-25T03:25:54.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,107,111,2022-01-25T03:25:54Z,6980000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,PT00M01.00S,2022-01-25T03:26:43.1Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,107,111,2022-01-25T03:27:12Z,6990000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
718,PT00M01.00S,2022-01-25T03:26:43.1Z,4,REGULAR,substitution,out,[],1630526,,,1610612760,107,111,2022-01-25T03:27:12Z,7000000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
