actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
175,PT11M48.00S,2022-01-25T01:38:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.01511169513797,55.14705882352941,1610612760,29,35,2022-01-25T01:38:43Z,1720000,26.0,32.0,1,right,J. Giddey driving Layup (5 PTS),[1630581],1610612760.0,OKC,driving,4.1,Made,Giddey,J. Giddey,,,,,5.0,,,,,,,,,,,,,,,,,,,
176,PT11M26.00S,2022-01-25T01:38:58.8Z,2,REGULAR,3pt,Jump Shot,[],1628972,13.222733245729303,3.6764705882352944,1610612741,29,35,2022-01-25T01:39:03Z,1730000,232.0,72.0,1,left,MISS T. Brown Jr. 24' 3PT,[1628972],1610612741.0,CHI,,24.25,Missed,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M23.00S,2022-01-25T01:39:01.8Z,2,REGULAR,rebound,defensive,[],1629603,,,1610612760,29,35,2022-01-25T01:39:03Z,1740000,,,0,,M. Diakite REBOUND (Off:0 Def:1),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,176.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
178,PT11M14.00S,2022-01-25T01:39:15.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,86.81011826544021,51.225490196078425,1610612760,29,35,2022-01-25T01:39:22Z,1750000,6.0,71.0,1,right,MISS D. Bazley 7' driving Layup - blocked,"[1629647, 1628972]",1610612760.0,OKC,driving,7.18,Missed,Bazley,D. Bazley,,,,,,,,,,,,,,,,,Brown Jr.,1628972.0,,,,,,
179,PT11M14.00S,2022-01-25T01:39:15.9Z,2,REGULAR,block,,[],1628972,,,1610612760,29,35,2022-01-25T01:52:01Z,1760000,,,0,,T. Brown Jr. BLOCK (1 BLK),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M14.00S,2022-01-25T01:39:15.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,29,35,2022-01-25T01:39:22Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M14.00S,2022-01-25T01:39:21.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,29,35,2022-01-25T01:39:21Z,1780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M14.00S,2022-01-25T01:39:27.1Z,2,REGULAR,substitution,out,[],1629744,,,1610612760,29,35,2022-01-25T01:39:31Z,1790000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M14.00S,2022-01-25T01:39:27.1Z,2,REGULAR,substitution,in,[],1630245,,,1610612760,29,35,2022-01-25T01:39:31Z,1800000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M03.00S,2022-01-25T01:39:53.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,29,35,2022-01-25T01:39:53Z,1810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M02.00S,2022-01-25T01:40:09.3Z,2,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,29,35,2022-01-25T01:40:16Z,1820000,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (3 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,,,,,1204.0,,,,,3.0,,,,,,,,,,
186,PT10M52.00S,2022-01-25T01:40:38.3Z,2,REGULAR,foul,personal,['2freethrow'],1629603,,,1610612741,29,35,2022-01-25T01:40:54Z,1830000,,,0,,M. Diakite shooting personal FOUL (1 PF) (LaVine 2 FT),"[1629603, 203897]",1610612760.0,OKC,shooting,,,Diakite,M. Diakite,,,,,,,,,1204.0,1.0,0.0,LaVine,203897.0,,,,,,,,,,,
188,PT10M52.00S,2022-01-25T01:41:10.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,29,35,2022-01-25T01:41:10Z,1850000,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M52.00S,2022-01-25T01:41:10.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,29,35,2022-01-25T01:41:10Z,1860000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M52.00S,2022-01-25T01:41:24.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,29,36,2022-01-25T01:41:24Z,1870000,,,0,,Z. LaVine Free Throw 2 of 2 (6 PTS),[203897],1610612741.0,CHI,,,Made,LaVine,Z. LaVine,,,,,6.0,,,,,,,,,,,,,,,,,,,
191,PT10M37.00S,2022-01-25T01:41:40.0Z,2,REGULAR,2pt,Jump Shot,[],1630544,79.31997371879106,48.28431372549019,1610612760,31,36,2022-01-25T01:41:44Z,1880000,-9.0,142.0,1,right,T. Mann 14' floating Jump Shot (2 PTS),[1630544],1610612760.0,OKC,floating,14.22,Made,Mann,T. Mann,,,,,2.0,,,,,,,,,,,,,,,,,,,
192,PT10M24.00S,2022-01-25T01:41:53.7Z,2,REGULAR,turnover,bad pass,[],203897,,,1610612741,31,36,2022-01-25T01:41:57Z,1890000,,,0,,Z. LaVine bad pass TURNOVER (2 TO),"[203897, 1629026]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,2.0,Williams,1629026.0,,,,,,,,
193,PT10M24.00S,2022-01-25T01:41:53.7Z,2,REGULAR,steal,,[],1629026,,,1610612760,31,36,2022-01-25T01:41:55Z,1900000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M11.00S,2022-01-25T01:42:06.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629603,85.89027595269383,49.50980392156863,1610612760,33,36,2022-01-25T01:42:13Z,1910000,-2.0,80.0,1,right,M. Diakite 8' Hook (2 PTS) (K. Williams 1 AST),"[1629603, 1629026]",1610612760.0,OKC,,8.01,Made,Diakite,M. Diakite,,,,,2.0,K. Williams,1629026.0,1.0,,,,,,,,,,,,,,,,
196,PT09M54.00S,2022-01-25T01:42:24.6Z,2,REGULAR,foul,personal,['2freethrow'],1629603,,,1610612741,33,36,2022-01-25T01:42:52Z,1930000,,,0,,M. Diakite shooting personal FOUL (2 PF) (Cook 2 FT),"[1629603, 1629076]",1610612760.0,OKC,shooting,,,Diakite,M. Diakite,,,,,,,,,1830.0,2.0,0.0,Cook,1629076.0,,,,,,,,,,,
198,PT09M54.00S,2022-01-25T01:42:53.5Z,2,REGULAR,freethrow,1 of 2,[],1629076,,,1610612741,33,37,2022-01-25T01:43:23Z,1950000,,,0,,T. Cook Free Throw 1 of 2 (5 PTS),[1629076],1610612741.0,CHI,,,Made,Cook,T. Cook,,,,,5.0,,,,,,,,,,,,,,,,,,,
199,PT09M54.00S,2022-01-25T01:42:59.5Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,33,37,2022-01-25T01:43:04Z,1960000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M54.00S,2022-01-25T01:42:59.5Z,2,REGULAR,substitution,in,[],1630792,,,1610612741,33,37,2022-01-25T01:43:04Z,1970000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M54.00S,2022-01-25T01:42:53.5Z,2,REGULAR,freethrow,2 of 2,[],1629076,,,1610612741,33,37,2022-01-25T01:43:23Z,1980000,,,0,,MISS T. Cook Free Throw 2 of 2,[1629076],1610612741.0,CHI,,,Missed,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M52.00S,2022-01-25T01:42:55.5Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,33,37,2022-01-25T01:43:23Z,1990000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,201.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
203,PT09M38.00S,2022-01-25T01:43:36.8Z,2,REGULAR,3pt,Jump Shot,[],1630581,65.25952693823915,40.68627450980392,1610612760,33,37,2022-01-25T01:43:47Z,2000000,-47.0,274.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612760.0,OKC,,27.8,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M35.00S,2022-01-25T01:43:39.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,33,37,2022-01-25T01:43:47Z,2010000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M35.00S,2022-01-25T01:43:46.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,33,37,2022-01-25T01:43:46Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M18.00S,2022-01-25T01:44:08.9Z,2,REGULAR,2pt,Jump Shot,[],1630245,14.011169513797633,31.372549019607842,1610612741,33,39,2022-01-25T01:44:12Z,2030000,93.0,79.0,1,left,A. Dosunmu 12' pullup Jump Shot (14 PTS) (Z. LaVine 4 AST),"[1630245, 203897]",1610612741.0,CHI,pullup,12.22,Made,Dosunmu,A. Dosunmu,,,,,14.0,Z. LaVine,203897.0,4.0,,,,,,,,,,,,,,,,
208,PT08M55.00S,2022-01-25T01:44:31.0Z,2,REGULAR,3pt,Jump Shot,[],1630581,63.9454664914586,33.33333333333333,1610612760,33,39,2022-01-25T01:44:35Z,2050000,-83.0,286.0,1,right,MISS J. Giddey 29' 3PT,[1630581],1610612760.0,OKC,,29.83,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M51.00S,2022-01-25T01:44:35.0Z,2,REGULAR,rebound,defensive,[],1629076,,,1610612741,33,39,2022-01-25T01:44:35Z,2060000,,,0,,T. Cook REBOUND (Off:2 Def:2),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,208.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
210,PT08M45.00S,2022-01-25T01:44:41.1Z,2,REGULAR,turnover,bad pass,[],203897,,,1610612741,33,39,2022-01-25T01:44:45Z,2070000,,,0,,Z. LaVine bad pass TURNOVER (3 TO),"[203897, 1629603]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,3.0,Diakite,1629603.0,,,,,,,,
211,PT08M45.00S,2022-01-25T01:44:41.1Z,2,REGULAR,steal,,[],1629603,,,1610612760,33,39,2022-01-25T01:44:43Z,2080000,,,0,,M. Diakite STEAL (1 STL),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M29.00S,2022-01-25T01:44:57.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630544,86.94152431011827,42.64705882352941,1610612760,33,39,2022-01-25T01:53:07Z,2090000,-37.0,70.0,1,right,MISS T. Mann 7' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,7.93,Missed,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M23.00S,2022-01-25T01:45:03.0Z,2,REGULAR,rebound,offensive,[],1629603,,,1610612760,33,39,2022-01-25T01:45:03Z,2100000,,,0,,M. Diakite REBOUND (Off:1 Def:1),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,212.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
214,PT08M23.00S,2022-01-25T01:45:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629603,94.40999984741211,50.0,1610612760,33,39,2022-01-25T01:45:02Z,2110000,0.0,0.0,1,right,MISS M. Diakite tip Layup,[1629603],1610612760.0,OKC,tip,0.0,Missed,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M23.00S,2022-01-25T01:45:03.0Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,33,39,2022-01-25T01:45:03Z,2120000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,214.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
216,PT08M16.00S,2022-01-25T01:45:09.9Z,2,REGULAR,3pt,Jump Shot,[],1630792,31.488173455978973,23.52941176470588,1610612741,33,39,2022-01-25T01:45:16Z,2130000,132.0,243.0,1,left,MISS M. Hill 27' 3PT,[1630792],1610612741.0,CHI,,27.72,Missed,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M12.00S,2022-01-25T01:45:13.9Z,2,REGULAR,rebound,defensive,[],1629603,,,1610612760,33,39,2022-01-25T01:45:16Z,2140000,,,0,,M. Diakite REBOUND (Off:1 Def:2),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,216.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
218,PT08M03.00S,2022-01-25T01:45:23.2Z,2,REGULAR,3pt,Jump Shot,[],1629026,67.62483574244416,73.0392156862745,1610612760,33,39,2022-01-25T01:45:27Z,2150000,115.0,252.0,1,right,MISS K. Williams 27' 3PT,[1629026],1610612760.0,OKC,,27.69,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M59.00S,2022-01-25T01:45:27.2Z,2,REGULAR,rebound,defensive,[],1629076,,,1610612741,33,39,2022-01-25T01:45:27Z,2160000,,,0,,T. Cook REBOUND (Off:2 Def:3),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,218.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
220,PT07M48.00S,2022-01-25T01:45:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,8.360709592641262,57.35294117647059,1610612741,33,39,2022-01-25T01:45:42Z,2170000,-37.0,26.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,4.51,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M46.00S,2022-01-25T01:45:40.7Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,33,39,2022-01-25T01:45:42Z,2180000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,220.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
222,PT07M42.00S,2022-01-25T01:45:45.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629647,90.48948751642575,52.450980392156865,1610612760,35,39,2022-01-25T04:52:23Z,2190000,12.0,37.0,1,right,D. Bazley running DUNK (2 PTS) (J. Giddey 3 AST),"[1629647, 1630581]",1610612760.0,OKC,running,3.89,Made,Bazley,D. Bazley,,,,,2.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,,,
224,PT07M41.00S,2022-01-25T01:45:53.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,35,39,2022-01-25T01:45:53Z,2210000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M41.00S,2022-01-25T01:45:58.8Z,2,REGULAR,substitution,out,[],1629603,,,1610612741,35,39,2022-01-25T01:48:36Z,2220000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M41.00S,2022-01-25T01:45:58.8Z,2,REGULAR,substitution,out,[],1629076,,,1610612741,35,39,2022-01-25T01:48:36Z,2230000,,,0,,SUB out: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M41.00S,2022-01-25T01:45:58.8Z,2,REGULAR,substitution,in,[],1630526,,,1610612741,35,39,2022-01-25T01:48:36Z,2240000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M41.00S,2022-01-25T01:45:58.8Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,35,39,2022-01-25T01:48:36Z,2250000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M41.00S,2022-01-25T01:45:58.8Z,2,REGULAR,substitution,out,[],203897,,,1610612741,35,39,2022-01-25T01:50:06Z,2255000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M41.00S,2022-01-25T01:45:58.8Z,2,REGULAR,substitution,in,[],202696,,,1610612741,35,39,2022-01-25T01:50:06Z,2257500,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M26.00S,2022-01-25T01:48:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,8.754927726675426,54.90196078431373,1610612741,35,39,2022-01-25T01:54:47Z,2260000,-25.0,30.0,1,left,MISS N. Vucevic cutting Layup,[202696],1610612741.0,CHI,cutting,3.86,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M18.00S,2022-01-25T01:48:59.5Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,35,39,2022-01-25T01:48:59Z,2270000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,229.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
231,PT07M09.00S,2022-01-25T01:49:08.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,87.59855453350855,57.107843137254896,1610612760,35,39,2022-01-25T01:56:05Z,2280000,36.0,64.0,1,right,MISS T. Mann 7' floating Shot,[1630544],1610612760.0,OKC,floating,7.33,Missed,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M07.00S,2022-01-25T01:49:10.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,35,39,2022-01-25T01:49:10Z,2290000,,,0,,N. Vucevic REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,231.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
233,PT06M57.00S,2022-01-25T01:49:20.4Z,2,REGULAR,turnover,bad pass,[],1628972,,,1610612741,35,39,2022-01-25T01:56:38Z,2300000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 1630526]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,1.0,Robinson-Earl,1630526.0,,,,,,,,
234,PT06M57.00S,2022-01-25T01:49:20.4Z,2,REGULAR,steal,,[],1630526,,,1610612760,35,39,2022-01-25T01:49:23Z,2310000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M53.00S,2022-01-25T01:49:26.8Z,2,REGULAR,foul,offensive,[],1630526,,,1610612760,35,39,2022-01-25T01:57:00Z,2320000,,,0,,J. Robinson-Earl charge offensive FOUL (1 PF),"[1630526, 1629632]",1610612760.0,OKC,charge,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,1627529.0,1.0,0.0,White,1629632.0,,,,,,,,,,,
237,PT06M53.00S,2022-01-25T01:49:26.8Z,2,REGULAR,turnover,offensive foul,[],1630526,,,1610612760,35,39,2022-01-25T01:49:26Z,2340000,,,0,,J. Robinson-Earl offensive foul TURNOVER (2 TO),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,1627529.0,,,,,2.0,,,,,,,,,,
238,PT06M42.00S,2022-01-25T01:49:55.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630245,20.97568988173456,42.8921568627451,1610612741,35,41,2022-01-25T01:57:19Z,2350000,36.0,145.0,1,left,A. Dosunmu 14' pullup Jump Shot (16 PTS),[1630245],1610612741.0,CHI,pullup,14.9,Made,Dosunmu,A. Dosunmu,,,,,16.0,,,,,,,,,,,,,,,,,,,
241,PT06M16.00S,2022-01-25T01:50:21.0Z,2,REGULAR,3pt,Jump Shot,[],1630544,81.68528252299606,5.392156862745098,1610612760,35,41,2022-01-25T01:50:25Z,2360000,-223.0,120.0,1,right,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,25.31,Missed,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M16.00S,2022-01-25T01:50:21.0Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,35,41,2022-01-25T01:50:25Z,2370000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,241.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
243,PT06M10.00S,2022-01-25T01:50:27.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628972,8.886333771353483,58.333333333333336,1610612741,35,41,2022-01-25T01:51:44Z,2380000,-42.0,31.0,1,left,MISS T. Brown Jr. running DUNK - blocked,"[1628972, 1630526]",1610612741.0,CHI,running,5.2,Missed,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,Robinson-Earl,1630526.0,,,,,,
244,PT06M10.00S,2022-01-25T01:50:27.6Z,2,REGULAR,block,,[],1630526,,,1610612741,35,41,2022-01-25T01:50:30Z,2390000,,,0,,J. Robinson-Earl BLOCK (1 BLK),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M10.00S,2022-01-25T01:50:27.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,35,41,2022-01-25T01:51:44Z,2400000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,243.0,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M10.00S,2022-01-25T01:50:33.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,35,41,2022-01-25T01:53:01Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M10.00S,2022-01-25T01:50:37.4Z,2,REGULAR,substitution,out,[],1629647,,,1610612741,35,41,2022-01-25T01:50:52Z,2420000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M10.00S,2022-01-25T01:50:37.4Z,2,REGULAR,substitution,in,[],203488,,,1610612741,35,41,2022-01-25T01:50:52Z,2430000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M03.00S,2022-01-25T01:51:03.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202696,31.35676741130092,71.56862745098039,1610612741,35,44,2022-01-25T01:51:10Z,2440000,-108.0,242.0,1,left,N. Vucevic 26' 3PT  (5 PTS) (M. Hill 1 AST),"[202696, 1630792]",1610612741.0,CHI,,26.52,Made,Vucevic,N. Vucevic,,,,,5.0,M. Hill,1630792.0,1.0,,,,,,,,,,,,,,,,
251,PT05M42.00S,2022-01-25T01:51:24.9Z,2,REGULAR,turnover,bad pass,[],1629026,,,1610612760,35,44,2022-01-25T01:58:24Z,2460000,,,0,,K. Williams bad pass TURNOVER (1 TO),"[1629026, 202696]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,1.0,Vucevic,202696.0,,,,,,,,
252,PT05M42.00S,2022-01-25T01:51:24.9Z,2,REGULAR,steal,,[],202696,,,1610612741,35,44,2022-01-25T01:51:26Z,2470000,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M37.00S,2022-01-25T01:51:29.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630792,10.85742444152431,43.38235294117647,1610612741,35,46,2022-01-25T01:51:34Z,2480000,33.0,50.0,1,left,M. Hill running Layup (2 PTS) (C. White 4 AST),"[1630792, 1629632]",1610612741.0,CHI,running,5.96,Made,Hill,M. Hill,,,,,2.0,C. White,1629632.0,4.0,,,,,,,,,,,,,,,,
255,PT05M37.00S,2022-01-25T01:51:34.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612760,35,46,2022-01-25T01:51:38Z,2500000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M37.00S,2022-01-25T01:53:56.6Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,35,46,2022-01-25T01:54:12Z,2510000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M37.00S,2022-01-25T01:53:56.6Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,35,46,2022-01-25T01:54:12Z,2520000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M37.00S,2022-01-25T01:53:56.6Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,35,46,2022-01-25T01:54:12Z,2530000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M37.00S,2022-01-25T01:53:56.6Z,2,REGULAR,substitution,out,[],1630526,,,1610612760,35,46,2022-01-25T01:54:12Z,2540000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M37.00S,2022-01-25T01:53:56.6Z,2,REGULAR,substitution,in,[],1629660,,,1610612760,35,46,2022-01-25T01:54:12Z,2550000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
