actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
270,PT04M09.00S,2021-12-23T01:55:34.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629652,,,1610612743,45,39,2021-12-23T01:56:10Z,2630000,,,0,,L. Dort shooting personal FOUL (1 PF) (Gordon 1 FT),"[1629652, 203932]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,,1627963.0,1.0,0.0,,,,,,,,Gordon,203932.0,,
272,PT04M09.00S,2021-12-23T01:55:41.4Z,2,REGULAR,substitution,out,[],1630581,,,1610612743,45,39,2021-12-23T01:55:48Z,2650000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M09.00S,2021-12-23T01:55:41.4Z,2,REGULAR,substitution,out,[],1629647,,,1610612743,45,39,2021-12-23T01:55:48Z,2660000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M09.00S,2021-12-23T01:55:41.4Z,2,REGULAR,substitution,in,[],1629660,,,1610612743,45,39,2021-12-23T01:55:48Z,2670000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M09.00S,2021-12-23T01:55:41.4Z,2,REGULAR,substitution,in,[],202324,,,1610612743,45,39,2021-12-23T01:55:48Z,2680000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M09.00S,2021-12-23T01:56:04.5Z,2,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,45,40,2021-12-23T01:56:04Z,2690000,,,0,,A. Gordon Free Throw 1 of 1 (5 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
277,PT03M58.00S,2021-12-23T01:56:18.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,17.69053876478318,48.77450980392157,1610612760,47,40,2021-12-23T01:56:21Z,2700000,6.0,114.0,1,left,S. Gilgeous-Alexander 11' pullup Jump Shot (12 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,11.4,Made,12.0,,,,,,,,,,,,,,,,,
278,PT03M38.00S,2021-12-23T01:56:37.5Z,2,REGULAR,3pt,Jump Shot,[],203932,78.0059132720105,91.17647058823529,1610612743,47,43,2021-12-23T01:56:41Z,2710000,206.0,154.0,1,right,A. Gordon 25' 3PT  (8 PTS) (J. Green 1 AST),"[203932, 201145]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.72,Made,8.0,J. Green,201145.0,1.0,,,,,,,,,,,,,,
280,PT03M26.00S,2021-12-23T01:56:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.469776609724048,46.81372549019608,1610612760,49,43,2021-12-23T01:56:53Z,2730000,16.0,-1.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (14 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.59,Made,14.0,,,,,,,,,,,,,,,,,
281,PT03M14.00S,2021-12-23T01:57:01.7Z,2,REGULAR,3pt,Jump Shot,[],203115,72.61826544021025,17.892156862745097,1610612743,49,43,2021-12-23T01:57:06Z,2740000,-161.0,205.0,1,right,MISS W. Barton 26' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
282,PT03M11.00S,2021-12-23T01:57:04.7Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612760,49,43,2021-12-23T01:57:06Z,2750000,,,0,,T. Jerome REBOUND (Off:0 Def:3),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,281.0,3.0,3.0,0.0,,,,,,,
283,PT03M00.00S,2021-12-23T01:57:15.3Z,2,REGULAR,3pt,Jump Shot,[],1628983,23.078186596583443,89.4607843137255,1610612760,49,43,2021-12-23T01:57:20Z,2760000,-197.0,164.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
284,PT02M57.00S,2021-12-23T01:57:18.4Z,2,REGULAR,rebound,offensive,[],1628983,,,1610612760,49,43,2021-12-23T01:57:18Z,2770000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,283.0,3.0,2.0,1.0,,,,,,,
285,PT02M56.00S,2021-12-23T01:57:20.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628983,6.1268068331143235,49.01960784313725,1610612760,51,43,2021-12-23T01:57:23Z,2780000,5.0,5.0,1,left,S. Gilgeous-Alexander DUNK (16 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,0.71,Made,16.0,,,,,,,,,,,,,,,,,
286,PT02M40.00S,2021-12-23T01:57:39.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612743,51,43,2021-12-23T01:57:57Z,2790000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Morris 2 FT),"[1628983, 1628420]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1627963.0,2.0,0.0,,,,,,,,Morris,1628420.0,,
288,PT02M40.00S,2021-12-23T01:58:17.6Z,2,REGULAR,freethrow,1 of 2,[],1628420,,,1610612743,51,44,2021-12-23T01:58:17Z,2810000,,,0,,M. Morris Free Throw 1 of 2 (4 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
289,PT02M40.00S,2021-12-23T01:58:22.7Z,2,REGULAR,freethrow,2 of 2,[],1628420,,,1610612743,51,45,2021-12-23T01:58:22Z,2820000,,,0,,M. Morris Free Throw 2 of 2 (5 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
290,PT02M22.00S,2021-12-23T01:58:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,5.863994743758213,40.68627450980392,1610612760,53,45,2021-12-23T01:58:41Z,2830000,47.0,3.0,1,left,T. Jerome Layup (2 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,4.67,Made,2.0,,,,,,,,,,,,,,,,,
291,PT02M06.00S,2021-12-23T01:58:53.1Z,2,REGULAR,3pt,Jump Shot,[],203115,86.15308804204993,95.09803921568627,1610612743,53,48,2021-12-23T01:58:57Z,2840000,225.0,78.0,1,right,W. Barton 3PT  (7 PTS) (M. Morris 4 AST),"[203115, 1628420]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,23.85,Made,7.0,M. Morris,1628420.0,4.0,,,,,,,,,,,,,,
293,PT01M48.00S,2021-12-23T01:59:11.4Z,2,REGULAR,3pt,Jump Shot,[],1628983,27.94021024967148,20.588235294117645,1610612760,53,48,2021-12-23T02:02:03Z,2860000,147.0,210.0,1,left,MISS S. Gilgeous-Alexander 25' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
294,PT01M44.00S,2021-12-23T01:59:15.4Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,53,48,2021-12-23T01:59:15Z,2870000,,,0,,W. Barton REBOUND (Off:2 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,293.0,4.0,2.0,2.0,,,,,,,
295,PT01M42.00S,2021-12-23T01:59:20.6Z,2,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,53,48,2021-12-23T01:59:27Z,2880000,,,0,,W. Barton lost ball out-of-bounds TURNOVER (1 TO),[203115],1610612743.0,DEN,lost ball,,,Barton,W. Barton,,,,,,,,,,,1662.0,,,,,,,1.0,,,,,,
296,PT01M34.00S,2021-12-23T01:59:32.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202324,19.004599211563733,37.00980392156863,1610612760,55,48,2021-12-23T01:59:37Z,2890000,65.0,126.0,1,left,D. Favors 14' Jump Shot (2 PTS) (S. Gilgeous-Alexander 3 AST),"[202324, 1628983]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,14.19,Made,2.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,
298,PT01M13.00S,2021-12-23T01:59:51.5Z,2,REGULAR,2pt,Jump Shot,[],1628420,81.15965834428384,26.47058823529412,1610612743,55,50,2021-12-23T01:59:57Z,2910000,-118.0,125.0,1,right,M. Morris 17' pullup Jump Shot (7 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,17.13,Made,7.0,,,,,,,,,,,,,,,,,
299,PT01M00.00S,2021-12-23T02:00:05.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202324,9.674770039421814,61.76470588235294,1610612760,57,50,2021-12-23T02:02:22Z,2920000,-59.0,38.0,1,left,D. Favors 7' driving floating Jump Shot (4 PTS) (S. Gilgeous-Alexander 4 AST),"[202324, 1628983]",1610612760.0,OKC,driving floating,,,Favors,D. Favors,,,,,7.02,Made,4.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,,
301,PT00M49.90S,2021-12-23T02:00:19.9Z,2,REGULAR,2pt,Jump Shot,[],1628420,74.45795006570303,32.59803921568628,1610612743,57,50,2021-12-23T02:00:24Z,2940000,-87.0,188.0,1,right,MISS M. Morris 20' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,20.68,Missed,,,,,,,,,,,,,,,,,,
302,PT00M47.30S,2021-12-23T02:00:22.5Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,57,50,2021-12-23T02:00:24Z,2950000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,301.0,4.0,3.0,1.0,,,,,,,
303,PT00M44.60S,2021-12-23T02:00:26.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,5.206964520367937,51.71568627450981,1610612760,59,50,2021-12-23T02:00:32Z,2960000,-9.0,-4.0,1,left,S. Gilgeous-Alexander running Layup (18 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,0.93,Made,18.0,,,,,,,,,,,,,,,,,
305,PT00M44.60S,2021-12-23T02:00:35.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203115,,,1610612760,59,50,2021-12-23T02:00:44Z,2980000,,,0,,W. Barton shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[203115, 1628983]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,1627963.0,2.0,0.0,,,,,,,,Gilgeous-Alexander,1628983.0,,
307,PT00M44.60S,2021-12-23T02:00:41.0Z,2,REGULAR,substitution,out,[],1629660,,,1610612760,59,50,2021-12-23T02:00:43Z,3000000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M44.60S,2021-12-23T02:00:41.0Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,59,50,2021-12-23T02:00:43Z,3010000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M44.60S,2021-12-23T02:00:56.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628983,,,1610612760,60,50,2021-12-23T02:00:56Z,3020000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (19 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
310,PT00M34.20S,2021-12-23T02:01:10.2Z,2,REGULAR,3pt,Jump Shot,[],203999,65.78515111695138,49.50980392156863,1610612743,60,50,2021-12-23T02:01:16Z,3030000,-2.0,269.0,1,right,MISS N. Jokic 26' pullup 3PT,[203999],1610612743.0,DEN,pullup,,,Jokic,N. Jokic,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
311,PT00M30.90S,2021-12-23T02:01:13.5Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,60,50,2021-12-23T02:01:16Z,3040000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,310.0,5.0,4.0,1.0,,,,,,,
312,PT00M22.00S,2021-12-23T02:01:22.4Z,2,REGULAR,3pt,Jump Shot,[],1628983,26.757555847568987,16.911764705882355,1610612760,60,50,2021-12-23T02:01:28Z,3050000,165.0,199.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
313,PT00M17.90S,2021-12-23T02:01:26.5Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,60,50,2021-12-23T02:01:26Z,3060000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,312.0,5.0,5.0,0.0,,,,,,,
314,PT00M02.80S,2021-12-23T02:01:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.72339027595268,46.568627450980394,1610612743,60,52,2021-12-23T02:01:47Z,3070000,-17.0,16.0,1,right,A. Gordon alley-oop Layup (10 PTS) (M. Morris 5 AST),"[203932, 1628420]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,2.34,Made,10.0,M. Morris,1628420.0,5.0,,,,,,,,,,,,,,
316,PT00M00.00S,2021-12-23T02:01:53.0Z,2,REGULAR,period,end,[],0,,,1610612760,60,52,2021-12-23T02:01:53Z,3090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-12-23T02:17:04.9Z,3,REGULAR,period,start,[],0,,,1610612743,60,52,2021-12-23T02:17:04Z,3100000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M42.00S,2021-12-23T02:17:22.1Z,3,REGULAR,2pt,Jump Shot,[],203999,22.552562417871222,54.90196078431373,1610612743,60,52,2021-12-23T02:17:27Z,3110000,-25.0,159.0,1,left,MISS N. Jokic 16' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,16.14,Missed,,,,,,,,,,,,,,,,,,
319,PT11M38.00S,2021-12-23T02:17:26.1Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,60,52,2021-12-23T02:17:27Z,3120000,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,318.0,3.0,3.0,0.0,,,,,,,
320,PT11M22.00S,2021-12-23T02:17:42.6Z,3,REGULAR,3pt,Jump Shot,[],1629652,69.07030223390277,17.647058823529413,1610612760,60,52,2021-12-23T02:17:47Z,3130000,-162.0,238.0,1,right,MISS L. Dort 28' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,28.8,Missed,,,,,,,,,,,,,,,,,,
321,PT11M18.00S,2021-12-23T02:17:46.6Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612743,60,52,2021-12-23T02:17:47Z,3140000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,320.0,1.0,1.0,0.0,,,,,,,
322,PT11M10.00S,2021-12-23T02:17:53.9Z,3,REGULAR,3pt,Jump Shot,[],203115,27.54599211563732,82.1078431372549,1610612743,60,52,2021-12-23T02:17:58Z,3150000,-161.0,206.0,1,left,MISS W. Barton 26' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,
323,PT11M06.00S,2021-12-23T02:17:57.9Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,60,52,2021-12-23T02:17:58Z,3160000,,,0,,D. Favors REBOUND (Off:0 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,322.0,3.0,3.0,0.0,,,,,,,
324,PT10M56.00S,2021-12-23T02:18:07.7Z,3,REGULAR,3pt,Jump Shot,[],1629652,81.15965834428384,91.91176470588235,1610612760,60,52,2021-12-23T02:18:12Z,3170000,210.0,125.0,1,right,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,
325,PT10M53.00S,2021-12-23T02:18:10.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,60,52,2021-12-23T02:18:12Z,3180000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,324.0,6.0,6.0,0.0,,,,,,,
326,PT10M40.00S,2021-12-23T02:18:24.3Z,3,REGULAR,turnover,bad pass,[],201145,,,1610612743,60,52,2021-12-23T02:18:28Z,3190000,,,0,,J. Green bad pass TURNOVER (1 TO),"[201145, 202324]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,1.0,Favors,202324.0,,,,
327,PT10M40.00S,2021-12-23T02:18:24.3Z,3,REGULAR,steal,,[],202324,,,1610612760,60,52,2021-12-23T02:18:26Z,3200000,,,0,,D. Favors STEAL (1 STL),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
328,PT10M32.00S,2021-12-23T02:18:31.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630526,92.85479632063075,46.07843137254902,1610612760,60,52,2021-12-23T02:18:39Z,3210000,-20.0,15.0,1,right,MISS J. Robinson-Earl running Layup,[1630526],1610612760.0,OKC,running,,,Robinson-Earl,J. Robinson-Earl,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,
329,PT10M29.00S,2021-12-23T02:18:34.2Z,3,REGULAR,rebound,offensive,[],1630526,,,1610612760,60,52,2021-12-23T02:18:34Z,3220000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,328.0,4.0,2.0,2.0,,,,,,,
330,PT10M29.00S,2021-12-23T02:18:34.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630526,94.40999984741211,50.0,1610612760,62,52,2021-12-23T02:18:34Z,3230000,0.0,0.0,1,right,J. Robinson-Earl tip Layup (9 PTS),[1630526],1610612760.0,OKC,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,,
331,PT10M13.00S,2021-12-23T02:18:50.7Z,3,REGULAR,3pt,Jump Shot,[],203115,27.283180026281208,19.11764705882353,1610612743,62,52,2021-12-23T02:18:56Z,3240000,154.0,204.0,1,left,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
332,PT10M10.00S,2021-12-23T02:18:53.7Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,62,52,2021-12-23T02:18:56Z,3250000,,,0,,D. Favors REBOUND (Off:0 Def:4),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,331.0,4.0,4.0,0.0,,,,,,,
333,PT10M02.00S,2021-12-23T02:19:04.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,62,52,2021-12-23T02:19:04Z,3260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT09M54.00S,2021-12-23T02:19:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.38042049934296,54.65686274509803,1610612760,64,52,2021-12-23T02:19:28Z,3270000,23.0,10.0,1,right,S. Gilgeous-Alexander driving Layup (21 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.52,Made,21.0,,,,,,,,,,,,,,,,,
335,PT09M31.00S,2021-12-23T02:19:48.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.1268068331143235,49.01960784313725,1610612743,64,54,2021-12-23T02:19:54Z,3280000,5.0,5.0,1,left,A. Gordon cutting DUNK (12 PTS) (W. Barton 1 AST),"[203932, 203115]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,0.71,Made,12.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,
337,PT09M06.00S,2021-12-23T02:20:12.7Z,3,REGULAR,2pt,Jump Shot,[],202324,78.79434954007884,41.17647058823529,1610612760,66,54,2021-12-23T02:20:17Z,3300000,-44.0,147.0,1,right,D. Favors 15' Jump Shot (6 PTS) (S. Gilgeous-Alexander 5 AST),"[202324, 1628983]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,15.33,Made,6.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,,,,
339,PT08M54.00S,2021-12-23T02:20:26.3Z,3,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,66,54,2021-12-23T02:20:33Z,3320000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (3 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,,,,,,,1662.0,,,,,,,3.0,,,,,,
340,PT08M45.00S,2021-12-23T02:20:47.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202324,80.1084099868594,39.21568627450981,1610612760,68,54,2021-12-23T02:20:52Z,3330000,-54.0,134.0,1,right,D. Favors 14' Jump Shot (8 PTS) (S. Gilgeous-Alexander 6 AST),"[202324, 1628983]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,14.49,Made,8.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,,,,,
342,PT08M43.00S,2021-12-23T02:20:53.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,68,54,2021-12-23T02:20:53Z,3350000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT08M32.00S,2021-12-23T02:24:02.6Z,3,REGULAR,violation,kicked ball,[],1630526,,,1610612743,68,54,2021-12-23T02:24:09Z,3360000,,,0,,J. Robinson-Earl kicked ball VIOLATION,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,203592.0,,,,,,,,,,,,,
344,PT08M26.00S,2021-12-23T02:24:23.7Z,3,REGULAR,3pt,Jump Shot,[],203999,32.013797634691194,59.068627450980394,1610612743,68,57,2021-12-23T02:24:28Z,3370000,-45.0,248.0,1,left,N. Jokic 25' 3PT  (13 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.25,Made,13.0,W. Barton,203115.0,2.0,,,,,,,,,,,,,,
346,PT07M58.00S,2021-12-23T02:24:51.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202324,81.15965834428384,37.254901960784316,1610612760,68,57,2021-12-23T02:24:56Z,3390000,-64.0,125.0,1,right,MISS D. Favors 13' Jump Shot,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,13.99,Missed,,,,,,,,,,,,,,,,,,
347,PT07M55.00S,2021-12-23T02:24:54.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,68,57,2021-12-23T02:24:56Z,3400000,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,346.0,7.0,7.0,0.0,,,,,,,
348,PT07M45.00S,2021-12-23T02:25:04.7Z,3,REGULAR,3pt,Jump Shot,[],203115,18.478975032851512,3.6764705882352944,1610612743,68,57,2021-12-23T02:25:09Z,3410000,232.0,121.0,1,left,MISS W. Barton 26' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
349,PT07M42.00S,2021-12-23T02:25:07.7Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,68,57,2021-12-23T02:25:09Z,3420000,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,348.0,2.0,1.0,1.0,,,,,,,
350,PT07M30.00S,2021-12-23T02:25:19.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.1084099868594,36.029411764705884,1610612760,68,57,2021-12-23T02:25:23Z,3430000,-70.0,134.0,1,right,MISS S. Gilgeous-Alexander 15' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,15.16,Missed,,,,,,,,,,,,,,,,,,
351,PT07M28.00S,2021-12-23T02:25:21.3Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,68,57,2021-12-23T02:25:23Z,3440000,,,0,,W. Barton REBOUND (Off:2 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,350.0,5.0,3.0,2.0,,,,,,,
352,PT07M21.00S,2021-12-23T02:25:32.1Z,3,REGULAR,foul,personal,[],202324,,,1610612743,68,57,2021-12-23T02:25:42Z,3450000,,,0,,D. Favors personal FOUL (2 PF),"[202324, 203999]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,1627963.0,2.0,0.0,,,,,,,,Jokic,203999.0,,
354,PT07M12.00S,2021-12-23T02:26:01.1Z,3,REGULAR,turnover,bad pass,[],203932,,,1610612743,68,57,2021-12-23T02:26:05Z,3470000,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1630526]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,1.0,Robinson-Earl,1630526.0,,,,
355,PT07M12.00S,2021-12-23T02:26:01.1Z,3,REGULAR,steal,,[],1630526,,,1610612760,68,57,2021-12-23T02:26:03Z,3480000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
