actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
176,PT11M01.00S,2021-12-16T01:39:06.7Z,2,REGULAR,foul,personal,[],1629638,,,1610612760,28,27,2021-12-16T01:39:28Z,1740000,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1629660]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,1193.0,1.0,0.0,Jerome,1629660.0,,,,,,,,,,,,,,,,
178,PT10M49.00S,2021-12-16T01:39:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,93.38042049934296,50.49019607843137,1610612760,28,27,2021-12-16T01:44:44Z,1760000,2.0,10.0,1,right,MISS T. Mann floating Shot,[1630544],1610612760.0,OKC,floating,,,Mann,T. Mann,,,,,,,,,,1.0,Missed,,,,,,,,,,,,,,
179,PT10M45.00S,2021-12-16T01:39:40.4Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,28,27,2021-12-16T01:39:40Z,1770000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,
180,PT10M43.00S,2021-12-16T01:39:43.8Z,2,REGULAR,turnover,bad pass,[],1629638,,,1610612740,28,27,2021-12-16T01:42:48Z,1780000,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1629026]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,1.0,Williams,1629026.0,,,
181,PT10M43.00S,2021-12-16T01:39:43.8Z,2,REGULAR,steal,,[],1629026,,,1610612760,28,27,2021-12-16T01:39:45Z,1790000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M41.00S,2021-12-16T01:39:49.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,28,27,2021-12-16T01:39:49Z,1800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M41.00S,2021-12-16T01:40:03.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,28,27,2021-12-16T01:40:03Z,1810000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M38.00S,2021-12-16T01:42:55.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629026,92.59198423127464,48.529411764705884,1610612760,30,27,2021-12-16T01:43:01Z,1820000,-7.0,17.0,1,right,K. Williams cutting Layup (5 PTS) (M. Muscala 1 AST),"[1629026, 203488]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,,,,,,1.86,Made,,,,,5.0,M. Muscala,203488.0,1.0,,,,,,
186,PT10M22.00S,2021-12-16T01:43:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,7.835085413929041,44.11764705882353,1610612740,30,27,2021-12-16T01:43:16Z,1840000,29.0,21.0,1,left,MISS N. Alexander-Walker driving Layup,[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,3.62,Missed,,,,,,,,,,,,,,
187,PT10M20.00S,2021-12-16T01:43:14.0Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,30,27,2021-12-16T01:43:16Z,1850000,,,0,,K. Williams REBOUND (Off:0 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,186.0,4.0,4.0,0.0,,,,,,,,,,
188,PT10M12.00S,2021-12-16T01:43:22.3Z,2,REGULAR,3pt,Jump Shot,[],203488,63.55124835742444,43.872549019607845,1610612760,30,27,2021-12-16T01:43:26Z,1860000,-31.0,290.0,1,right,MISS M. Muscala 29' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,29.17,Missed,,,,,,,,,,,,,,
189,PT10M08.00S,2021-12-16T01:43:26.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,30,27,2021-12-16T01:43:26Z,1870000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,
190,PT09M58.00S,2021-12-16T01:43:35.9Z,2,REGULAR,3pt,Jump Shot,[],1628984,3.4986859395532193,95.34313725490196,1610612740,30,30,2021-12-16T01:43:39Z,1880000,-227.0,-20.0,1,left,D. Graham 3PT  (6 PTS) (J. Hart 1 AST),"[1628984, 1628404]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,22.75,Made,,,,,6.0,J. Hart,1628404.0,1.0,,,,,,
192,PT09M41.00S,2021-12-16T01:43:52.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,94.03745072273325,45.09803921568628,1610612760,30,30,2021-12-16T01:48:34Z,1900000,-25.0,4.0,1,right,MISS K. Williams driving Layup,[1629026],1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,,,,,,2.47,Missed,,,,,,,,,,,,,,
193,PT09M39.00S,2021-12-16T01:43:54.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,30,30,2021-12-16T01:43:56Z,1910000,,,0,,J. Valanciunas REBOUND (Off:3 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,192.0,7.0,4.0,3.0,,,,,,,,,,
194,PT09M32.00S,2021-12-16T01:44:09.7Z,2,REGULAR,foul,technical,['1freethrow'],1630526,,,1610612740,30,30,2021-12-16T01:44:17Z,1920000,,,0,,J. Robinson-Earl defensive-3-second technical FOUL (1 Tech),[1630526],1610612760.0,OKC,defensive-3-second,,,Robinson-Earl,J. Robinson-Earl,,,,,1628954.0,2.0,1.0,,,,,,,,,,,,,,,,,,
195,PT09M32.00S,2021-12-16T01:44:26.2Z,2,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,30,30,2021-12-16T01:44:26Z,1930000,,,0,,MISS D. Graham technical Free Throw 1 of 1,[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,,,,,,Missed,,,,,,,,,,,,,,
196,PT09M32.00S,2021-12-16T01:44:26.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,30,30,2021-12-16T01:44:26Z,1940000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,
197,PT09M27.00S,2021-12-16T01:44:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,5.995400788436268,45.34313725490196,1610612740,30,30,2021-12-16T01:49:37Z,1950000,23.0,4.0,1,left,MISS N. Alexander-Walker driving Layup,[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,2.36,Missed,,,,,,,,,,,,,,
198,PT09M24.00S,2021-12-16T01:44:48.6Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,30,30,2021-12-16T01:44:49Z,1960000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,
199,PT09M14.00S,2021-12-16T01:44:57.6Z,2,REGULAR,3pt,Jump Shot,[],1629026,73.01248357424441,11.76470588235294,1610612760,33,30,2021-12-16T01:45:02Z,1970000,-191.0,201.0,1,right,K. Williams 27' 3PT  (8 PTS) (T. Mann 2 AST),"[1629026, 1630544]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,27.76,Made,,,,,8.0,T. Mann,1630544.0,2.0,,,,,,
201,PT08M45.00S,2021-12-16T01:45:26.4Z,2,REGULAR,3pt,Jump Shot,[],1628984,17.95335085413929,94.11764705882352,1610612740,33,30,2021-12-16T01:45:31Z,1990000,-221.0,116.0,1,left,MISS D. Graham 24' step back 3PT - blocked,"[1628984, 1629660]",1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,,,,,,24.94,Missed,,,,,,,,,,,,Jerome,1629660.0,
202,PT08M45.00S,2021-12-16T01:45:26.4Z,2,REGULAR,block,,[],1629660,,,1610612740,33,30,2021-12-16T01:45:29Z,2000000,,,0,,T. Jerome BLOCK (1 BLK),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M42.00S,2021-12-16T01:45:29.4Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,33,30,2021-12-16T01:45:31Z,2010000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,,
204,PT08M35.00S,2021-12-16T01:45:37.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,90.22667542706965,58.57843137254902,1610612760,35,30,2021-12-16T01:45:41Z,2020000,43.0,39.0,1,right,T. Mann floating Jump Shot (7 PTS),[1630544],1610612760.0,OKC,floating,,,Mann,T. Mann,,,,,,,,,,5.82,Made,,,,,7.0,,,,,,,,,
205,PT08M34.00S,2021-12-16T01:45:43.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,35,30,2021-12-16T01:45:43Z,2030000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M34.00S,2021-12-16T01:45:46.6Z,2,REGULAR,substitution,out,[],1629638,,,1610612740,35,30,2021-12-16T01:48:25Z,2040000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M34.00S,2021-12-16T01:45:46.6Z,2,REGULAR,substitution,out,[],202066,,,1610612740,35,30,2021-12-16T01:48:25Z,2050000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M34.00S,2021-12-16T01:45:46.6Z,2,REGULAR,substitution,out,[],1628404,,,1610612740,35,30,2021-12-16T01:48:25Z,2060000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M34.00S,2021-12-16T01:45:46.6Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,35,30,2021-12-16T01:48:25Z,2070000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M34.00S,2021-12-16T01:45:46.6Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,35,30,2021-12-16T01:48:25Z,2080000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M34.00S,2021-12-16T01:45:46.6Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,35,30,2021-12-16T01:48:25Z,2090000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M21.00S,2021-12-16T01:48:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,7.046649145860711,42.64705882352941,1610612740,35,30,2021-12-16T01:52:10Z,2100000,37.0,14.0,1,left,MISS H. Jones driving Layup - blocked,"[1630529, 203488]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,,,,,,3.93,Missed,,,,,,,,,,,,Muscala,203488.0,
213,PT08M21.00S,2021-12-16T01:48:44.8Z,2,REGULAR,block,,[],203488,,,1610612740,35,30,2021-12-16T01:48:47Z,2110000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M17.00S,2021-12-16T01:48:48.8Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,35,30,2021-12-16T01:48:48Z,2120000,,,0,,M. Muscala REBOUND (Off:0 Def:3),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,212.0,3.0,3.0,0.0,,,,,,,,,,
215,PT08M06.00S,2021-12-16T01:48:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,93.11760840998686,46.568627450980394,1610612760,35,30,2021-12-16T01:49:06Z,2130000,-17.0,12.0,1,right,MISS T. Mann driving reverse Layup,[1630544],1610612760.0,OKC,driving reverse,,,Mann,T. Mann,,,,,,,,,,2.11,Missed,,,,,,,,,,,,,,
216,PT08M04.00S,2021-12-16T01:49:00.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,35,30,2021-12-16T01:49:06Z,2140000,,,0,,J. Valanciunas REBOUND (Off:3 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,215.0,8.0,5.0,3.0,,,,,,,,,,
217,PT07M47.00S,2021-12-16T01:49:17.8Z,2,REGULAR,3pt,Jump Shot,[],1628984,28.465834428383708,20.34313725490196,1610612740,35,30,2021-12-16T01:49:24Z,2150000,148.0,215.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,26.13,Missed,,,,,,,,,,,,,,
218,PT07M44.00S,2021-12-16T01:49:20.8Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,35,30,2021-12-16T01:49:24Z,2160000,,,0,,M. Muscala REBOUND (Off:0 Def:4),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,217.0,4.0,4.0,0.0,,,,,,,,,,
219,PT07M34.00S,2021-12-16T01:49:31.8Z,2,REGULAR,3pt,Jump Shot,[],1629660,72.48685939553219,79.41176470588235,1610612760,35,30,2021-12-16T01:53:12Z,2170000,147.0,206.0,1,right,MISS T. Jerome 25' pullup 3PT,[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,,,,,,25.32,Missed,,,,,,,,,,,,,,
220,PT07M30.00S,2021-12-16T01:49:35.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,35,30,2021-12-16T01:49:40Z,2180000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,,
221,PT07M30.00S,2021-12-16T01:49:39.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,35,30,2021-12-16T01:49:39Z,2190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M30.00S,2021-12-16T01:49:39.7Z,2,REGULAR,substitution,out,[],202685,,,1610612740,35,30,2021-12-16T01:49:46Z,2200000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M30.00S,2021-12-16T01:49:39.7Z,2,REGULAR,substitution,in,[],1626195,,,1610612740,35,30,2021-12-16T01:49:46Z,2210000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M19.00S,2021-12-16T01:49:57.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,6.783837056504599,50.245098039215684,1610612740,35,32,2021-12-16T01:50:02Z,2220000,-1.0,11.0,1,left,B. Ingram driving DUNK (6 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,1.14,Made,,,,,6.0,,,,,,,,,
225,PT07M01.00S,2021-12-16T01:50:15.7Z,2,REGULAR,3pt,Jump Shot,[],1630526,69.59592641261499,23.774509803921568,1610612760,35,32,2021-12-16T01:50:20Z,2230000,-131.0,233.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,26.76,Missed,,,,,,,,,,,,,,
226,PT06M57.00S,2021-12-16T01:50:19.7Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,35,32,2021-12-16T01:50:20Z,2240000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,225.0,1.0,1.0,0.0,,,,,,,,,,
227,PT06M45.00S,2021-12-16T01:50:35.1Z,2,REGULAR,foul,personal,[],1630544,,,1610612740,35,32,2021-12-16T01:50:46Z,2250000,,,0,,T. Mann personal FOUL (2 PF),"[1630544, 1628984]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,201639.0,2.0,0.0,Graham,1628984.0,,,,,,,,,,,,,,,,
229,PT06M45.00S,2021-12-16T01:51:07.1Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,35,32,2021-12-16T01:51:10Z,2270000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M45.00S,2021-12-16T01:51:07.1Z,2,REGULAR,substitution,in,[],203107,,,1610612740,35,32,2021-12-16T01:51:10Z,2280000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M38.00S,2021-12-16T01:51:28.9Z,2,REGULAR,3pt,Jump Shot,[],1630529,5.469776609724048,95.34313725490196,1610612740,35,32,2021-12-16T01:51:35Z,2290000,-227.0,-1.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,22.67,Missed,,,,,,,,,,,,,,
232,PT06M37.00S,2021-12-16T01:51:29.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,35,32,2021-12-16T01:51:35Z,2300000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,231.0,,,,,,,,,,,,,
233,PT06M37.00S,2021-12-16T01:51:35.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,35,32,2021-12-16T01:51:35Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M24.00S,2021-12-16T01:51:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,92.59198423127464,54.65686274509803,1610612760,37,32,2021-12-16T01:51:58Z,2320000,23.0,17.0,1,right,T. Jerome driving Layup (2 PTS) (T. Mann 3 AST),"[1629660, 1630544]",1610612760.0,OKC,driving,,,Jerome,T. Jerome,,,,,,,,,,2.89,Made,,,,,2.0,T. Mann,1630544.0,3.0,,,,,,
236,PT06M10.00S,2021-12-16T01:52:10.9Z,2,REGULAR,foul,personal,['2freethrow'],1629660,,,1610612740,37,32,2021-12-16T01:52:24Z,2340000,,,0,,T. Jerome shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1629660, 1630530]",1610612760.0,OKC,shooting,,,Jerome,T. Jerome,,,,,1193.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,
238,PT06M10.00S,2021-12-16T01:52:36.1Z,2,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,37,33,2021-12-16T01:52:55Z,2360000,,,0,,T. Murphy III Free Throw 1 of 2 (1 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
239,PT06M10.00S,2021-12-16T01:52:36.1Z,2,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,37,33,2021-12-16T01:52:55Z,2370000,,,0,,MISS T. Murphy III Free Throw 2 of 2,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,Missed,,,,,,,,,,,,,,
240,PT06M08.00S,2021-12-16T01:52:38.1Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,37,33,2021-12-16T01:52:55Z,2380000,,,0,,K. Williams REBOUND (Off:0 Def:5),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,239.0,5.0,5.0,0.0,,,,,,,,,,
241,PT05M50.00S,2021-12-16T01:53:11.5Z,2,REGULAR,3pt,Jump Shot,[],203488,91.67214191852825,94.6078431372549,1610612760,40,33,2021-12-16T01:53:16Z,2390000,223.0,26.0,1,right,M. Muscala 3PT  (3 PTS) (T. Jerome 1 AST),"[203488, 1629660]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,22.45,Made,,,,,3.0,T. Jerome,1629660.0,1.0,,,,,,
243,PT05M30.00S,2021-12-16T01:53:33.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,40,33,2021-12-16T01:53:33Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M29.00S,2021-12-16T01:53:47.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,9.017739816031538,16.176470588235293,1610612740,40,33,2021-12-16T01:53:51Z,2420000,169.0,32.0,1,left,MISS B. Ingram 17' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,17.22,Missed,,,,,,,,,,,,,,
245,PT05M25.00S,2021-12-16T01:53:51.2Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,40,33,2021-12-16T02:01:16Z,2430000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,244.0,1.0,0.0,1.0,,,,,,,,,,
246,PT05M18.00S,2021-12-16T01:53:56.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,6.258212877792378,96.81372549019608,1610612740,40,33,2021-12-16T01:54:12Z,2440000,-234.0,6.0,1,left,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,23.42,Missed,,,,,,,,,,,,,,
247,PT05M15.00S,2021-12-16T01:53:59.4Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,40,33,2021-12-16T01:54:01Z,2450000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,,,
248,PT05M06.00S,2021-12-16T01:54:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,91.5407358738502,49.01960784313725,1610612760,42,33,2021-12-16T01:54:15Z,2460000,-5.0,27.0,1,right,J. Robinson-Earl cutting Layup (2 PTS) (K. Williams 1 AST),"[1630526, 1629026]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,2.74,Made,,,,,2.0,K. Williams,1629026.0,1.0,,,,,,
250,PT04M57.00S,2021-12-16T01:54:21.4Z,2,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612740,42,33,2021-12-16T01:54:45Z,2480000,,,0,,T. Mann shooting personal FOUL (3 PF) (Satoransky 2 FT),"[1630544, 203107]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,1193.0,3.0,0.0,Satoransky,203107.0,,,,,,,,,,,,,,,,
252,PT04M57.00S,2021-12-16T01:54:46.0Z,2,REGULAR,freethrow,1 of 2,[],203107,,,1610612740,42,34,2021-12-16T01:54:46Z,2500000,,,0,,T. Satoransky Free Throw 1 of 2 (1 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
253,PT04M57.00S,2021-12-16T01:54:59.1Z,2,REGULAR,freethrow,2 of 2,[],203107,,,1610612740,42,35,2021-12-16T01:54:59Z,2510000,,,0,,T. Satoransky Free Throw 2 of 2 (2 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,
254,PT04M46.00S,2021-12-16T01:55:12.1Z,2,REGULAR,2pt,Jump Shot,[],1629660,86.41590013140605,77.94117647058823,1610612760,44,35,2021-12-16T01:55:16Z,2520000,140.0,75.0,1,right,T. Jerome 15' pullup Jump Shot (4 PTS),[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,,,,,,15.87,Made,,,,,4.0,,,,,,,,,
255,PT04M30.00S,2021-12-16T01:55:27.8Z,2,REGULAR,2pt,Jump Shot,[],1627742,12.302890932982917,24.019607843137255,1610612740,44,37,2021-12-16T01:55:34Z,2530000,130.0,63.0,1,left,B. Ingram 14' fadeaway Jump Shot (8 PTS) (T. Murphy III 1 AST),"[1627742, 1630530]",1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,,,,,,14.44,Made,,,,,8.0,T. Murphy III,1630530.0,1.0,,,,,,
257,PT04M10.00S,2021-12-16T01:55:48.0Z,2,REGULAR,3pt,Jump Shot,[],1629026,86.15308804204993,4.901960784313726,1610612760,47,37,2021-12-16T01:55:52Z,2550000,-225.0,78.0,1,right,K. Williams 3PT  (11 PTS) (T. Mann 4 AST),"[1629026, 1630544]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,23.85,Made,,,,,11.0,T. Mann,1630544.0,4.0,,,,,,
259,PT03M46.00S,2021-12-16T01:56:11.3Z,2,REGULAR,3pt,Jump Shot,[],203107,26.10052562417871,84.55882352941177,1610612740,47,37,2021-12-16T01:56:16Z,2570000,-173.0,193.0,1,left,MISS T. Satoransky 25' pullup 3PT,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,,,,,,25.89,Missed,,,,,,,,,,,,,,
260,PT03M43.00S,2021-12-16T01:56:14.3Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,47,37,2021-12-16T01:56:16Z,2580000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,259.0,3.0,3.0,0.0,,,,,,,,,,
261,PT03M38.00S,2021-12-16T01:56:19.3Z,2,REGULAR,2pt,Jump Shot,[],203488,92.19776609724047,21.323529411764707,1610612760,49,37,2021-12-16T01:56:30Z,2590000,-143.0,21.0,1,right,M. Muscala 14' fadeaway Jump Shot (5 PTS) (K. Williams 2 AST),"[203488, 1629026]",1610612760.0,OKC,fadeaway,,,Muscala,M. Muscala,,,,,,,,,,14.49,Made,,,,,5.0,K. Williams,1629026.0,2.0,,,,,,
263,PT03M38.00S,2021-12-16T01:56:25.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,49,37,2021-12-16T01:56:25Z,2610000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
