actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
535,PT07M29.00S,2021-12-19T02:52:21.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201587,74.98357424441524,88.97058823529412,1610612746,85,86,2021-12-19T02:52:25Z,5260000,195.0,183.0,1,right,N. Batum 26' 3PT  (9 PTS) (I. Zubac 2 AST),"[201587, 1627826]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,26.71,Made,9.0,I. Zubac,1627826.0,2.0,,,,,,,,,,,
537,PT07M28.00S,2021-12-19T02:52:27.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,85,86,2021-12-19T02:52:27Z,5280000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M28.00S,2021-12-19T02:54:39.4Z,4,REGULAR,substitution,out,[],1630581,,,1610612760,85,86,2021-12-19T02:54:56Z,5290000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M28.00S,2021-12-19T02:54:39.4Z,4,REGULAR,substitution,out,[],202324,,,1610612760,85,86,2021-12-19T02:54:56Z,5300000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M28.00S,2021-12-19T02:54:39.4Z,4,REGULAR,substitution,in,[],203488,,,1610612760,85,86,2021-12-19T02:54:56Z,5310000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M28.00S,2021-12-19T02:54:39.4Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,85,86,2021-12-19T02:54:56Z,5320000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M15.00S,2021-12-19T02:55:27.5Z,4,REGULAR,3pt,Jump Shot,[],1629652,25.18068331143233,12.990196078431374,1610612760,88,86,2021-12-19T02:55:32Z,5330000,185.0,184.0,1,left,L. Dort 26' 3PT  (25 PTS) (S. Gilgeous-Alexander 6 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,26.11,Made,25.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,,
544,PT06M49.00S,2021-12-19T02:55:52.9Z,4,REGULAR,3pt,Jump Shot,[],201587,86.41590013140605,97.30392156862744,1610612746,88,86,2021-12-19T02:55:57Z,5350000,237.0,75.0,1,right,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,24.82,Missed,,,,,,,,,,,,,,,
545,PT06M47.00S,2021-12-19T02:55:54.9Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,88,86,2021-12-19T02:55:57Z,5360000,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,544.0,5.0,4.0,1.0,,,,,,,
546,PT06M38.00S,2021-12-19T02:56:03.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202704,74.45795006570303,83.82352941176471,1610612746,88,86,2021-12-19T02:56:46Z,5370000,169.0,188.0,1,right,MISS R. Jackson 25' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,25.26,Missed,,,,,,,,,,,,,,,
547,PT06M35.00S,2021-12-19T02:56:06.9Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,88,86,2021-12-19T02:56:08Z,5380000,,,0,,K. Williams REBOUND (Off:3 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,546.0,5.0,2.0,3.0,,,,,,,
548,PT06M27.00S,2021-12-19T02:56:15.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,20.18725361366623,55.88235294117647,1610612760,88,86,2021-12-19T02:56:19Z,5390000,-29.0,137.0,1,left,MISS S. Gilgeous-Alexander 14' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,14.04,Missed,,,,,,,,,,,,,,,
549,PT06M24.00S,2021-12-19T02:56:17.8Z,4,REGULAR,rebound,offensive,[],1628983,,,1610612760,88,86,2021-12-19T02:56:17Z,5400000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,548.0,2.0,1.0,1.0,,,,,,,
550,PT06M14.00S,2021-12-19T02:56:28.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,6.258212877792378,55.88235294117647,1610612760,88,86,2021-12-19T02:56:31Z,5410000,-29.0,6.0,1,left,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,,,,,3.01,Missed,,,,,,,,,,,,,,,
552,PT06M11.00S,2021-12-19T02:56:31.3Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,88,86,2021-12-19T02:56:31Z,5430000,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,550.0,6.0,5.0,1.0,,,,,,,
553,PT06M03.00S,2021-12-19T02:56:39.0Z,4,REGULAR,turnover,lost ball,[],1629611,,,1610612746,88,86,2021-12-19T02:56:44Z,5440000,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1629652]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,1.0,Dort,1629652.0,,,,,,,,,,,,,,,,,
554,PT06M03.00S,2021-12-19T02:56:39.0Z,4,REGULAR,steal,,[],1629652,,,1610612760,88,86,2021-12-19T02:56:42Z,5450000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M56.00S,2021-12-19T02:56:46.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,5.338370565045992,45.83333333333333,1610612760,90,86,2021-12-19T02:56:52Z,5460000,21.0,-2.0,1,left,S. Gilgeous-Alexander running Layup (10 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,2.09,Made,10.0,,,,,,,,,,,,,,
556,PT05M41.00S,2021-12-19T02:57:03.8Z,4,REGULAR,foul,offensive,[],1627826,,,1610612746,90,86,2021-12-19T02:57:19Z,5470000,,,0,,I. Zubac offensive FOUL (4 PF),"[1627826, 1629652]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,202058.0,,,,,,,,,,,,,,4.0,0.0,Dort,1629652.0,,,
558,PT05M41.00S,2021-12-19T02:57:03.8Z,4,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,90,86,2021-12-19T02:57:03Z,5490000,,,0,,I. Zubac offensive foul TURNOVER (2 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,202058.0,2.0,,,,,,,,,,,,,,,,,,,
559,PT05M41.00S,2021-12-19T02:57:08.5Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,90,86,2021-12-19T02:57:16Z,5500000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M41.00S,2021-12-19T02:57:08.5Z,4,REGULAR,substitution,in,[],1630544,,,1610612760,90,86,2021-12-19T02:57:16Z,5510000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M28.00S,2021-12-19T02:57:39.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,21.50131406044678,88.48039215686273,1610612760,93,86,2021-12-19T02:57:43Z,5520000,-192.0,150.0,1,left,S. Gilgeous-Alexander 24' 3PT step back (13 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,24.37,Made,13.0,,,,,,,,,,,,,,
563,PT05M25.00S,2021-12-19T02:57:45.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,93,86,2021-12-19T02:57:45Z,5530000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M25.00S,2021-12-19T02:57:56.1Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,93,86,2021-12-19T03:00:23Z,5540000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT05M25.00S,2021-12-19T02:57:56.1Z,4,REGULAR,substitution,in,[],1628392,,,1610612746,93,86,2021-12-19T03:00:23Z,5550000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M14.00S,2021-12-19T03:00:50.3Z,4,REGULAR,3pt,Jump Shot,[],1628379,68.67608409986859,24.754901960784316,1610612746,93,89,2021-12-19T03:00:55Z,5560000,-126.0,242.0,1,right,L. Kennard 27' 3PT  (24 PTS) (I. Hartenstein 2 AST),"[1628379, 1628392]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,27.28,Made,24.0,I. Hartenstein,1628392.0,2.0,,,,,,,,,,,
568,PT04M58.00S,2021-12-19T03:01:05.4Z,4,REGULAR,turnover,bad pass,[],1628983,,,1610612760,93,89,2021-12-19T03:01:08Z,5580000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 202704]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,2.0,Jackson,202704.0,,,,,,,,,,,,,,,,,
569,PT04M58.00S,2021-12-19T03:01:05.4Z,4,REGULAR,steal,,[],202704,,,1610612746,93,89,2021-12-19T03:01:06Z,5590000,,,0,,R. Jackson STEAL (3 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT04M44.00S,2021-12-19T03:01:18.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,75.3777923784494,14.460784313725492,1610612746,93,89,2021-12-19T03:04:49Z,5600000,-178.0,179.0,1,right,MISS L. Kennard 25' pullup 3PT,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,25.22,Missed,,,,,,,,,,,,,,,
571,PT04M42.00S,2021-12-19T03:01:20.9Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,93,89,2021-12-19T03:01:22Z,5610000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,570.0,2.0,2.0,0.0,,,,,,,
572,PT04M34.00S,2021-12-19T03:01:29.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.075558475689881,47.794117647058826,1610612760,93,89,2021-12-19T03:01:34Z,5620000,11.0,-5.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,1.2,Missed,,,,,,,,,,,,,,,
573,PT04M33.00S,2021-12-19T03:01:30.0Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,93,89,2021-12-19T03:01:34Z,5630000,,,0,,L. Kennard REBOUND (Off:0 Def:6),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,572.0,6.0,6.0,0.0,,,,,,,
574,PT04M25.00S,2021-12-19T03:01:38.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.11760840998686,46.07843137254902,1610612746,93,91,2021-12-19T03:01:42Z,5640000,-20.0,12.0,1,right,R. Jackson driving Layup (14 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,,2.31,Made,14.0,,,,,,,,,,,,,,
575,PT04M07.00S,2021-12-19T03:01:56.2Z,4,REGULAR,3pt,Jump Shot,[],203488,20.18725361366623,91.91176470588235,1610612760,93,91,2021-12-19T03:02:00Z,5650000,-210.0,137.0,1,left,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,25.06,Missed,,,,,,,,,,,,,,,
576,PT04M05.00S,2021-12-19T03:01:58.2Z,4,REGULAR,rebound,offensive,[],1629652,,,1610612760,93,91,2021-12-19T03:02:00Z,5660000,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,575.0,4.0,3.0,1.0,,,,,,,
577,PT04M01.00S,2021-12-19T03:02:01.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,6.652431011826544,47.05882352941176,1610612760,95,91,2021-12-19T03:06:04Z,5670000,15.0,10.0,1,left,L. Dort driving Layup (27 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,1.78,Made,27.0,,,,,,,,,,,,,,
578,PT03M42.00S,2021-12-19T03:02:21.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,91.80354796320631,49.754901960784316,1610612746,95,93,2021-12-19T03:02:24Z,5680000,-1.0,25.0,1,right,I. Hartenstein DUNK (6 PTS) (R. Jackson 7 AST),"[1628392, 202704]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,2.45,Made,6.0,R. Jackson,202704.0,7.0,,,,,,,,,,,
580,PT03M34.00S,2021-12-19T03:02:32.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,95,93,2021-12-19T03:02:32Z,5700000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M34.00S,2021-12-19T03:03:39.0Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,95,93,2021-12-19T03:03:51Z,5710000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M34.00S,2021-12-19T03:03:39.0Z,4,REGULAR,substitution,out,[],1630544,,,1610612760,95,93,2021-12-19T03:03:51Z,5720000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M34.00S,2021-12-19T03:03:39.0Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,95,93,2021-12-19T03:03:51Z,5730000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT03M34.00S,2021-12-19T03:03:39.0Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,95,93,2021-12-19T03:03:51Z,5740000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M27.00S,2021-12-19T03:04:10.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,7.30946123521682,54.90196078431373,1610612760,95,93,2021-12-19T03:04:15Z,5750000,-25.0,16.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,2.94,Missed,,,,,,,,,,,,,,,
586,PT03M24.00S,2021-12-19T03:04:13.0Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,95,93,2021-12-19T03:04:15Z,5760000,,,0,,K. Williams REBOUND (Off:4 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,585.0,6.0,2.0,4.0,,,,,,,
587,PT03M24.00S,2021-12-19T03:04:12.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,5.590000152587891,50.0,1610612760,97,93,2021-12-19T03:04:12Z,5770000,0.0,0.0,1,left,K. Williams tip Layup (4 PTS),[1629026],1610612760.0,OKC,tip,,,Williams,K. Williams,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,
588,PT03M16.00S,2021-12-19T03:04:24.4Z,4,REGULAR,foul,personal,[],1629652,,,1610612746,97,93,2021-12-19T03:04:29Z,5780000,,,0,,L. Dort personal FOUL (3 PF),"[1629652, 1628379]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,202027.0,,,,,,,,,,,,,,3.0,0.0,Kennard,1628379.0,,,
590,PT03M07.00S,2021-12-19T03:04:51.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,94.1688567674113,50.245098039215684,1610612746,97,95,2021-12-19T03:04:55Z,5800000,1.0,2.0,1,right,I. Hartenstein cutting DUNK (8 PTS) (R. Jackson 8 AST),"[1628392, 202704]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,,,,,0.26,Made,8.0,R. Jackson,202704.0,8.0,,,,,,,,,,,
592,PT02M43.00S,2021-12-19T03:05:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,8.754927726675426,57.84313725490197,1610612760,97,95,2021-12-19T03:05:19Z,5820000,-39.0,30.0,1,left,MISS J. Giddey Layup - blocked,"[1630581, 1628392]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,4.92,Missed,,,,,,,,,,,,,Hartenstein,1628392.0,
593,PT02M43.00S,2021-12-19T03:05:14.4Z,4,REGULAR,block,,[],1628392,,,1610612760,97,95,2021-12-19T03:08:57Z,5830000,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT02M39.00S,2021-12-19T03:05:18.4Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,97,95,2021-12-19T03:09:26Z,5840000,,,0,,T. Mann REBOUND (Off:1 Def:6),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,592.0,7.0,6.0,1.0,,,,,,,
595,PT02M37.00S,2021-12-19T03:05:20.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,76.42904073587385,12.745098039215685,1610612746,97,98,2021-12-19T03:05:27Z,5850000,-186.0,169.0,1,right,L. Kennard 25' 3PT running pullup (27 PTS) (R. Jackson 9 AST),"[1628379, 202704]",1610612746.0,LAC,running pullup,,,Kennard,L. Kennard,,,,,,,,,25.16,Made,27.0,R. Jackson,202704.0,9.0,,,,,,,,,,,
596,PT02M17.00S,2021-12-19T03:05:39.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,9.674770039421814,36.51960784313725,1610612760,97,98,2021-12-19T03:10:45Z,5860000,67.0,38.0,1,left,MISS S. Gilgeous-Alexander 7' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,7.76,Missed,,,,,,,,,,,,,,,
597,PT02M13.00S,2021-12-19T03:05:43.7Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612760,97,98,2021-12-19T03:05:47Z,5870000,,,0,,J. Giddey REBOUND (Off:3 Def:14),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,596.0,17.0,14.0,3.0,,,,,,,
598,PT02M13.00S,2021-12-19T03:05:45.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.590000152587891,50.0,1610612760,97,98,2021-12-19T03:05:45Z,5880000,0.0,0.0,1,left,MISS J. Giddey tip Layup,[1630581],1610612760.0,OKC,tip,,,Giddey,J. Giddey,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
599,PT02M12.00S,2021-12-19T03:05:45.6Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,97,98,2021-12-19T03:05:45Z,5890000,,,0,,K. Williams REBOUND (Off:5 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,598.0,7.0,2.0,5.0,,,,,,,
600,PT02M11.00S,2021-12-19T03:05:46.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,31.09395532194481,26.225490196078432,1610612760,97,98,2021-12-19T03:06:01Z,5900000,119.0,240.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,26.77,Missed,,,,,,,,,,,,,,,
601,PT02M09.00S,2021-12-19T03:05:48.4Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612760,97,98,2021-12-19T03:05:48Z,5910000,,,0,,J. Giddey REBOUND (Off:4 Def:14),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,600.0,18.0,14.0,4.0,,,,,,,
602,PT02M08.00S,2021-12-19T03:06:19.1Z,4,REGULAR,substitution,out,[],1628392,,,1610612760,97,98,2021-12-19T03:06:26Z,5920000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M08.00S,2021-12-19T03:06:19.1Z,4,REGULAR,substitution,in,[],1626159,,,1610612760,97,98,2021-12-19T03:06:26Z,5930000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT02M08.00S,2021-12-19T03:06:57.2Z,4,REGULAR,jumpball,recovered,[],201587,,,1610612760,97,98,2021-12-19T03:11:47Z,5940000,,,0,,Jump Ball R. Jackson vs. J. Giddey: Tip to N. Batum,"[201587, 202704, 1630581]",1610612746.0,LAC,heldball,N. Batum,201587.0,Batum,N. Batum,Jackson,202704.0,Giddey,1630581.0,,,,,,,,,,,,,,,,,,,,,
607,PT02M04.00S,2021-12-19T03:06:57.2Z,4,REGULAR,turnover,lost ball,[],1630581,,,1610612760,97,98,2021-12-19T03:06:57Z,5970000,,,0,,J. Giddey lost ball TURNOVER (4 TO),"[1630581, 202704]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,4.0,Jackson,202704.0,,,,,,,,,,,,,,,,,
608,PT02M04.00S,2021-12-19T03:06:57.2Z,4,REGULAR,steal,,[],202704,,,1610612746,97,98,2021-12-19T03:06:57Z,5980000,,,0,,R. Jackson STEAL (4 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M43.00S,2021-12-19T03:07:18.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202704,94.03745072273325,86.02941176470588,1610612746,97,98,2021-12-19T03:13:16Z,5990000,180.0,4.0,1,right,MISS R. Jackson 18' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,18.01,Missed,,,,,,,,,,,,,,,
610,PT01M41.00S,2021-12-19T03:07:20.6Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,97,98,2021-12-19T03:07:31Z,6000000,,,0,,L. Dort REBOUND (Off:1 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,609.0,5.0,4.0,1.0,,,,,,,
611,PT01M34.00S,2021-12-19T03:07:28.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.732588699080158,54.166666666666664,1610612760,97,98,2021-12-19T03:13:54Z,6010000,-21.0,1.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,2.08,Missed,,,,,,,,,,,,,,,
612,PT01M32.00S,2021-12-19T03:07:30.0Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,97,98,2021-12-19T03:07:38Z,6020000,,,0,,L. Kennard REBOUND (Off:0 Def:7),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,611.0,7.0,7.0,0.0,,,,,,,
613,PT01M27.00S,2021-12-19T03:07:35.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202704,91.14651773981603,49.754901960784316,1610612746,97,98,2021-12-19T03:07:53Z,6030000,-1.0,31.0,1,right,MISS R. Jackson Layup,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,3.07,Missed,,,,,,,,,,,,,,,
614,PT01M24.00S,2021-12-19T03:07:38.0Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,97,98,2021-12-19T03:07:53Z,6040000,,,0,,M. Muscala REBOUND (Off:0 Def:3),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,613.0,3.0,3.0,0.0,,,,,,,
615,PT01M23.00S,2021-12-19T03:07:38.1Z,4,REGULAR,turnover,bad pass,[],203488,,,1610612760,97,98,2021-12-19T03:07:57Z,6050000,,,0,,M. Muscala bad pass TURNOVER (1 TO),"[203488, 1628379]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,1.0,Kennard,1628379.0,,,,,,,,,,,,,,,,,
616,PT01M23.00S,2021-12-19T03:07:38.1Z,4,REGULAR,steal,,[],1628379,,,1610612746,97,98,2021-12-19T03:07:39Z,6060000,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M22.00S,2021-12-19T03:07:45.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,97,98,2021-12-19T03:07:45Z,6070000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M08.00S,2021-12-19T03:09:36.8Z,4,REGULAR,foul,personal,[],1629026,,,1610612746,97,98,2021-12-19T03:14:54Z,6080000,,,0,,K. Williams take personal FOUL (1 PF),"[1629026, 202704]",1610612760.0,OKC,take,,,Williams,K. Williams,,,,,202027.0,,,,,,,,,,,,,,1.0,0.0,Jackson,202704.0,,,
621,PT00M52.40S,2021-12-19T03:10:24.3Z,4,REGULAR,turnover,lost ball,[],202704,,,1610612746,97,98,2021-12-19T03:10:28Z,6100000,,,0,,R. Jackson lost ball TURNOVER (3 TO),"[202704, 1629652]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,3.0,Dort,1629652.0,,,,,,,,,,,,,,,,,
622,PT00M52.40S,2021-12-19T03:10:24.3Z,4,REGULAR,steal,,[],1629652,,,1610612760,97,98,2021-12-19T03:10:26Z,6110000,,,0,,L. Dort STEAL (2 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
