actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
175,PT09M15.00S,2021-12-19T01:39:57.5Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,32,24,2021-12-19T01:40:24Z,1750000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,174.0,2.0,2.0,0.0,,,,,,,
176,PT09M04.00S,2021-12-19T01:40:33.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,13.61695137976347,49.754901960784316,1610612746,32,26,2021-12-19T01:40:39Z,1760000,1.0,75.0,1,left,L. Kennard 7' floating Jump Shot (5 PTS),[1628379],1610612746.0,LAC,floating,,,Kennard,L. Kennard,,,,,,,,,7.55,Made,5.0,,,,,,,,,,,,,,
177,PT08M52.00S,2021-12-19T01:40:45.7Z,2,REGULAR,2pt,Jump Shot,[],1630197,78.26872536136662,51.9607843137255,1610612760,34,26,2021-12-19T01:40:50Z,1770000,10.0,152.0,1,right,A. Pokusevski 15' pullup Jump Shot (4 PTS) (T. Mann 1 AST),"[1630197, 1630544]",1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,,,,,15.21,Made,4.0,T. Mann,1630544.0,1.0,,,,,,,,,,,
179,PT08M34.00S,2021-12-19T01:41:10.1Z,2,REGULAR,foul,technical,['1freethrow'],1630544,,,1610612746,34,26,2021-12-19T01:41:18Z,1790000,,,0,,T. Mann defensive-3-second technical FOUL (1 Tech),[1630544],1610612760.0,OKC,defensive-3-second,,,Mann,T. Mann,,,,,202027.0,,,,,,,,,,,,,,1.0,1.0,,,,,
180,PT08M34.00S,2021-12-19T01:41:23.2Z,2,REGULAR,freethrow,1 of 1,[],1628379,,,1610612746,34,27,2021-12-19T01:41:23Z,1800000,,,0,,L. Kennard technical Free Throw 1 of 1 (6 PTS),[1628379],1610612746.0,LAC,technical,,,Kennard,L. Kennard,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
181,PT08M26.00S,2021-12-19T01:41:44.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,12.828515111695138,62.745098039215684,1610612746,34,29,2021-12-19T01:45:34Z,1810000,-64.0,68.0,1,left,R. Jackson 9' driving floating Jump Shot (4 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,,9.32,Made,4.0,,,,,,,,,,,,,,
182,PT08M10.00S,2021-12-19T01:41:59.1Z,2,REGULAR,3pt,Jump Shot,[],1630197,74.32654402102497,85.7843137254902,1610612760,34,29,2021-12-19T01:42:04Z,1820000,179.0,189.0,1,right,MISS A. Pokusevski 26' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,26.01,Missed,,,,,,,,,,,,,,,
183,PT08M06.00S,2021-12-19T01:42:03.2Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,34,29,2021-12-19T01:42:03Z,1830000,,,0,,K. Williams REBOUND (Off:3 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,182.0,4.0,1.0,3.0,,,,,,,
184,PT08M05.00S,2021-12-19T01:42:05.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629026,88.12417871222075,44.36274509803921,1610612760,34,29,2021-12-19T01:46:25Z,1840000,-28.0,59.0,1,right,MISS K. Williams 6' floating Shot,[1629026],1610612760.0,OKC,floating,,,Williams,K. Williams,,,,,,,,,6.55,Missed,,,,,,,,,,,,,,,
185,PT08M03.00S,2021-12-19T01:42:07.0Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,34,29,2021-12-19T01:42:09Z,1850000,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,184.0,3.0,3.0,0.0,,,,,,,
186,PT07M59.00S,2021-12-19T01:42:12.7Z,2,REGULAR,turnover,palming,[],202339,,,1610612746,34,29,2021-12-19T01:42:19Z,1860000,,,0,,E. Bledsoe palming TURNOVER (1 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,202027.0,1.0,,,,,,,,,,,,,,,,,,,
187,PT07M46.00S,2021-12-19T01:42:36.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629647,91.40932982917214,54.90196078431373,1610612760,34,29,2021-12-19T01:42:43Z,1870000,25.0,28.0,1,right,MISS D. Bazley driving DUNK,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,,,,,3.74,Missed,,,,,,,,,,,,,,,
188,PT07M42.00S,2021-12-19T01:42:40.7Z,2,REGULAR,rebound,offensive,[],1630197,,,1610612760,34,29,2021-12-19T01:42:43Z,1880000,,,0,,A. Pokusevski REBOUND (Off:1 Def:0),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,187.0,1.0,0.0,1.0,,,,,,,
189,PT07M42.00S,2021-12-19T01:42:39.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630197,94.40999984741211,50.0,1610612760,36,29,2021-12-19T01:42:39Z,1890000,0.0,0.0,1,right,A. Pokusevski tip Layup (6 PTS),[1630197],1610612760.0,OKC,tip,,,Pokusevski,A. Pokusevski,,,,,,,,,0.0,Made,6.0,,,,,,,,,,,,,,
190,PT07M31.00S,2021-12-19T01:42:50.7Z,2,REGULAR,3pt,Jump Shot,[],1629599,26.888961892247043,79.41176470588235,1610612746,36,29,2021-12-19T01:42:57Z,1900000,-147.0,200.0,1,left,MISS A. Coffey 24' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,24.85,Missed,,,,,,,,,,,,,,,
191,PT07M29.00S,2021-12-19T01:42:52.7Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,36,29,2021-12-19T01:42:57Z,1910000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,190.0,3.0,3.0,0.0,,,,,,,
192,PT07M15.00S,2021-12-19T01:43:08.4Z,2,REGULAR,2pt,Jump Shot,[],1630544,69.85873850197109,51.470588235294116,1610612760,36,29,2021-12-19T01:47:59Z,1920000,7.0,231.0,1,right,MISS T. Mann 23' step back Shot,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,,,,,23.09,Missed,,,,,,,,,,,,,,,
193,PT07M11.00S,2021-12-19T01:43:12.4Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,36,29,2021-12-19T01:43:13Z,1930000,,,0,,D. Bazley REBOUND (Off:1 Def:0),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,192.0,1.0,0.0,1.0,,,,,,,
194,PT07M03.00S,2021-12-19T01:43:19.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629647,76.95466491458606,10.294117647058822,1610612760,36,29,2021-12-19T01:43:24Z,1940000,-199.0,164.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,25.75,Missed,,,,,,,,,,,,,,,
195,PT07M00.00S,2021-12-19T01:43:22.6Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,36,29,2021-12-19T01:43:24Z,1950000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,194.0,3.0,3.0,0.0,,,,,,,
196,PT06M52.00S,2021-12-19T01:43:30.6Z,2,REGULAR,3pt,Jump Shot,[],202704,29.517082785808146,22.54901960784314,1610612746,36,32,2021-12-19T01:43:37Z,1960000,137.0,225.0,1,left,R. Jackson 26' 3PT pullup (7 PTS) (L. Kennard 1 AST),"[202704, 1628379]",1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,26.36,Made,7.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,
197,PT06M51.00S,2021-12-19T01:43:37.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,36,32,2021-12-19T01:43:37Z,1970000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M51.00S,2021-12-19T01:44:26.5Z,2,REGULAR,substitution,out,[],202324,,,1610612760,36,32,2021-12-19T01:46:11Z,1980000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M51.00S,2021-12-19T01:44:26.5Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,36,32,2021-12-19T01:46:11Z,1990000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M51.00S,2021-12-19T01:44:26.5Z,2,REGULAR,substitution,out,[],202339,,,1610612760,36,32,2021-12-19T01:46:11Z,2000000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M51.00S,2021-12-19T01:44:26.5Z,2,REGULAR,substitution,in,[],203488,,,1610612760,36,32,2021-12-19T01:46:11Z,2010000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M51.00S,2021-12-19T01:44:26.5Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,36,32,2021-12-19T01:46:11Z,2020000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M51.00S,2021-12-19T01:44:26.5Z,2,REGULAR,substitution,in,[],1629611,,,1610612760,36,32,2021-12-19T01:46:11Z,2030000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M31.00S,2021-12-19T01:46:42.0Z,2,REGULAR,3pt,Jump Shot,[],203488,95.48291721419186,96.32352941176471,1610612760,36,32,2021-12-19T01:46:47Z,2040000,232.0,-10.0,1,right,MISS M. Muscala 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,23.18,Missed,,,,,,,,,,,,,,,
207,PT06M27.00S,2021-12-19T01:46:46.0Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,36,32,2021-12-19T01:46:47Z,2050000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,
208,PT06M20.00S,2021-12-19T01:46:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,5.075558475689881,53.92156862745098,1610612746,36,32,2021-12-19T01:47:02Z,2060000,-20.0,-5.0,1,left,MISS R. Jackson driving reverse Layup,[202704],1610612746.0,LAC,driving reverse,,,Jackson,R. Jackson,,,,,,,,,2.02,Missed,,,,,,,,,,,,,,,
209,PT06M19.00S,2021-12-19T01:46:53.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,36,32,2021-12-19T01:47:02Z,2070000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,
210,PT06M19.00S,2021-12-19T01:46:57.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,36,32,2021-12-19T01:46:57Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M19.00S,2021-12-19T01:46:58.5Z,2,REGULAR,substitution,out,[],1630197,,,1610612760,36,32,2021-12-19T01:47:04Z,2090000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M19.00S,2021-12-19T01:46:58.5Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,36,32,2021-12-19T01:47:04Z,2100000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M07.00S,2021-12-19T01:47:25.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,92.72339027595268,57.107843137254896,1610612760,38,32,2021-12-19T01:47:29Z,2110000,36.0,16.0,1,right,D. Bazley driving Layup (3 PTS) (J. Giddey 1 AST),"[1629647, 1630581]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,,,,,3.89,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,
214,PT06M07.00S,2021-12-19T01:47:27.8Z,2,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612760,38,32,2021-12-19T01:47:36Z,2120000,,,0,,I. Zubac shooting personal FOUL (2 PF) (Bazley 1 FT),"[1627826, 1629647]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,202027.0,,,,,,,,,,,,,,2.0,0.0,Bazley,1629647.0,,,
216,PT06M07.00S,2021-12-19T01:47:50.4Z,2,REGULAR,freethrow,1 of 1,[],1629647,,,1610612760,39,32,2021-12-19T01:47:50Z,2140000,,,0,,D. Bazley Free Throw 1 of 1 (4 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
218,PT05M51.00S,2021-12-19T01:48:12.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,39,32,2021-12-19T01:48:12Z,2150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT05M47.00S,2021-12-19T01:48:30.7Z,2,REGULAR,3pt,Jump Shot,[],1628379,6.1268068331143235,2.941176470588235,1610612746,39,35,2021-12-19T01:48:35Z,2160000,235.0,5.0,1,left,L. Kennard 3PT step back (9 PTS) (R. Jackson 2 AST),"[1628379, 202704]",1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,,,,,23.54,Made,9.0,R. Jackson,202704.0,2.0,,,,,,,,,,,
221,PT05M38.00S,2021-12-19T01:48:42.2Z,2,REGULAR,foul,personal,[],1628379,,,1610612760,39,35,2021-12-19T01:48:54Z,2180000,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 203488]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,202058.0,,,,,,,,,,,,,,1.0,0.0,Muscala,203488.0,,,
223,PT05M38.00S,2021-12-19T01:48:53.8Z,2,REGULAR,substitution,out,[],1629599,,,1610612760,39,35,2021-12-19T01:48:57Z,2200000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M38.00S,2021-12-19T01:48:53.8Z,2,REGULAR,substitution,in,[],1626159,,,1610612760,39,35,2021-12-19T01:48:57Z,2210000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M33.00S,2021-12-19T01:49:07.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629026,91.14651773981603,36.029411764705884,1610612760,39,35,2021-12-19T01:49:10Z,2220000,-70.0,31.0,1,right,MISS K. Williams 7' Hook,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,7.63,Missed,,,,,,,,,,,,,,,
226,PT05M31.00S,2021-12-19T01:49:09.4Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,39,35,2021-12-19T01:49:10Z,2230000,,,0,,J. Winslow REBOUND (Off:1 Def:1),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,225.0,2.0,1.0,1.0,,,,,,,
227,PT05M21.00S,2021-12-19T01:49:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,10.463206307490145,63.23529411764706,1610612746,39,37,2021-12-19T01:51:46Z,2240000,-66.0,46.0,1,left,J. Winslow 8' driving floating Jump Shot (7 PTS) (L. Kennard 2 AST),"[1626159, 1628379]",1610612746.0,LAC,driving floating,,,Winslow,J. Winslow,,,,,,,,,8.06,Made,7.0,L. Kennard,1628379.0,2.0,,,,,,,,,,,
229,PT05M13.00S,2021-12-19T01:49:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.93495400788436,43.872549019607845,1610612760,41,37,2021-12-19T01:49:31Z,2260000,-31.0,23.0,1,right,L. Dort driving Layup (7 PTS) (J. Giddey 2 AST),"[1629652, 1630581]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,3.85,Made,7.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,
231,PT04M55.00S,2021-12-19T01:49:45.2Z,2,REGULAR,3pt,Jump Shot,[],1628379,32.14520367936925,45.588235294117645,1610612746,41,37,2021-12-19T01:49:49Z,2280000,22.0,250.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,25.07,Missed,,,,,,,,,,,,,,,
232,PT04M52.00S,2021-12-19T01:49:48.2Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,41,37,2021-12-19T01:49:49Z,2290000,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,231.0,5.0,4.0,1.0,,,,,,,
233,PT04M48.00S,2021-12-19T01:49:52.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629026,94.56307490144546,48.529411764705884,1610612760,43,37,2021-12-19T01:50:02Z,2300000,-7.0,-1.0,1,right,K. Williams cutting Layup (2 PTS) (J. Giddey 3 AST),"[1629026, 1630581]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,,,,,0.75,Made,2.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,
235,PT04M48.00S,2021-12-19T01:50:01.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,43,37,2021-12-19T01:50:01Z,2320000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M48.00S,2021-12-19T01:52:21.7Z,2,REGULAR,substitution,out,[],1629026,,,1610612746,43,37,2021-12-19T01:52:41Z,2330000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M48.00S,2021-12-19T01:52:21.7Z,2,REGULAR,substitution,in,[],1628983,,,1610612746,43,37,2021-12-19T01:52:41Z,2340000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M31.00S,2021-12-19T01:53:10.1Z,2,REGULAR,2pt,Jump Shot,[],202704,29.25427069645204,48.03921568627451,1610612746,43,37,2021-12-19T01:53:15Z,2350000,10.0,222.0,1,left,MISS R. Jackson 22' step back Shot,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,,,22.27,Missed,,,,,,,,,,,,,,,
239,PT04M26.00S,2021-12-19T01:53:15.1Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,43,37,2021-12-19T01:53:15Z,2360000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,238.0,1.0,1.0,0.0,,,,,,,
240,PT04M17.00S,2021-12-19T01:53:22.6Z,2,REGULAR,2pt,Jump Shot,[],1628983,93.77463863337714,22.30392156862745,1610612760,43,37,2021-12-19T01:54:18Z,2370000,-138.0,6.0,1,right,MISS S. Gilgeous-Alexander 13' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,13.86,Missed,,,,,,,,,,,,,,,
241,PT04M15.00S,2021-12-19T01:53:24.6Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,43,37,2021-12-19T01:53:26Z,2380000,,,0,,J. Winslow REBOUND (Off:1 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,240.0,3.0,2.0,1.0,,,,,,,
242,PT04M10.00S,2021-12-19T01:53:31.0Z,2,REGULAR,3pt,Jump Shot,[],1629611,4.28712220762155,3.1862745098039214,1610612746,43,37,2021-12-19T01:53:39Z,2390000,234.0,-12.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,23.44,Missed,,,,,,,,,,,,,,,
243,PT04M06.00S,2021-12-19T01:53:35.0Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,43,37,2021-12-19T01:53:39Z,2400000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,242.0,1.0,1.0,0.0,,,,,,,
244,PT04M01.00S,2021-12-19T01:53:40.0Z,2,REGULAR,3pt,Jump Shot,[],1629652,68.01905387647832,69.6078431372549,1610612760,46,37,2021-12-19T01:53:47Z,2410000,98.0,248.0,1,right,L. Dort 26' 3PT pullup (10 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,,,,,26.68,Made,10.0,,,,,,,,,,,,,,
245,PT03M42.00S,2021-12-19T01:53:57.5Z,2,REGULAR,2pt,Jump Shot,[],202704,7.966491458607096,71.07843137254902,1610612746,46,39,2021-12-19T01:55:14Z,2420000,-105.0,22.0,1,left,R. Jackson 10' driving floating Jump Shot (9 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,,10.78,Made,9.0,,,,,,,,,,,,,,
246,PT03M42.00S,2021-12-19T01:54:05.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612760,46,39,2021-12-19T01:54:16Z,2430000,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,202027.0,,,,,,,,,,,,,,,,,,,,
247,PT03M24.00S,2021-12-19T01:54:31.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.40932982917214,39.950980392156865,1610612760,48,39,2021-12-19T01:54:34Z,2440000,-50.0,28.0,1,right,J. Giddey driving Layup (6 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,,,,,5.76,Made,6.0,,,,,,,,,,,,,,
249,PT03M13.00S,2021-12-19T01:54:41.5Z,2,REGULAR,3pt,Jump Shot,[],1628379,33.327858081471746,53.431372549019606,1610612746,48,42,2021-12-19T01:54:48Z,2460000,-17.0,261.0,1,left,L. Kennard 26' 3PT pullup (12 PTS) (R. Jackson 3 AST),"[1628379, 202704]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,26.14,Made,12.0,R. Jackson,202704.0,3.0,,,,,,,,,,,
251,PT02M59.00S,2021-12-19T01:54:56.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629647,92.85479632063075,45.83333333333333,1610612760,50,42,2021-12-19T01:56:42Z,2480000,-21.0,15.0,1,right,D. Bazley Hook (6 PTS) (J. Giddey 4 AST),"[1629647, 1630581]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,2.55,Made,6.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,
253,PT02M37.00S,2021-12-19T01:55:18.0Z,2,REGULAR,2pt,Jump Shot,[],1628379,9.674770039421814,78.67647058823529,1610612746,50,42,2021-12-19T01:55:25Z,2500000,-143.0,38.0,1,left,MISS L. Kennard 14' step back Shot - blocked,"[1628379, 1629647]",1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,,,,,14.85,Missed,,,,,,,,,,,,,Bazley,1629647.0,
254,PT02M37.00S,2021-12-19T01:55:18.0Z,2,REGULAR,block,,[],1629647,,,1610612746,50,42,2021-12-19T01:55:20Z,2510000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT02M37.00S,2021-12-19T01:55:18.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,50,42,2021-12-19T01:55:25Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,
256,PT02M37.00S,2021-12-19T01:55:23.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,50,42,2021-12-19T01:55:23Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M37.00S,2021-12-19T01:55:24.2Z,2,REGULAR,substitution,out,[],1629647,,,1610612746,50,42,2021-12-19T01:55:29Z,2540000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT02M37.00S,2021-12-19T01:55:24.2Z,2,REGULAR,substitution,out,[],1627826,,,1610612746,50,42,2021-12-19T01:55:29Z,2550000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M37.00S,2021-12-19T01:55:24.2Z,2,REGULAR,substitution,in,[],1630544,,,1610612746,50,42,2021-12-19T01:55:29Z,2560000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M37.00S,2021-12-19T01:55:24.2Z,2,REGULAR,substitution,in,[],201587,,,1610612746,50,42,2021-12-19T01:55:29Z,2570000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M35.00S,2021-12-19T01:55:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628379,5.601182654402102,44.85294117647059,1610612746,50,42,2021-12-19T01:55:48Z,2580000,26.0,0.0,1,left,MISS L. Kennard cutting Layup,[1628379],1610612746.0,LAC,cutting,,,Kennard,L. Kennard,,,,,,,,,2.57,Missed,,,,,,,,,,,,,,,
262,PT02M31.00S,2021-12-19T01:55:47.1Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,50,42,2021-12-19T01:55:48Z,2590000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,261.0,1.0,1.0,0.0,,,,,,,
