actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
249,PT05M25.00S,2022-03-05T01:54:06.0Z,2,REGULAR,3pt,Jump Shot,[],201976,87.72996057818659,95.83333333333334,1610612750,43,54,2022-03-05T01:54:10Z,2390000,229.0,63.0,1,right,P. Beverley 3PT  (4 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,23.76,Made,4.0,,,,,,,,,,,,,,,,,
250,PT05M13.00S,2022-03-05T01:54:20.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,43,54,2022-03-05T01:54:20Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M13.00S,2022-03-05T01:54:21.4Z,2,REGULAR,substitution,out,[],1630177,,,1610612760,43,54,2022-03-05T01:54:43Z,2410000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M13.00S,2022-03-05T01:54:21.4Z,2,REGULAR,substitution,out,[],1630322,,,1610612760,43,54,2022-03-05T01:54:43Z,2420000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M13.00S,2022-03-05T01:54:21.4Z,2,REGULAR,substitution,out,[],1630846,,,1610612760,43,54,2022-03-05T01:54:43Z,2430000,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M13.00S,2022-03-05T01:54:21.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612760,43,54,2022-03-05T01:54:43Z,2440000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M13.00S,2022-03-05T01:54:21.4Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,43,54,2022-03-05T01:54:43Z,2450000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M13.00S,2022-03-05T01:54:21.4Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,43,54,2022-03-05T01:54:43Z,2460000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M13.00S,2022-03-05T01:54:21.4Z,2,REGULAR,substitution,in,[],1629676,,,1610612760,43,54,2022-03-05T01:54:43Z,2470000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M13.00S,2022-03-05T01:54:21.4Z,2,REGULAR,substitution,in,[],1626157,,,1610612760,43,54,2022-03-05T01:54:43Z,2480000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M07.00S,2022-03-05T01:54:51.3Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,43,54,2022-03-05T01:54:55Z,2490000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1626157]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,2.0,Towns,1626157.0,,,,,,
260,PT05M07.00S,2022-03-05T01:54:51.3Z,2,REGULAR,steal,,[],1626157,,,1610612750,43,54,2022-03-05T02:03:22Z,2500000,,,0,,K. Towns STEAL (2 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M51.00S,2022-03-05T01:55:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,91.14651773981603,55.88235294117647,1610612750,43,54,2022-03-05T02:02:01Z,2510000,29.0,31.0,1,right,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,4.25,Missed,,,,,,,,,,,,,,,,,,
262,PT04M46.00S,2022-03-05T01:55:12.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,43,54,2022-03-05T02:22:13Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,,,
263,PT04M46.00S,2022-03-05T01:55:34.3Z,2,REGULAR,jumpball,recovered,[],1629669,,,1610612750,43,54,2022-03-05T01:55:34Z,2530000,,,0,,Jump Ball K. Towns vs. I. Roby: Tip to J. Nowell,"[1629669, 1626157, 1629676]",1610612750.0,MIN,heldball,J. Nowell,1629669.0,Nowell,J. Nowell,Towns,1626157.0,Roby,1629676.0,,,,,,,,,,,,,,,,,,,,
266,PT04M38.00S,2022-03-05T01:55:41.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201976,74.19513797634691,84.31372549019608,1610612750,43,57,2022-03-05T01:55:46Z,2560000,172.0,190.0,1,right,P. Beverley 25' 3PT  (7 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,25.61,Made,7.0,,,,,,,,,,,,,,,,,
267,PT04M22.00S,2022-03-05T01:55:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,10.33180026281209,40.44117647058824,1610612760,45,57,2022-03-05T01:56:02Z,2570000,48.0,45.0,1,left,S. Gilgeous-Alexander 6' driving Layup (15 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.54,Made,15.0,,,,,,,,,,,,,,,,,
268,PT04M03.00S,2022-03-05T01:56:18.7Z,2,REGULAR,violation,kicked ball,[],1630249,,,1610612750,45,57,2022-03-05T01:56:27Z,2580000,,,0,,V. Krejci kicked ball VIOLATION,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,101284.0,,,,,,,,,,,,,
269,PT04M00.00S,2022-03-05T01:56:34.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,90.09526938239159,56.61764705882353,1610612750,45,59,2022-03-05T01:56:39Z,2590000,33.0,41.0,1,right,J. Vanderbilt alley-oop DUNK (2 PTS) (P. Beverley 4 AST),"[1629020, 201976]",1610612750.0,MIN,alley-oop,,,Vanderbilt,J. Vanderbilt,,,,,5.24,Made,2.0,P. Beverley,201976.0,4.0,,,,,,,,,,,,,,
271,PT03M46.00S,2022-03-05T01:56:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,8.886333771353483,46.32352941176471,1610612760,47,59,2022-03-05T02:04:11Z,2610000,18.0,31.0,1,left,D. Bazley reverse Layup (2 PTS) (S. Gilgeous-Alexander 5 AST),"[1629647, 1628983]",1610612760.0,OKC,reverse,,,Bazley,D. Bazley,,,,,3.6,Made,2.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,,,,
273,PT03M29.00S,2022-03-05T01:57:04.2Z,2,REGULAR,3pt,Jump Shot,[],1629669,73.01248357424441,20.588235294117645,1610612750,47,62,2022-03-05T01:57:09Z,2630000,-147.0,201.0,1,right,J. Nowell 24' 3PT  (3 PTS) (J. Vanderbilt 2 AST),"[1629669, 1629020]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,24.92,Made,3.0,J. Vanderbilt,1629020.0,2.0,,,,,,,,,,,,,,
275,PT03M15.00S,2022-03-05T01:57:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.5722733245729295,53.431372549019606,1610612760,49,62,2022-03-05T01:57:22Z,2650000,-17.0,19.0,1,left,S. Gilgeous-Alexander Layup (17 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.54,Made,17.0,,,,,,,,,,,,,,,,,
276,PT03M04.00S,2022-03-05T01:57:28.7Z,2,REGULAR,3pt,Jump Shot,[],1629162,91.93495400788436,2.696078431372549,1610612750,49,65,2022-03-05T01:57:33Z,2660000,-237.0,23.0,1,right,J. McLaughlin 3PT  (3 PTS) (J. Nowell 1 AST),"[1629162, 1629669]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,23.76,Made,3.0,J. Nowell,1629669.0,1.0,,,,,,,,,,,,,,
278,PT02M53.00S,2022-03-05T01:57:41.2Z,2,REGULAR,3pt,Jump Shot,[],1630197,28.203022339027594,78.67647058823529,1610612760,52,65,2022-03-05T01:57:45Z,2680000,-143.0,213.0,1,left,A. Pokusevski 25' 3PT  (5 PTS) (S. Gilgeous-Alexander 6 AST),"[1630197, 1628983]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,25.64,Made,5.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,,,,,
280,PT02M42.00S,2022-03-05T01:57:56.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612750,52,65,2022-03-05T01:57:56Z,2700000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M42.00S,2022-03-05T02:00:24.6Z,2,REGULAR,substitution,out,[],1630249,,,1610612750,52,65,2022-03-05T02:00:54Z,2710000,,,0,,SUB out: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M42.00S,2022-03-05T02:00:24.6Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,52,65,2022-03-05T02:00:54Z,2720000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M42.00S,2022-03-05T02:00:24.6Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,52,65,2022-03-05T02:00:54Z,2730000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M42.00S,2022-03-05T02:00:24.6Z,2,REGULAR,substitution,in,[],1630322,,,1610612750,52,65,2022-03-05T02:00:54Z,2740000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M42.00S,2022-03-05T02:00:24.6Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,52,65,2022-03-05T02:00:54Z,2750000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M42.00S,2022-03-05T02:00:24.6Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,52,65,2022-03-05T02:00:54Z,2760000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M37.00S,2022-03-05T02:01:04.6Z,2,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612750,52,65,2022-03-05T02:01:12Z,2770000,,,0,,I. Roby shooting personal FOUL (2 PF) (Russell 2 FT),"[1629676, 1626156]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,1627524.0,2.0,0.0,Russell,1626156.0,,,,,,,,,
293,PT02M37.00S,2022-03-05T02:01:31.4Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,52,66,2022-03-05T02:01:31Z,2790000,,,0,,D. Russell Free Throw 1 of 2 (9 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
294,PT02M37.00S,2022-03-05T02:01:45.1Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,52,67,2022-03-05T02:01:45Z,2800000,,,0,,D. Russell Free Throw 2 of 2 (10 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
295,PT02M22.00S,2022-03-05T02:02:01.3Z,2,REGULAR,3pt,Jump Shot,[],1630197,10.5946123521682,95.58823529411765,1610612760,55,67,2022-03-05T02:02:06Z,2810000,-228.0,47.0,1,left,A. Pokusevski 3PT  (8 PTS) (D. Bazley 1 AST),"[1630197, 1629647]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,23.27,Made,8.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,,,,
297,PT02M05.00S,2022-03-05T02:02:16.8Z,2,REGULAR,3pt,Jump Shot,[],1626156,71.82982917214193,16.666666666666664,1610612750,55,70,2022-03-05T02:02:21Z,2830000,-167.0,212.0,1,right,D. Russell 26' 3PT pullup (13 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,26.99,Made,13.0,,,,,,,,,,,,,,,,,
298,PT01M56.00S,2022-03-05T02:02:29.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,55,70,2022-03-05T02:02:29Z,2840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M56.00S,2022-03-05T02:02:30.3Z,2,REGULAR,substitution,out,[],1630322,,,1610612760,55,70,2022-03-05T02:02:34Z,2850000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M56.00S,2022-03-05T02:02:30.3Z,2,REGULAR,substitution,in,[],1630544,,,1610612760,55,70,2022-03-05T02:02:34Z,2860000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M45.00S,2022-03-05T02:02:55.2Z,2,REGULAR,3pt,Jump Shot,[],1628983,31.225361366622867,26.96078431372549,1610612760,58,70,2022-03-05T02:03:01Z,2870000,115.0,241.0,1,left,S. Gilgeous-Alexander 26' 3PT step back (20 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.71,Made,20.0,,,,,,,,,,,,,,,,,
302,PT01M31.00S,2022-03-05T02:03:08.8Z,2,REGULAR,3pt,Jump Shot,[],1630183,69.46452036793693,21.568627450980394,1610612750,58,73,2022-03-05T02:03:14Z,2880000,-142.0,235.0,1,right,J. McDaniels 27' 3PT  (13 PTS) (J. Vanderbilt 3 AST),"[1630183, 1629020]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,27.42,Made,13.0,J. Vanderbilt,1629020.0,3.0,,,,,,,,,,,,,,
304,PT01M05.00S,2022-03-05T02:03:34.9Z,2,REGULAR,2pt,Jump Shot,[],1629676,22.026938239159,51.9607843137255,1610612760,60,73,2022-03-05T02:03:40Z,2900000,-10.0,155.0,1,left,I. Roby 15' Jump Shot (15 PTS) (S. Gilgeous-Alexander 7 AST),"[1629676, 1628983]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,15.49,Made,15.0,S. Gilgeous-Alexander,1628983.0,7.0,,,,,,,,,,,,,,
306,PT00M54.90S,2022-03-05T02:03:45.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,91.93495400788436,41.66666666666667,1610612750,60,73,2022-03-05T02:08:11Z,2920000,-42.0,23.0,1,right,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,4.78,Missed,,,,,,,,,,,,,,,,,,
307,PT00M54.90S,2022-03-05T02:03:45.1Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,60,73,2022-03-05T02:03:49Z,2930000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,306.0,5.0,3.0,2.0
308,PT00M54.90S,2022-03-05T02:03:49.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629020,90.3580814717477,50.245098039215684,1610612750,60,75,2022-03-05T02:08:28Z,2940000,1.0,38.0,1,right,J. Vanderbilt tip DUNK (4 PTS),[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,3.81,Made,4.0,,,,,,,,,,,,,,,,,
309,PT00M47.40S,2022-03-05T02:03:56.7Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,60,75,2022-03-05T02:04:00Z,2950000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (3 TO),"[1628983, 201976]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,3.0,Beverley,201976.0,,,,,,
310,PT00M47.40S,2022-03-05T02:03:56.7Z,2,REGULAR,steal,,[],201976,,,1610612750,60,75,2022-03-05T02:03:58Z,2960000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M43.00S,2022-03-05T02:04:01.6Z,2,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,60,75,2022-03-05T02:04:14Z,2970000,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,bad pass,,,McDaniels,J. McDaniels,,,,,,,,,,,1627541.0,,,,,1.0,,,,,,,,
312,PT00M43.00S,2022-03-05T02:04:08.8Z,2,REGULAR,substitution,out,[],1630197,,,1610612760,60,75,2022-03-05T02:04:13Z,2980000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M43.00S,2022-03-05T02:04:08.8Z,2,REGULAR,substitution,in,[],1630322,,,1610612760,60,75,2022-03-05T02:04:13Z,2990000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M33.60S,2022-03-05T02:04:29.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,28.728646517739815,81.86274509803921,1610612760,60,75,2022-03-05T02:04:35Z,3000000,-159.0,218.0,1,left,MISS T. Mann 26' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,
315,PT00M29.90S,2022-03-05T02:04:33.1Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,60,75,2022-03-05T02:04:35Z,3010000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,314.0,6.0,4.0,2.0
316,PT00M09.70S,2022-03-05T02:04:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201976,88.91261498028909,59.068627450980394,1610612750,60,75,2022-03-05T02:05:00Z,3020000,45.0,52.0,1,right,MISS P. Beverley 6' driving Layup,[201976],1610612750.0,MIN,driving,,,Beverley,P. Beverley,,,,,6.87,Missed,,,,,,,,,,,,,,,,,,
317,PT00M07.00S,2022-03-05T02:04:55.7Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,60,75,2022-03-05T02:05:00Z,3030000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,316.0,7.0,4.0,3.0
318,PT00M06.30S,2022-03-05T02:04:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,92.32917214191852,56.61764705882353,1610612750,60,75,2022-03-05T02:05:03Z,3040000,33.0,20.0,1,right,MISS J. Vanderbilt putback Layup,[1629020],1610612750.0,MIN,putback,,,Vanderbilt,J. Vanderbilt,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,
319,PT00M06.20S,2022-03-05T02:04:56.6Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,60,75,2022-03-05T02:08:04Z,3050000,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,318.0,4.0,2.0,2.0
320,PT00M06.20S,2022-03-05T02:05:00.4Z,2,REGULAR,foul,personal,['2freethrow'],1630322,,,1610612750,60,75,2022-03-05T02:05:11Z,3060000,,,0,,L. Waters III shooting personal FOUL (2 PF) (Towns 2 FT),"[1630322, 1626157]",1610612760.0,OKC,shooting,,,Waters III,L. Waters III,,,,,,,,,,,1627524.0,2.0,0.0,Towns,1626157.0,,,,,,,,,
322,PT00M06.20S,2022-03-05T02:05:29.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,60,76,2022-03-05T02:05:29Z,3080000,,,0,,K. Towns Free Throw 1 of 2 (13 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
323,PT00M06.20S,2022-03-05T02:05:54.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,60,77,2022-03-05T02:05:54Z,3090000,,,0,,K. Towns Free Throw 2 of 2 (14 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
324,PT00M00.00S,2022-03-05T02:06:02.9Z,2,REGULAR,3pt,Jump Shot,[],1629676,29.517082785808146,23.03921568627451,1610612760,60,77,2022-03-05T02:06:07Z,3100000,135.0,225.0,1,left,MISS I. Roby 26' 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,
325,PT00M00.00S,2022-03-05T02:06:05.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,60,77,2022-03-05T02:06:05Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,
326,PT00M00.00S,2022-03-05T02:06:07.4Z,2,REGULAR,period,end,[],0,,,1610612760,60,77,2022-03-05T02:06:07Z,3120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2022-03-05T02:20:39.9Z,3,REGULAR,substitution,out,['startperiod'],1630322,,,1610612760,60,77,2022-03-05T02:20:57Z,3130000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-03-05T02:20:39.9Z,3,REGULAR,substitution,in,['startperiod'],1630197,,,1610612760,60,77,2022-03-05T02:20:57Z,3140000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-03-05T02:21:20.7Z,3,REGULAR,period,start,[],0,,,1610612760,60,77,2022-03-05T02:21:20Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M51.00S,2022-03-05T02:21:30.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,60,77,2022-03-05T02:21:30Z,3160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT11M45.00S,2022-03-05T02:21:47.0Z,3,REGULAR,foul,personal,[],201976,,,1610612760,60,77,2022-03-05T02:21:54Z,3170000,,,0,,P. Beverley personal FOUL (2 PF),"[201976, 1628983]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,101284.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
334,PT11M39.00S,2022-03-05T02:22:08.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,90.62089356110381,40.931372549019606,1610612760,60,77,2022-03-05T02:22:13Z,3190000,-45.0,36.0,1,right,MISS I. Roby Layup,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,5.77,Missed,,,,,,,,,,,,,,,,,,
335,PT11M36.00S,2022-03-05T02:22:11.8Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,60,77,2022-03-05T02:22:13Z,3200000,,,0,,K. Towns REBOUND (Off:2 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,334.0,5.0,3.0,2.0
336,PT11M25.00S,2022-03-05T02:22:21.9Z,3,REGULAR,3pt,Jump Shot,[],201976,21.369908015768726,88.97058823529412,1610612750,60,77,2022-03-05T02:22:26Z,3210000,-195.0,148.0,1,left,MISS P. Beverley 24' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,
337,PT11M23.00S,2022-03-05T02:22:23.9Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,60,77,2022-03-05T02:22:26Z,3220000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,336.0,2.0,2.0,0.0
378,PT11M12.00S,2022-03-05T02:22:33.0Z,3,REGULAR,turnover,lost ball,[],1630544,,,1610612760,60,77,2022-03-05T02:28:34Z,3235000,,,0,,T. Mann lost ball TURNOVER (4 TO),"[1630544, 1630183]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,4.0,McDaniels,1630183.0,,,,,,
379,PT11M12.00S,2022-03-05T02:22:33.0Z,3,REGULAR,steal,,[],1630183,,,1610612750,60,77,2022-03-05T02:26:57Z,3242500,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M03.00S,2022-03-05T02:22:44.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,28.86005256241787,79.41176470588235,1610612750,60,77,2022-03-05T02:26:57Z,3250000,-147.0,219.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
341,PT10M59.00S,2022-03-05T02:22:48.2Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,60,77,2022-03-05T02:22:50Z,3260000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,340.0,3.0,3.0,0.0
342,PT10M53.00S,2022-03-05T02:22:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.19776609724047,57.35294117647059,1610612760,62,77,2022-03-05T02:22:58Z,3270000,37.0,21.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (22 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.23,Made,22.0,,,,,,,,,,,,,,,,,
